wind_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_multiple_fuels_pct,gen_fuel_wind_pct,rmccp,rmpcp,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw
0.36703944,0.8133059,0.83218855,0.30597836,0.7079088,0.28841746,0.645574,0.17732093,0.30232793,0.71066976,0.55317104,0.60195804,0.19173482,0.097184375,0.121793255,0.29685465,0.39388725,0.048590038,0.41612288,0.3727688,0.33540887,0.44106302,0.42128184,0.21579719,0.36633885,0.5068076,0.2261397,0.82996845,0.40240884,0.5513537,0.7803662,0.8826561
0.34313983,0.7891175,0.808908,0.27989414,0.68243814,0.2643253,0.62455255,0.14815146,0.28190833,0.6928609,0.5263855,0.5841984,0.16106309,0.07279659,0.09571919,0.2602544,0.36124057,0.032408673,0.3875498,0.34431708,0.30603993,0.41161448,0.4003978,0.18662181,0.32963362,0.4704932,0.19588296,0.7932185,0.36868098,0.53171206,0.7622367,0.8589597
0.3279239,0.7569757,0.78662324,0.24941717,0.6450013,0.23938647,0.5910125,0.13173428,0.26533142,0.6758029,0.5130715,0.5722828,0.14082535,0.054959178,0.07393214,0.2321419,0.32853666,0.0212263,0.36948594,0.31711417,0.27816373,0.37825474,0.3797238,0.15876666,0.30984426,0.4445816,0.17068288,0.76268476,0.33076635,0.5117198,0.7372763,0.8244968
0.3038943,0.7326935,0.76309127,0.22202791,0.62559664,0.21842067,0.5757753,0.11449553,0.24515308,0.6619139,0.48840845,0.55506295,0.119417325,0.039005984,0.056929342,0.20106415,0.30190477,0.013326911,0.34684277,0.2885797,0.25638554,0.36147025,0.3635469,0.13563552,0.28315777,0.43314645,0.14777842,0.7345043,0.30570176,0.49771395,0.71455497,0.7890393
0.2899425,0.70473814,0.73941237,0.20244616,0.6009288,0.19892518,0.56757224,0.104301885,0.23560385,0.64425564,0.47642407,0.5442764,0.10170899,0.027781337,0.04197331,0.18297581,0.28438327,0.008140168,0.32147712,0.27610543,0.23579709,0.34346518,0.35085088,0.11435021,0.26193574,0.40933207,0.12933499,0.69523275,0.27545807,0.483227,0.69209987,0.76596063
0.2791619,0.66921484,0.71110845,0.17379192,0.58662206,0.1787858,0.5417226,0.09366312,0.2247126,0.60456216,0.46449697,0.5253996,0.08772248,0.019556984,0.030046722,0.16943744,0.26312673,0.0047580013,0.30091083,0.25924948,0.22053729,0.31915754,0.33601755,0.09746194,0.24460177,0.40471584,0.11144089,0.67469454,0.2507472,0.47054023,0.6728257,0.74179167
0.26665857,0.6508173,0.6933031,0.15595838,0.5624946,0.16326086,0.53939104,0.08520453,0.21681221,0.5884141,0.44413054,0.52093995,0.07564193,0.013097217,0.021231066,0.15443052,0.24218534,0.0026580782,0.2804152,0.24003452,0.20835662,0.3075192,0.32788646,0.08306738,0.22841568,0.3852451,0.09521289,0.6541815,0.22966047,0.46148553,0.6560362,0.71207076
0.25435117,0.6289487,0.67802894,0.13573176,0.54404926,0.14672145,0.5233727,0.077715,0.20866899,0.5659133,0.43100217,0.5090733,0.061493035,0.008282086,0.014352299,0.14220986,0.22256066,0.001443266,0.27018088,0.22895052,0.18451451,0.29393995,0.3106567,0.06891377,0.20934819,0.36267757,0.08122222,0.6271687,0.20677686,0.4392354,0.64353937,0.6920933
0.24566181,0.60379,0.6660169,0.11716802,0.5276251,0.13763404,0.5082497,0.07365835,0.20314376,0.5378401,0.4053999,0.49535945,0.05046909,0.004939898,0.0094267335,0.13542067,0.21108969,0.00074442895,0.2494834,0.21315719,0.17395128,0.27815154,0.29798412,0.05734036,0.20313475,0.3576872,0.07109012,0.60507715,0.19062091,0.42679012,0.6281521,0.6662791
0.23241489,0.58184433,0.6474077,0.09958334,0.51204556,0.12732527,0.4903782,0.070453666,0.1934892,0.52447927,0.38747945,0.4871267,0.040468875,0.0027652998,0.00591195,0.12541145,0.19444942,0.00036487123,0.23262793,0.19614905,0.16242918,0.26724902,0.29026502,0.046906106,0.1919343,0.34968516,0.060161944,0.58756953,0.17778492,0.42249078,0.6091702,0.64808977
0.2187701,0.5560973,0.6316788,0.083459996,0.5030773,0.12019798,0.4826137,0.06914608,0.18783773,0.5033845,0.38070267,0.4826923,0.031370364,0.0014621184,0.0035746328,0.1166106,0.18831946,0.00016882122,0.21353815,0.18545404,0.1503241,0.25418705,0.2875434,0.038307402,0.17507297,0.33987322,0.051742844,0.5656569,0.15556301,0.40579164,0.5979032,0.63032764
0.20836377,0.53722185,0.6136699,0.069918066,0.4959398,0.11499195,0.47248563,0.06451673,0.18368132,0.4906981,0.3767284,0.46986628,0.023621365,0.000720933,0.0020598313,0.110279076,0.17703405,7.380019e-05,0.20310082,0.17125705,0.14024885,0.24386866,0.27955267,0.030965317,0.17233606,0.3355117,0.045188002,0.5516122,0.14450398,0.39879376,0.5698848,0.6090669
0.1963923,0.5185772,0.60513043,0.055270724,0.48449716,0.11021488,0.45365787,0.061337247,0.1788509,0.47149402,0.368457,0.45528597,0.01686374,0.00033673338,0.0011243294,0.102862924,0.16538161,3.0180478e-05,0.20187686,0.16035825,0.127272,0.23460639,0.2707162,0.02459626,0.15911521,0.321209,0.039648794,0.5358305,0.12787247,0.38406974,0.5592964,0.59427726
0.19021171,0.5007452,0.5860122,0.04507435,0.46114412,0.10680582,0.4428131,0.0601005,0.1716338,0.45755342,0.35614648,0.45353553,0.012405597,0.00014593906,0.00057678734,0.09589609,0.15603767,1.1527952e-05,0.19197512,0.14899178,0.11678581,0.22804666,0.26142213,0.019202488,0.15601969,0.31587398,0.035171807,0.5212221,0.11705022,0.37650537,0.54577816,0.58463746
0.18236542,0.48204756,0.57846826,0.03533134,0.4563252,0.104611255,0.4276307,0.05844799,0.161237,0.43789923,0.3449679,0.45223537,0.008750116,5.9242426e-05,0.00028050246,0.08916686,0.15033771,4.083615e-06,0.1845662,0.14231776,0.10745241,0.22015978,0.25522828,0.014443173,0.15358189,0.30773553,0.029603746,0.5030909,0.10388817,0.36525548,0.53859216,0.55848575
0.17991844,0.46598777,0.5594346,0.026531052,0.44657663,0.097796805,0.42654184,0.054813072,0.16073751,0.42929706,0.3354363,0.43027958,0.005833124,2.2341439e-05,0.00012842455,0.08395522,0.14144564,1.3347415e-06,0.16969118,0.13517821,0.094289124,0.21064712,0.24525453,0.010728815,0.14378548,0.30764392,0.025163509,0.4881145,0.09491324,0.36274981,0.520218,0.54701036
0.17359486,0.45345214,0.5470237,0.020053096,0.43332922,0.09340124,0.40826786,0.05423203,0.15467755,0.4211722,0.32540354,0.42462838,0.0038195385,7.791758e-06,5.529645e-05,0.08122539,0.13582788,3.9988885e-07,0.16878277,0.12401232,0.08592564,0.20560874,0.2466026,0.007688648,0.13906397,0.29977855,0.020856623,0.47152305,0.083980456,0.35289457,0.5077877,0.53015715
0.16527453,0.4338433,0.53576475,0.0145754665,0.42994735,0.09224846,0.39928487,0.04994991,0.1509323,0.4041847,0.32162204,0.41212457,0.0023474512,2.503856e-06,2.2219168e-05,0.07637904,0.13082984,1.0921031e-07,0.15753478,0.11717367,0.079719044,0.20019053,0.2405622,0.0055064107,0.1321041,0.29720682,0.017753491,0.46248832,0.07458974,0.34426633,0.5015461,0.51315814
0.15717351,0.42921627,0.5280767,0.0104715815,0.4106438,0.08945988,0.39070487,0.05009469,0.1488035,0.39884076,0.31183368,0.41095942,0.0014024684,7.3691785e-07,8.334293e-06,0.07306654,0.12473693,2.6975968e-08,0.1537047,0.11303223,0.06724283,0.19253008,0.23522235,0.003661437,0.12583832,0.278183,0.013906904,0.43799934,0.06673386,0.3449845,0.48674953,0.50066125
0.15231143,0.4117558,0.5148641,0.0071702776,0.41365248,0.09092994,0.38545063,0.05082195,0.14428665,0.3841405,0.31169096,0.3983193,0.00080056046,1.972949e-07,2.8991383e-06,0.06841834,0.12553242,5.982271e-09,0.14751928,0.10749859,0.060554147,0.18721066,0.23469093,0.0023533031,0.12115614,0.2751625,0.010766062,0.42763352,0.05821269,0.33306065,0.4743381,0.48713964
0.14532821,0.40111125,0.50621307,0.0047688712,0.40213084,0.08453175,0.37537473,0.049230263,0.14159666,0.37945035,0.29954723,0.39135456,0.00043616237,4.770039e-08,9.3002717e-07,0.0656529,0.119480535,1.1810364e-09,0.1454116,0.10158258,0.05258066,0.18077022,0.23145624,0.0014537625,0.121716976,0.27416137,0.008071664,0.42389014,0.049816392,0.32279846,0.46991783,0.4742969
0.14161338,0.3903763,0.49231166,0.0030729913,0.39524922,0.083567716,0.3526083,0.04802072,0.13560273,0.37062165,0.29465294,0.39049816,0.00022767449,1.0340498e-08,2.7335182e-07,0.06232292,0.11794932,2.0566825e-10,0.13828424,0.09916387,0.044597983,0.17059435,0.22390005,0.0008486573,0.117563725,0.26921198,0.0057678046,0.40970495,0.043719422,0.32112396,0.45741847,0.46447358
0.13587947,0.3799562,0.48019317,0.0018902145,0.38638422,0.08665317,0.36162344,0.04911183,0.135847,0.35807756,0.29116833,0.3656587,0.00011212659,1.9924706e-09,7.315998e-08,0.06272088,0.11617436,3.128134e-11,0.1335092,0.094699845,0.039862964,0.16847576,0.22505175,0.00048276476,0.11474189,0.26313356,0.0040542376,0.39879492,0.037515536,0.31901217,0.44552073,0.4459355
0.13531822,0.36742193,0.46883023,0.0011337115,0.3838183,0.083771296,0.35647526,0.04916205,0.1356163,0.34439123,0.2823273,0.36664847,5.25138e-05,3.3812633e-10,1.7705487e-08,0.058683358,0.108279705,4.1110062e-12,0.13250208,0.09368101,0.03323834,0.16127598,0.2191145,0.0002576215,0.10735147,0.25788268,0.0027084847,0.3921759,0.031426113,0.31001186,0.441955,0.4375309
0.12606233,0.35880157,0.4604106,0.00065292063,0.37426382,0.08490179,0.35019663,0.04661266,0.13321772,0.345428,0.28090125,0.35570517,2.313621e-05,5.003549e-11,3.8437458e-09,0.05459645,0.1058929,4.613763e-13,0.12491111,0.08933519,0.028495062,0.16064326,0.21804708,0.00013060316,0.104992375,0.25156075,0.001705094,0.37810028,0.025990294,0.30426368,0.43512377,0.4220466
0.12529325,0.34782633,0.45069414,0.00035857598,0.36456886,0.08343799,0.34560966,0.042609647,0.13174756,0.3361524,0.27094314,0.3546888,9.606323e-06,6.38582e-12,7.4227197e-10,0.05156146,0.103459485,4.3655733e-14,0.118991606,0.08305683,0.023430675,0.15456907,0.22049643,6.238942e-05,0.10072896,0.24649571,0.0010270945,0.3743971,0.021654226,0.30238852,0.42502743,0.41456047
0.120108485,0.33566204,0.4380804,0.00018741132,0.3583568,0.08394029,0.3315094,0.042012934,0.13150103,0.32403696,0.26687896,0.3501859,3.7249254e-06,6.945771e-13,1.2633655e-10,0.04989261,0.100727774,3.4341905e-15,0.116066724,0.08054653,0.01852156,0.15102978,0.21363144,2.7934058e-05,0.09434751,0.24534659,0.00057606347,0.36970788,0.017428013,0.29568148,0.42029953,0.40416613
0.11651806,0.33209878,0.43581825,9.317089e-05,0.35750034,0.07876482,0.32956654,0.040641267,0.12604646,0.31854644,0.26188743,0.33026904,1.3467901e-06,6.35528e-14,1.8763019e-11,0.04757434,0.1003362,2.2118088e-16,0.11416662,0.07900525,0.014647932,0.14194185,0.20279248,1.1792093e-05,0.09566861,0.24086556,0.00031228882,0.35872114,0.013833835,0.28966162,0.41257024,0.39265028
0.11186949,0.31979138,0.42476416,4.4026492e-05,0.3477989,0.08300538,0.32531592,0.03858504,0.12333547,0.31207284,0.2563301,0.33781764,4.5059497e-07,4.8225363e-15,2.4051377e-12,0.045904733,0.09776201,1.1468535e-17,0.10809981,0.07491511,0.011431536,0.13782689,0.20271535,4.656163e-06,0.09253398,0.23625956,0.00015929394,0.35241655,0.010801788,0.2834447,0.40440437,0.3820001
0.10943832,0.31113806,0.41216874,1.9610467e-05,0.34057805,0.08295856,0.318798,0.036475092,0.11945148,0.299019,0.25299287,0.32875672,1.3883876e-07,2.9879646e-16,2.629529e-13,0.04386696,0.09555162,4.699794e-19,0.10700483,0.07460346,0.008885841,0.13769147,0.2047141,1.7083719e-06,0.09240325,0.22596313,7.5884935e-05,0.34709793,0.0083109755,0.28194192,0.3978111,0.37300533
0.10684197,0.30537573,0.40575245,8.2225115e-06,0.33768642,0.08346727,0.3090436,0.037519455,0.117733516,0.3018334,0.24454848,0.3184503,3.912649e-08,1.485955e-17,2.4203538e-14,0.042373866,0.094898075,1.4914829e-20,0.10203883,0.07215566,0.0066282665,0.13633832,0.20355824,5.81525e-07,0.08930076,0.22318095,3.4194512e-05,0.3416601,0.0062667048,0.27793247,0.39188677,0.3672169
0.101130694,0.29513887,0.4012945,3.226997e-06,0.32554635,0.08411756,0.30842265,0.03522989,0.11968746,0.28775635,0.24224794,0.31003022,1.0016094e-08,5.821045e-19,1.8491921e-15,0.04133193,0.095328264,3.5838963e-22,0.10250029,0.07060585,0.004826149,0.12935528,0.1969165,1.8259972e-07,0.08872978,0.2194778,1.451611e-05,0.33383444,0.0045974697,0.27399477,0.38362008,0.36007923
0.09506355,0.29003736,0.3907896,1.1808105e-06,0.32706064,0.08569456,0.30538797,0.032320872,0.11464261,0.27675003,0.23929885,0.31434852,2.3125577e-09,1.7593812e-20,1.1546254e-16,0.03999801,0.09222925,6.3600723e-24,0.100424565,0.07062988,0.0034344536,0.1269697,0.19767475,5.2488485e-08,0.08371867,0.21279588,5.7500106e-06,0.32299507,0.0032942088,0.2690793,0.37781844,0.35390273
0.09473137,0.2794918,0.38311833,4.0029929e-07,0.32022566,0.082143694,0.29871473,0.031472318,0.112894274,0.27771205,0.2328849,0.3008873,4.776245e-10,4.0099095e-22,5.7924017e-18,0.038446885,0.08780237,8.107632e-26,0.098731756,0.06943894,0.0023553798,0.12213271,0.19011799,1.3731668e-08,0.08666971,0.21321289,2.12479e-06,0.32939383,0.0022991858,0.2613619,0.37157634,0.34070033
0.090415284,0.27628744,0.37843102,1.251073e-07,0.3142028,0.08248937,0.29151103,0.0329773,0.11416851,0.27303073,0.22958028,0.29480356,8.746425e-11,6.7188e-24,2.2914007e-19,0.037962575,0.0868986,7.1977486e-28,0.09168935,0.06624239,0.0015581083,0.119211756,0.19207154,3.2447458e-09,0.08372949,0.21290512,7.2800844e-07,0.32124698,0.0015676572,0.26065794,0.36200958,0.3330292
0.088132255,0.26822692,0.36832067,3.5811798e-08,0.31278017,0.08294813,0.28751862,0.03223326,0.11231754,0.2684635,0.22787863,0.28897804,1.4066724e-11,8.0454845e-26,7.001748e-21,0.036269538,0.08995459,4.2980136e-30,0.09350845,0.0677327,0.0009997839,0.11629593,0.18909448,6.870683e-10,0.08256367,0.20494102,2.2986528e-07,0.312936,0.0010335363,0.25274795,0.36212397,0.33061516
0.08671317,0.26763862,0.36132875,9.326351e-09,0.30502233,0.08256362,0.28254828,0.031985536,0.11276547,0.2647456,0.22292598,0.2841106,1.9663533e-12,6.6709447e-28,1.6153573e-22,0.03246765,0.08694183,1.6598033e-32,0.0950797,0.06608564,0.0006115873,0.11226123,0.18577369,1.2925754e-10,0.08066608,0.2046081,6.651951e-08,0.30506828,0.0006629109,0.249348,0.35342124,0.32053736
0.08270048,0.25617552,0.35418597,2.1933408e-09,0.301455,0.089844845,0.27860615,0.030778209,0.10626007,0.258671,0.21701586,0.28502318,2.3622247e-13,3.6963546e-30,2.7435172e-24,0.03255188,0.08967788,3.9643886e-35,0.093921065,0.064282805,0.0003674257,0.112673126,0.18502335,2.1403964e-11,0.078573786,0.20521973,1.7528258e-08,0.30567896,0.00041098124,0.24623607,0.348004,0.31385365
0.08286851,0.25538668,0.34821287,4.621505e-10,0.29579562,0.085960776,0.27030295,0.032354493,0.11222588,0.2566911,0.21600948,0.2788764,2.4089085e-14,1.3148538e-32,3.3350614e-26,0.030093357,0.08366058,5.56417e-38,0.09168146,0.06301294,0.00020821541,0.10957799,0.1860637,3.0879737e-12,0.07609515,0.1969472,4.1748276e-09,0.2970814,0.00024573825,0.24355449,0.33733347,0.30963272
0.07638765,0.25033155,0.3460595,8.649276e-11,0.29446492,0.08397437,0.2724646,0.029782787,0.104914516,0.2525931,0.21470077,0.27652532,2.0573818e-15,2.8684734e-35,2.8119e-28,0.027321674,0.080301784,4.3251e-41,0.08842833,0.061176293,0.000113871094,0.1051474,0.18036492,3.8386877e-13,0.07658192,0.19656606,8.917436e-10,0.29238194,0.00014129978,0.2376765,0.33730087,0.3080367
0.074857004,0.24337065,0.34177566,1.4242863e-11,0.28552547,0.08436796,0.26415983,0.029108556,0.10774565,0.25029504,0.2154602,0.26969096,1.4501604e-16,3.6417118e-38,1.5872856e-30,0.027877115,0.08584003,1.7e-44,0.08926434,0.061693903,5.9307753e-05,0.09983429,0.17636038,4.0622857e-14,0.07676369,0.19354936,1.6936624e-10,0.2857558,7.802433e-05,0.2339711,0.3338784,0.29716596
0.07163298,0.23935282,0.33426452,2.0426768e-12,0.2784754,0.085868135,0.2594923,0.027403384,0.106282234,0.24635346,0.20974556,0.26257804,8.300857e-18,2.5316e-41,5.7641736e-33,0.027364803,0.0841961,0.0,0.09174893,0.059611928,2.9364162e-05,0.09887076,0.17862779,3.61165e-15,0.07370563,0.19010304,2.8337265e-11,0.28420863,4.1221745e-05,0.23043057,0.32707497,0.29389971
0.06989875,0.23271926,0.3275012,2.5231908e-13,0.27460504,0.08726237,0.25723982,0.026691047,0.105486125,0.24040481,0.2065879,0.2625191,3.7909954e-19,8e-45,1.2868308e-35,0.026041113,0.08413807,0.0,0.09187109,0.06035169,1.3803845e-05,0.09592052,0.17613168,2.6590318e-16,0.07268397,0.18820247,4.1346193e-12,0.27558482,2.0770889e-05,0.23002554,0.3161217,0.28763658
0.0671273,0.22710453,0.3225027,2.6520285e-14,0.27324978,0.08562352,0.25731102,0.027654545,0.102777526,0.24147183,0.20506094,0.2562353,1.354732e-20,0.0,1.6763689e-38,0.024914822,0.08367258,0.0,0.086994074,0.05904144,6.1360133e-06,0.094679765,0.18128206,1.5957497e-17,0.07246646,0.18905008,5.2032304e-13,0.2735699,9.938836e-06,0.22209543,0.31404057,0.28114828
0.06705867,0.22299239,0.31201255,2.3406352e-15,0.2753309,0.082463555,0.25162765,0.027942613,0.105689704,0.23477586,0.20044354,0.25901362,3.7076508e-22,0.0,1.1995e-41,0.02434246,0.08252784,0.0,0.08622995,0.056963515,2.5588647e-06,0.09154645,0.17678086,7.6719244e-19,0.06900138,0.18500349,5.580271e-14,0.26996452,4.5027077e-06,0.2189967,0.31120118,0.2805438
0.063473314,0.21988039,0.31304777,1.7097342e-16,0.2637951,0.08515082,0.24526055,0.02561013,0.102045156,0.23246713,0.19656086,0.2507455,7.5888324e-24,0.0,4e-45,0.023130478,0.08008637,0.0,0.08589396,0.055221137,1.0001676e-06,0.08998145,0.17652015,2.8991246e-20,0.07227392,0.1820757,5.033753e-15,0.2674083,1.9230574e-06,0.2180125,0.30457327,0.27306437
0.061192326,0.21277173,0.3059321,1.0173709e-17,0.26288077,0.08294987,0.24846753,0.026784599,0.10535945,0.23040101,0.19646898,0.2497184,1.1314335e-25,0.0,0.0,0.022001939,0.077834114,0.0,0.083762385,0.054176185,3.6429188e-07,0.0868557,0.17186657,8.4320244e-22,0.06808862,0.18358265,3.764999e-16,0.2605668,7.7064834e-07,0.2118897,0.30207273,0.26561654
0.06024531,0.21201816,0.3006945,4.846549e-19,0.26001424,0.08338943,0.24460298,0.026319426,0.10891127,0.22780019,0.19246136,0.23890634,1.1931593e-27,0.0,0.0,0.021105643,0.076743126,0.0,0.083627544,0.054396123,1.2301565e-07,0.08342179,0.16781075,1.8442238e-23,0.06729763,0.1762249,2.2986022e-17,0.25879747,2.88437e-07,0.21318245,0.29257983,0.26000988
0.05711649,0.20750546,0.29543447,1.813354e-20,0.25069952,0.083032966,0.24268042,0.02550298,0.105450675,0.22785042,0.18744177,0.24286726,8.611745e-30,0.0,0.0,0.021115199,0.07740193,0.0,0.083716795,0.054184236,3.8288494e-08,0.08237412,0.16764922,2.9561406e-25,0.0664243,0.17360911,1.1259564e-18,0.25506514,1.0028966e-07,0.20756927,0.2913808,0.25940612
0.05438258,0.20183459,0.29103708,5.217617e-22,0.2571516,0.083731115,0.23714982,0.027168421,0.10488745,0.22247563,0.19104506,0.23693585,4.0993967e-32,0.0,0.0,0.01927705,0.0771508,0.0,0.0848883,0.055004384,1.0912833e-08,0.08226014,0.1710801,3.37451e-27,0.0668346,0.17507632,4.3423964e-20,0.24866179,3.2213475e-08,0.20471746,0.2849943,0.25284362
0.05328991,0.19715162,0.28594023,1.1279141e-23,0.2519691,0.08606056,0.2339921,0.02540268,0.10912701,0.22005874,0.18632096,0.23579784,1.2341237e-34,0.0,0.0,0.018574215,0.075099595,0.0,0.08133156,0.05399169,2.8295761e-09,0.07794644,0.16704275,2.656666e-29,0.06737637,0.17093438,1.2913303e-21,0.24961488,9.500051e-09,0.2021236,0.28286624,0.24892925
0.05011699,0.19608004,0.28235993,1.7850979e-25,0.24774696,0.08575862,0.23176333,0.027094638,0.10527506,0.21864612,0.17849256,0.23051257,2.2397787e-37,0.0,0.0,0.017079324,0.07588587,0.0,0.08267319,0.054540046,6.6243777e-10,0.075867265,0.16432483,1.3913665e-31,0.06673049,0.17471406,2.8936513e-23,0.24209802,2.5553115e-09,0.19907321,0.27308342,0.24977633
0.047596283,0.19168875,0.27862713,2.0096507e-27,0.24719936,0.08359704,0.2300875,0.0271137,0.10661207,0.2156029,0.1806367,0.22748207,2.31894e-40,0.0,0.0,0.015535209,0.07024836,0.0,0.08142382,0.057315093,1.3891593e-10,0.073893845,0.16171102,4.6538005e-34,0.065277256,0.16727297,4.762823e-25,0.24360792,6.224079e-10,0.19409351,0.27408788,0.24353777
0.045831025,0.19144072,0.27647364,1.5583205e-29,0.2464331,0.08229831,0.22521375,0.024685785,0.10732005,0.21305576,0.17750566,0.22172979,1.29e-43,0.0,0.0,0.014385056,0.07686055,0.0,0.08030818,0.05386504,2.586831e-11,0.071613386,0.16197002,9.48956e-37,0.0641144,0.165307,5.5969038e-27,0.23759145,1.3622155e-10,0.19241087,0.27076378,0.2414416
0.042967096,0.18857726,0.27456966,8.0267086e-32,0.23998174,0.082204275,0.22323155,0.026173133,0.107598394,0.21422859,0.17339666,0.22081265,0.0,0.0,0.0,0.012990182,0.07464577,0.0,0.080170475,0.05442196,4.2373084e-12,0.07111952,0.16278686,1.11828e-39,0.06633618,0.16698813,4.5487784e-29,0.23258984,2.6563965e-11,0.19138762,0.2659179,0.2354577
