目标,口径,字段,独立能力,分解式门控,门控判零
115号母线电压相角,已剥离,area_1_fuel_hydro_mw,-0.0810992560854138,0.019393905997276306,False
115号母线电压相角,已剥离,area_1_fuel_wind_mw,0.6003318437682106,0.046803928911685944,False
115号母线电压相角,已剥离,area_1_fuel_solar_mw,-0.013442138030639539,0.0,True
115号母线电压相角,已剥离,area_1_generation_mw,-0.06783246892949912,0.0,True
115号母线电压相角,已剥离,area_2_fuel_coal_mw,-0.03985424325919662,0.006934761069715023,True
115号母线电压相角,已剥离,area_2_fuel_natural_gas_mw,-0.03857614206227056,0.0,True
115号母线电压相角,已剥离,area_2_fuel_hydro_mw,-0.08003468713270623,0.0,True
115号母线电压相角,已剥离,area_2_fuel_solar_mw,-0.022338235871242285,0.0,True
115号母线电压相角,已剥离,area_2_generation_mw,-0.058283787593265135,0.0,True
115号母线电压相角,已剥离,area_3_fuel_coal_mw,0.13351015346579032,0.0,True
115号母线电压相角,已剥离,area_3_fuel_natural_gas_mw,0.0956803325957235,0.0,True
115号母线电压相角,已剥离,area_3_fuel_hydro_mw,-0.044932723463630975,0.0,True
115号母线电压相角,已剥离,area_3_fuel_wind_mw,0.45230852746266414,0.0,True
115号母线电压相角,已剥离,area_3_fuel_solar_mw,-0.028717233265865616,0.02044355310499668,False
115号母线电压相角,已剥离,area_3_generation_mw,-0.03847561409384226,0.0,True
115号母线电压相角,已剥离,hour_of_day,-0.024466452496140212,0.0,True
115号母线电压相角,已剥离,day_of_week,4.891409153284787e-05,0.0,True
115号母线电压相角,已剥离,month_of_year,-0.07999469962800387,0.0,True
115号母线电压相角,已剥离,is_weekend,0.0007386366287458479,0.0,True
215号母线电压相角,未剥离,area_1_load_actual_mw,0.002682418909980111,0.031218133866786957,False
215号母线电压相角,未剥离,area_2_load_actual_mw,-0.015993864339577613,0.0,True
215号母线电压相角,未剥离,area_3_load_actual_mw,-0.040163434444275614,0.0,True
215号母线电压相角,未剥离,system_load_actual_mw,0.009925311863139163,0.0,True
215号母线电压相角,未剥离,area_1_load_day_ahead_mw,0.002449059363465844,0.0,True
215号母线电压相角,未剥离,area_2_load_day_ahead_mw,-0.016039868778042532,0.0,True
215号母线电压相角,未剥离,area_3_load_day_ahead_mw,-0.04027154079688677,0.0,True
215号母线电压相角,未剥离,system_load_day_ahead_mw,0.010428301298147868,0.0,True
215号母线电压相角,未剥离,system_generation_mw,0.019480484377471297,0.0,True
215号母线电压相角,未剥离,system_losses_mw,0.6548229905676131,0.02051779441535473,False
215号母线电压相角,未剥离,area_1_net_export_mw,0.2718581438889187,0.0,True
215号母线电压相角,未剥离,area_2_net_export_mw,0.43228206457483476,0.0,True
215号母线电压相角,未剥离,area_3_net_export_mw,0.07749222773856079,0.013337143696844578,False
215号母线电压相角,未剥离,reserve_reg_up_mw,0.05184103477262714,0.0,True
215号母线电压相角,未剥离,reserve_reg_down_mw,0.04341259760564398,0.0,True
215号母线电压相角,未剥离,reserve_spin_r1_mw,0.002780916648131293,0.0,True
215号母线电压相角,未剥离,reserve_spin_r2_mw,-0.015689670734253758,0.0,True
215号母线电压相角,未剥离,reserve_spin_r3_mw,-0.040191961374172136,0.0,True
215号母线电压相角,未剥离,gen_fuel_coal_mw,0.06221730646364132,0.0,True
215号母线电压相角,未剥离,gen_fuel_natural_gas_mw,-0.18587059926802518,0.0,True
215号母线电压相角,未剥离,gen_fuel_nuclear_mw,0.10227238830481444,0.0,True
215号母线电压相角,未剥离,gen_fuel_hydro_mw,-0.009346690606183206,0.0,True
215号母线电压相角,未剥离,gen_fuel_wind_mw,0.39885706508486907,0.0,True
215号母线电压相角,未剥离,gen_fuel_solar_mw,0.26098355464302636,0.0,True
215号母线电压相角,未剥离,area_1_fuel_coal_mw,0.2345094237895492,0.04246506094932556,False
215号母线电压相角,未剥离,area_1_fuel_natural_gas_mw,0.07360700088059535,0.026529507711529732,False
215号母线电压相角,未剥离,area_1_fuel_nuclear_mw,0.10227238830481444,0.0,True
215号母线电压相角,未剥离,area_1_fuel_hydro_mw,-0.006378141124989911,0.0,True
215号母线电压相角,未剥离,area_1_fuel_wind_mw,0.3367449789115021,0.0,True
215号母线电压相角,未剥离,area_1_fuel_solar_mw,0.2615580620011134,0.021183058619499207,False
215号母线电压相角,未剥离,area_1_generation_mw,0.013504033101531254,0.0,True
215号母线电压相角,未剥离,area_2_fuel_coal_mw,0.07215371359099798,0.008547854609787464,True
215号母线电压相角,未剥离,area_2_fuel_natural_gas_mw,0.13866095802807288,0.006166669074445963,True
215号母线电压相角,未剥离,area_2_fuel_hydro_mw,-0.018583611833360658,0.008268780075013638,True
215号母线电压相角,未剥离,area_2_fuel_solar_mw,0.19906232022279513,0.0,True
215号母线电压相角,未剥离,area_2_generation_mw,-0.0013889777590072594,0.0,True
215号母线电压相角,未剥离,area_3_fuel_coal_mw,-0.14038575145030863,0.01929505169391632,False
215号母线电压相角,未剥离,area_3_fuel_natural_gas_mw,-0.2329593824895182,0.0,True
215号母线电压相角,未剥离,area_3_fuel_hydro_mw,-0.10243656387573208,0.0031312345527112484,True
215号母线电压相角,未剥离,area_3_fuel_wind_mw,0.3494874337905388,0.029362183064222336,False
215号母线电压相角,未剥离,area_3_fuel_solar_mw,0.2592967993523836,0.015037715435028076,False
215号母线电压相角,未剥离,area_3_generation_mw,-0.03302110464754415,0.0,True
215号母线电压相角,未剥离,hour_of_day,0.23862105294105773,0.0,True
215号母线电压相角,未剥离,day_of_week,-0.03020742057311976,0.0,True
215号母线电压相角,未剥离,month_of_year,-0.02995896942097498,0.0,True
215号母线电压相角,未剥离,is_weekend,-0.029810354550594997,0.0,True
215号母线电压相角,已剥离,area_1_load_actual_mw,0.002682418909980111,0.031218133866786957,False
215号母线电压相角,已剥离,area_2_load_actual_mw,-0.015993864339577613,0.0,True
215号母线电压相角,已剥离,area_3_load_actual_mw,-0.040163434444275614,0.0,True
215号母线电压相角,已剥离,system_load_actual_mw,0.009925311863139163,0.0,True
215号母线电压相角,已剥离,area_1_load_day_ahead_mw,0.002449059363465844,0.0,True
215号母线电压相角,已剥离,area_2_load_day_ahead_mw,-0.016039868778042532,0.0,True
215号母线电压相角,已剥离,area_3_load_day_ahead_mw,-0.04027154079688677,0.0,True
215号母线电压相角,已剥离,system_load_day_ahead_mw,0.010428301298147868,0.0,True
215号母线电压相角,已剥离,system_generation_mw,0.019480484377471297,0.0,True
215号母线电压相角,已剥离,system_losses_mw,0.6548229905676131,0.02051779441535473,False
215号母线电压相角,已剥离,area_1_net_export_mw,0.2718581438889187,0.0,True
215号母线电压相角,已剥离,area_2_net_export_mw,0.43228206457483476,0.0,True
215号母线电压相角,已剥离,area_3_net_export_mw,0.07749222773856079,0.013337143696844578,False
215号母线电压相角,已剥离,reserve_reg_up_mw,0.05184103477262714,0.0,True
215号母线电压相角,已剥离,reserve_reg_down_mw,0.04341259760564398,0.0,True
215号母线电压相角,已剥离,reserve_spin_r1_mw,0.002780916648131293,0.0,True
215号母线电压相角,已剥离,reserve_spin_r2_mw,-0.015689670734253758,0.0,True
215号母线电压相角,已剥离,reserve_spin_r3_mw,-0.040191961374172136,0.0,True
215号母线电压相角,已剥离,gen_fuel_coal_mw,0.06221730646364132,0.0,True
215号母线电压相角,已剥离,gen_fuel_natural_gas_mw,-0.18587059926802518,0.0,True
215号母线电压相角,已剥离,gen_fuel_nuclear_mw,0.10227238830481444,0.0,True
215号母线电压相角,已剥离,gen_fuel_hydro_mw,-0.009346690606183206,0.0,True
215号母线电压相角,已剥离,gen_fuel_wind_mw,0.39885706508486907,0.0,True
215号母线电压相角,已剥离,gen_fuel_solar_mw,0.26098355464302636,0.0,True
215号母线电压相角,已剥离,area_1_fuel_coal_mw,0.2345094237895492,0.04246506094932556,False
215号母线电压相角,已剥离,area_1_fuel_natural_gas_mw,0.07360700088059535,0.026529507711529732,False
215号母线电压相角,已剥离,area_1_fuel_nuclear_mw,0.10227238830481444,0.0,True
215号母线电压相角,已剥离,area_1_fuel_hydro_mw,-0.006378141124989911,0.0,True
215号母线电压相角,已剥离,area_1_fuel_wind_mw,0.3367449789115021,0.0,True
215号母线电压相角,已剥离,area_1_fuel_solar_mw,0.2615580620011134,0.021183058619499207,False
215号母线电压相角,已剥离,area_1_generation_mw,0.013504033101531254,0.0,True
215号母线电压相角,已剥离,area_2_fuel_coal_mw,0.07215371359099798,0.008547854609787464,True
215号母线电压相角,已剥离,area_2_fuel_natural_gas_mw,0.13866095802807288,0.006166669074445963,True
215号母线电压相角,已剥离,area_2_fuel_hydro_mw,-0.018583611833360658,0.008268780075013638,True
215号母线电压相角,已剥离,area_2_fuel_solar_mw,0.19906232022279513,0.0,True
215号母线电压相角,已剥离,area_2_generation_mw,-0.0013889777590072594,0.0,True
215号母线电压相角,已剥离,area_3_fuel_coal_mw,-0.14038575145030863,0.01929505169391632,False
215号母线电压相角,已剥离,area_3_fuel_natural_gas_mw,-0.2329593824895182,0.0,True
215号母线电压相角,已剥离,area_3_fuel_hydro_mw,-0.10243656387573208,0.0031312345527112484,True
215号母线电压相角,已剥离,area_3_fuel_wind_mw,0.3494874337905388,0.029362183064222336,False
215号母线电压相角,已剥离,area_3_fuel_solar_mw,0.2592967993523836,0.015037715435028076,False
215号母线电压相角,已剥离,area_3_generation_mw,-0.03302110464754415,0.0,True
215号母线电压相角,已剥离,hour_of_day,0.23862105294105773,0.0,True
215号母线电压相角,已剥离,day_of_week,-0.03020742057311976,0.0,True
215号母线电压相角,已剥离,month_of_year,-0.02995896942097498,0.0,True
215号母线电压相角,已剥离,is_weekend,-0.029810354550594997,0.0,True
315号母线电压相角,未剥离,area_1_load_actual_mw,0.01438991626529551,0.0,True
315号母线电压相角,未剥离,area_2_load_actual_mw,-0.030674120750513012,0.0,True
315号母线电压相角,未剥离,area_3_load_actual_mw,-0.05251559273747475,0.0,True
315号母线电压相角,未剥离,system_load_actual_mw,-0.0010346241079515206,0.0,True
315号母线电压相角,未剥离,area_1_load_day_ahead_mw,0.017631729225684234,0.0,True
315号母线电压相角,未剥离,area_2_load_day_ahead_mw,-0.030496814432976915,0.0,True
315号母线电压相角,未剥离,area_3_load_day_ahead_mw,-0.05402439268350023,0.0,True
315号母线电压相角,未剥离,system_load_day_ahead_mw,0.0006627980152363877,0.0,True
315号母线电压相角,未剥离,system_generation_mw,-0.020768426149004426,0.0,True
315号母线电压相角,未剥离,system_losses_mw,0.2743737244018636,0.0,True
315号母线电压相角,未剥离,area_1_net_export_mw,0.35382579503877787,0.009404466487467289,True
315号母线电压相角,未剥离,area_2_net_export_mw,0.5420885897410931,0.0,True
315号母线电压相角,未剥离,area_3_net_export_mw,0.07564480697457165,0.0,True
315号母线电压相角,未剥离,reserve_reg_up_mw,-0.08638040486484377,0.0,True
315号母线电压相角,未剥离,reserve_reg_down_mw,-0.0916953490439616,0.0,True
315号母线电压相角,未剥离,reserve_spin_r1_mw,0.015342060696784343,0.0,True
315号母线电压相角,未剥离,reserve_spin_r2_mw,-0.030726574789545547,0.0,True
315号母线电压相角,未剥离,reserve_spin_r3_mw,-0.04460386461093768,0.0,True
315号母线电压相角,未剥离,gen_fuel_coal_mw,0.18800784225378497,0.0,True
315号母线电压相角,未剥离,gen_fuel_natural_gas_mw,-0.014437085700492958,0.0,True
315号母线电压相角,未剥离,gen_fuel_nuclear_mw,0.33157675743863124,0.0,True
315号母线电压相角,未剥离,gen_fuel_hydro_mw,-0.007167285155524228,0.0,True
315号母线电压相角,未剥离,gen_fuel_wind_mw,0.6927381367984475,0.0,True
315号母线电压相角,未剥离,gen_fuel_solar_mw,0.25176460792942656,0.0,True
315号母线电压相角,未剥离,area_1_fuel_coal_mw,0.33071568879264657,0.0,True
315号母线电压相角,未剥离,area_1_fuel_natural_gas_mw,-0.06256857903017998,0.014855975285172462,False
315号母线电压相角,未剥离,area_1_fuel_nuclear_mw,0.33157675743863124,0.011265864595770836,False
315号母线电压相角,未剥离,area_1_fuel_hydro_mw,-0.06209580572766482,0.009724411182105541,True
315号母线电压相角,未剥离,area_1_fuel_wind_mw,0.6590901670843128,0.02509833127260208,False
315号母线电压相角,未剥离,area_1_fuel_solar_mw,0.20330821602389682,0.007563689723610878,True
315号母线电压相角,未剥离,area_1_generation_mw,0.0016045479775741445,0.0,True
315号母线电压相角,未剥离,area_2_fuel_coal_mw,0.036233810561136504,0.017753826454281807,False
315号母线电压相角,未剥离,area_2_fuel_natural_gas_mw,-0.03036696693148122,0.019845079630613327,False
315号母线电压相角,未剥离,area_2_fuel_hydro_mw,-0.01845774089083263,0.009048459120094776,True
315号母线电压相角,未剥离,area_2_fuel_solar_mw,0.1793046347909404,0.004498356021940708,True
315号母线电压相角,未剥离,area_2_generation_mw,-0.04142462715662898,0.0,True
315号母线电压相角,未剥离,area_3_fuel_coal_mw,-0.08269327907500146,0.0,True
315号母线电压相角,未剥离,area_3_fuel_natural_gas_mw,-0.036436812226453785,0.04944264888763428,False
315号母线电压相角,未剥离,area_3_fuel_hydro_mw,-0.08107934570089537,0.0,True
315号母线电压相角,未剥离,area_3_fuel_wind_mw,0.6066261221499931,0.009205242618918419,True
315号母线电压相角,未剥离,area_3_fuel_solar_mw,0.25966861651253526,0.014057133346796036,False
315号母线电压相角,未剥离,area_3_generation_mw,-0.07641341926786516,0.0,True
315号母线电压相角,未剥离,hour_of_day,0.10696238512664857,0.0,True
315号母线电压相角,未剥离,day_of_week,-0.11457445246021547,0.0,True
315号母线电压相角,未剥离,month_of_year,-0.28735460662383105,0.0,True
315号母线电压相角,未剥离,is_weekend,-0.1176251830163908,0.0,True
315号母线电压相角,已剥离,area_1_load_actual_mw,0.01438991626529551,0.0,True
315号母线电压相角,已剥离,area_2_load_actual_mw,-0.030674120750513012,0.0,True
315号母线电压相角,已剥离,area_3_load_actual_mw,-0.05251559273747475,0.0,True
315号母线电压相角,已剥离,system_load_actual_mw,-0.0010346241079515206,0.0,True
315号母线电压相角,已剥离,area_1_load_day_ahead_mw,0.017631729225684234,0.0,True
315号母线电压相角,已剥离,area_2_load_day_ahead_mw,-0.030496814432976915,0.0,True
315号母线电压相角,已剥离,area_3_load_day_ahead_mw,-0.05402439268350023,0.0,True
315号母线电压相角,已剥离,system_load_day_ahead_mw,0.0006627980152363877,0.0,True
315号母线电压相角,已剥离,system_generation_mw,-0.020768426149004426,0.0,True
315号母线电压相角,已剥离,system_losses_mw,0.2743737244018636,0.0,True
315号母线电压相角,已剥离,area_1_net_export_mw,0.35382579503877787,0.009404466487467289,True
315号母线电压相角,已剥离,area_2_net_export_mw,0.5420885897410931,0.0,True
315号母线电压相角,已剥离,area_3_net_export_mw,0.07564480697457165,0.0,True
315号母线电压相角,已剥离,reserve_reg_up_mw,-0.08638040486484377,0.0,True
315号母线电压相角,已剥离,reserve_reg_down_mw,-0.0916953490439616,0.0,True
315号母线电压相角,已剥离,reserve_spin_r1_mw,0.015342060696784343,0.0,True
315号母线电压相角,已剥离,reserve_spin_r2_mw,-0.030726574789545547,0.0,True
315号母线电压相角,已剥离,reserve_spin_r3_mw,-0.04460386461093768,0.0,True
315号母线电压相角,已剥离,gen_fuel_coal_mw,0.18800784225378497,0.0,True
315号母线电压相角,已剥离,gen_fuel_natural_gas_mw,-0.014437085700492958,0.0,True
315号母线电压相角,已剥离,gen_fuel_nuclear_mw,0.33157675743863124,0.0,True
315号母线电压相角,已剥离,gen_fuel_hydro_mw,-0.007167285155524228,0.0,True
315号母线电压相角,已剥离,gen_fuel_wind_mw,0.6927381367984475,0.0,True
315号母线电压相角,已剥离,gen_fuel_solar_mw,0.25176460792942656,0.0,True
315号母线电压相角,已剥离,area_1_fuel_coal_mw,0.33071568879264657,0.0,True
315号母线电压相角,已剥离,area_1_fuel_natural_gas_mw,-0.06256857903017998,0.014855975285172462,False
315号母线电压相角,已剥离,area_1_fuel_nuclear_mw,0.33157675743863124,0.011265864595770836,False
315号母线电压相角,已剥离,area_1_fuel_hydro_mw,-0.06209580572766482,0.009724411182105541,True
315号母线电压相角,已剥离,area_1_fuel_wind_mw,0.6590901670843128,0.02509833127260208,False
315号母线电压相角,已剥离,area_1_fuel_solar_mw,0.20330821602389682,0.007563689723610878,True
315号母线电压相角,已剥离,area_1_generation_mw,0.0016045479775741445,0.0,True
315号母线电压相角,已剥离,area_2_fuel_coal_mw,0.036233810561136504,0.017753826454281807,False
315号母线电压相角,已剥离,area_2_fuel_natural_gas_mw,-0.03036696693148122,0.019845079630613327,False
315号母线电压相角,已剥离,area_2_fuel_hydro_mw,-0.01845774089083263,0.009048459120094776,True
315号母线电压相角,已剥离,area_2_fuel_solar_mw,0.1793046347909404,0.004498356021940708,True
315号母线电压相角,已剥离,area_2_generation_mw,-0.04142462715662898,0.0,True
315号母线电压相角,已剥离,area_3_fuel_coal_mw,-0.08269327907500146,0.0,True
315号母线电压相角,已剥离,area_3_fuel_natural_gas_mw,-0.036436812226453785,0.04944264888763428,False
315号母线电压相角,已剥离,area_3_fuel_hydro_mw,-0.08107934570089537,0.0,True
315号母线电压相角,已剥离,area_3_fuel_wind_mw,0.6066261221499931,0.009205242618918419,True
315号母线电压相角,已剥离,area_3_fuel_solar_mw,0.25966861651253526,0.014057133346796036,False
315号母线电压相角,已剥离,area_3_generation_mw,-0.07641341926786516,0.0,True
315号母线电压相角,已剥离,hour_of_day,0.10696238512664857,0.0,True
315号母线电压相角,已剥离,day_of_week,-0.11457445246021547,0.0,True
315号母线电压相角,已剥离,month_of_year,-0.28735460662383105,0.0,True
315号母线电压相角,已剥离,is_weekend,-0.1176251830163908,0.0,True
AB1联络线负载率,未剥离,area_1_load_actual_mw,-0.022919782828456192,0.0,True
AB1联络线负载率,未剥离,area_2_load_actual_mw,-0.02360544740883186,0.0,True
AB1联络线负载率,未剥离,area_3_load_actual_mw,-0.3122150135008612,0.0,True
AB1联络线负载率,未剥离,system_load_actual_mw,-0.04107519143575167,0.0,True
AB1联络线负载率,未剥离,area_1_load_day_ahead_mw,-0.023159326978456463,0.0,True
AB1联络线负载率,未剥离,area_2_load_day_ahead_mw,-0.02352704237270342,0.0,True
AB1联络线负载率,未剥离,area_3_load_day_ahead_mw,-0.31219718092691373,0.0,True
AB1联络线负载率,未剥离,system_load_day_ahead_mw,-0.040482196182510366,0.0,True
AB1联络线负载率,未剥离,system_generation_mw,-0.024275557013948568,0.0,True
AB1联络线负载率,未剥离,system_losses_mw,0.10681318343651736,0.0090021388605237,True
AB1联络线负载率,未剥离,area_1_net_export_mw,-0.1661588653916135,0.0,True
AB1联络线负载率,未剥离,area_2_net_export_mw,0.044359680053693284,0.006964819971472025,True
AB1联络线负载率,未剥离,area_3_net_export_mw,-0.2765706328152382,0.0,True
AB1联络线负载率,未剥离,reserve_reg_up_mw,0.09158887512431546,0.0,True
AB1联络线负载率,未剥离,reserve_reg_down_mw,0.004999413739974701,0.0,True
AB1联络线负载率,未剥离,reserve_spin_r1_mw,-0.023074750355326357,0.0,True
AB1联络线负载率,未剥离,reserve_spin_r2_mw,-0.023721573091587622,0.0,True
AB1联络线负载率,未剥离,reserve_spin_r3_mw,-0.3120757391268958,0.0,True
AB1联络线负载率,未剥离,gen_fuel_coal_mw,0.2328150484434287,0.015299047343432903,False
AB1联络线负载率,未剥离,gen_fuel_natural_gas_mw,-0.5322617314423426,0.0,True
AB1联络线负载率,未剥离,gen_fuel_nuclear_mw,-0.23831960223395354,0.014107266440987587,False
AB1联络线负载率,未剥离,gen_fuel_hydro_mw,-0.05732909435392197,0.0,True
AB1联络线负载率,未剥离,gen_fuel_wind_mw,-0.1259939162408268,0.006324067246168852,True
AB1联络线负载率,未剥离,gen_fuel_solar_mw,-0.34163947966921504,0.0,True
AB1联络线负载率,未剥离,area_1_fuel_coal_mw,0.46726869699471374,0.04760667309165001,False
AB1联络线负载率,未剥离,area_1_fuel_natural_gas_mw,-0.010945389028226282,0.09691420197486877,False
AB1联络线负载率,未剥离,area_1_fuel_nuclear_mw,-0.23831960223395354,0.0,True
AB1联络线负载率,未剥离,area_1_fuel_hydro_mw,-0.06355749451584658,0.012852716259658337,False
AB1联络线负载率,未剥离,area_1_fuel_wind_mw,-0.1262801455255007,0.03460580110549927,False
AB1联络线负载率,未剥离,area_1_fuel_solar_mw,-0.30930555143943916,0.0,True
AB1联络线负载率,未剥离,area_1_generation_mw,-0.006348298108922457,0.01951262727379799,False
AB1联络线负载率,未剥离,area_2_fuel_coal_mw,-0.004258254089026137,0.029570791870355606,False
AB1联络线负载率,未剥离,area_2_fuel_natural_gas_mw,-0.05825994942601054,0.03541083633899689,False
AB1联络线负载率,未剥离,area_2_fuel_hydro_mw,-0.08770213530842597,0.018028421327471733,False
AB1联络线负载率,未剥离,area_2_fuel_solar_mw,-0.32265328902617196,0.0,True
AB1联络线负载率,未剥离,area_2_generation_mw,-0.019066824496930312,0.0,True
AB1联络线负载率,未剥离,area_3_fuel_coal_mw,-0.32140898326493894,0.0,True
AB1联络线负载率,未剥离,area_3_fuel_natural_gas_mw,-0.5465074569533099,0.0,True
AB1联络线负载率,未剥离,area_3_fuel_hydro_mw,-0.5668127285967997,0.0,True
AB1联络线负载率,未剥离,area_3_fuel_wind_mw,-0.18067324445442345,0.0,True
AB1联络线负载率,未剥离,area_3_fuel_solar_mw,-0.3453345186712551,0.0,True
AB1联络线负载率,未剥离,area_3_generation_mw,-0.28825210920732425,0.0,True
AB1联络线负载率,未剥离,hour_of_day,-0.49733659141903175,0.0,True
