W_1,W_2,W_3,W_4,W_5,W_6,epoch
-0.01002813,-0.043349944,-0.039769664,-0.039934985,0.059104286,0.039298337,1
-0.038410936,-0.05516115,-0.053877342,-0.04907634,0.056057755,0.06948265,2
-0.06662229,-0.061929807,-0.061764993,-0.055907495,0.042301953,0.09200125,3
-0.09073111,-0.07693928,-0.07748926,-0.0719857,0.03956191,0.12126652,4
-0.117806286,-0.08849881,-0.0886234,-0.08347685,0.033599284,0.15315916,5
-0.14164571,-0.09856658,-0.09899596,-0.09360862,0.027091116,0.1788212,6
-0.15998591,-0.1064389,-0.10746482,-0.1015319,0.020152135,0.20538658,7
-0.17566657,-0.10985881,-0.11188812,-0.10466824,0.011674204,0.22962472,8
-0.18973452,-0.113279656,-0.11604437,-0.1084038,0.005550194,0.25030336,9
-0.20744245,-0.117214605,-0.11960351,-0.11155429,-0.0012042157,0.27783543,10
-0.21952808,-0.120854504,-0.12400864,-0.11501359,-0.0043174936,0.2968468,11
-0.22595192,-0.12232496,-0.1267634,-0.116523504,-0.009607634,0.3134084,12
-0.23746097,-0.12374514,-0.12911366,-0.11739697,-0.013113215,0.32964006,13
-0.24806064,-0.123393364,-0.1293371,-0.11697757,-0.018006623,0.342302,14
-0.25934362,-0.12389553,-0.13021521,-0.11722036,-0.02126619,0.354608,15
-0.2656313,-0.12481722,-0.13211812,-0.11860107,-0.023761615,0.36594808,16
-0.27268493,-0.12742186,-0.13528559,-0.12068805,-0.02453966,0.380916,17
-0.2784205,-0.12787163,-0.1368844,-0.12133273,-0.027146615,0.38834995,18
-0.2812615,-0.12876266,-0.13821034,-0.12228028,-0.028901076,0.39846927,19
-0.2923197,-0.13120286,-0.14100972,-0.124491304,-0.03143362,0.411019,20
-0.2957132,-0.13265207,-0.14320526,-0.12561508,-0.031082546,0.4227511,21
-0.30250293,-0.1331366,-0.14402089,-0.12621333,-0.0352441,0.43033463,22
-0.3124225,-0.13196228,-0.14362882,-0.12503733,-0.037900053,0.43864742,23
-0.31507385,-0.13492173,-0.14661351,-0.12774833,-0.036119908,0.44643122,24
-0.31989676,-0.13439794,-0.14647076,-0.12727538,-0.037914626,0.45674512,25
-0.32432497,-0.13535318,-0.14815584,-0.12800261,-0.039000783,0.46438894,26
-0.32800347,-0.1355191,-0.1489359,-0.12844142,-0.040565073,0.469355,27
-0.330953,-0.1360854,-0.14971517,-0.1289875,-0.04101974,0.47591707,28
-0.33296916,-0.13686086,-0.15080437,-0.12950885,-0.04166134,0.48121986,29
-0.33824378,-0.13601023,-0.14998333,-0.1284029,-0.042507958,0.48572263,30
-0.34066996,-0.13687722,-0.15148331,-0.12942277,-0.04331736,0.49341002,31
-0.34492964,-0.13640836,-0.15160076,-0.12872149,-0.043704573,0.49770954,32
-0.34633383,-0.13765971,-0.15319255,-0.130101,-0.04653079,0.50255334,33
-0.34836662,-0.13729809,-0.15363057,-0.12991709,-0.04581005,0.50728977,34
-0.3500829,-0.13795653,-0.15412925,-0.13059434,-0.045455523,0.5145282,35
-0.3548217,-0.137314,-0.15423715,-0.12977746,-0.04714324,0.5172191,36
-0.35528132,-0.13818265,-0.15544261,-0.13072705,-0.048529554,0.5218901,37
-0.35969177,-0.13781415,-0.15583985,-0.1303464,-0.048695885,0.52748764,38
-0.36105597,-0.13828671,-0.1566531,-0.13086173,-0.048682693,0.52980334,39
-0.36518037,-0.1382573,-0.1564056,-0.13059579,-0.04964631,0.53639364,40
-0.37015063,-0.13908254,-0.15782307,-0.13147019,-0.050466694,0.5368489,41
-0.37164688,-0.13883393,-0.15792017,-0.13130014,-0.050314806,0.5445545,42
-0.3735153,-0.1393423,-0.15858984,-0.13193887,-0.051438745,0.54715174,43
-0.37716606,-0.13977621,-0.15938224,-0.1324947,-0.05261571,0.55070126,44
-0.38279498,-0.139178,-0.15880986,-0.13189325,-0.05466076,0.5561293,45
-0.383287,-0.14039318,-0.16050416,-0.13293707,-0.05483592,0.5599745,46
-0.38400885,-0.14163224,-0.16192676,-0.13429274,-0.05342866,0.56465673,47
-0.38573417,-0.1422558,-0.16293809,-0.13495146,-0.053361196,0.5693823,48
-0.38857132,-0.14255585,-0.16351405,-0.1354548,-0.05453226,0.57117367,49
-0.3887558,-0.14321451,-0.16489135,-0.13611178,-0.054834552,0.57517874,50
-0.38951272,-0.14246562,-0.16455846,-0.1356485,-0.05352424,0.57918555,51
-0.39230588,-0.14148182,-0.1642511,-0.13459434,-0.055927027,0.58122766,52
-0.3939348,-0.14083472,-0.16394787,-0.1334753,-0.05628347,0.584343,53
-0.39365917,-0.14258616,-0.165721,-0.13527612,-0.05558619,0.58812904,54
-0.39815933,-0.14114739,-0.16450748,-0.13369714,-0.057959776,0.59137195,55
-0.39852977,-0.14092243,-0.16501221,-0.13400483,-0.05759273,0.59284455,56
-0.40324813,-0.14197949,-0.16551916,-0.13447289,-0.05812638,0.59648186,57
-0.40154272,-0.14089628,-0.1653828,-0.13392898,-0.057623643,0.59864813,58
-0.40569943,-0.14043188,-0.16561386,-0.13359666,-0.059068758,0.6007338,59
-0.406997,-0.14028701,-0.16548333,-0.13316628,-0.05920858,0.6035845,60
-0.4078422,-0.14026538,-0.16589448,-0.13359536,-0.059356946,0.60786176,61
-0.40969902,-0.1414349,-0.16767748,-0.1344827,-0.058522675,0.6118306,62
-0.40988967,-0.14185426,-0.16828069,-0.13497016,-0.058737423,0.6131057,63
-0.41244304,-0.14184274,-0.16854085,-0.13504767,-0.059916776,0.6127872,64
-0.41238716,-0.14173447,-0.16882223,-0.13507338,-0.059435632,0.6151566,65
-0.4121615,-0.14112926,-0.16849375,-0.13434373,-0.059694834,0.6172486,66
-0.41482314,-0.13765016,-0.16558193,-0.13119146,-0.06155687,0.62007225,67
-0.41585886,-0.13967106,-0.16830203,-0.13302337,-0.061969835,0.6229042,68
-0.41688675,-0.13943939,-0.16820958,-0.13288164,-0.06206457,0.62421626,69
-0.41871777,-0.13912834,-0.16846181,-0.13258764,-0.06312799,0.628807,70
-0.4190159,-0.13808525,-0.16797942,-0.13153075,-0.06352315,0.6314306,71
-0.4175452,-0.13763614,-0.16850798,-0.13125496,-0.06320074,0.6328874,72
-0.4202157,-0.13648745,-0.16750696,-0.12997475,-0.06436371,0.636286,73
-0.420721,-0.1373607,-0.16914497,-0.13134582,-0.06408483,0.63654464,74
-0.42016983,-0.137102,-0.16919804,-0.13096356,-0.06486516,0.63936895,75
-0.42169952,-0.13511424,-0.16797283,-0.1291565,-0.06709573,0.6403047,76
-0.42120093,-0.13668557,-0.16946022,-0.13020392,-0.06496225,0.6462292,77
-0.42204642,-0.1364164,-0.16981766,-0.13045247,-0.0667248,0.64632994,78
-0.42239413,-0.13677765,-0.17049347,-0.13089794,-0.06682352,0.65177387,79
-0.4256312,-0.13565451,-0.16972001,-0.12957725,-0.067562126,0.65320706,80
-0.42871135,-0.13467473,-0.16931665,-0.12850615,-0.070120305,0.6553266,81
-0.4246474,-0.1358767,-0.17052156,-0.12983307,-0.066842444,0.6578856,82
-0.42677444,-0.13598594,-0.1714203,-0.13001138,-0.06883137,0.6603146,83
-0.42718792,-0.13492882,-0.17075184,-0.12879783,-0.06954692,0.66017723,84
-0.42790937,-0.13637674,-0.17261855,-0.13018987,-0.06931999,0.66366273,85
