epoch,feature_index,feature,gate_logit
1,1,da_as_as_mw_thirty_minutes_reserve,0.4281178
1,2,da_as_total_mw_thirty_minutes_reserve,0.40336397
1,3,gross_sched_interchange_mw,0.47503138
1,4,gen_fuel_nuclear_mw,0.41694212
1,5,gen_fuel_gas_mw,0.32487288
1,6,da_as_as_req_mw_thirty_minutes_reserve,0.34073228
1,7,da_as_as_req_mw_primary_reserve,0.31534785
1,8,da_as_as_req_mw_synchronized_reserve,0.29368448
1,9,total_pjm_assigned_reg,-0.06453185
1,10,da_as_as_mw_primary_reserve,0.30155215
1,11,da_as_total_mw_primary_reserve,0.2891904
1,12,da_as_as_mw_synchronized_reserve,0.27683517
1,13,total_pjm_reg_purchases,-0.051340967
1,14,gen_fuel_other_renewables_mw,0.15290606
1,15,total_lmp_da,-0.10558429
1,16,total_pjm_rmpcp_cr,0.17140508
1,17,forecast_load_mw_day_ahead,0.2095502
1,18,total_pjm_rmccp_cr,-0.058739007
1,19,gen_fuel_wind_mw,0.00072645396
1,20,da_as_total_mw_synchronized_reserve,0.28045624
1,21,system_energy_price_da,-0.090243265
1,22,gen_fuel_multiple_fuels_pct,-0.11041516
1,23,gen_fuel_multiple_fuels_mw,-0.07170501
1,24,marginal_loss_price_rt,-0.12650241
1,25,gen_fuel_gas_pct,0.15367244
1,26,marginal_loss_price_da,-0.069046736
1,27,total_lmp_rt,-0.12214343
1,28,rmccp,-0.1087715
1,29,system_energy_price_rt,-0.11992586
1,30,rmpcp,0.09362834
1,31,gen_fuel_wind_pct,-0.111984074
1,32,gen_fuel_coal_mw,0.19554402
1,33,wind_generation_mw,-0.0044783503
1,34,gross_inadv_interchange_mw,0.12500803
1,35,gen_fuel_oil_mw,0.0058640987
1,36,da_as_mcp_primary_reserve,-0.11549276
1,37,total_pjm_rt_load_mwh,0.1250904
1,38,metered_load_mw,0.129567
1,39,forecast_load_mw_latest_available,0.11396326
1,40,prelim_load_avg_hourly,0.11125812
1,41,gross_actual_interchange_mw,0.05930681
1,42,gen_fuel_hydro_mw,0.0063512847
1,43,total_pjm_loc_credit,0.028458044
1,44,total_losses,-0.016238227
1,45,net_inadv_interchange_mw,0.03710169
1,46,da_as_nsr_mw_primary_reserve,0.013300739
1,47,total_pjm_self_sched_reg,0.036963873
1,48,da_as_ss_mw_synchronized_reserve,-0.048454568
1,49,da_as_ss_mw_thirty_minutes_reserve,-0.049177676
1,50,da_as_ss_mw_primary_reserve,-0.04972668
1,51,gen_fuel_solar_mw,-0.021499187
1,52,gen_fuel_coal_pct,0.014778338
1,53,congestion_price_rt,-0.083776444
1,54,da_as_mcp_synchronized_reserve,-0.121987656
1,55,congestion_price_da,0.013787746
2,1,da_as_as_mw_thirty_minutes_reserve,0.53454006
2,2,da_as_total_mw_thirty_minutes_reserve,0.5115785
2,3,gross_sched_interchange_mw,0.56092787
2,4,gen_fuel_nuclear_mw,0.49502465
2,5,gen_fuel_gas_mw,0.44548854
2,6,da_as_as_req_mw_thirty_minutes_reserve,0.32237887
2,7,da_as_as_req_mw_primary_reserve,0.29286337
2,8,da_as_as_req_mw_synchronized_reserve,0.27700734
2,9,total_pjm_assigned_reg,-0.08400857
2,10,da_as_as_mw_primary_reserve,0.32802656
2,11,da_as_total_mw_primary_reserve,0.31311235
2,12,da_as_as_mw_synchronized_reserve,0.3213251
2,13,total_pjm_reg_purchases,-0.07880495
2,14,gen_fuel_other_renewables_mw,0.19970867
2,15,total_lmp_da,-0.16532469
2,16,total_pjm_rmpcp_cr,0.17458236
2,17,forecast_load_mw_day_ahead,0.30871686
2,18,total_pjm_rmccp_cr,-0.16952196
2,19,gen_fuel_wind_mw,0.045584757
2,20,da_as_total_mw_synchronized_reserve,0.3284058
2,21,system_energy_price_da,-0.14049715
2,22,gen_fuel_multiple_fuels_pct,-0.17818284
2,23,gen_fuel_multiple_fuels_mw,-0.0861258
2,24,marginal_loss_price_rt,-0.23803994
2,25,gen_fuel_gas_pct,0.18278772
2,26,marginal_loss_price_da,-0.11326172
2,27,total_lmp_rt,-0.20385903
2,28,rmccp,-0.18028301
2,29,system_energy_price_rt,-0.18147582
2,30,rmpcp,0.09118798
2,31,gen_fuel_wind_pct,-0.14344975
2,32,gen_fuel_coal_mw,0.2726934
2,33,wind_generation_mw,0.045064844
2,34,gross_inadv_interchange_mw,0.21063963
2,35,gen_fuel_oil_mw,0.02203349
2,36,da_as_mcp_primary_reserve,-0.15948498
2,37,total_pjm_rt_load_mwh,0.21706581
2,38,metered_load_mw,0.22009555
2,39,forecast_load_mw_latest_available,0.20130941
2,40,prelim_load_avg_hourly,0.19847405
2,41,gross_actual_interchange_mw,0.1208767
2,42,gen_fuel_hydro_mw,0.06149086
2,43,total_pjm_loc_credit,0.08768445
2,44,total_losses,-0.006180443
2,45,net_inadv_interchange_mw,0.088302985
2,46,da_as_nsr_mw_primary_reserve,0.03713941
2,47,total_pjm_self_sched_reg,0.07221341
2,48,da_as_ss_mw_synchronized_reserve,-0.03368943
2,49,da_as_ss_mw_thirty_minutes_reserve,-0.039951257
2,50,da_as_ss_mw_primary_reserve,-0.031536244
2,51,gen_fuel_solar_mw,0.0059153363
2,52,gen_fuel_coal_pct,0.00089196116
2,53,congestion_price_rt,-0.10581157
2,54,da_as_mcp_synchronized_reserve,-0.15846336
2,55,congestion_price_da,0.0007873997
3,1,da_as_as_mw_thirty_minutes_reserve,0.58328795
3,2,da_as_total_mw_thirty_minutes_reserve,0.5656623
3,3,gross_sched_interchange_mw,0.5810411
3,4,gen_fuel_nuclear_mw,0.5144603
3,5,gen_fuel_gas_mw,0.5239303
3,6,da_as_as_req_mw_thirty_minutes_reserve,0.26006213
3,7,da_as_as_req_mw_primary_reserve,0.22902177
3,8,da_as_as_req_mw_synchronized_reserve,0.2228001
3,9,total_pjm_assigned_reg,-0.095968336
3,10,da_as_as_mw_primary_reserve,0.31827426
3,11,da_as_total_mw_primary_reserve,0.30259007
3,12,da_as_as_mw_synchronized_reserve,0.33388573
3,13,total_pjm_reg_purchases,-0.10140738
3,14,gen_fuel_other_renewables_mw,0.23185465
3,15,total_lmp_da,-0.21319172
3,16,total_pjm_rmpcp_cr,0.15957507
3,17,forecast_load_mw_day_ahead,0.38129964
3,18,total_pjm_rmccp_cr,-0.2816244
3,19,gen_fuel_wind_mw,0.088659324
3,20,da_as_total_mw_synchronized_reserve,0.34420052
3,21,system_energy_price_da,-0.18099895
3,22,gen_fuel_multiple_fuels_pct,-0.23124784
3,23,gen_fuel_multiple_fuels_mw,-0.08890326
3,24,marginal_loss_price_rt,-0.3345181
3,25,gen_fuel_gas_pct,0.19931005
3,26,marginal_loss_price_da,-0.14718731
3,27,total_lmp_rt,-0.2685951
3,28,rmccp,-0.23679584
3,29,system_energy_price_rt,-0.22552672
3,30,rmpcp,0.083392024
3,31,gen_fuel_wind_pct,-0.15536207
3,32,gen_fuel_coal_mw,0.3235999
3,33,wind_generation_mw,0.09507503
