wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.4074206,0.46563998,0.19245465,0.13536084,0.013359514,0.43606293,0.46075833,0.40828812,0.028838601,0.22487424,0.476153,0.30536905,0.33463272,0.3608694,0.13234493,0.5431571,0.21331498,0.42962494,0.25641197,0.39257404,0.0,0.21961512,0.31069434,0.5297592,0.0,0.0,0.39992967,0.0,0.0,0.0,0.44385904,0.2614906,0.32502383,0.48413515,0.01214662,0.0,0.15444607,0.14198574,0.0,0.3992369,0.1533494,0.0,0.5875918,0.9197046,0.7376162,0.14811496,0.25284174,0.27609974
0.4088767,0.46798062,0.17808542,0.118264325,0.0,0.43914488,0.47763535,0.41090158,0.014886474,0.21907163,0.4533544,0.29841664,0.33189335,0.3565263,0.12703456,0.54322684,0.20087022,0.4133046,0.25268397,0.40844503,0.0,0.20812863,0.30290064,0.51207626,0.0,0.0,0.4172174,0.0,0.0,0.0,0.4407958,0.26489225,0.31806108,0.48100016,0.01329045,0.0,0.1361727,0.1324211,0.0,0.41067404,0.1451094,0.0,0.58773756,0.9524625,0.75698227,0.13572507,0.25505027,0.28010303
0.41762665,0.4769854,0.15339717,0.11436945,0.0,0.42917138,0.46410924,0.40784112,0.010430206,0.22163543,0.43713334,0.3181161,0.33790573,0.35240787,0.1107398,0.537928,0.19831067,0.4084285,0.23698527,0.41810843,0.0,0.1925904,0.2785476,0.50907034,0.0,0.0,0.43773142,0.0,0.0,0.0,0.4251324,0.24303195,0.31779656,0.5031891,0.0,0.0,0.13393196,0.1078622,0.0,0.3976639,0.13647048,0.0,0.6016364,0.97932625,0.7803613,0.102191605,0.2614054,0.26766545
0.42786708,0.46935877,0.14657085,0.08846211,0.0,0.42217043,0.47138023,0.41773933,0.0059399023,0.20210019,0.43050238,0.3228661,0.3321198,0.36814815,0.09501993,0.53578293,0.20317872,0.41069376,0.22202095,0.42588133,0.0,0.19268097,0.27118272,0.5202711,0.0,0.0,0.4592615,0.0,0.0,0.0,0.44649586,0.22717783,0.3186003,0.5142046,0.0,0.0,0.117032945,0.09140615,0.0,0.39300165,0.14314926,0.0,0.6123794,1.0,0.79907435,0.102801405,0.26073647,0.2601167
0.44204992,0.46728137,0.13382538,0.059637554,0.0,0.4130598,0.47495875,0.43218973,0.0,0.20093583,0.4248466,0.3219204,0.34293044,0.37332863,0.08429366,0.5480104,0.20462647,0.42741254,0.2183683,0.43540564,0.0,0.166528,0.27161798,0.4891543,0.0,0.0,0.45699054,0.0,0.0,0.0,0.44053167,0.23107857,0.31723285,0.5180054,0.0,0.0,0.1278991,0.06358523,0.0,0.38623038,0.16289465,0.0,0.61826956,1.0,0.809747,0.08109643,0.28454888,0.254401
0.45731142,0.46716073,0.13195267,0.058807805,0.0,0.41488126,0.48748133,0.45456204,0.0,0.18788746,0.44848013,0.3231071,0.34535828,0.38408655,0.07224694,0.5530373,0.19762005,0.42967972,0.21597518,0.44278887,0.0,0.1425683,0.25798535,0.49305618,0.0,0.0,0.47120214,0.0,0.0,0.0,0.43265337,0.2110268,0.310878,0.517498,0.0,0.0,0.12575105,0.06063006,0.0,0.39382696,0.17295292,0.0,0.6177284,1.0,0.82466424,0.041529953,0.29032102,0.26179144
0.46343973,0.4803201,0.12256343,0.030292954,0.0,0.41533569,0.48048243,0.47494265,0.0,0.16530707,0.4620984,0.31515864,0.3445097,0.37830797,0.05980285,0.5526598,0.20286164,0.4429636,0.2329702,0.44074544,0.0,0.124654345,0.26142156,0.4907617,0.0,0.0,0.47101226,0.0,0.0,0.0,0.4353934,0.19829936,0.29984924,0.5084517,0.0,0.0,0.14195755,0.04461084,0.0,0.40577337,0.18588024,0.0,0.63606215,1.0,0.83554596,0.008768162,0.2873861,0.24832277
0.47632647,0.4712842,0.11587692,0.02043677,0.0,0.40776697,0.4848758,0.46978274,0.0,0.14247671,0.4584246,0.32515404,0.34632614,0.39450514,0.06165605,0.56231856,0.1848636,0.42708787,0.20712677,0.432669,0.0,0.09658236,0.25826317,0.4995763,0.0,0.0,0.47671402,0.0,0.0,0.0,0.42874742,0.17628832,0.29251873,0.5297045,0.0,0.0,0.14624174,0.024085328,0.0,0.40341738,0.18356988,0.0,0.640663,1.0,0.85174096,0.0,0.2883145,0.23467724
0.4759521,0.4862538,0.0868937,0.0,0.0,0.39083326,0.49361405,0.45161486,0.0,0.13537659,0.45339832,0.31954414,0.35439238,0.40011775,0.036900323,0.5600521,0.15745232,0.41791865,0.18436028,0.437388,0.0,0.06970113,0.23605797,0.49914616,0.0,0.0,0.48501202,0.0,0.0,0.0,0.44826645,0.1659521,0.3010994,0.5422946,0.0,0.0,0.14906096,0.00022200856,0.0,0.40886652,0.19321078,0.0,0.6427934,1.0,0.87481976,0.0,0.29574728,0.24235246
0.4976826,0.48070267,0.07265891,0.0,0.0,0.39050415,0.49235684,0.44695586,0.0,0.10745703,0.45407817,0.3272998,0.3678115,0.39680037,0.018668927,0.5673195,0.14715831,0.40665013,0.17789054,0.4277122,0.0,0.045500837,0.21056792,0.4965616,0.0,0.0,0.4887685,0.0,0.0,0.0,0.44372466,0.16705155,0.2811025,0.5565278,0.0,0.0,0.14334919,0.0,0.0,0.40154833,0.1989827,0.0,0.64949113,1.0,0.9023392,0.0,0.2808262,0.24285111
0.49645495,0.48840168,0.080165125,0.0,0.0,0.37776676,0.49746054,0.4485173,0.0,0.099758506,0.47250748,0.31234226,0.3874545,0.40978378,0.0053881505,0.57301617,0.13708451,0.39970386,0.17141452,0.42845416,0.0,0.034600478,0.19719705,0.4935192,0.0,0.0,0.4881248,0.0,0.0,0.0,0.44218808,0.15963973,0.27221444,0.58169895,0.0,0.0,0.15690362,0.0,0.0,0.3993879,0.20474677,0.0,0.66141903,1.0,0.9103933,0.0,0.2901946,0.25048295
0.49146542,0.4743668,0.07990758,0.0,0.0,0.37920517,0.5210509,0.45998496,0.0,0.10561567,0.47835952,0.3027996,0.39642563,0.42691284,0.0,0.5868724,0.13125406,0.3903496,0.1642807,0.43136477,0.0,0.019151231,0.18200426,0.50231,0.0,0.0,0.49347106,0.0,0.0,0.0,0.44595093,0.16919221,0.26480842,0.59305245,0.0,0.0,0.17622977,0.0,0.0,0.39428657,0.20648974,0.0,0.6622283,1.0,0.926124,0.0,0.29115874,0.23473325
0.4939925,0.47532356,0.057849452,0.0,0.0,0.3859834,0.5226341,0.43551716,0.0,0.09952291,0.4845065,0.295388,0.39643624,0.4427528,0.0,0.60874176,0.114550665,0.37961617,0.14824156,0.44482902,0.0,0.0175216,0.14247696,0.49934542,0.0,0.0,0.506721,0.0,0.0,0.0,0.43758866,0.17521295,0.27618176,0.61548513,0.0,0.0,0.18257959,0.0,0.0,0.4031985,0.22180544,0.0,0.6583101,1.0,0.94904894,0.0,0.30856147,0.23169921
0.505931,0.4735258,0.02933472,0.0,0.0,0.35632572,0.5137451,0.42374963,0.0,0.087956935,0.4852287,0.2957988,0.3980066,0.46382415,0.0,0.58768237,0.097715124,0.38104364,0.12694453,0.4490689,0.0,0.0,0.12203783,0.4988039,0.0,0.0,0.5028973,0.0,0.0,0.0,0.4309443,0.1675323,0.2757398,0.61474454,0.0,0.0,0.17810607,0.0,0.0,0.4025467,0.22258049,0.0,0.6627039,1.0,0.96124536,0.0,0.31742963,0.22361384
0.50918925,0.4724607,0.02760232,0.0,0.0,0.35065442,0.515949,0.42497897,0.0,0.06677553,0.49469122,0.30316868,0.4249798,0.48167226,0.0,0.59200925,0.085353896,0.39221284,0.11255685,0.45212922,0.0,0.0,0.105328985,0.48947036,0.0,0.0,0.5087854,0.0,0.0,0.0,0.42643327,0.17023404,0.24888161,0.6285051,0.0,0.0,0.18295988,0.0,0.0,0.42631707,0.24187654,0.0,0.67687243,1.0,0.97911334,0.0,0.32890278,0.216981
0.52779394,0.46136907,0.021572497,0.0,0.0,0.35374406,0.5135228,0.41585708,0.0,0.054696485,0.48327363,0.3080381,0.43584627,0.5109151,0.0,0.609017,0.06576813,0.38904047,0.093676634,0.4515837,0.0,0.0,0.09968416,0.5149177,0.0,0.0,0.50611836,0.0,0.0,0.0,0.4333274,0.16696629,0.24616328,0.63580114,0.0,0.0,0.21296594,0.0,0.0,0.41716573,0.2438104,0.0,0.6756787,1.0,0.99308836,0.0,0.34699,0.22284204
0.542727,0.45880118,0.01624208,0.0,0.0,0.35610455,0.53326416,0.41136065,0.0,0.030281367,0.4857524,0.29448834,0.46005508,0.5393727,0.0,0.6186143,0.057894513,0.37726203,0.09848352,0.46692953,0.0,0.0,0.08738976,0.52721554,0.0,0.0,0.5185769,0.0,0.0,0.0,0.44512057,0.15936926,0.24663988,0.64197737,0.0,0.0,0.2259071,0.0,0.0,0.4077118,0.24329023,0.0,0.6807829,1.0,1.0,0.0,0.36672756,0.22237019
0.54793465,0.45833677,0.0,0.0,0.0,0.34768718,0.5400718,0.42128438,0.0,0.029866263,0.47267756,0.29276592,0.47605458,0.55498666,0.0,0.6333395,0.052546985,0.3807181,0.07891213,0.48195624,0.0,0.0,0.08893942,0.5481715,0.0,0.0,0.5251025,0.0,0.0,0.0,0.44724068,0.17948146,0.24272044,0.65615535,0.0,0.0,0.20865491,0.0,0.0,0.38678846,0.26543936,0.0,0.6851886,1.0,1.0,0.0,0.3723322,0.2293123
0.55917245,0.47070685,0.0,0.0,0.0,0.33252716,0.5341186,0.4113384,0.0,0.030564524,0.48914132,0.2892556,0.48736352,0.5680123,0.0,0.6527469,0.04060556,0.3828453,0.06999688,0.4902081,0.0,0.0,0.08579472,0.5597312,0.0,0.0,0.53520966,0.0,0.0,0.0,0.45378006,0.18479732,0.2294569,0.6669822,0.0,0.0,0.21406181,0.0,0.0,0.37237385,0.26556215,0.0,0.6863285,1.0,1.0,0.0,0.36517957,0.23416373
0.56148297,0.47824576,0.0,0.0,0.0,0.3495498,0.5376601,0.40877962,0.0,0.013048573,0.4954559,0.27300647,0.49818948,0.5906247,0.0,0.6694978,0.031916123,0.3778611,0.052709922,0.5028501,0.0,0.0,0.07666521,0.5701435,0.0,0.0,0.53946537,0.0,0.0,0.0,0.44958898,0.17973699,0.21072237,0.6914759,0.0,0.0,0.21760817,0.0,0.0,0.3587778,0.26838112,0.0,0.6757447,1.0,1.0,0.0,0.37479907,0.22396818
0.5746918,0.47988838,0.0,0.0,0.0,0.34794673,0.5219541,0.42139164,0.0,0.0,0.49894905,0.26367944,0.50966424,0.6003355,0.0,0.6712741,0.006573912,0.37878248,0.035858747,0.5100366,0.0,0.0,0.06401066,0.5822266,0.0,0.0,0.5395233,0.0,0.0,0.0,0.456228,0.17799099,0.19901258,0.7107808,0.0,0.0,0.2232505,0.0,0.0,0.3541784,0.2641273,0.0,0.6796686,1.0,1.0,0.0,0.37202004,0.21624132
0.5755684,0.49790543,0.0,0.0,0.0,0.34932587,0.5208439,0.4227912,0.0,0.0,0.51474667,0.2605886,0.5257547,0.6186605,0.0,0.67390734,0.0010581177,0.38138136,0.0139684,0.5036381,0.0,0.0,0.053035416,0.56927633,0.0,0.0,0.5303545,0.0,0.0,0.0,0.44374853,0.17646523,0.1864672,0.7234325,0.0,0.0,0.22020338,0.0,0.0,0.36577946,0.24999493,0.0,0.6782902,1.0,1.0,0.0,0.37692362,0.22290383
0.57269007,0.49178335,0.0,0.0,0.0,0.34452093,0.5322508,0.39894307,0.0,0.0,0.52283716,0.25812957,0.541887,0.6494198,0.0,0.6960098,0.0,0.3646155,0.0,0.48854366,0.0,0.0,0.03669672,0.57339364,0.0,0.0,0.54307634,0.0,0.0,0.0,0.4299429,0.18617386,0.18836705,0.73521197,0.0,0.0,0.21385536,0.0,0.0,0.3692211,0.24436066,0.0,0.6566986,1.0,1.0,0.0,0.36871234,0.22104181
0.5750658,0.49927288,0.0,0.0,0.0,0.33354247,0.5279618,0.41209766,0.0,0.0,0.5261777,0.23570453,0.5510659,0.6643696,0.0,0.7140237,0.0,0.36631653,0.0,0.49319893,0.0,0.0,0.005679577,0.58605593,0.0,0.0,0.53450507,0.0,0.0,0.0,0.4391965,0.14664154,0.17207609,0.74809724,0.0,0.0,0.23116295,0.0,0.0,0.3842519,0.24155799,0.0,0.6637528,1.0,1.0,0.0,0.37042034,0.21046948
0.6041663,0.5131408,0.0,0.0,0.0,0.32813394,0.5257042,0.40773982,0.0,0.0,0.52790284,0.22548963,0.550575,0.67678696,0.0,0.7165403,0.0,0.3629973,0.0,0.50335854,0.0,0.0,0.0,0.59158176,0.0,0.0,0.5391733,0.0,0.0,0.0,0.44391164,0.1582812,0.16319473,0.7695373,0.0,0.0,0.22549488,0.0,0.0,0.37092093,0.23952468,0.0,0.6748388,1.0,1.0,0.0,0.40435627,0.22124578
0.6172613,0.5138306,0.0,0.0,0.0,0.3210337,0.52209383,0.40571794,0.0,0.0,0.54086584,0.21107695,0.55307966,0.6891248,0.0,0.72584504,0.0,0.3586835,0.0,0.5046659,0.0,0.0,0.0,0.6069105,0.0,0.0,0.5550628,0.0,0.0,0.0,0.44510508,0.14627306,0.14635423,0.7941973,0.0,0.0,0.2345995,0.0,0.0,0.36581177,0.2544851,0.0,0.67055714,1.0,1.0,0.0,0.4084125,0.21627381
0.6291136,0.51553637,0.0,0.0,0.0,0.31490207,0.5301086,0.39179546,0.0,0.0,0.5414547,0.20928638,0.56271166,0.6959125,0.0,0.73755664,0.0,0.34877023,0.0,0.49433187,0.0,0.0,0.0,0.623938,0.0,0.0,0.5706265,0.0,0.0,0.0,0.45430878,0.1664829,0.13882463,0.7998864,0.0,0.0,0.26218086,0.0,0.0,0.3715425,0.26290613,0.0,0.6637111,1.0,1.0,0.0,0.412957,0.20705117
0.651326,0.5113811,0.0,0.0,0.0,0.29857245,0.5319263,0.38168895,0.0,0.0,0.5450854,0.1976846,0.5660427,0.70888126,0.0,0.73241705,0.0,0.35108814,0.0,0.49054086,0.0,0.0,0.0,0.6257193,0.0,0.0,0.5876364,0.0,0.0,0.0,0.45657682,0.17232665,0.13051786,0.8128467,0.0,0.0,0.278185,0.0,0.0,0.37030956,0.26598915,0.0,0.67480797,1.0,1.0,0.0,0.40630478,0.20134385
0.6702928,0.5144831,0.0,0.0,0.0,0.28708908,0.5347678,0.38171664,0.0,0.0,0.5403084,0.19527623,0.57735854,0.7283776,0.0,0.73763925,0.0,0.3468869,0.0,0.49986187,0.0,0.0,0.0,0.62183595,0.0,0.0,0.5985925,0.0,0.0,0.0,0.44689673,0.15468936,0.11369254,0.8229508,0.0,0.0,0.30790937,0.0,0.0,0.36229542,0.27698255,0.0,0.7023731,1.0,1.0,0.0,0.42334983,0.19772808
0.67832935,0.5197014,0.0,0.0,0.0,0.26610407,0.5397254,0.3724457,0.0,0.0,0.5535875,0.1694338,0.59277046,0.7463034,0.0,0.7673496,0.0,0.34270307,0.0,0.50642747,0.0,0.0,0.0,0.61852646,0.0,0.0,0.59115076,0.0,0.0,0.0,0.43530223,0.14430563,0.10393381,0.8265208,0.0,0.0,0.3154593,0.0,0.0,0.3592665,0.27220517,0.0,0.69942504,1.0,1.0,0.0,0.42712435,0.20233157
0.68825144,0.5256176,0.0,0.0,0.0,0.24460663,0.54067844,0.3635534,0.0,0.0,0.55279315,0.15190135,0.61635226,0.7602146,0.0,0.7970377,0.0,0.3434313,0.0,0.52097946,0.0,0.0,0.0,0.6500339,0.0,0.0,0.59640646,0.0,0.0,0.0,0.42752883,0.14116415,0.094502516,0.84500486,0.0,0.0,0.31753856,0.0,0.0,0.36127388,0.2777059,0.0,0.7059099,1.0,1.0,0.0,0.42613754,0.21963428
0.69587576,0.5381457,0.0,0.0,0.0,0.21380131,0.55076677,0.3561589,0.0,0.0,0.57329214,0.13310795,0.6335031,0.78225374,0.0,0.79720455,0.0,0.35041806,0.0,0.52813166,0.0,0.0,0.0,0.65850294,0.0,0.0,0.60481215,0.0,0.0,0.0,0.41295043,0.14329098,0.086893305,0.874971,0.0,0.0,0.32962027,0.0,0.0,0.36747897,0.2847783,0.0,0.7069288,1.0,1.0,0.0,0.43282995,0.21320526
0.7018953,0.55266863,0.0,0.0,0.0,0.2038774,0.55614555,0.35017022,0.0,0.0,0.5667425,0.10482504,0.64887136,0.8132003,0.0,0.8155965,0.0,0.35034487,0.0,0.5357337,0.0,0.0,0.0,0.6656251,0.0,0.0,0.6077585,0.0,0.0,0.0,0.4160062,0.13704838,0.07079972,0.88699436,0.0,0.0,0.34275392,0.0,0.0,0.3644298,0.29174104,0.0,0.7128464,1.0,1.0,0.0,0.43361828,0.19194435
0.71504116,0.5463847,0.0,0.0,0.0,0.19370687,0.5612701,0.34206995,0.0,0.0,0.5797084,0.075738415,0.66495925,0.8367026,0.0,0.83147526,0.0,0.36810565,0.0,0.5478616,0.0,0.0,0.0,0.67730016,0.0,0.0,0.6120068,0.0,0.0,0.0,0.39576778,0.13618429,0.062291984,0.9111585,0.0,0.0,0.3797443,0.0,0.0,0.36350295,0.29048455,0.0,0.72499436,1.0,1.0,0.0,0.4430067,0.18343318
0.72053087,0.5657892,0.0,0.0,0.0,0.17607363,0.56796175,0.33654955,0.0,0.0,0.5940449,0.060009427,0.67804635,0.8559423,0.0,0.84353393,0.0,0.38060567,0.0,0.5540967,0.0,0.0,0.0,0.7003287,0.0,0.0,0.61103415,0.0,0.0,0.0,0.39671335,0.13218638,0.038376056,0.9252391,0.0,0.0,0.40528384,0.0,0.0,0.35915628,0.29768285,0.0,0.7190854,1.0,1.0,0.0,0.46717107,0.20111233
0.74154246,0.5785457,0.0,0.0,0.0,0.15362434,0.5784014,0.34244588,0.0,0.0,0.5958384,0.044990238,0.70120966,0.87643516,0.0,0.8625314,0.0,0.38335463,0.0,0.5630066,0.0,0.0,0.0,0.72277224,0.0,0.0,0.6214197,0.0,0.0,0.0,0.40183064,0.13211907,0.003927484,0.94204026,0.0,0.0,0.41519442,0.0,0.0,0.35782024,0.30167577,0.0,0.7313036,1.0,1.0,0.0,0.49051076,0.21417028
0.76195735,0.58530176,0.0,0.0,0.0,0.13060741,0.58584195,0.352377,0.0,0.0,0.6038542,0.037229776,0.7260411,0.88588864,0.0,0.87560695,0.0,0.3803017,0.0,0.5632372,0.0,0.0,0.0,0.7203786,0.0,0.0,0.6311942,0.0,0.0,0.0,0.3983105,0.12802996,0.0,0.9511641,0.0,0.0,0.43768775,0.0,0.0,0.35542116,0.30861753,0.0,0.7394449,1.0,1.0,0.0,0.5130642,0.2187022
0.7639849,0.6046847,0.0,0.0,0.0,0.12153379,0.5832788,0.36157313,0.0,0.0,0.6061653,0.0070482492,0.7293004,0.8924512,0.0,0.89670104,0.0,0.39107144,0.0,0.572864,0.0,0.0,0.0,0.73651624,0.0,0.0,0.6293095,0.0,0.0,0.0,0.40586272,0.122436196,0.0,0.9515701,0.0,0.0,0.46026483,0.0,0.0,0.35523582,0.30726555,0.0,0.7541593,1.0,1.0,0.0,0.5304055,0.22392204
0.79104584,0.6033143,0.0,0.0,0.0,0.104305245,0.59248334,0.34517652,0.0,0.0,0.6011761,0.0,0.7577567,0.90081286,0.0,0.914809,0.0,0.38783833,0.0,0.58043987,0.0,0.0,0.0,0.7298861,0.0,0.0,0.6260267,0.0,0.0,0.0,0.39599934,0.12185485,0.0,0.95583147,0.0,0.0,0.4754756,0.0,0.0,0.35541496,0.30353507,0.0,0.75577426,1.0,1.0,0.0,0.537479,0.20915842
