feature_index,related,rank,index,center,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score,best_gate
1,marginal_loss_price_da,1,41,marginal_loss_price_rt,1.0,0.4984751026437377,0.5764470327733073,0.3612521450864682,0.622803991095739,0.1823494174104976,1,1,1,1,1,1,6,1.0,0.044703595
2,gen_fuel_nuclear_pct,2,19,marginal_loss_price_rt,0.9777606479380456,-0.6320555778792895,-0.3765038408827155,-0.4461912485065945,0.5369198924722178,0.1541868534696542,1,1,1,1,1,1,6,0.9777606479380456,0.069004275
3,gen_fuel_oil_pct,3,20,marginal_loss_price_rt,0.9459549654539502,0.4286235730889268,0.4831033989590941,0.3264059609599654,0.5431711673599503,0.3216693910885879,1,1,1,1,1,1,6,0.9459549654539502,0.023703072
4,gen_fuel_other_renewables_pct,4,21,marginal_loss_price_rt,0.877836046300268,-0.4798765665919144,-0.2890285050812493,-0.4190668167041568,0.4694283504711705,0.1917118701368396,1,1,1,1,1,1,6,0.877836046300268,0.02120309
5,congestion_price_rt,5,44,marginal_loss_price_rt,0.2515185834970393,0.5446361918205729,0.5963947732384794,0.4129068966354551,0.6326215811509578,0.3467277644996684,1,1,1,1,1,1,6,0.6326215811509578,0.25604162
6,congestion_price_da,6,40,marginal_loss_price_rt,0.6175379080102934,0.1771598567836669,0.3429139598144796,0.103730434043463,0.3775457185633079,0.0554419594014543,1,1,1,1,1,1,6,0.6175379080102934,0.11208888
7,da_as_mcp_synchronized_reserve,7,29,marginal_loss_price_rt,0.5302855420889574,0.3708724676843378,0.549948751930215,0.2641663791308883,0.4096577104000631,0.0583704852248932,1,1,1,1,1,1,6,0.549948751930215,0.079824984
8,gen_fuel_coal_pct,8,15,marginal_loss_price_rt,0.3943677751370959,0.486917164891772,0.2587840320076213,0.3228443142116265,0.3861730035146189,0.089335897067397,1,1,1,1,1,1,6,0.486917164891772,0.009316146
9,gen_fuel_storage_mw,9,13,marginal_loss_price_rt,0.4065541294204129,0.3439679526393727,0.1713970649871932,0.283361965253003,0.3124310788624507,0.0821143719222916,1,1,1,1,1,1,6,0.4065541294204129,0.086439736
10,gen_fuel_multiple_fuels_pct,10,18,marginal_loss_price_rt,0.2890812120551533,0.3259283219630005,0.2098412822174778,0.2266373522977273,0.2864882982994858,0.0524767297128348,1,1,1,1,1,1,6,0.3259283219630005,0.0028921778
11,forecast_load_mw_latest_available,11,24,marginal_loss_price_rt,1.0,0.6170619701212695,0.3750226088259955,0.4745529697903164,0.5921873418728351,0.0375136393570718,1,1,1,1,1,0,5,1.0,-0.00025179022
12,prelim_load_avg_hourly,12,26,marginal_loss_price_rt,1.0,0.6447544961966433,0.3962734128876351,0.4472344625657546,0.555749043826058,0.0303435046429421,1,1,1,1,1,0,5,1.0,-0.00018933209
13,system_energy_price_da,13,38,marginal_loss_price_rt,1.0,0.7989170025733768,0.6609133678729655,0.6151792954424568,0.7529463788249885,0.0282037715171011,1,1,1,1,1,0,5,1.0,-0.00080192194
14,system_energy_price_rt,14,42,marginal_loss_price_rt,1.0,0.9317329875052272,0.9526354955113134,0.7816326705914636,0.929794398643592,0.049925954453573,1,1,1,1,1,0,5,1.0,0.76720047
15,total_lmp_rt,15,43,marginal_loss_price_rt,1.0,0.9370432065476766,0.9731518514720752,0.7771913266135038,0.9261205406196956,0.0371842896862655,1,1,1,1,1,0,5,1.0,0.7263597
16,gen_fuel_gas_mw,16,6,marginal_loss_price_rt,0.9644280324177668,0.5270441154828919,0.3369137299965181,0.3814312969826996,0.4941685417950964,0.0298784999223934,1,1,1,1,1,0,5,0.9644280324177668,-1.06113e-05
17,gen_fuel_nuclear_mw,17,9,marginal_loss_price_rt,0.9426518781071838,0.1844386819579122,0.1023290627765102,0.122783262444113,0.1754248658675819,0.0344984754665327,1,1,1,1,1,0,5,0.9426518781071838,0.093596935
18,gen_fuel_multiple_fuels_mw,18,8,marginal_loss_price_rt,0.812656159195066,0.4243383601679146,0.2898158160261438,0.2653653515633923,0.3673874598217744,0.0189146802534419,1,1,1,1,1,0,5,0.812656159195066,0.18490821
19,metered_load_mw,19,27,marginal_loss_price_rt,0.8004251958758202,0.6328774369437729,0.4362207771201966,0.4674988532402351,0.581846456280966,0.0288095071794271,1,1,1,1,1,0,5,0.8004251958758202,-0.00023047287
20,total_lmp_da,20,39,marginal_loss_price_rt,0.6624899111580033,0.7821305910512418,0.6439698464897445,0.5931765754788659,0.7430892266678393,0.0286589207723677,1,1,1,1,1,0,5,0.7821305910512418,0.17986535
21,gen_fuel_oil_mw,21,10,marginal_loss_price_rt,0.719040145293099,0.491995893255079,0.5791608308980312,0.3102166516666493,0.5530404360240055,0.0233837588468187,1,1,1,1,1,0,5,0.719040145293099,0.046019845
22,total_gen,22,1,marginal_loss_price_rt,0.7176975332168419,0.5773810755906237,0.4191518083555888,0.4108141469981246,0.539021003100706,0.0301291745767409,1,1,1,1,1,0,5,0.7176975332168419,0.0003870604
23,total_losses,23,2,marginal_loss_price_rt,0.6935717637517014,0.5632621490331067,0.387299625775204,0.3986348233539544,0.5085832305374514,0.0209727509987597,1,1,1,1,1,0,5,0.6935717637517014,0.2096128
24,gen_fuel_coal_mw,24,5,marginal_loss_price_rt,0.2577989964146107,0.5955437268124666,0.4531287542528875,0.4389374577496838,0.5463384417392994,0.028535878355905,1,1,1,1,1,0,5,0.5955437268124666,0.049315184
25,forecast_load_mw_day_ahead,25,25,marginal_loss_price_rt,0.5261964605915582,0.528870734811959,0.40810102759986,0.376840886412186,0.5021395531406078,0.0360037030665182,1,1,1,1,1,0,5,0.528870734811959,0.032105308
26,da_as_mcp_primary_reserve,26,28,marginal_loss_price_rt,0.1868026928189366,0.2980937156747095,0.5055427338433075,0.2424075200769497,0.3788185996687002,0.042720201427164,1,1,1,1,1,0,5,0.5055427338433075,0.11857295
27,gross_inadv_interchange_mw,27,50,marginal_loss_price_rt,0.0991061880285343,0.4177029691383365,0.3282007197093398,0.2986653915557017,0.3784513685578969,0.0375274440405111,1,1,1,1,1,0,5,0.4177029691383365,0.026099121
28,gross_actual_interchange_mw,28,48,marginal_loss_price_rt,0.2402736052914407,0.383487989296852,0.209002096039932,0.2802735651308469,0.3462695456723287,0.0273564566795811,1,1,1,1,1,0,5,0.383487989296852,0.072143614
29,gen_fuel_hydro_mw,29,7,marginal_loss_price_rt,0.1345564984390541,0.3026509328652418,0.2940225848151606,0.233059544535264,0.3565774315364737,0.0262425390697669,1,1,1,1,1,0,5,0.3565774315364737,-6.376368e-05
30,da_as_total_mw_thirty_minutes_reserve,30,35,marginal_loss_price_rt,0.0993797202285892,-0.2708910609519875,-0.3021673686477703,-0.1839149164498772,0.3072681339985141,0.0328734768734774,1,1,1,1,1,0,5,0.3072681339985141,0.0023941807
31,gen_fuel_gas_pct,31,16,marginal_loss_price_rt,0.1868278105553514,0.2482621334015075,0.1799198428681915,0.1531363331838287,0.2163365242479088,0.0317163724289125,1,1,1,1,1,0,5,0.2482621334015075,0.016563646
32,gen_fuel_hydro_pct,32,17,marginal_loss_price_rt,0.2480425843094842,0.2277952446594859,0.1841502758444063,0.1297928589852765,0.217627386935829,0.0257058674238072,1,1,1,1,1,0,5,0.2480425843094842,0.32847485
33,gen_fuel_wind_pct,33,23,marginal_loss_price_rt,0.1333483883440828,-0.1430015606602098,-0.1083909637333181,-0.1143517996716676,0.1740924533288115,0.0247851002586696,1,1,1,1,1,0,5,0.1740924533288115,0.08956233
34,net_sched_interchange_mw,34,46,marginal_loss_price_rt,0.4170103258635302,0.2855486495030866,0.0874583487897599,0.143863951045053,0.1695888997736184,0.035621266394169,1,1,0,1,1,0,4,0.4170103258635302,0.0011828524
35,net_actual_interchange_mw,35,45,marginal_loss_price_rt,0.3931511193561848,0.287454684245815,0.0955524679820159,0.2037780330887085,0.2430965023575909,0.0283143706924879,1,1,0,1,1,0,4,0.3931511193561848,0.14705467
36,gen_fuel_solar_pct,36,22,marginal_loss_price_rt,0.4324625525391899,-0.079106323813004,-0.0482715698858767,-0.0238566988824784,0.121718642679982,0.0056866357670148,1,0,0,0,1,0,2,0.4324625525391899,-0.00057305273
37,da_as_ss_mw_primary_reserve,37,36,marginal_loss_price_rt,0.1940413312700947,0.1073625049155446,0.0198975759631642,0.0604001392753496,0.0994845181565557,0.0167318429085939,1,1,0,0,0,0,2,0.1940413312700947,0.05640845
38,gross_sched_interchange_mw,38,49,marginal_loss_price_rt,0.0697697639181916,0.0676551071310723,0.0582234215124584,0.0452394339975509,0.1388274647403827,0.0259224486023294,1,0,0,0,1,0,2,0.1388274647403827,-4.319602e-05
39,solar_generation_mw,39,4,marginal_loss_price_rt,0.1099281997965903,-0.0953803330748937,-0.0250502691136505,-0.0499056475986805,0.1143350772383758,0.0142188972377707,1,0,0,0,1,0,2,0.1143350772383758,-0.00048173728
