字段,中文名,层,快速得分(超阈比),标准_门控值,标准_是否选中,标准_选中数,标准_R2,去掉后_选中数,去掉后_全量R2,增量_门控值,增量_是否选中,增量_选中数,增量_R2,增量_与标准重合度,对照_门控值,对照_是否选中,对照_选中数,对照_R2,对照_与标准重合度,判定一致
prelim_load_avg_hourly,预估小时负荷,强,1.0452618260665012,0.22452738881111145,1,11,0.9605444581825898,9,0.9509426529423447,0.46790391206741333,1,11,0.9602825449788462,0.5714285714285714,0.4874095916748047,1,13,0.9650006143065545,0.8461538461538461,1
gen_fuel_gas_mw,燃气出力,强,2.496909819789094,0.09917277842760086,1,11,0.9605444581825898,9,0.9548724029089845,0.34001100063323975,1,11,0.9625064530329442,0.4666666666666667,0.2765633463859558,1,13,0.9650006143065545,0.8461538461538461,1
gen_fuel_oil_mw,燃油出力,中,1.9105751556156423,0.01166003942489624,1,11,0.9605444581825898,10,0.954618717684758,0.14118613302707672,1,12,0.9599092215791714,0.6428571428571429,0.023407036438584328,1,13,0.9650006143065545,0.8461538461538461,1
gen_fuel_multiple_fuels_pct,多燃料占比,中,4.458532873511537,0.007108630612492561,0,11,0.9605444581825898,11,0.9573776378219644,0.5161155462265015,1,21,0.9650235947025407,0.391304347826087,0.012704907916486263,1,13,0.9650006143065545,0.8461538461538461,0
da_as_mcp_primary_reserve,日前主用备用出清价,弱,1.0381656648448165,0.0,0,11,0.9605444581825898,10,0.9564328071165115,0.23565439879894257,1,16,0.9630760263370161,0.5,0.0,0,13,0.9650006143065545,0.8461538461538461,0
da_as_as_mw_primary_reserve,日前主用备用实际量,弱,6.230735779811981,0.0,0,11,0.9605444581825898,10,0.9574209837997261,0.7454432845115662,1,19,0.9671195970424881,0.42857142857142855,0.0,0,13,0.9650006143065545,0.8461538461538461,0
