feature_index,related,rank,index,center,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score,best_gate
1,congestion_price_rt,1,44,marginal_loss_price_rt,0.1871539938913969,0.5446361918205729,0.5963947732384799,0.4124423130386433,0.6326215811509578,0.3467277644996682,1,1,1,1,1,1,6,0.6326215811509578,0.48355198
2,gen_fuel_nuclear_pct,2,19,marginal_loss_price_rt,0.2257818422772989,-0.6320555778792895,-0.3765038408827156,-0.4446538782318598,0.5369198924722178,0.1541868534696544,1,1,1,1,1,1,6,0.6320555778792895,0.32115576
3,marginal_loss_price_da,3,41,marginal_loss_price_rt,0.3316788713435949,0.4984751026437377,0.5764470327733069,0.3612468723936614,0.622803991095739,0.1823494174104977,1,1,1,1,1,1,6,0.622803991095739,0.4895228
4,da_as_mcp_synchronized_reserve,4,29,marginal_loss_price_rt,0.2190261385895466,0.3708724676843378,0.549948751930216,0.2256783430636641,0.4096577104000631,0.0583704852248933,1,1,1,1,1,1,6,0.549948751930216,0.39278173
5,gen_fuel_oil_pct,5,20,marginal_loss_price_rt,0.364807453628325,0.4286235730889268,0.4831033989590937,0.3025062552126772,0.5431711673599503,0.3216693910885486,1,1,1,1,1,1,6,0.5431711673599503,0.27688882
6,gen_fuel_coal_pct,6,15,marginal_loss_price_rt,0.1155476521664522,0.486917164891772,0.2587840320076214,0.3215193216569363,0.3861730035146189,0.089335897067397,1,1,1,1,1,1,6,0.486917164891772,0.20570952
7,gen_fuel_other_renewables_pct,7,21,marginal_loss_price_rt,0.1508776093690642,-0.4798765665919144,-0.289028505081249,-0.3579357798165137,0.4694283504711705,0.1917118701373306,1,1,1,1,1,1,6,0.4798765665919144,0.058903858
8,congestion_price_da,8,40,marginal_loss_price_rt,0.2373213029588917,0.1771598567836669,0.3429139598144796,0.1037294968028913,0.3775457185633079,0.0554419594014543,1,1,1,1,1,1,6,0.3775457185633079,0.532953
9,gen_fuel_storage_mw,9,13,marginal_loss_price_rt,0.1083309206172129,0.3439679526393727,0.1713970649871924,0.1890144564915207,0.3124310788624507,0.0821143719222914,1,1,1,1,1,1,6,0.3439679526393727,0.3004485
10,gen_fuel_multiple_fuels_pct,10,18,marginal_loss_price_rt,0.0870341116527937,0.3259283219630005,0.2098412822174778,0.2198915763135946,0.2864882982994858,0.0524767297128115,1,1,1,1,1,1,6,0.3259283219630005,0.41205242
11,total_lmp_rt,11,43,marginal_loss_price_rt,0.5856332964399011,0.9370432065476766,0.9731518514720752,0.7771837642479844,0.9261205406196956,0.0371842896862655,1,1,1,1,1,0,5,0.9731518514720752,0.97404253
12,system_energy_price_rt,12,42,marginal_loss_price_rt,0.5261237392485137,0.9317329875052272,0.9526354955113132,0.7815582429802613,0.929794398643592,0.0499259544535734,1,1,1,1,1,0,5,0.9526354955113132,0.9862973
