field,中文名,score
gen_fuel_wind_mw,风电出力,17010.77734375
system_losses_mw,系统网损,13412.880859375
gen_fuel_solar_mw,光伏出力,12892.04296875
gen_fuel_nuclear_mw,核电出力,855.2600708007812
gen_fuel_hydro_mw,水电出力,564.2799072265625
gen_fuel_coal_mw,燃煤出力,357.8414611816406
reserve_reg_up_mw,调频上备用,189.88258361816406
gen_fuel_natural_gas_mw,燃气出力,135.60704040527344
reserve_spin_r3_mw,区域3旋转备用,118.05408477783203
reserve_spin_r1_mw,区域1旋转备用,111.24500274658203
area_3_load_day_ahead_mw,区域3日前负荷,109.06372833251953
area_1_load_day_ahead_mw,区域1日前负荷,104.82865142822266
reserve_spin_r2_mw,区域2旋转备用,98.78237915039062
area_3_load_actual_mw,区域3实时负荷,96.84546661376953
area_1_load_actual_mw,区域1实时负荷,96.84546661376953
system_generation_mw,系统发电量,94.94654083251953
reserve_reg_down_mw,调频下备用,93.0848388671875
system_load_actual_mw,系统实时负荷,93.0848388671875
system_load_day_ahead_mw,系统日前负荷,91.25965118408203
area_2_load_day_ahead_mw,区域2日前负荷,91.25965118408203
area_2_load_actual_mw,区域2实时负荷,85.99600219726562
