wind_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.46806628,0.73471946,0.8472537,0.4231562,0.90555704,0.26297858,0.8041821,0.6767317,0.00252786,0.45051414,0.84728205,0.69012827,0.82014304,0.79065865,0.018428335,0.50584596,0.3269673,0.4763366,0.5142689,-0.23545842,0.33372906,0.38962078,0.5715728,0.71173316,0.079157084,0.6218224,-0.16640677,0.30801833,0.4591596,0.51679164,0.7713193,0.11705187,0.38781208,0.89312124,-0.04296266,0.91396266,0.2908371,0.32699236,0.780428,1.0716352,0.72692776
0.47234315,0.764178,0.88200665,0.4220477,0.92875385,0.24339746,0.8517518,0.7116552,-0.060051218,0.44829544,0.88688755,0.72432107,0.8529774,0.8199149,-0.028751139,0.5165579,0.31008947,0.47817752,0.5186922,-0.30115923,0.30621228,0.39319208,0.55438167,0.72696596,0.018732436,0.6359126,-0.2147348,0.29659826,0.45508152,0.50967973,0.7875497,0.050423555,0.38016447,0.9210183,-0.11523008,0.9551695,0.25332803,0.30591172,0.8057406,1.1140898,0.7594828
0.47919732,0.78689593,0.90655965,0.40433297,0.9804162,0.2177139,0.9068543,0.7289093,-0.11117452,0.4569587,0.9272555,0.7456069,0.8848617,0.85253567,-0.07530324,0.5204101,0.29177222,0.48382717,0.52091056,-0.34906247,0.2774162,0.37859997,0.54221725,0.7406248,-0.03841077,0.6423644,-0.26864696,0.27354375,0.44298694,0.50456166,0.81714755,-0.008963525,0.36855647,0.95721483,-0.17833841,0.9844251,0.2022139,0.27115038,0.81491244,1.1691462,0.7798871
0.4942987,0.8044194,0.9397809,0.3867618,1.0216904,0.17776367,0.96027625,0.7574331,-0.16919814,0.4649909,0.9579669,0.77443665,0.921889,0.8907234,-0.13160126,0.5119475,0.2840915,0.48980266,0.5234763,-0.39940342,0.23702595,0.3557058,0.52829087,0.7552003,-0.09265748,0.6604494,-0.33139846,0.24172029,0.42096418,0.49587265,0.8322746,-0.076644115,0.34240323,0.98733044,-0.24970138,1.0454202,0.16131185,0.23849206,0.84969074,1.2044656,0.809174
0.5042892,0.8296111,0.9575249,0.36838162,1.0435301,0.1303708,1.0106093,0.791758,-0.23101877,0.46652946,0.98793584,0.790762,0.9565723,0.92575914,-0.17203325,0.52438986,0.25330108,0.47315392,0.53933924,-0.4510475,0.20096424,0.35027498,0.5131002,0.7647245,-0.15338714,0.6796939,-0.3755263,0.20985559,0.41140014,0.49978176,0.8766231,-0.14156573,0.33571282,1.017262,-0.30901146,1.0898407,0.11829798,0.20425408,0.89965713,1.2424536,0.8299932
0.50147176,0.8563233,0.97853047,0.35402715,1.0652311,0.08843406,1.0586646,0.8202628,-0.28194305,0.44950363,1.0031326,0.81578976,0.98658335,0.95866317,-0.21252726,0.5319645,0.21046841,0.467409,0.5349112,-0.49835476,0.15679976,0.3386972,0.4967841,0.7758006,-0.2151562,0.69586074,-0.42480117,0.17820767,0.4062941,0.4888202,0.90331733,-0.19922759,0.30476022,1.0362618,-0.37794194,1.122986,0.06793032,0.1724668,0.92928284,1.276543,0.85425717
0.50771,0.8795574,1.0016938,0.32965574,1.1002613,0.036714446,1.1091603,0.8482483,-0.33479065,0.44446328,1.0447803,0.8320121,1.0301286,0.97681284,-0.26178452,0.52715,0.1717422,0.4596097,0.54901206,-0.56098855,0.12760937,0.3249509,0.47848508,0.77229697,-0.28001302,0.7112076,-0.48585907,0.14774263,0.37818852,0.48337486,0.93626595,-0.25571525,0.28260386,1.0615482,-0.4316781,1.1530367,0.027854428,0.13203217,0.9607703,1.308729,0.8854776
0.510898,0.89776933,1.0237485,0.31548622,1.1391894,-0.0076862187,1.1314039,0.87644136,-0.39551157,0.42528573,1.0736371,0.84888476,1.077231,1.0129856,-0.30465782,0.5162951,0.12455816,0.45410264,0.5656925,-0.60058933,0.07905523,0.3145302,0.44912857,0.7923731,-0.34192857,0.71925324,-0.5291327,0.10550523,0.3703161,0.47235096,0.9579186,-0.30664042,0.27463573,1.0913115,-0.48893318,1.2013625,-0.013625246,0.08233904,0.99136513,1.3378898,0.9101312
0.5286837,0.91035676,1.0359287,0.28737214,1.1708374,-0.056997303,1.1579694,0.90432745,-0.44528368,0.4041185,1.1162411,0.86933106,1.1038072,1.0428219,-0.34748664,0.5169954,0.078874424,0.44658542,0.56992614,-0.64059883,0.0316322,0.30071473,0.42094412,0.80293113,-0.40410492,0.73974955,-0.56386626,0.07069074,0.34558326,0.46985447,0.98087305,-0.36481872,0.2445875,1.1114694,-0.5395959,1.2426693,-0.07056538,0.028305845,1.0176865,1.3620635,0.95165795
0.5239106,0.93100256,1.0512788,0.25889757,1.1958917,-0.10379573,1.2031931,0.93148476,-0.4941647,0.39235133,1.1385862,0.8847812,1.1426522,1.077586,-0.38740802,0.50601935,0.02927152,0.43413863,0.5782734,-0.6766326,-0.013526857,0.28022337,0.38736236,0.81157094,-0.46080226,0.7494554,-0.5865661,0.04036462,0.3283028,0.47640538,1.0030556,-0.41836473,0.22308172,1.130512,-0.5937734,1.2724658,-0.1298195,-0.027573949,1.0404099,1.4053327,0.9835217
0.54232943,0.96232396,1.0791208,0.22242974,1.214917,-0.15396358,1.2337223,0.9597498,-0.5398805,0.39795944,1.1691332,0.90481335,1.1517398,1.1119187,-0.44013393,0.5037736,-0.027825596,0.4262975,0.59597814,-0.7261678,-0.07354004,0.2636811,0.35776788,0.817473,-0.5144562,0.7653042,-0.6254208,-0.0139373215,0.3029186,0.4719323,1.0300545,-0.45968467,0.19109115,1.1356741,-0.643524,1.2985971,-0.18099888,-0.07295861,1.0690374,1.4282287,1.0140034
0.54487175,0.9851787,1.0865036,0.18977337,1.251761,-0.20358543,1.2550511,0.98516166,-0.5874936,0.3839317,1.2000055,0.9283995,1.15745,1.1551706,-0.48528793,0.49255514,-0.0820163,0.40620676,0.6091688,-0.762405,-0.13614003,0.24857262,0.310009,0.8369092,-0.5710832,0.77981025,-0.6616089,-0.06004941,0.28774464,0.47064915,1.0562152,-0.50379205,0.14557707,1.1762949,-0.68524176,1.3337264,-0.23444271,-0.124111414,1.0873394,1.4562795,1.0323182
0.54783803,1.006799,1.100257,0.15140902,1.2804449,-0.24349278,1.2929279,1.0067797,-0.6364589,0.3641218,1.2338138,0.94882774,1.1889939,1.1904244,-0.5342875,0.47871634,-0.1334833,0.3910871,0.61920536,-0.79248595,-0.19239016,0.23047619,0.2654428,0.8568193,-0.62062657,0.7924725,-0.6970409,-0.105986245,0.262684,0.46189326,1.08099,-0.54984814,0.09798496,1.2182558,-0.72491866,1.3624268,-0.29469645,-0.18936117,1.0998782,1.4738897,1.0627356
0.55246353,1.0244813,1.1172047,0.108881354,1.3042321,-0.2830347,1.3230467,1.0221617,-0.6737787,0.3424001,1.2665962,0.9785589,1.2181717,1.2177933,-0.5505532,0.4751376,-0.17831758,0.3689053,0.6198121,-0.8206184,-0.24651279,0.21368526,0.2129896,0.86654407,-0.67140967,0.80595064,-0.7342193,-0.15977356,0.2285625,0.4406308,1.1127936,-0.59658694,0.049447626,1.2501845,-0.7643157,1.394994,-0.3361622,-0.23660707,1.1150274,1.492517,1.085569
0.5627213,1.0301545,1.1367017,0.056910694,1.3386766,-0.3231323,1.3615425,1.0474086,-0.7053354,0.32032725,1.2898284,0.9966909,1.2481487,1.2516648,-0.596417,0.4499398,-0.23716155,0.35925284,0.650901,-0.86114657,-0.3029947,0.18799008,0.15698914,0.8742766,-0.71101993,0.82421017,-0.75012493,-0.21791244,0.19302136,0.43219435,1.1506206,-0.6406703,0.0020639654,1.2619956,-0.7982478,1.4194793,-0.38420665,-0.27882624,1.1459303,1.5181026,1.1115113
0.55442333,1.0411553,1.1518508,-0.0032828525,1.3680638,-0.37219658,1.4054805,1.0626838,-0.7456048,0.3000385,1.3056011,1.0264353,1.2698326,1.2816846,-0.6399,0.43126112,-0.29544073,0.3408817,0.66148746,-0.89364713,-0.35775366,0.14984179,0.10207066,0.88992405,-0.7517851,0.8349121,-0.77730316,-0.2627103,0.1681788,0.42238295,1.1881936,-0.6720955,-0.048654884,1.2785962,-0.8260425,1.438139,-0.42502737,-0.32625452,1.1669246,1.5427523,1.1452559
0.5639217,1.0477602,1.1646996,-0.06963218,1.3907598,-0.41894534,1.4398582,1.08048,-0.7823301,0.27822953,1.3313824,1.0434424,1.3039739,1.3117667,-0.67334986,0.41145724,-0.3342554,0.3329866,0.6709719,-0.91492593,-0.41565982,0.12588075,0.04556211,0.9108304,-0.7868651,0.8442914,-0.7948681,-0.31353644,0.119959615,0.3875317,1.2178379,-0.7012309,-0.101928025,1.3021117,-0.855965,1.4638317,-0.47237796,-0.37965894,1.1832855,1.564036,1.1631278
0.5796604,1.0679698,1.176062,-0.1261116,1.4188547,-0.46695542,1.456768,1.1080297,-0.81393725,0.2515237,1.3642597,1.0748581,1.3229392,1.3392067,-0.7106257,0.3736841,-0.3814724,0.3145014,0.70153004,-0.9379495,-0.46924022,0.0840001,-0.02285387,0.93133324,-0.8211559,0.8623503,-0.8170316,-0.36156163,0.086216345,0.37068284,1.2618159,-0.73475754,-0.14534079,1.3167558,-0.8918563,1.4818588,-0.52328223,-0.4211982,1.2102789,1.576907,1.1939514
0.58622265,1.076449,1.1914346,-0.1926465,1.4383894,-0.5073069,1.4753839,1.1243676,-0.84210765,0.22585371,1.378458,1.1069142,1.3651516,1.3669136,-0.75514024,0.34201327,-0.42575878,0.2932764,0.7114483,-0.96487576,-0.5243301,0.048699073,-0.08773477,0.94290906,-0.8601655,0.874104,-0.850646,-0.40960366,0.04313915,0.3433436,1.2823356,-0.7678099,-0.18260622,1.3441626,-0.92281723,1.502703,-0.5661524,-0.4600021,1.2339079,1.5917248,1.2222939
0.6036083,1.0964843,1.2176486,-0.2466235,1.4672068,-0.5654538,1.4993051,1.1494498,-0.87046796,0.20317799,1.3974924,1.1400448,1.4001184,1.4104569,-0.779343,0.31244844,-0.46725458,0.26508597,0.7427537,-0.9840115,-0.56367016,0.0019314133,-0.15006565,0.95063615,-0.89316905,0.8967641,-0.87626874,-0.45588133,-0.0072427546,0.32505557,1.3178859,-0.80869585,-0.2343146,1.3726228,-0.956907,1.508277,-0.614963,-0.514693,1.2496428,1.6034977,1.2584194
0.6295151,1.1151553,1.2346164,-0.30283058,1.4987223,-0.61856633,1.5191559,1.1681527,-0.8987195,0.1631842,1.4214823,1.1637616,1.4158581,1.4524239,-0.8033302,0.28135118,-0.51974195,0.23498596,0.7554264,-1.0072893,-0.60535675,-0.032775097,-0.22341359,0.96808404,-0.9239565,0.9168867,-0.8993258,-0.50105983,-0.06416457,0.30022395,1.3472081,-0.8476667,-0.28496876,1.3876969,-0.9871536,1.5148274,-0.6489439,-0.5608497,1.2712556,1.6235931,1.2849354
0.64741176,1.1296496,1.2511524,-0.36116388,1.5238234,-0.65334135,1.543521,1.1916786,-0.92711395,0.12238852,1.4546396,1.1878722,1.4395237,1.4868405,-0.8293253,0.23216668,-0.5713716,0.19648373,0.77599823,-1.033122,-0.6469397,-0.080688946,-0.2905039,0.98271114,-0.95471424,0.9243002,-0.93002343,-0.54003835,-0.1152254,0.26364967,1.3752056,-0.8753016,-0.3299234,1.4143405,-1.0104482,1.5233805,-0.68635136,-0.6032378,1.2886243,1.6573067,1.3072621
0.6623368,1.1435453,1.268758,-0.4186153,1.5497023,-0.6817542,1.5765972,1.2132572,-0.9566462,0.07807208,1.4834112,1.214532,1.4750732,1.5049794,-0.85665745,0.18508083,-0.6087756,0.16722314,0.78404796,-1.0539758,-0.6816035,-0.12347389,-0.3487041,0.99045616,-0.98387265,0.94054216,-0.9521646,-0.58422285,-0.17048259,0.21914414,1.423339,-0.9038456,-0.38244632,1.43628,-1.0340234,1.5548855,-0.7225978,-0.64809036,1.3203009,1.6727364,1.325124
0.6625531,1.1635125,1.28293,-0.47219485,1.5834107,-0.71200913,1.5935808,1.2218949,-0.97881436,0.013471585,1.518524,1.2376109,1.5084627,1.5244256,-0.88076824,0.12252848,-0.6466107,0.13752183,0.80818325,-1.0771562,-0.7210264,-0.16463947,-0.40291595,1.0146289,-1.0122088,0.9741179,-0.96612203,-0.6243079,-0.22511896,0.1766097,1.437821,-0.93056744,-0.43165347,1.4599497,-1.0555123,1.573632,-0.7576514,-0.68323404,1.33588,1.6862363,1.3438097
0.6782199,1.1801416,1.303777,-0.5240221,1.6027913,-0.73860633,1.605596,1.2458396,-1.0046505,-0.03755005,1.5484737,1.2667526,1.5504762,1.5413245,-0.8977338,0.064632915,-0.6872132,0.101059906,0.8550192,-1.0960315,-0.7557618,-0.20948242,-0.46333936,1.0451868,-1.0311252,0.98110837,-0.98811513,-0.65854484,-0.2826274,0.1338193,1.4664245,-0.95706755,-0.48242587,1.4759631,-1.0804056,1.6200742,-0.7873202,-0.7217162,1.3467741,1.7061536,1.3714416
0.6883822,1.1922508,1.3334349,-0.5761386,1.633712,-0.767912,1.6280569,1.255752,-1.0261582,-0.09762512,1.5764909,1.2895175,1.5783968,1.5628558,-0.9214164,-0.00084252475,-0.7239729,0.046347406,0.8949254,-1.1111753,-0.7864167,-0.25028086,-0.5253107,1.0585095,-1.054208,1.0046057,-1.0135385,-0.6964313,-0.33970818,0.08372406,1.4784364,-0.9811157,-0.53002274,1.5095713,-1.1014999,1.637297,-0.8244418,-0.7558157,1.3721274,1.7161206,1.3952566
0.70382965,1.1964897,1.3579056,-0.6261412,1.6685947,-0.7987646,1.6586297,1.2906663,-1.0510919,-0.15960647,1.594593,1.3130893,1.5947026,1.5754673,-0.9502622,-0.071661234,-0.7622218,-0.0022297667,0.93502027,-1.1342318,-0.8265764,-0.3056086,-0.5799355,1.0837111,-1.0821043,1.0240988,-1.032856,-0.7329777,-0.38822317,0.018159878,1.4991065,-1.0070647,-0.5753226,1.5385422,-1.1255939,1.654774,-0.85683477,-0.78254735,1.3894955,1.7290584,1.4233496
0.7194704,1.2055247,1.376116,-0.67292935,1.6865865,-0.829936,1.6731664,1.3091528,-1.0729338,-0.21168844,1.5986137,1.3360499,1.6201137,1.5891055,-0.97612834,-0.13474797,-0.79859084,-0.054110445,0.9907841,-1.1555717,-0.85817766,-0.35549778,-0.630605,1.1015147,-1.1051223,1.0477723,-1.0569841,-0.7697256,-0.4440648,-0.042320143,1.533259,-1.0296885,-0.6108704,1.5767963,-1.1436834,1.6694729,-0.88474214,-0.81018794,1.4002637,1.7547711,1.4375033
0.74088603,1.2308972,1.3935063,-0.71001554,1.70013,-0.8507572,1.6898766,1.3454672,-1.098134,-0.27141556,1.6139746,1.3608694,1.65217,1.613518,-1.0050722,-0.2111381,-0.8307153,-0.10999055,1.0253537,-1.1757039,-0.8855031,-0.40007645,-0.6737075,1.1217364,-1.1274347,1.0572302,-1.0774349,-0.8067345,-0.4825814,-0.106185384,1.5642393,-1.0598128,-0.65194464,1.5888114,-1.1621186,1.6777964,-0.91159344,-0.8499269,1.4183985,1.7588683,1.4486865
0.7649168,1.2484919,1.4184103,-0.7446721,1.7118218,-0.87513584,1.7147652,1.3662804,-1.1168035,-0.33460972,1.623563,1.3897648,1.6595718,1.6404878,-1.0219562,-0.2796286,-0.858713,-0.16556689,1.0848967,-1.1947731,-0.9192169,-0.44856206,-0.71982986,1.145315,-1.147122,1.0823102,-1.1013925,-0.8332061,-0.5245539,-0.17640097,1.5932648,-1.0857311,-0.68502295,1.613526,-1.1824436,1.686566,-0.93863076,-0.87503165,1.430957,1.7800616,1.4770869
0.80036926,1.2710682,1.4430624,-0.7799572,1.7441283,-0.90006316,1.7288218,1.4069848,-1.145584,-0.37724635,1.6447685,1.4100293,1.6614723,1.678009,-1.0425633,-0.34089628,-0.8872411,-0.22019966,1.1240014,-1.2175511,-0.94653547,-0.48163205,-0.7589437,1.156999,-1.161671,1.0844598,-1.1309077,-0.8632671,-0.5683038,-0.24199902,1.6085413,-1.1068614,-0.7283213,1.6317346,-1.2057265,1.7083092,-0.9651581,-0.90015775,1.4430606,1.7908518,1.4935267
0.85007334,1.280534,1.4563661,-0.8138543,1.7759389,-0.91111237,1.738339,1.433054,-1.175387,-0.4339185,1.6669202,1.4230341,1.6826439,1.7086473,-1.0691751,-0.39826372,-0.9149782,-0.27622387,1.153242,-1.2371223,-0.9684972,-0.53395784,-0.7969601,1.1774192,-1.1796153,1.1009369,-1.1481677,-0.8883767,-0.6089088,-0.30681637,1.6270254,-1.1099933,-0.76714355,1.654009,-1.2300411,1.7333481,-0.9918772,-0.92197233,1.4523339,1.8065697,1.5234177
0.8914732,1.316185,1.482405,-0.8567076,1.7868291,-0.93715817,1.7722285,1.4499583,-1.1935309,-0.4803707,1.6952044,1.4468738,1.7028356,1.7318045,-1.0868952,-0.46878204,-0.9431453,-0.3159825,1.2125914,-1.2556568,-0.9897395,-0.5785544,-0.8372089,1.199061,-1.1976552,1.1065825,-1.1692287,-0.921785,-0.65813035,-0.36463064,1.6423248,-1.1350708,-0.8014038,1.6701168,-1.2466247,1.7358999,-1.0178515,-0.947525,1.4629288,1.8125299,1.5478904
0.90855896,1.3228655,1.4931486,-0.877437,1.7909265,-0.96326494,1.7765499,1.4601673,-1.2075057,-0.52627337,1.7092327,1.4707347,1.7095509,1.7488868,-1.0981994,-0.5258915,-0.9602052,-0.3717993,1.2757945,-1.2731477,-1.01733,-0.62114894,-0.8735581,1.215455,-1.2198421,1.1157523,-1.1869968,-0.94711125,-0.69597715,-0.42434648,1.6659169,-1.1604713,-0.8372984,1.6726401,-1.2617471,1.737358,-1.0393573,-0.96886826,1.462518,1.8231274,1.5552747
0.9380664,1.3316224,1.506669,-0.90907305,1.8068631,-0.9948028,1.7922062,1.4844723,-1.2250726,-0.575405,1.7137058,1.4915404,1.7233136,1.7616148,-1.1108981,-0.5868902,-0.9884211,-0.42560035,1.3373399,-1.291841,-1.0416113,-0.65459716,-0.9161726,1.2365825,-1.2409743,1.1333537,-1.2022253,-0.972807,-0.7410075,-0.48001903,1.6698705,-1.1764585,-0.86963695,1.6850682,-1.2740344,1.741895,-1.0675634,-0.9925035,1.4777318,1.8355331,1.5794607
0.95652825,1.3487215,1.5226952,-0.93912303,1.8312646,-1.0178524,1.8108578,1.5057389,-1.2421671,-0.6221019,1.7213145,1.5214726,1.7428112,1.7712023,-1.1344461,-0.63849974,-1.0102134,-0.47181675,1.3873311,-1.31005,-1.0626392,-0.6925026,-0.9530444,1.246285,-1.2498199,1.1612488,-1.2296866,-0.9939314,-0.77501994,-0.5368002,1.6941721,-1.190598,-0.89889455,1.7044064,-1.2849772,1.7527965,-1.0919621,-1.0145999,1.4803454,1.8441885,1.5988883
0.98441064,1.3713708,1.5306815,-0.96699023,1.8490142,-1.0350758,1.8115715,1.5272572,-1.2595214,-0.66499645,1.7412823,1.5349827,1.7563512,1.7895756,-1.1511399,-0.6902186,-1.0365715,-0.523134,1.4364942,-1.3263576,-1.0837804,-0.7277031,-0.9778087,1.2815884,-1.2675605,1.158287,-1.2435668,-1.0135025,-0.80661887,-0.587602,1.7071906,-1.2071804,-0.92549473,1.7205863,-1.3000491,1.7619777,-1.1131082,-1.0384598,1.4952509,1.8542637,1.6150681
0.9947116,1.4046807,1.5487329,-0.99666876,1.877692,-1.0527742,1.8269248,1.5557222,-1.2732702,-0.7070405,1.7612858,1.5490705,1.7553031,1.7998396,-1.1680226,-0.7300104,-1.0594621,-0.56806946,1.4779574,-1.3423773,-1.1044226,-0.76548743,-1.0059226,1.2997606,-1.2781337,1.1865988,-1.2593151,-1.0381118,-0.8366707,-0.63960904,1.7110087,-1.2230288,-0.95459294,1.7282134,-1.3133459,1.7866763,-1.1369747,-1.0606552,1.5043931,1.8757154,1.6285877
1.0233493,1.4178636,1.5758889,-1.027581,1.8963095,-1.0716528,1.8304825,1.5685403,-1.2900892,-0.7410079,1.7801088,1.5707712,1.761722,1.8154659,-1.1846218,-0.7729374,-1.0822114,-0.61588925,1.5295057,-1.351216,-1.1252986,-0.79385203,-1.0235544,1.3133961,-1.295677,1.2090333,-1.2789986,-1.0614597,-0.8676853,-0.6858329,1.7221944,-1.238635,-0.98125917,1.7435848,-1.3282807,1.8015267,-1.1535809,-1.0791806,1.5257039,1.8990096,1.6466908
1.0568391,1.4250718,1.6007307,-1.0620399,1.9182522,-1.0766033,1.8444084,1.596452,-1.3066347,-0.7764422,1.7936924,1.5733011,1.7909886,1.835364,-1.2019227,-0.80648756,-1.0910891,-0.65571463,1.5735533,-1.3640547,-1.1551669,-0.82639074,-1.039391,1.3414118,-1.3269352,1.2246646,-1.2918319,-1.0806402,-0.9007328,-0.7233995,1.7353997,-1.2541285,-1.0071417,1.7491058,-1.3430796,1.8127831,-1.1736748,-1.0997181,1.5344285,1.9051771,1.6536496
