solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,total_pjm_reg_purchases,total_pjm_rmccp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,system_energy_price_da,system_energy_price_rt,marginal_loss_price_rt,gross_inadv_interchange_mw
0.0077826185,0.028752789,0.04768513,0.011322203,0.004263835,0.19015962,0.0257821,0.0017974206,0.004828051,0.0024375017,0.0069734873,0.0068816193,0.0014179903,0.48358187,0.007321957,0.0056112465,0.0024685878,0.0035414596,0.0073113185,0.006456744,0.0029775747,0.0017692618,0.002388052,0.0020350935,0.002746,0.029118355,0.0013615893,0.13956344,0.074659705,0.09270024,0.005619491
0.004057114,0.01716239,0.03187349,0.0062245307,0.0017706043,0.17267518,0.0145391645,0.00065911014,0.0020354423,0.00095300865,0.00329507,0.003368105,0.00049400626,0.4605387,0.0033100795,0.002391253,0.0009542007,0.0013283158,0.0041695684,0.002972739,0.0011818554,0.000654501,0.0008750255,0.000731785,0.0010097717,0.028199047,0.00046822685,0.12427574,0.05145723,0.06884527,0.0025989064
0.0018114264,0.010268684,0.021209432,0.0029925217,0.0006465212,0.15986359,0.0077787633,0.00022053954,0.00071554456,0.0003394616,0.0014290172,0.0014438021,0.0001543138,0.4408209,0.0013953204,0.0009449017,0.0003286272,0.0004473571,0.0019078192,0.0012666963,0.0004301801,0.0002208777,0.0002894803,0.00023718142,0.00032244297,0.027998518,0.00014502688,0.112331875,0.03465909,0.050403703,0.0010380521
0.0006298873,0.0059278365,0.013773702,0.0012212092,0.0002053384,0.14938341,0.003916979,6.674993e-05,0.00020629737,0.00010966753,0.00055159954,0.0005280581,4.3097716e-05,0.41922206,0.0005449839,0.0003423329,0.000100151716,0.00013525011,0.0006754264,0.0004992522,0.00014262786,6.754318e-05,8.62401e-05,6.910525e-05,9.133741e-05,0.026455235,4.0262545e-05,0.105408795,0.022463508,0.03632671,0.00034610942
0.00017297747,0.003089198,0.0085743265,0.00041365458,5.7982885e-05,0.1391959,0.0018604749,1.8157054e-05,5.0355866e-05,3.1937438e-05,0.0001873748,0.00016675494,1.0704965e-05,0.40078437,0.00019603969,0.00011333657,2.7091673e-05,3.6580004e-05,0.00019036738,0.00018109646,4.28637e-05,1.858616e-05,2.3045179e-05,1.8021785e-05,2.2973958e-05,0.025296548,9.958449e-06,0.09923579,0.013958589,0.025789889,9.93667e-05
3.9764116e-05,0.0014690779,0.0049045947,0.000121961326,1.4573715e-05,0.13262235,0.0008255488,4.405666e-06,1.0656906e-05,8.344185e-06,5.6996447e-05,4.604085e-05,2.3507528e-06,0.38562074,6.456801e-05,3.4063836e-05,6.504323e-06,8.809022e-06,4.570524e-05,6.009881e-05,1.15970615e-05,4.5677825e-06,5.484756e-06,4.1763383e-06,5.111492e-06,0.023243682,2.177685e-06,0.094294444,0.008290218,0.018006995,2.5172274e-05
7.904797e-06,0.0006325076,0.002575193,3.1762364e-05,3.2475584e-06,0.12536947,0.00034204617,9.459646e-07,1.9629597e-06,1.9417566e-06,1.5541118e-05,1.1255204e-05,4.5262183e-07,0.36875528,1.9350224e-05,9.236408e-06,1.3790758e-06,1.8752744e-06,9.596115e-06,1.815872e-05,2.804121e-06,9.945725e-07,1.1532125e-06,8.5291964e-07,9.982386e-07,0.025243586,4.1744164e-07,0.088953786,0.0047087697,0.012446591,5.635539e-06
1.3631163e-06,0.0002465116,0.0012281572,7.3433685e-06,6.367963e-07,0.119279705,0.00013156261,1.7817398e-07,3.1260515e-07,3.9922315e-07,3.78748e-06,2.4334265e-06,7.5705245e-08,0.355622,5.240508e-06,2.2430445e-06,2.56145e-07,3.4992627e-07,1.7595202e-06,4.9620353e-06,6.0111864e-07,1.9020332e-07,2.1231162e-07,1.5212316e-07,1.6957074e-07,0.022809006,6.94851e-08,0.08657968,0.002557817,0.008248269,1.1099308e-06
2.0255557e-07,8.778462e-05,0.00053585146,1.500641e-06,1.0888234e-07,0.11525795,4.677392e-05,2.9159851e-08,4.261604e-08,7.187261e-08,8.19967e-07,4.624098e-07,1.0887302e-08,0.3417288,1.2731747e-06,4.8400796e-07,4.1286945e-08,5.6690435e-08,2.796082e-07,1.2172993e-06,1.13252966e-07,3.1648582e-08,3.3895635e-08,2.3462054e-08,2.4801475e-08,0.022472264,9.94044e-09,0.084211156,0.0013257193,0.0051899157,1.9067728e-07
2.5663457e-08,2.8546245e-05,0.00021358188,2.6882608e-07,1.6071061e-08,0.11116914,1.5285905e-05,4.1037644e-09,4.91609e-09,1.12199325e-08,1.5639962e-07,7.654348e-08,1.3311665e-09,0.32865793,2.752805e-07,9.199949e-08,5.7150107e-09,7.890744e-09,3.8112134e-08,2.6599452e-07,1.8575465e-08,4.5350004e-09,4.643321e-09,3.0955072e-09,3.088685e-09,0.022359826,1.2084697e-09,0.08189181,0.0006524055,0.0030792325,2.8288538e-08
2.739111e-09,8.447727e-06,7.819086e-05,4.1810047e-08,2.0251363e-09,0.1078071,4.563937e-06,4.910124e-10,4.738041e-10,1.5026305e-09,2.6038894e-08,1.0925261e-08,1.3667789e-10,0.3189985,5.2515436e-08,1.5259678e-08,6.7159395e-10,9.328746e-10,4.40442e-09,5.1329117e-08,2.6249778e-09,5.533458e-10,5.3951466e-10,3.4527012e-10,3.2354092e-10,0.021518549,1.2331097e-10,0.07937775,0.00030335985,0.0017036814,3.584597e-09
2.4302868e-10,2.2646798e-06,2.6280015e-05,5.585452e-09,2.1523769e-10,0.1031959,1.236775e-06,4.932819e-11,3.7620226e-11,1.7063358e-10,3.745504e-09,1.3295498e-09,1.1626043e-11,0.30605763,8.756791e-09,2.1860802e-09,6.616167e-11,9.250549e-11,4.2608414e-10,8.666102e-09,3.1599678e-10,5.6787196e-11,5.2499893e-11,3.2137588e-11,2.812665e-11,0.019141305,1.04183285e-11,0.07770647,0.00013271402,0.00086601445,3.8329917e-10
1.7665133e-11,5.463498e-07,8.082689e-06,6.334548e-10,1.903977e-11,0.098815486,3.0201662e-07,4.1043345e-12,2.423222e-12,1.6220225e-11,4.6028545e-10,1.3625762e-10,8.0716385e-13,0.29635507,1.2632895e-09,2.674625e-10,5.388989e-12,7.5885895e-12,3.402619e-11,1.2671919e-09,3.200472e-11,4.835685e-12,4.2193714e-12,2.4609793e-12,1.9995724e-12,0.01966969,7.1801246e-13,0.07612259,5.4387787e-05,0.00040821504,3.4130688e-11
1.0351774e-12,1.1771184e-07,2.2632364e-06,6.0211315e-11,1.3814839e-12,0.096165866,6.594161e-08,2.7861312e-13,1.244922e-13,1.2726721e-12,4.7735926e-11,1.1601688e-11,4.499503e-14,0.286834,1.5592118e-10,2.7605567e-11,3.5744403e-13,5.07256e-13,2.2089012e-12,1.5870892e-10,2.6903365e-12,3.3663518e-13,2.758188e-13,1.5263095e-13,1.1437769e-13,0.019687664,3.9705835e-14,0.07290312,2.0787798e-05,0.00017845552,2.4942648e-12
4.8047368e-14,2.2457707e-08,5.7325644e-07,4.7297626e-12,8.090976e-14,0.09399264,1.2763852e-08,1.5176901e-14,5.0064725e-15,8.115724e-14,4.122178e-12,8.085971e-13,1.9778217e-15,0.27807727,1.6264502e-11,2.3714524e-12,1.898636e-14,2.717209e-14,1.1461578e-13,1.6820382e-11,1.8491151e-13,1.884725e-14,1.4420307e-14,7.535717e-15,5.1709168e-15,0.018631812,1.7301588e-15,0.07085409,7.3701385e-06,7.184591e-05,1.472262e-13
1.7322128e-15,3.758931e-09,1.3037189e-07,3.0233961e-13,3.7579697e-15,0.09043319,2.1701e-09,6.5142525e-16,1.5437301e-16,4.1352445e-15,2.9205897e-13,4.5383615e-14,6.719806e-17,0.26825452,1.4147992e-12,1.6707004e-13,7.928653e-16,1.1451704e-15,4.6658357e-15,1.488606e-12,1.0222234e-14,8.334826e-16,5.918806e-16,2.9059808e-16,1.811506e-16,0.018457344,5.822668e-17,0.068230435,2.4105693e-06,2.6685118e-05,6.896424e-15
4.7471214e-17,5.463866e-10,2.640471e-08,1.546218e-14,1.3574828e-16,0.08898635,3.208313e-10,2.1592327e-17,3.5669174e-18,1.6523234e-16,1.6704869e-14,2.0147024e-15,1.7261263e-18,0.25918326,1.0113383e-13,9.497243e-15,2.5505586e-17,3.7209747e-17,1.4598065e-16,1.0842111e-13,4.4636577e-16,2.8540653e-17,1.8685186e-17,8.5706375e-18,4.811442e-18,0.01850105,1.4802232e-18,0.06702974,7.230714e-07,9.151172e-06,2.5143305e-16
9.654973e-19,6.821041e-11,4.7201776e-09,6.2093534e-16,3.7323547e-18,0.08704912,4.079449e-11,5.405148e-19,6.020352e-20,5.0712508e-18,7.5771343e-16,6.9350703e-17,3.2709797e-20,0.25283438,5.8458165e-15,4.27908e-16,6.17957e-19,9.11437e-19,3.4311762e-18,6.3958865e-15,1.5091164e-17,7.4027154e-19,4.435066e-19,1.8887029e-19,9.456834e-20,0.017358696,2.773347e-20,0.06488649,1.9760284e-07,2.883634e-06,6.983166e-18
1.4190172e-20,7.2252894e-12,7.3754275e-10,1.9180287e-17,7.626403e-20,0.08498433,4.408056e-12,9.968806e-21,7.214474e-22,1.1684288e-19,2.672544e-17,1.810878e-18,4.4494264e-22,0.24605416,2.6843864e-16,1.498312e-17,1.0997519e-20,1.6415314e-20,5.9071805e-20,3.0027096e-16,3.8640724e-19,1.4192962e-20,7.717669e-21,3.0303495e-21,1.3388592e-21,0.016878756,3.7259531e-22,0.06383025,4.88503e-08,8.298541e-07,1.4426928e-19
1.4628744e-22,6.408615e-13,9.966851e-11,4.4542197e-19,1.1277178e-21,0.08272185,3.9950576e-13,1.3177698e-22,5.9457283e-24,1.9701306e-21,7.1725105e-19,3.5007314e-20,4.2138753e-24,0.23852322,9.6031905e-18,3.989282e-19,1.3980636e-22,2.1142618e-22,7.2418673e-22,1.1003898e-17,7.311626e-21,1.9574999e-22,9.5729804e-23,3.4391098e-23,1.3247878e-23,0.01666081,3.4809706e-24,0.061575282,1.0840756e-08,2.1683528e-07,2.1591662e-21
1.0230604e-24,4.6911663e-14,1.1514606e-11,7.581872e-21,1.1714738e-23,0.08090523,2.9936465e-14,1.2106392e-24,3.251254e-26,2.3629969e-23,1.4298546e-20,4.8763867e-22,2.6847553e-26,0.23133545,2.6192977e-19,7.883974e-21,1.2305569e-24,1.8878147e-24,6.1254355e-24,3.0811883e-19,9.948999e-23,1.8840117e-24,8.201942e-25,2.6727401e-25,8.856879e-26,0.017359713,2.1848557e-26,0.059992466,2.1415958e-09,5.1077663e-08,2.2727416e-23
4.6741703e-27,2.7893568e-15,1.1229873e-12,9.195816e-23,8.269114e-26,0.07801635,1.8257988e-15,7.4668196e-27,1.132687e-28,1.9530097e-25,2.0613955e-22,4.7486125e-24,1.1069707e-28,0.22559656,5.3182693e-21,1.125882e-22,7.240696e-27,1.1284445e-26,3.449929e-26,6.437936e-21,9.442787e-25,1.2229417e-26,4.685203e-27,1.3714603e-27,3.850763e-28,0.015735772,8.861183e-29,0.059803475,3.732069e-10,1.0763169e-08,1.6276798e-25
1.3367141e-29,1.3238913e-16,9.118882e-14,7.699703e-25,3.8201121e-28,0.07748003,8.9080834e-17,2.9731384e-29,2.4003562e-31,1.0732278e-27,2.085941e-24,3.124786e-26,2.8263654e-31,0.21967468,7.82765e-23,1.1275045e-24,2.7373606e-29,4.340837e-29,1.24283e-28,9.7770304e-23,6.041024e-27,5.15158e-29,1.7143404e-29,4.4583525e-30,1.0425362e-30,0.015770983,2.221607e-31,0.057875894,5.680704e-11,2.011435e-09,7.640323e-28
2.2784979e-32,4.9201526e-18,6.0727117e-15,4.2951235e-27,1.1068351e-30,0.07510091,3.4114936e-18,7.310196e-32,2.9337256e-34,3.7657844e-30,1.4327127e-26,1.3372689e-28,4.2484703e-34,0.21220134,8.1075377e-25,7.6563026e-27,6.355365e-32,1.0273561e-31,2.735568e-31,1.0479856e-24,2.5062543e-29,1.3479665e-31,3.839003e-32,8.758723e-33,1.6723529e-33,0.014832063,3.272565e-34,0.05679996,7.471723e-12,3.302596e-10,2.253019e-30
2.1877023e-35,1.4017602e-19,3.2621105e-16,1.533266e-29,1.915683e-33,0.0749531,1.0042248e-19,1.0546667e-34,1.9437967e-37,8.056837e-33,6.4316093e-29,3.5633315e-31,3.5459959e-37,0.20871246,5.7161705e-27,3.3940937e-29,8.603606e-35,1.4207549e-34,3.4902448e-34,7.672051e-27,6.45309e-32,2.0837518e-34,4.992755e-35,9.848775e-36,1.500707e-36,0.014545263,2.6705596e-37,0.05581623,8.392868e-13,4.7155783e-11,3.976292e-33
1.1075817e-38,2.9905071e-21,1.3879533e-17,3.3456897e-32,1.872303e-36,0.073078744,2.2201164e-21,8.4158236e-38,6.4905e-41,9.967729e-36,1.8078179e-31,5.6244925e-34,1.53448e-40,0.20280328,2.642469e-29,9.408833e-32,6.39481e-38,1.0814194e-37,2.4282005e-37,3.696501e-29,9.805709e-35,1.7957525e-37,3.5485302e-38,5.950023e-39,7.04343e-40,0.014008727,1.12678e-40,0.055018947,7.94893e-14,5.790191e-12,3.9715656e-36
2.734e-42,4.6545223e-23,4.5845126e-19,4.2334763e-35,9.67653e-40,0.07293012,3.5925552e-23,3.4654e-41,1e-44,6.704916e-39,3.0294002e-34,4.9644363e-37,3.2e-44,0.19726369,7.67617e-32,1.5526147e-34,2.4315e-41,4.2232e-41,8.572e-41,1.1239844e-31,8.295935e-38,8.0608e-41,1.2832e-41,1.792e-42,1.6e-43,0.014145006,2.2e-44,0.054080825,6.2594617e-15,6.0399765e-13,2.1031e-39
0.0,5.133943e-25,1.1497984e-20,2.9219862e-38,2.45e-43,0.06986798,4.1349032e-25,7e-45,0.0,2.28e-42,2.859696e-37,2.29046e-40,0.0,0.19201165,1.3347867e-34,1.4407766e-37,4e-45,8e-45,1.4e-44,2.0558691e-34,3.65e-41,1.7e-44,3e-45,0.0,0.0,0.013288194,0.0,0.05212202,4.0359145e-16,5.2817736e-14,5.47e-43
0.0,3.8846427e-27,2.1364358e-22,1.0236e-41,0.0,0.06799434,3.2781797e-27,0.0,0.0,0.0,1.42328e-40,5e-44,0.0,0.18730816,1.313621e-37,7.0348e-41,0.0,0.0,0.0,2.140381e-37,7e-45,0.0,0.0,0.0,0.0,0.013360332,0.0,0.05143348,2.0951972e-17,3.8159592e-15,0.0
0.0,1.9439377e-29,2.86174e-24,1e-45,0.0,0.06741842,1.7267915e-29,0.0,0.0,0.0,3.5e-44,0.0,0.0,0.18278995,6.8533e-41,1.7e-44,0.0,0.0,0.0,1.18923e-40,0.0,0.0,0.0,0.0,0.0,0.012860086,0.0,0.05112384,8.597329e-19,2.2417116e-16,0.0
0.0,6.1722946e-32,2.6803734e-26,0.0,0.0,0.066308446,5.8017446e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.17760949,1.8e-44,0.0,0.0,0.0,0.0,3.2e-44,0.0,0.0,0.0,0.0,0.0,0.012807149,0.0,0.049762186,2.7322357e-20,1.0522175e-17,0.0
0.0,1.1860676e-34,1.6963833e-28,0.0,0.0,0.06478149,1.1868238e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.17473082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013541946,0.0,0.049054258,6.5754396e-22,3.8709134e-19,0.0
0.0,1.3062543e-37,6.9798593e-31,0.0,0.0,0.0627979,1.4011558e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.16954109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012796877,0.0,0.04801071,1.168855e-23,1.092642e-20,0.0
0.0,7.739e-41,1.7869654e-33,0.0,0.0,0.062812895,8.9713e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.16632444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012266094,0.0,0.047739245,1.4927536e-25,2.311488e-22,0.0
0.0,2.2e-44,2.7072112e-36,0.0,0.0,0.06152667,3e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.1617624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012434444,0.0,0.04636823,1.3278835e-27,3.570464e-24,0.0
0.0,0.0,2.290036e-39,0.0,0.0,0.060418587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15995003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012380549,0.0,0.04649705,7.9466254e-30,3.911608e-26,0.0
0.0,0.0,1.01e-42,0.0,0.0,0.05983067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15604123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011802805,0.0,0.045922317,3.076196e-32,2.94208e-28,0.0
0.0,0.0,0.0,0.0,0.0,0.058359798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15118152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011092676,0.0,0.045166396,7.366845e-35,1.4646256e-30,0.0
0.0,0.0,0.0,0.0,0.0,0.05886057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1502257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011398216,0.0,0.04402398,1.0369907e-37,4.6299244e-33,0.0
0.0,0.0,0.0,0.0,0.0,0.057222504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1468538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011528785,0.0,0.043128848,8.0868e-41,8.864725e-36,0.0
0.0,0.0,0.0,0.0,0.0,0.056353338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14399117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01166627,0.0,0.043794416,3.2e-44,9.735717e-39,0.0
0.0,0.0,0.0,0.0,0.0,0.05534759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14119637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116392765,0.0,0.04288343,0.0,5.757e-42,0.0
0.0,0.0,0.0,0.0,0.0,0.055343825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13925816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0110826,0.0,0.04262554,0.0,1e-45,0.0
0.0,0.0,0.0,0.0,0.0,0.05433375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1367978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010426134,0.0,0.041734092,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.053319823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13415353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010999636,0.0,0.041304864,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.05317179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13239048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010421502,0.0,0.04058799,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.052664135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12991342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010393357,0.0,0.039833397,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.050840084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12893844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010539054,0.0,0.039864376,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.051075798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12579747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01046756,0.0,0.03938553,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.05000924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124076895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009653182,0.0,0.039643094,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.050675552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12210095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010029308,0.0,0.03867392,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.048946798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12009793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009772071,0.0,0.038136706,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0484625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1192118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010010898,0.0,0.037087828,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.048664458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116741955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009804105,0.0,0.037634652,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.047429547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11565892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009394494,0.0,0.0375596,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.048072588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11358909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009918291,0.0,0.036891896,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.04702016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11207532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009156702,0.0,0.035686146,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.04647053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11192962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009333384,0.0,0.036130395,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.04607278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10901476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009312649,0.0,0.035308875,0.0,0.0,0.0
