epoch,train_loss,train_r2,test_loss,test_r2,train_total_loss,train_mse_loss,train_reg_loss
1,0.5906061133620708,0.409393846988678,0.5513977269221046,0.28100866079330444,0.7242704819203205,0.7242704819203205,0.0
2,0.44442417293565867,0.5555758476257324,0.39627704198246816,0.48327726125717163,0.5538680292304486,0.5538680292304486,0.0
3,0.38525871378816157,0.6147412657737732,0.3698064265900279,0.5177934169769287,0.4882297017951772,0.4882297017951772,0.0
4,0.34880486364395585,0.6511951684951782,0.3226903077166051,0.5792301893234253,0.40923151505269006,0.40923151505269006,0.0
5,0.39104092416468345,0.6089590787887573,0.3477394449764854,0.5465675592422485,0.35850725269591494,0.35850725269591494,0.0
6,0.3247957601058871,0.6752042770385742,0.2966618385701759,0.61316978931427,0.36169169199351037,0.36169169199351037,0.0
7,0.28151550929840297,0.7184845209121704,0.27273085337668046,0.6443744897842407,0.3091501345726147,0.3091501345726147,0.0
8,0.251096318627933,0.7489036917686462,0.24647513333602797,0.6786104440689087,0.2644935069439856,0.2644935069439856,0.0
9,0.24497076395375986,0.7550292015075684,0.22732740518696537,0.703577995300293,0.2782353653836162,0.2782353653836162,0.0
10,0.2098355704374169,0.7901644706726074,0.21350455839084845,0.721602201461792,0.25163449059329823,0.25163449059329823,0.0
11,0.22354142552296968,0.7764585614204407,0.2151832842367986,0.7194132208824158,0.28663897518383247,0.28663897518383247,0.0
12,0.19242625981335396,0.8075737357139587,0.19405051928489855,0.7469691038131714,0.21718917546377062,0.21718917546377062,0.0
13,0.16799497297437666,0.8320050239562988,0.17365555438855196,0.773563027381897,0.1751819150139616,0.1751819150139616,0.0
14,0.1787662542590948,0.8212337493896484,0.1816014029196204,0.7632020711898804,0.16956543882024477,0.16956543882024477,0.0
15,0.19872502873005285,0.8012750148773193,0.20464582689484948,0.7331534624099731,0.3273195928711121,0.3273195928711121,0.0
16,0.16299347199614428,0.8370065093040466,0.1823077846135621,0.7622810006141663,0.20486178588373033,0.20486178588373033,0.0
17,0.1853014700301842,0.8146985173225403,0.19890141306598097,0.7406438589096069,0.15921778711022547,0.15921778711022547,0.0
18,0.1579190769464577,0.8420808911323547,0.16903207320975114,0.7795917987823486,0.1723636857714487,0.1723636857714487,0.0
19,0.10271438998786826,0.8972855806350708,0.1254911819211373,0.8363666534423828,0.14535372605181585,0.14535372605181585,0.0
20,0.10158010742618578,0.8984198570251465,0.1291019039113738,0.8316584825515747,0.10831573489600511,0.10831573489600511,0.0
21,0.1443579264089346,0.8556420803070068,0.17544287393405422,0.7712324857711792,0.11812280056483568,0.11812280056483568,0.0
22,0.10009349034950307,0.8999065160751343,0.12807269738008986,0.8330004811286926,0.162136246848928,0.162136246848928,0.0
23,0.09010478077758291,0.9098952412605286,0.12301489475850849,0.8395955562591553,0.09960310757277134,0.09960310757277134,0.0
24,0.11870913614187237,0.881290853023529,0.125459715430561,0.8364076614379883,0.08609117524428335,0.08609117524428335,0.0
25,0.07934699555514507,0.9206529855728149,0.11252282351812509,0.8532766103744507,0.10647203577320903,0.10647203577320903,0.0
26,0.053120049270567356,0.9468799829483032,0.07468150421704876,0.9026195406913757,0.06857668942363601,0.06857668942363601,0.0
27,0.061893399506084384,0.9381065964698792,0.08166049024277286,0.8935193419456482,0.06740381832013426,0.06740381832013426,0.0
28,0.07453380481948114,0.9254661798477173,0.10009925784415578,0.8694762587547302,0.06806126417173285,0.06806126417173285,0.0
29,0.08269904625121521,0.9173009395599365,0.09879277654408933,0.8711798191070557,0.0663751979431852,0.0663751979431852,0.0
30,0.16842233588532055,0.8315776586532593,0.1895073030482059,0.7528932094573975,0.058078182435947465,0.058078182435947465,0.0
31,0.0559450389671705,0.9440549612045288,0.07488686960513734,0.9023517966270447,0.061903417402810364,0.061903417402810364,0.0
32,0.057605110570792636,0.9423949122428894,0.07629680406933727,0.9005132913589478,0.052931653804009667,0.052931653804009667,0.0
