total_gen,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.50057137,0.54554266,0.46559143,0.57852536,0.46158528,0.41844425,0.4225214,0.5806846,0.42041758,0.47090244,0.4733884,0.39835548,0.518682,0.5486697,0.49418855,0.40829054,0.48387465,0.44076046,0.43855312,0.46854553,0.49641755,0.47031507,0.5330189,0.52456075,0.52917033,0.4306204,0.42394584,0.52286094,0.40906245,0.41618654,0.41070628,0.40663984,0.4045708,0.41566288,0.4313423,0.4563062,0.45840505,0.4350779,0.43378356,0.4413926,0.37713835,0.5205621,0.39858356,0.45962158,0.49362046,0.45185003,0.43796882,0.5892414,0.3965491,0.4277591,0.45398086,0.4800617,0.54136986,0.5403951,0.396796,0.5409972,0.42460012,0.48735052
0.50418884,0.5828637,0.461225,0.61457115,0.42375067,0.39776936,0.391951,0.63754934,0.39712074,0.458151,0.44342583,0.31414503,0.52793384,0.596901,0.52702254,0.36787876,0.48650318,0.42479464,0.40159374,0.45162043,0.5060846,0.4863317,0.5418842,0.5499279,0.56297755,0.39671445,0.3487613,0.51261824,0.34495836,0.3634666,0.34141383,0.33793387,0.38558555,0.3584008,0.4212716,0.43724796,0.4521493,0.4286148,0.37596497,0.40008283,0.2938709,0.5410938,0.31437507,0.41910872,0.4867799,0.42473376,0.40360487,0.64382637,0.354301,0.3885403,0.42790392,0.4857833,0.5914989,0.5878557,0.31119487,0.5614463,0.37630486,0.4891169
0.5099897,0.6124376,0.44757104,0.64148265,0.40703186,0.3850203,0.36518893,0.6628767,0.36934862,0.4540471,0.4270253,0.22029987,0.5408041,0.6430174,0.530666,0.33357528,0.4765294,0.4014327,0.3591895,0.4357979,0.5062536,0.49331132,0.544573,0.54038167,0.5728548,0.3405568,0.26515386,0.49744105,0.25950652,0.3106368,0.26484057,0.24766736,0.36403543,0.27675185,0.40317383,0.41557544,0.4348551,0.41155759,0.3269191,0.3462668,0.20784825,0.55790067,0.22558516,0.37340152,0.49188918,0.4011904,0.3679055,0.67497,0.31439438,0.33720085,0.4103688,0.48369864,0.6291946,0.62963754,0.22814628,0.57289684,0.301571,0.49600413
0.5045378,0.63303983,0.4262982,0.6813267,0.37429988,0.35840315,0.34962404,0.7032524,0.34517285,0.44253796,0.38866454,0.10867112,0.5635066,0.6866713,0.5532544,0.31794316,0.45879245,0.3849588,0.3120452,0.4173798,0.4950975,0.498605,0.54772085,0.5522842,0.57150185,0.28796932,0.1620358,0.48862424,0.17621356,0.25044674,0.19344099,0.16569288,0.34105644,0.19581982,0.39502093,0.40543735,0.4342073,0.39109156,0.2754461,0.3005906,0.12438929,0.57651913,0.11827163,0.3183646,0.48427144,0.38591942,0.33482945,0.70462734,0.26488808,0.29170236,0.39238957,0.4866065,0.65407914,0.65913886,0.13339095,0.57278514,0.22835234,0.4936749
0.51466364,0.65185434,0.39894757,0.7077107,0.34403163,0.3434695,0.3343274,0.7339948,0.31739965,0.43490228,0.35016862,0.019859625,0.590383,0.7328651,0.57335335,0.28295764,0.4640626,0.36634535,0.2634135,0.39994574,0.49682206,0.5160587,0.54877955,0.5735498,0.58318466,0.23036608,0.054329243,0.4732207,0.076685056,0.17970987,0.10614722,0.06464652,0.2977105,0.100123264,0.37861624,0.4133424,0.42217347,0.37249938,0.20794989,0.23494121,0.026893029,0.59753895,0.021662515,0.260525,0.4649592,0.36999023,0.30167463,0.7461171,0.2161687,0.24962498,0.3721844,0.4974882,0.6639397,0.6885041,0.035030827,0.58919954,0.14051303,0.49970007
0.5156617,0.67503494,0.35731944,0.72380406,0.30794424,0.31928536,0.30438876,0.7629702,0.2806133,0.4246641,0.2936842,0.0,0.61746794,0.7597322,0.5739035,0.24574356,0.45748535,0.33459166,0.20255204,0.37169203,0.49667665,0.5206615,0.55313826,0.5974109,0.5721097,0.17534387,0.0,0.4645351,0.0,0.110694684,0.013077963,0.0,0.2547896,0.0,0.35044616,0.4165225,0.40240422,0.36256164,0.15495646,0.17704985,0.0,0.62052864,0.0,0.19349082,0.44826323,0.34435672,0.26396692,0.77922726,0.17585884,0.21060401,0.34200066,0.51969707,0.69500387,0.7223014,0.0,0.60263425,0.06452138,0.48092863
0.51009333,0.69283473,0.31935844,0.76162267,0.27237174,0.29902586,0.2784847,0.7995504,0.23178653,0.41798785,0.24150772,0.0,0.64519906,0.81921357,0.59002876,0.19614114,0.45900193,0.30747902,0.14443125,0.34819397,0.49717522,0.51987845,0.55205166,0.6189094,0.57513165,0.1071791,0.0,0.46049955,0.0,0.038906705,0.0,0.0,0.21499616,0.0,0.3432804,0.40192786,0.38246378,0.33711836,0.0855512,0.10880048,0.0,0.63519573,0.0,0.12779808,0.41915953,0.3099942,0.24308875,0.81427675,0.11911061,0.1544006,0.31284976,0.55577266,0.7233621,0.7498409,0.0,0.61218154,0.0,0.4941267
0.5157706,0.7242898,0.28053126,0.77626777,0.22715628,0.2670132,0.23643163,0.8248873,0.18998453,0.40794092,0.17534102,0.0,0.6711554,0.8431605,0.6091036,0.1572426,0.44813186,0.26783192,0.077231325,0.31402072,0.48820972,0.53283083,0.5401707,0.62209356,0.5711786,0.02937109,0.0,0.44998813,0.0,0.0,0.0,0.0,0.16698271,0.0,0.32404983,0.37992498,0.35305876,0.31132054,0.013157828,0.041823022,0.0,0.651469,0.0,0.05427167,0.39714593,0.2714161,0.21346894,0.8590396,0.06648419,0.09487299,0.2897933,0.59049964,0.7416339,0.776279,0.0,0.624317,0.0,0.4860235
0.533964,0.7570529,0.23463792,0.8007207,0.18111071,0.22728835,0.19290642,0.8596978,0.13561502,0.39045858,0.11697548,0.0,0.68526536,0.87844455,0.6190188,0.12284722,0.43347502,0.2206982,0.008174575,0.2820806,0.48234951,0.53974795,0.5368048,0.63394684,0.57369894,0.0,0.0,0.43640256,0.0,0.0,0.0,0.0,0.11468257,0.0,0.29805169,0.3535364,0.33852878,0.28687733,0.0,0.0,0.0,0.67902535,0.0,0.0,0.3637107,0.21321282,0.17824201,0.89251816,0.0,0.034411658,0.2643209,0.6285292,0.7797737,0.80331236,0.0,0.637818,0.0,0.4850945
0.53243023,0.77657294,0.19903405,0.8314857,0.12927882,0.18479666,0.1539412,0.8865201,0.07494253,0.3809576,0.052662533,0.0,0.69993913,0.92479163,0.6270105,0.08892984,0.43406883,0.1688185,0.0,0.24280784,0.48242542,0.52512133,0.5259375,0.6412822,0.578217,0.0,0.0,0.41365898,0.0,0.0,0.0,0.0,0.05411056,0.0,0.2773772,0.3410024,0.32843158,0.2799032,0.0,0.0,0.0,0.70723593,0.0,0.0,0.33484626,0.16529927,0.12789902,0.93346494,0.0,0.0,0.2437351,0.67301184,0.7977311,0.8176555,0.0,0.6612038,0.0,0.48158202
