total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,rmccp,rmpcp,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.3083828,0.048336208,0.11007623,0.3575562,0.24368347,0.31588086,0.15220843,0.4040525,0.29763436,0.013722599,0.100554414,0.3351693,0.117166266,0.05241181,0.17365626,0.57456225,0.012187807,0.1873544,0.29450163,0.003912981,0.033333257,0.007465638,0.0077728624,0.021733243,0.40149656,0.003420521,0.05049078,0.15058754,0.13290505,0.0052144863,0.035957426,0.054540563,0.121172465,0.011938088,0.44273397,0.036993235,0.15257122,0.3575316,0.025680449,0.2652379,0.13943583,0.10431181,0.022682052,0.057363868,0.01817827,0.08972581
0.26214156,0.03574939,0.082235485,0.3269401,0.21155444,0.28524667,0.13705185,0.36083555,0.26980823,0.007091526,0.09422269,0.2898667,0.11075219,0.043877333,0.13296224,0.52950627,0.0061922064,0.1630684,0.23803847,0.0016406607,0.020656373,0.0034820414,0.0036051276,0.012293345,0.3408914,0.0013772422,0.032179993,0.115001485,0.10935713,0.0022499503,0.029646914,0.043651298,0.09953449,0.005909325,0.40479168,0.025007557,0.12095635,0.31511292,0.016792182,0.23361966,0.116813004,0.082920134,0.013603904,0.040599704,0.0112984385,0.061386123
0.22594635,0.025616936,0.059784975,0.29956234,0.18699597,0.25816968,0.12707064,0.3301109,0.24762444,0.0033776232,0.09162544,0.25562277,0.1106191,0.03563663,0.101886064,0.48754168,0.002917281,0.14333488,0.20017834,0.00063469866,0.011954922,0.0015149802,0.0015474594,0.0066684517,0.29703182,0.00050681754,0.019713547,0.08498232,0.09132978,0.000892629,0.023313781,0.036348682,0.08272768,0.0027310387,0.37657562,0.016966889,0.09721322,0.27466434,0.010705587,0.20344365,0.10222901,0.06723709,0.007834538,0.027296968,0.0067848964,0.042356364
0.19222689,0.017506832,0.04232456,0.28766385,0.16142586,0.23969117,0.11802712,0.29928854,0.2251379,0.0015007228,0.09208167,0.22194262,0.1123119,0.03188105,0.077574536,0.44970343,0.0012668056,0.12744844,0.16040349,0.00022565284,0.0068293763,0.0006078647,0.0006150384,0.0033778285,0.25699905,0.00017009993,0.01177909,0.06243134,0.07903429,0.00032492712,0.020750731,0.031113403,0.07190897,0.0011553026,0.3422073,0.011753233,0.07695488,0.24203907,0.00637588,0.17643598,0.09207044,0.054658916,0.0042328113,0.017750232,0.0039290646,0.027917396
0.16628848,0.0109106535,0.02911584,0.27413365,0.14218897,0.22116598,0.10979987,0.27529934,0.20848238,0.00060675456,0.08938449,0.19809051,0.11790589,0.027054733,0.05847044,0.41659048,0.00050735316,0.119900145,0.13635282,7.3130606e-05,0.003640959,0.00022417655,0.00022364734,0.001585859,0.2074782,5.169145e-05,0.0066980296,0.044269238,0.06663782,0.00010772441,0.01672724,0.02614481,0.058941614,0.00044874335,0.31588793,0.0079908455,0.05950319,0.20486689,0.0035559058,0.14505231,0.08157014,0.04303542,0.0020153734,0.011017977,0.0019364303,0.018490184
0.14183186,0.006381449,0.019331245,0.2636526,0.12412343,0.20467578,0.10227405,0.24659845,0.19133888,0.00022511864,0.089181274,0.16967781,0.12799932,0.02429507,0.044886943,0.3816642,0.00018640101,0.11226412,0.10858724,2.1484251e-05,0.0018953118,7.5551274e-05,7.442936e-05,0.0006901699,0.17686187,1.4140108e-05,0.0036704189,0.03120731,0.058637533,3.239349e-05,0.013984096,0.02360107,0.05274108,0.00015855557,0.28918615,0.0051109297,0.046251073,0.17673694,0.0017934231,0.12424862,0.073788084,0.033383474,0.0009031201,0.0064268964,0.00084945175,0.0117986705
0.11960911,0.0034841206,0.012307917,0.25666663,0.10984869,0.18841036,0.0952895,0.22282423,0.17367184,7.6476375e-05,0.0917445,0.14829513,0.1373449,0.022328582,0.0343006,0.3511146,6.2698535e-05,0.109398074,0.08672042,5.680841e-06,0.0009130039,2.3204979e-05,2.2497206e-05,0.0002777392,0.1494904,3.4588836e-06,0.0019117466,0.02132778,0.05106806,8.780937e-06,0.010813575,0.021101207,0.042661387,5.110992e-05,0.26713604,0.002975141,0.036552105,0.15087977,0.0008465441,0.10217258,0.06621421,0.025080523,0.00036660134,0.0034924706,0.00032295982,0.0074690403
0.10232553,0.0017544056,0.0075677796,0.25718993,0.097951256,0.17219953,0.085616924,0.20137791,0.1591861,2.3655444e-05,0.09233525,0.12989888,0.14429492,0.020617466,0.028145637,0.32042238,1.9197667e-05,0.10922422,0.06767126,1.3420502e-06,0.00040691314,6.4487526e-06,6.1501064e-06,0.0001030913,0.12396077,7.506744e-07,0.0009425495,0.014155331,0.046748262,2.130839e-06,0.009467788,0.018010719,0.036553964,1.49356765e-05,0.24303672,0.0015506102,0.027436936,0.1240598,0.0003623763,0.084970444,0.061019886,0.01837123,0.00013635584,0.0017446284,0.00010699863,0.004434382
0.08626461,0.00082496885,0.0044490015,0.25572887,0.086171605,0.15845507,0.079612814,0.17994557,0.14417231,6.630886e-06,0.09603332,0.11469011,0.15190901,0.019942138,0.022541583,0.29408684,5.3219796e-06,0.10801192,0.053443864,2.8102002e-07,0.00017175042,1.6108287e-06,1.5084174e-06,3.5161327e-05,0.10304736,1.4333952e-07,0.00043843253,0.009093771,0.040656667,4.593125e-07,0.008630041,0.016435254,0.030250672,3.937317e-06,0.22322252,0.00071774604,0.020016514,0.103650205,0.00014011726,0.06959052,0.05461144,0.012755935,4.608033e-05,0.00078457664,3.157014e-05,0.0026211361
0.07166485,0.0003590715,0.002509059,0.25482285,0.076935776,0.14380065,0.0718109,0.16229443,0.13456605,1.673415e-06,0.09821412,0.099605404,0.15945943,0.019606985,0.01915022,0.27050102,1.3272094e-06,0.11039872,0.041083857,5.169771e-08,6.718689e-05,3.5893135e-07,3.2954037e-07,1.0977701e-05,0.08279576,2.3855542e-08,0.00019142994,0.005599105,0.03610351,8.720147e-08,0.0077602994,0.01438847,0.026979096,9.299965e-07,0.20656328,0.00029415745,0.014354004,0.089132264,4.9204e-05,0.05682291,0.0488804,0.008481493,1.4174941e-05,0.0003226883,8.304556e-06,0.0014121431
0.05978526,0.00014539708,0.0013454579,0.25496283,0.06853319,0.12905759,0.06718948,0.14680324,0.121327214,3.7752554e-07,0.10026361,0.0900493,0.16626701,0.020278253,0.015431792,0.24668121,2.9554346e-07,0.11280558,0.031586792,8.275597e-09,2.4293371e-05,7.074725e-08,6.357059e-08,3.1178733e-06,0.06648748,3.4250949e-09,7.837013e-05,0.0033595546,0.03092059,1.444467e-08,0.006839498,0.013454178,0.021719953,1.9527323e-07,0.1883644,0.000106906926,0.0099125365,0.074782975,1.5805403e-05,0.044796925,0.0455943,0.005456343,3.951641e-06,0.00012197623,1.9485308e-06,0.0007174269
0.050849482,5.4594693e-05,0.00068792346,0.2549972,0.060772408,0.11567103,0.06137259,0.13210763,0.11037319,7.5500154e-08,0.10316801,0.07968834,0.17104511,0.021066481,0.012317154,0.22569305,5.8275507e-08,0.11282393,0.02388956,1.1406736e-09,8.073969e-06,1.2222592e-08,1.0728708e-08,8.002521e-07,0.052395925,4.1949658e-10,2.9874442e-05,0.0019014119,0.025372097,2.0663198e-09,0.006193482,0.012260548,0.018399948,3.613007e-08,0.1737795,3.4977038e-05,0.006528214,0.06444134,4.608119e-06,0.035311762,0.040643927,0.0032928453,9.93172e-07,4.2434047e-05,4.060283e-07,0.00032655848
0.042572256,1.8939045e-05,0.00033343668,0.25641397,0.055810343,0.101375535,0.055607446,0.118320726,0.10097147,1.3265453e-08,0.103636235,0.072102964,0.17333634,0.021157395,0.009805285,0.20544173,1.0083151e-08,0.11487363,0.017425505,1.3383326e-10,2.4546812e-06,1.8324158e-09,1.5681259e-09,1.8424805e-07,0.040602494,4.3292047e-11,1.05563195e-05,0.0010313948,0.021799602,2.524125e-10,0.0062681623,0.010771909,0.015475952,5.8347487e-09,0.16098438,1.0340554e-05,0.0040731197,0.053615335,1.215764e-06,0.02751522,0.037719764,0.0019013231,2.234672e-07,1.3543736e-05,7.453905e-08,0.00013734744
0.036821313,6.041839e-06,0.00015297238,0.2531791,0.050479323,0.09109894,0.051998775,0.10718706,0.0935229,2.027563e-09,0.10613159,0.06459717,0.17523766,0.021435447,0.0071345614,0.18816817,1.515712e-09,0.11623567,0.012606404,1.319899e-11,6.778903e-07,2.3580093e-10,1.9630833e-10,3.7743884e-08,0.030642351,3.714118e-12,3.4392838e-06,0.0005190089,0.018315837,2.6007679e-11,0.0073585655,0.010519755,0.012438699,8.1389645e-10,0.14776258,2.7650258e-06,0.0024538194,0.04365961,2.8839742e-07,0.020681674,0.034939766,0.0010409515,4.4646963e-08,3.9445845e-06,1.1945643e-08,5.3151212e-05
0.031303592,1.7620284e-06,6.6009874e-05,0.25026587,0.046269063,0.0812696,0.047571182,0.09687169,0.0852424,2.6669714e-10,0.10789609,0.060231656,0.17690447,0.021307152,0.00513495,0.17308399,1.958028e-10,0.11709743,0.008859811,1.0791944e-12,1.6938161e-07,2.5736033e-11,2.0794736e-11,6.818606e-09,0.023139475,2.610001e-13,1.0261251e-06,0.00024902605,0.014453388,2.2300488e-12,0.006948915,0.009208493,0.009841593,9.6952814e-11,0.13838391,6.6501906e-07,0.0013642629,0.036551196,6.1044254e-08,0.015300135,0.031554222,0.00053907797,7.849775e-09,1.0421596e-06,1.6540102e-09,1.892032e-05
0.026565194,4.6668313e-07,2.6698923e-05,0.2488502,0.042737104,0.07319283,0.043181144,0.0884871,0.077785835,2.9835752e-11,0.108543575,0.054118972,0.17574511,0.022073897,0.0036216439,0.15846182,2.1479924e-11,0.118330635,0.006077069,7.2055324e-14,3.796007e-08,2.351456e-12,1.839326e-12,1.075828e-09,0.017024258,1.4780735e-14,2.7863362e-07,0.00011245948,0.01139071,1.5679141e-13,0.007401633,0.008679188,0.007948785,9.740523e-12,0.13001798,1.4281639e-07,0.00070693815,0.029839393,1.14319825e-08,0.011248783,0.02874044,0.0002645167,1.2026443e-09,2.4807233e-07,1.9562015e-10,6.196431e-06
0.023222243,1.114466e-07,1.00729085e-05,0.24606603,0.04081012,0.06868278,0.040494498,0.08135479,0.07205554,2.8024224e-12,0.10885561,0.05048745,0.17574911,0.022082185,0.0022978326,0.1462768,1.9751694e-12,0.11916132,0.0040880055,3.863765e-15,7.567252e-09,1.773014e-13,1.3388573e-13,1.4668909e-10,0.01207654,6.62586e-16,6.836346e-08,4.7652284e-05,0.00956379,8.8934495e-15,0.008167907,0.008774567,0.0063938824,8.141637e-13,0.1215016,2.7177734e-08,0.0003417336,0.024664158,1.8764894e-09,0.007978245,0.026918959,0.00012263766,1.5884132e-10,5.2780457e-08,1.9516864e-11,1.8546748e-06
0.020036867,2.3806901e-08,3.5265382e-06,0.24331231,0.038411424,0.063373424,0.03654836,0.07367488,0.068055086,2.1791104e-13,0.109597586,0.045582183,0.17598934,0.022461388,0.0014054845,0.1332041,1.5008523e-13,0.11919798,0.0026817247,1.6337132e-16,1.3297572e-09,1.0860317e-14,7.8929935e-15,1.7086636e-11,0.00851765,2.3051381e-17,1.5037203e-08,1.8841674e-05,0.007389641,3.9975167e-16,0.008331596,0.007661144,0.005092768,5.5776862e-14,0.113924734,4.541236e-09,0.00015489524,0.020281179,2.6721322e-10,0.0055533024,0.025522783,5.3519398e-05,1.7874648e-11,9.951549e-09,1.6202692e-12,5.052628e-07
0.017392315,4.510147e-09,1.1390588e-06,0.24109967,0.03717655,0.05787814,0.03377349,0.06726648,0.06312727,1.3811954e-14,0.10987139,0.042900596,0.17506702,0.022177845,0.00080034154,0.12319437,9.277701e-15,0.11945367,0.0016910812,5.3380103e-18,2.0396153e-10,5.311641e-16,3.7029874e-16,1.6790013e-12,0.005869728,6.0893325e-19,2.940566e-09,6.9285697e-06,0.0056581614,1.3961032e-17,0.008433071,0.0071256477,0.0038540456,3.0809085e-15,0.10732546,6.595649e-10,6.567887e-05,0.016862847,3.264246e-11,0.0037620827,0.024069445,2.1897977e-05,1.6919564e-12,1.6472194e-09,1.1026408e-13,1.2442473e-07
0.01529819,7.5069556e-10,3.3738124e-07,0.23804176,0.03576706,0.051674746,0.031094197,0.059832886,0.059330307,7.015844e-16,0.109860584,0.03896882,0.17365481,0.022038534,0.0004294132,0.1112493,4.586121e-16,0.120254174,0.0010272638,1.3179803e-19,2.7015676e-11,2.0352026e-17,1.35599304e-17,1.3727776e-13,0.0039117504,1.192168e-20,5.065233e-10,2.3615883e-06,0.0039334884,3.7066847e-19,0.008193426,0.0070189587,0.0027396653,1.3475392e-16,0.099996,8.2349905e-11,2.6000924e-05,0.0135454135,3.37908e-12,0.0024817525,0.021788897,8.366573e-06,1.3283791e-13,2.3692495e-10,6.050662e-15,2.7489806e-08
0.014085554,1.0866663e-10,9.1031076e-08,0.23479919,0.03450145,0.046357717,0.028299864,0.05626825,0.054709334,2.8030262e-17,0.11101042,0.03715339,0.1727206,0.022436842,0.00021722967,0.10218306,1.7788369e-17,0.12037541,0.00059789844,2.3987553e-21,3.0541446e-12,5.9821707e-19,3.793794e-19,9.199275e-15,0.0025403588,1.6838078e-22,7.609367e-11,7.412615e-07,0.002604634,7.302988e-21,0.009148406,0.0064908303,0.0018761453,4.5750487e-18,0.094323084,8.732482e-12,9.571155e-06,0.011074722,2.92474e-13,0.0015832512,0.021289272,2.9707946e-06,8.518356e-15,2.9283662e-11,2.629254e-16,5.4044174e-09
0.012474065,1.35289835e-11,2.2214598e-08,0.23239562,0.033661507,0.040683735,0.027125895,0.05090118,0.0517554,8.628465e-19,0.1108333,0.03545152,0.17152905,0.022191687,0.000102995255,0.09428824,5.302012e-19,0.120683685,0.00033422327,3.1304847e-23,2.9094522e-13,1.3179097e-20,7.9198254e-21,4.969598e-16,0.0015993874,1.6647797e-24,9.86186e-12,2.1295769e-07,0.0016061834,1.0394166e-22,0.008897828,0.00581016,0.0011997896,1.1794621e-19,0.090409555,7.7614217e-13,3.2607825e-06,0.009215343,2.0858342e-14,0.00097424036,0.020282317,9.748367e-07,4.3868734e-16,3.0726467e-12,8.868678e-18,9.368565e-10
0.011386732,1.4312363e-12,4.8650044e-09,0.22991635,0.032935053,0.03687841,0.025555646,0.047495615,0.048840307,2.0002539e-20,0.1112134,0.032330163,0.17028093,0.02225404,4.595502e-05,0.08694679,1.1866517e-20,0.12064541,0.00017943062,2.840355e-25,2.3031229e-14,2.1206866e-22,1.2015895e-22,2.1251949e-17,0.0009727336,1.11392475e-26,1.0896506e-12,5.562895e-08,0.0009255875,1.0370972e-24,0.009230167,0.0055963583,0.0007077307,2.2532848e-21,0.084953785,5.698889e-14,1.023167e-06,0.0072949263,1.2061245e-15,0.0005738352,0.019432496,2.9386058e-07,1.7809568e-17,2.700845e-13,2.2714798e-19,1.4179194e-10
0.010882878,1.2696657e-13,9.481107e-10,0.22705653,0.03259847,0.032432083,0.023698563,0.04397015,0.04367423,3.404702e-22,0.11167125,0.030979082,0.16868903,0.02247834,1.9240528e-05,0.079537354,1.9437545e-22,0.121110275,9.141644e-05,1.730629e-27,1.4919779e-15,2.4217817e-24,1.2866068e-24,7.0513833e-19,0.0005682326,4.8554945e-29,1.01326255e-13,1.3114137e-08,0.0004691026,7.0140836e-27,0.0091959005,0.0053982916,0.00037289233,3.10462e-23,0.0803026,3.4025184e-15,2.9386052e-07,0.0056293323,5.555901e-17,0.00032593103,0.018599767,8.08514e-08,5.584093e-19,1.9600717e-14,4.31092e-21,1.8535007e-11
0.010015879,9.309238e-15,1.6292322e-10,0.2243625,0.031607714,0.030422175,0.02204455,0.042055454,0.04177244,4.136782e-24,0.11224919,0.028775033,0.16721028,0.022986712,7.5301286e-06,0.07413299,2.2645471e-24,0.12083956,4.406047e-05,6.809e-30,7.7777536e-17,1.9005115e-26,9.408084e-27,1.7755063e-20,0.00032015893,1.3203395e-31,7.818488e-15,2.7678446e-09,0.00021749838,3.095668e-29,0.008761159,0.0052145966,0.00018124406,2.9929868e-25,0.07653459,1.6233423e-16,7.674228e-08,0.0043929974,1.999494e-18,0.00017728527,0.017823232,2.0160837e-08,1.3219598e-20,1.1558723e-15,5.899851e-23,2.06816e-12
0.009324805,5.5526726e-16,2.444129e-11,0.22175114,0.030664837,0.02649356,0.021060597,0.038415555,0.039701004,3.4764166e-26,0.112533234,0.027404483,0.16570616,0.023544699,2.742725e-06,0.068733275,1.8174027e-26,0.12106583,2.015763e-05,1.6544451e-32,3.203152e-18,9.884137e-29,4.5272414e-29,3.3103762e-22,0.00017272144,2.1315218e-34,4.929096e-16,5.185093e-10,9.154748e-05,8.539831e-32,0.0090766,0.0051899496,8.112005e-05,1.9513977e-27,0.07296145,6.0715177e-18,1.8090464e-08,0.0033451056,5.502583e-20,9.191208e-05,0.017302977,4.521501e-09,2.3043215e-22,5.4426542e-17,5.6486257e-25,1.9446673e-13
0.008322538,2.6478377e-17,3.1664198e-12,0.2190126,0.030995639,0.022912005,0.0197602,0.0357944,0.037061207,1.9502181e-28,0.11258663,0.025908027,0.16491318,0.023401199,9.253519e-07,0.06567717,9.692254e-29,0.12161,8.677013e-06,2.358894e-35,1.02117023e-19,3.269767e-31,1.3746827e-31,4.4470767e-24,8.882657e-05,1.9291795e-37,2.4962011e-17,8.540348e-11,3.5826994e-05,1.4016341e-34,0.0087152785,0.0048325555,3.3367505e-05,8.280859e-30,0.069662124,1.742945e-19,3.8187444e-09,0.0025430073,1.1307696e-21,4.5309193e-05,0.016264644,9.0450325e-10,2.8759695e-24,2.007302e-18,3.656711e-27,1.5194097e-14
0.007907333,9.90295e-19,3.5009132e-13,0.21662776,0.030823285,0.021684824,0.018769668,0.0350612,0.034483828,7.0161477e-31,0.1129897,0.024489554,0.16382037,0.02378618,2.874874e-07,0.06043504,3.2977695e-31,0.122013725,3.5028954e-06,1.8600819e-38,2.4640646e-21,6.5656475e-34,2.5105866e-34,4.1751135e-26,4.338025e-05,9.1545e-41,9.966677e-19,1.2242134e-11,1.2880176e-05,1.2929013e-37,0.009282451,0.004840757,1.2671143e-05,2.1896786e-32,0.06643624,3.751565e-21,7.15641e-10,0.0018542717,1.6899685e-23,2.1124633e-05,0.016022623,1.5994875e-10,2.4909825e-26,5.6765864e-20,1.5402882e-29,9.71393e-16
0.0074951593,2.8441216e-20,3.2610382e-14,0.21469249,0.031120427,0.018674925,0.018047977,0.031966127,0.032609757,1.5464872e-33,0.113691665,0.023718892,0.16234206,0.024583377,8.175032e-08,0.05658235,6.834141e-34,0.12202213,1.3215474e-06,7.567e-42,4.389538e-23,7.5827914e-37,2.6094007e-37,2.6472312e-28,2.007675e-05,2.1e-44,3.0735385e-20,1.5102694e-12,4.269639e-06,6.2707e-41,0.008484113,0.0048955567,4.445911e-06,3.4324513e-35,0.0639388,5.899429e-23,1.1794711e-10,0.0012645709,1.7836081e-25,9.275238e-06,0.015635267,2.4759788e-11,1.4456283e-28,1.2023334e-21,4.041401e-32,4.9966278e-17
0.006756653,6.1276307e-22,2.5232872e-15,0.21230453,0.030704517,0.015959432,0.017127149,0.030775785,0.031953916,1.9817356e-36,0.113273524,0.022742305,0.16089799,0.025510557,2.1133255e-08,0.05278593,8.177855e-37,0.12205347,4.636632e-07,1e-45,5.6151395e-25,4.7311e-40,1.4471e-40,1.0906188e-30,8.771592e-06,0.0,7.155906e-22,1.58412e-13,1.3002447e-06,1.5e-44,0.0082547525,0.004802512,1.438803e-06,3.011026e-38,0.060804367,6.5844124e-25,1.6922094e-11,0.0007777374,1.2862315e-27,3.821257e-06,0.015521553,3.3196057e-12,5.402745e-31,1.858197e-23,6.283293e-35,2.0298764e-18
0.0067334455,9.65018e-24,1.5970077e-16,0.21025392,0.03141358,0.0140793035,0.016663931,0.028290335,0.029135156,1.389176e-39,0.11366947,0.022256553,0.15950954,0.025626602,4.9296687e-09,0.050549563,5.31072e-40,0.122510016,1.5035134e-07,0.0,5.000643e-27,1.49e-43,3.9e-44,2.7941877e-33,3.601177e-06,0.0,1.2265099e-23,1.3941078e-14,3.6161217e-07,0.0,0.007857166,0.004871129,4.2709064e-07,1.3817e-41,0.05957427,5.0498087e-27,2.0900525e-12,0.0004440533,6.1067913e-30,1.4719216e-06,0.014534241,3.8103567e-13,1.2429231e-33,2.0354336e-25,5.463733e-38,6.381129e-20
