wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.41466016,0.40869653,0.49387276,0.49263063,0.48620483,0.47436574,0.43663558,0.5324594,0.44370165,0.4171825,0.4832109,0.39941293,0.47541878,0.45006672,0.4177158,0.4184959,0.5101152,0.5394636,0.44337085,0.39266297,0.39402804,0.5229765,0.5122309,0.4839226,0.39078727,0.48987404,0.48076537,0.5120292,0.4051384,0.4756403,0.47052133,0.42205456,0.52328247,0.5317145,0.38917542,0.42192045,0.40689087,0.3963287,0.4021705,0.5384823,0.40310517,0.4146322,0.5757206,0.48828697,0.50446606,0.51945066,0.39465377,0.45092857,0.50295603
0.38214844,0.314385,0.4836908,0.48755053,0.46195185,0.44320327,0.38987273,0.5396021,0.4012698,0.36036563,0.44557154,0.34125823,0.45559773,0.40817446,0.35010076,0.35403413,0.5023163,0.54440284,0.39448413,0.28198662,0.3003871,0.52119017,0.5135379,0.46428967,0.3104481,0.49332514,0.45965737,0.4832636,0.34231377,0.4541198,0.4578924,0.36206257,0.5270134,0.5446194,0.29257128,0.3688904,0.31510442,0.29524764,0.30336478,0.5583951,0.3158593,0.34097698,0.63232034,0.475821,0.50651747,0.5030592,0.2963097,0.43929237,0.5168909
0.34181452,0.21382774,0.47038224,0.4560125,0.4287765,0.40774396,0.34209415,0.5498176,0.36388564,0.29865927,0.39487168,0.28848678,0.44226274,0.38562232,0.28991264,0.27299884,0.49217477,0.5559858,0.3357304,0.18665777,0.21156563,0.5317873,0.5212551,0.45097217,0.24444357,0.49818432,0.4437646,0.46364138,0.2561277,0.45011833,0.43758816,0.3014804,0.5273135,0.5761308,0.1769739,0.31357664,0.20865121,0.19482978,0.18372345,0.58344245,0.21626788,0.25005466,0.6843714,0.47324878,0.5044577,0.5087212,0.20200798,0.43504742,0.52952766
0.32804236,0.10123893,0.4531003,0.42660233,0.3761861,0.35627994,0.32104814,0.55590796,0.32653946,0.22894019,0.34714103,0.2494811,0.42020264,0.36064428,0.2496642,0.17658257,0.47278607,0.562033,0.26871964,0.10362593,0.10925177,0.5226974,0.5201681,0.43469685,0.16842057,0.48922935,0.4239921,0.43053713,0.15600665,0.41584575,0.42138168,0.2197509,0.53226817,0.5894377,0.067189574,0.25764692,0.11004542,0.09274629,0.07383961,0.58901316,0.10250822,0.1405333,0.7246397,0.4711601,0.5024982,0.508069,0.09031657,0.423009,0.51961887
0.2896632,0.0,0.43557754,0.38366058,0.31936577,0.29825684,0.295305,0.55053,0.26966834,0.16087756,0.3032835,0.2129909,0.39947483,0.3222213,0.19979441,0.069410585,0.45632207,0.57149386,0.19566019,0.008170749,0.004151894,0.51545984,0.51330584,0.42067555,0.11286825,0.47827694,0.39643794,0.4090693,0.04603917,0.38693213,0.4038066,0.1377018,0.53120685,0.5995389,0.0,0.17543136,0.00044566975,0.0,0.0,0.5902581,0.0,0.021804672,0.76709247,0.47080013,0.49343798,0.52002245,0.0,0.39089978,0.5262253
0.23801646,0.0,0.4174683,0.34909394,0.2612988,0.23486672,0.2528618,0.5496987,0.2369668,0.0743208,0.24406037,0.15884411,0.37981454,0.29352787,0.14031637,0.0,0.43857342,0.57474256,0.12531571,0.0,0.0,0.51303726,0.5092647,0.4050605,0.046884295,0.46438783,0.38427,0.37186912,0.0,0.35257673,0.37955856,0.055803668,0.5304176,0.6080035,0.0,0.09273869,0.0,0.0,0.0,0.5853572,0.0,0.0,0.81342113,0.46583965,0.49118268,0.52281874,0.0,0.3581911,0.52124774
0.2005865,0.0,0.40255144,0.29974428,0.19333918,0.17711039,0.23034082,0.56064504,0.19266883,0.0,0.17050956,0.106066845,0.3625156,0.25170398,0.08551609,0.0,0.41401473,0.5859321,0.032646116,0.0,0.0,0.50679046,0.4997315,0.3894367,0.0,0.46437657,0.35019138,0.3307666,0.0,0.32518104,0.3569276,0.0,0.540787,0.6376856,0.0,0.018338839,0.0,0.0,0.0,0.59175974,0.0,0.0,0.8649188,0.46099523,0.48103324,0.5161499,0.0,0.3317293,0.50169927
0.14804141,0.0,0.3777588,0.25025094,0.12575534,0.10937785,0.19688706,0.56106305,0.15372807,0.0,0.08859252,0.06074908,0.33716032,0.21210256,0.034224257,0.0,0.38984126,0.59289646,0.0,0.0,0.0,0.51135963,0.4952486,0.3639212,0.0,0.4640525,0.32069784,0.28048798,0.0,0.28687504,0.348804,0.0,0.5324173,0.65063703,0.0,0.0,0.0,0.0,0.0,0.5986582,0.0,0.0,0.9280729,0.45744097,0.48511034,0.51361835,0.0,0.31437844,0.49370515
0.09288725,0.0,0.3629404,0.20289864,0.04519824,0.030982848,0.16757512,0.57172143,0.12432191,0.0,0.007851278,0.0,0.31266448,0.17008254,0.0,0.0,0.36712298,0.5938776,0.0,0.0,0.0,0.5049688,0.49551928,0.34737435,0.0,0.44714227,0.28335726,0.22884685,0.0,0.25722083,0.33079612,0.0,0.5313367,0.6620505,0.0,0.0,0.0,0.0,0.0,0.61359596,0.0,0.0,0.9829963,0.44897836,0.48341793,0.5210789,0.0,0.2748222,0.4870031
0.030727325,0.0,0.3422499,0.1581632,0.0,0.0,0.12335178,0.57292086,0.07431344,0.0,0.0,0.0,0.2754306,0.1213885,0.0,0.0,0.33661264,0.5955586,0.0,0.0,0.0,0.5096878,0.4961517,0.3271067,0.0,0.4336849,0.25255993,0.1807783,0.0,0.2201812,0.30363664,0.0,0.5247009,0.6691977,0.0,0.0,0.0,0.0,0.0,0.60801053,0.0,0.0,1.0,0.43755266,0.46556312,0.51411957,0.0,0.23170097,0.47493434
0.0,0.0,0.32081428,0.110680886,0.0,0.0,0.095786825,0.5735892,0.020388592,0.0,0.0,0.0,0.24554135,0.09361378,0.0,0.0,0.3118179,0.59257144,0.0,0.0,0.0,0.5028166,0.4863701,0.29832572,0.0,0.41557416,0.21452332,0.1166328,0.0,0.18548293,0.2743302,0.0,0.5261495,0.66863924,0.0,0.0,0.0,0.0,0.0,0.6030493,0.0,0.0,1.0,0.43201303,0.45824096,0.5066652,0.0,0.20313743,0.45949456
0.0,0.0,0.28693745,0.064747736,0.0,0.0,0.05836362,0.5767865,0.0,0.0,0.0,0.0,0.20959392,0.06669665,0.0,0.0,0.28325886,0.5816,0.0,0.0,0.0,0.4987962,0.47503343,0.2777823,0.0,0.39268133,0.16254123,0.043303948,0.0,0.13842985,0.2406595,0.0,0.524854,0.6761873,0.0,0.0,0.0,0.0,0.0,0.6021834,0.0,0.0,1.0,0.4296971,0.45149207,0.49645254,0.0,0.16643019,0.43941516
