wind_generation_mw,solar_generation_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,rmccp,rmpcp,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.06446941,0.06679091,0.42467424,0.23728323,0.33646017,0.354939,0.33388194,0.18588968,0.00080448965,0.037519816,0.29193008,0.23225953,0.1700025,0.21218652,0.49537447,0.001436958,0.09437941,0.0036316938,0.0002474722,0.03425628,0.00024886196,0.0009187579,0.0014437467,0.034885623,0.001192805,0.02614863,0.02423697,0.0407984,0.0011640021,0.036878124,0.028245118,0.028783478,0.00044249836,0.2755798,0.12491303,0.3418919,0.0011984796,0.0013509828,0.047336653
0.060386516,0.049678445,0.41944465,0.23788787,0.29603317,0.33565703,0.2993857,0.15868138,0.0003020894,0.030182635,0.25611147,0.24386084,0.17016411,0.20606437,0.45543537,0.0005863381,0.08211727,0.0017507126,8.0469705e-05,0.022061586,8.0274265e-05,0.0003438831,0.000589565,0.02277859,0.00047342342,0.016163453,0.015246993,0.03145922,0.00042311268,0.030374298,0.023691986,0.021566812,0.00015324047,0.2422818,0.097828224,0.29519564,0.00047603296,0.0005436053,0.033666
0.055950876,0.036363214,0.4152774,0.2331443,0.25872007,0.31566262,0.26988685,0.13501215,0.00010370764,0.023134727,0.22440362,0.24976066,0.17532894,0.20030057,0.41679296,0.00021902671,0.07340253,0.00079398433,2.3723707e-05,0.013761848,2.345575e-05,0.00011808417,0.00022206876,0.014414821,0.00017134604,0.009540563,0.009199946,0.023913648,0.0001397392,0.026398486,0.019624297,0.016360782,4.8452937e-05,0.21234646,0.07571325,0.25564992,0.0001725097,0.00020236478,0.0240631
0.052527167,0.026463585,0.41128045,0.2295467,0.22990553,0.30060452,0.24441831,0.11879685,3.255263e-05,0.017232616,0.19376299,0.25473222,0.17476441,0.18948485,0.3819552,7.49642e-05,0.06464614,0.00033722524,6.291813e-06,0.008404773,6.169804e-06,3.6977606e-05,7.703452e-05,0.008790216,5.5883527e-05,0.0053969026,0.0053366153,0.017913574,4.176787e-05,0.021871077,0.016943816,0.012703295,1.3883857e-05,0.18861766,0.05679271,0.21974851,5.630425e-05,6.915561e-05,0.016791409
0.04990004,0.018568084,0.40681857,0.22509363,0.20078419,0.2858871,0.22004628,0.10255564,9.260179e-06,0.012318982,0.16885918,0.2588968,0.17430626,0.17934598,0.3505386,2.3403438e-05,0.05711933,0.00013413804,1.4914016e-06,0.004893522,1.449834e-06,1.048596e-05,2.448405e-05,0.005138477,1.6523389e-05,0.002925407,0.0029691232,0.013515557,1.1255558e-05,0.019791886,0.014467987,0.009785392,3.5810226e-06,0.16725543,0.042071134,0.18684049,1.6629447e-05,2.1617483e-05,0.012068111
0.046275467,0.012660901,0.40175375,0.22043331,0.17209755,0.26910305,0.19655614,0.0886201,2.3720224e-06,0.008247202,0.14562324,0.26176447,0.17291166,0.17328505,0.32044005,6.627916e-06,0.05095568,4.9429458e-05,3.1341216e-07,0.0027295065,3.0185598e-07,2.6764512e-06,7.0747624e-06,0.0028773036,4.398102e-06,0.0015089867,0.0015739774,0.010399749,2.71616e-06,0.018967405,0.01287627,0.007257336,8.2502817e-07,0.14892456,0.0307524,0.1576599,4.4167664e-06,6.1346277e-06,0.0090360185
0.042001404,0.008497341,0.39965668,0.21446234,0.14849441,0.25662547,0.1779404,0.08011251,5.432579e-07,0.0052047707,0.12535009,0.261738,0.17229918,0.16577154,0.2895744,1.6921553e-06,0.0465797,1.6812579e-05,5.7883877e-08,0.0014494054,5.5189624e-08,6.1041465e-07,1.8467716e-06,0.0015421981,1.0495222e-06,0.0007361496,0.0007901719,0.0073101744,5.826534e-07,0.018023241,0.011410504,0.005164184,1.6838858e-07,0.1346558,0.021680992,0.1312895,1.0500037e-06,1.5699773e-06,0.0067167077
0.039975896,0.005369686,0.39415082,0.20936766,0.12578192,0.24591574,0.1600048,0.068427995,1.10311326e-07,0.003167752,0.108971775,0.26403657,0.17092435,0.15799704,0.26466283,3.8657714e-07,0.04107579,5.2453374e-06,9.305656e-09,0.0007312619,8.775892e-09,1.2337566e-07,4.3223514e-07,0.0007876195,2.227619e-07,0.00033910072,0.0003754101,0.005021482,1.1018825e-07,0.01715474,0.010046279,0.0033781677,3.0174654e-08,0.121155985,0.014834416,0.1080207,2.2188058e-07,3.5960522e-07,0.0053999373
0.036879193,0.0033379972,0.3917737,0.20679924,0.10591515,0.23225978,0.14170939,0.062331382,1.9682544e-08,0.0018043844,0.09533009,0.2630986,0.16735804,0.15290448,0.24185424,7.8376885e-08,0.03741118,1.4892978e-06,1.2886396e-09,0.00034966774,1.2009209e-09,2.1902821e-08,8.99732e-08,0.0003815881,4.169908e-08,0.00014678107,0.00016795,0.0032149262,1.8199575e-08,0.01643175,0.0091615,0.0020441709,4.7011333e-09,0.109724194,0.0099707125,0.08888895,4.133368e-08,7.311612e-08,0.0040798024
0.034885287,0.001980376,0.38741857,0.2021095,0.09320094,0.22211085,0.12939508,0.056678217,3.0558789e-09,0.0009770372,0.08503993,0.26450232,0.16571075,0.14628027,0.219762,1.39769245e-08,0.033062108,3.8249357e-07,1.5196096e-10,0.0001569547,1.3980056e-10,3.382009e-09,1.650969e-08,0.00017488509,6.8195294e-09,5.953506e-05,7.05327e-05,0.0018635514,2.598563e-09,0.016306272,0.007882694,0.0010413744,6.300195e-10,0.09992024,0.0064447285,0.07251398,6.724134e-09,1.3078864e-08,0.0030571537
0.03226009,0.001122158,0.3817344,0.1978415,0.080546476,0.2135312,0.11696361,0.05195391,4.0845033e-10,0.0004987303,0.07569508,0.2654261,0.16362986,0.1393313,0.2014637,2.170974e-09,0.030268261,8.8192124e-08,1.5069375e-11,6.617402e-05,1.367056e-11,4.4936074e-10,2.6449987e-09,7.5370146e-05,9.643483e-10,2.2496699e-05,2.7698372e-05,0.0009883404,3.171521e-10,0.016386906,0.007195908,0.00046178623,7.178355e-11,0.09307379,0.0040540956,0.059771016,9.45413e-10,2.03823e-09,0.0022776397
0.030052677,0.0006061127,0.38225695,0.19546175,0.06879476,0.2052985,0.10722772,0.047611676,4.6453202e-11,0.00024086237,0.06827029,0.26241186,0.16133007,0.13346322,0.18580973,2.9058786e-10,0.0274401,1.8106133e-08,1.2395029e-12,2.606763e-05,1.1074532e-12,5.077739e-11,3.6611855e-10,3.0453677e-05,1.1658897e-10,7.876236e-06,1.0113791e-05,0.0004693568,3.2682964e-11,0.015996896,0.0067711654,0.0001810401,6.8654123e-12,0.08648325,0.0024334749,0.048208155,1.1358966e-10,2.738015e-10,0.0014926004
0.027981505,0.00031156745,0.3774545,0.19084854,0.05866326,0.19630307,0.09749395,0.045242127,4.438277e-12,0.000109722656,0.06064498,0.26348314,0.15988882,0.12939595,0.16662596,3.3129423e-11,0.024284123,3.2811174e-09,8.329747e-14,9.540957e-06,7.320197e-14,4.8175877e-12,4.328699e-11,1.1460509e-05,1.19030385e-11,2.541937e-06,3.4155887e-06,0.00020268881,2.8057212e-12,0.0151054915,0.0060455203,6.285499e-05,5.434935e-13,0.08022372,0.0014090565,0.038525656,1.1518698e-11,3.1337405e-11,0.0008923289
0.026115995,0.00015116014,0.37544167,0.18672046,0.049976237,0.18815726,0.09016588,0.040560164,3.512822e-13,4.698328e-05,0.05563362,0.26278442,0.15773605,0.12542395,0.15535507,3.1763164e-12,0.021274997,5.197379e-10,4.498219e-15,3.234332e-06,3.882545e-15,3.7841852e-13,4.317214e-12,4.0022105e-06,1.0124208e-12,7.5156987e-07,1.0606574e-06,7.987121e-05,1.9770604e-13,0.015098742,0.006146558,1.9794303e-05,3.5070108e-14,0.07675554,0.00077850505,0.030962603,9.72568e-13,3.0172251e-12,0.00048642312
0.024342358,6.948172e-05,0.37133223,0.18434371,0.04445461,0.18171279,0.08498097,0.038766712,2.2681577e-14,1.8841714e-05,0.05150475,0.26277995,0.15487665,0.120843805,0.14130375,2.5254768e-13,0.018834563,7.121279e-11,1.9166365e-16,1.0087836e-06,1.6222225e-16,2.4232877e-14,3.582767e-13,1.2888232e-06,7.06851e-14,2.0223302e-07,3.0096194e-07,2.8978353e-05,1.1251319e-14,0.013816278,0.006058876,5.648174e-06,1.8136782e-15,0.07300309,0.00040844645,0.024471268,6.736358e-14,2.4100025e-13,0.00022309677
0.022225725,3.0034576e-05,0.36916414,0.18167481,0.039805654,0.17559408,0.07805912,0.035999782,1.1747305e-15,7.0447945e-06,0.047455035,0.26083264,0.15344031,0.11603713,0.13051084,1.6399242e-14,0.016950494,8.343628e-12,6.315027e-18,2.8764174e-07,5.2321593e-18,1.2438681e-15,2.4371818e-14,3.8039863e-07,3.985554e-15,4.9162228e-08,7.7481616e-08,9.657834e-06,5.0798075e-16,0.013587632,0.005744034,1.4588051e-06,7.3788415e-17,0.069722004,0.00020447797,0.019513268,3.76552e-15,1.572752e-14,9.1252616e-05
0.020384047,1.2175776e-05,0.36587378,0.17876333,0.033772368,0.16801834,0.073517986,0.03351444,4.7905646e-17,2.4433248e-06,0.042960145,0.26004013,0.15182741,0.11284151,0.120559074,8.551915e-16,0.014955746,8.2552265e-13,1.5734958e-19,7.448187e-08,1.2736924e-19,5.0232558e-17,1.3367923e-15,1.0221722e-07,1.7826634e-16,1.0713537e-08,1.7964606e-08,2.951775e-06,1.7840572e-17,0.013204837,0.005570867,3.389535e-07,2.3137145e-18,0.066050924,9.665438e-05,0.015030443,1.6684645e-16,8.2461124e-16,3.2597443e-05
0.018739544,4.6075634e-06,0.36295345,0.17612937,0.030361434,0.16312145,0.06864628,0.03222162,1.5070378e-18,7.816177e-07,0.040090185,0.258792,0.1501765,0.10800279,0.11317164,3.5158247e-17,0.012904575,6.803375e-14,2.8924634e-21,1.738254e-08,2.2825984e-21,1.5635359e-18,5.80609e-17,2.482851e-08,6.20157e-18,2.0753104e-09,3.7209527e-09,8.2305615e-07,4.769259e-19,0.013954601,0.0052794223,7.0341905e-08,5.4659384e-20,0.063985825,4.3089203e-05,0.011764806,5.745133e-18,3.410112e-17,1.0508399e-05
0.016962951,1.6190149e-06,0.35982218,0.17489748,0.026747534,0.15646946,0.06467557,0.03135988,3.575278e-20,2.2920906e-07,0.037254695,0.25789174,0.14716779,0.10506713,0.103740156,1.1164912e-18,0.011085013,4.6006277e-15,3.8161456e-23,3.6268841e-09,2.9289538e-23,3.666577e-20,1.9574108e-18,5.4089875e-09,1.6418005e-19,3.5406117e-10,6.824742e-10,2.0802925e-07,9.473564e-21,0.013562662,0.005225455,1.2926354e-08,9.486602e-22,0.061225805,1.7996894e-05,0.00880636,1.5040732e-19,1.0898818e-18,3.0644173e-06
0.015026024,5.2533846e-07,0.35745344,0.1714429,0.023578318,0.15164311,0.061008926,0.028809778,6.2377213e-22,6.12062e-08,0.036282532,0.25636357,0.1462475,0.10073372,0.097493194,2.6776156e-20,0.009492766,2.511021e-16,3.5040588e-25,6.7068334e-10,2.6087172e-25,6.316581e-22,5.0105202e-20,1.0479372e-09,3.228761e-21,5.2670323e-11,1.09789525e-10,4.7313684e-08,1.3613453e-22,0.013385829,0.00489649,2.083723e-09,1.1761471e-23,0.059643686,7.042207e-06,0.006775327,2.9220694e-21,2.6321257e-20,8.081958e-07
0.013758283,1.5648504e-07,0.35425362,0.16855346,0.021833494,0.14575683,0.057389792,0.028082738,7.782459e-24,1.4775544e-08,0.032267757,0.25576395,0.14432149,0.097611584,0.091124326,4.7297464e-22,0.0076586213,1.0863236e-17,2.1632064e-27,1.0887623e-10,1.557456e-27,7.772514e-24,9.503234e-22,1.7890173e-10,4.5918208e-23,6.7577922e-12,1.5330601e-11,9.6045225e-09,1.3735117e-24,0.012723711,0.0057053454,2.916052e-10,1.0094519e-25,0.058116283,2.5569198e-06,0.0048454087,4.1006596e-23,4.684992e-22,1.9209394e-07
0.012549222,4.2508432e-08,0.35144606,0.1669217,0.019120816,0.13993292,0.054692313,0.026596323,6.7295715e-26,3.1994078e-09,0.031119099,0.2546412,0.14227374,0.09473013,0.08641245,5.9844822e-24,0.0061228974,3.6515392e-19,8.634787e-30,1.5356307e-11,5.991778e-30,6.619775e-26,1.2997096e-23,2.664425e-11,4.5829974e-25,7.389716e-13,1.8372125e-12,1.7247785e-09,9.409069e-27,0.012609984,0.005417319,3.5029226e-11,5.789787e-28,0.055565424,8.5953724e-07,0.0033308414,4.033495e-25,5.977518e-24,4.0867892e-08
0.010892181,1.0455955e-08,0.34834304,0.16345388,0.018539434,0.13589455,0.05101774,0.02574406,3.893713e-28,6.161345e-10,0.030288039,0.25385374,0.14088464,0.09050843,0.08212573,5.2576575e-26,0.004821876,9.328855e-21,2.131834e-32,1.8607425e-12,1.4202367e-32,3.7668573e-28,1.2434334e-25,3.4242646e-12,3.1040465e-27,6.79818e-14,1.8663539e-13,2.71363e-10,4.2140277e-29,0.012788429,0.0052983975,3.5676785e-12,2.1324115e-30,0.053833768,2.658937e-07,0.0021966188,2.6884757e-27,5.299745e-26,7.719038e-09
0.009623439,2.3109246e-09,0.34609395,0.16112234,0.01718285,0.13047753,0.048790317,0.025016444,1.4487063e-30,1.04555906e-10,0.02780622,0.25237858,0.1385451,0.08822876,0.07759994,3.096995e-28,0.0035910946,1.7677079e-22,3.093865e-35,1.913365e-13,1.9700294e-35,1.3760029e-30,8.042908e-28,3.7527037e-13,1.3735961e-29,5.1871734e-15,1.5856186e-14,3.7012858e-11,1.1821064e-31,0.012044096,0.0056849835,3.0395158e-13,4.819386e-33,0.051245525,7.520281e-08,0.0013632443,1.16891986e-29,3.1532815e-28,1.2825667e-09
0.0082086725,4.5509585e-10,0.34340888,0.15848875,0.016003951,0.12540975,0.046210285,0.02396258,3.312719e-33,1.547836e-11,0.027348893,0.25049353,0.13704623,0.085554495,0.07297153,1.1757341e-30,0.0026025923,2.4178498e-24,2.4882893e-38,1.6473874e-14,1.5065332e-38,3.0832317e-33,3.3847854e-30,3.461803e-14,3.8041645e-32,3.2321276e-16,1.1100953e-15,4.3266462e-12,1.9775009e-34,0.011947711,0.0054766973,2.1344246e-14,6.3442544e-36,0.04969907,1.9320636e-08,0.00081894704,3.1749482e-32,1.2104077e-30,1.8558473e-10
0.0076138442,7.913422e-11,0.34051073,0.15622847,0.015358875,0.12204221,0.04501659,0.022947775,4.419966e-36,1.977218e-12,0.026450155,0.2495031,0.13475363,0.08176989,0.06876825,2.7502294e-33,0.0017716493,2.3159024e-26,1.035e-41,1.1703271e-15,5.922e-42,4.022093e-36,8.8720884e-33,2.6502333e-15,6.277049e-35,1.6167951e-17,6.3015506e-17,4.2806516e-13,1.8641211e-37,0.0114033,0.005646952,1.2156126e-15,4.578942e-39,0.047834013,4.4750923e-09,0.0004563549,5.1270977e-35,2.866143e-33,2.3128343e-11
0.0064646597,1.2030311e-11,0.3379154,0.15426825,0.014267284,0.11850038,0.04306675,0.021910748,3.239826e-39,2.1535818e-13,0.02456944,0.24834444,0.13326073,0.07949282,0.06617395,3.7645935e-36,0.0011771816,1.5014746e-28,1e-45,6.7507434e-17,1e-45,2.87498e-39,1.3778372e-35,1.6578626e-16,5.8299223e-38,6.3720757e-19,2.8493173e-18,3.535796e-14,9.268e-41,0.012231005,0.005858218,5.516191e-17,1.687e-42,0.046180278,9.270191e-10,0.00023212652,4.648976e-38,3.9767995e-36,2.45269e-12
0.005596624,1.581856e-12,0.33646697,0.15283369,0.014113207,0.1144606,0.040150892,0.021513065,1.215e-42,1.9742266e-14,0.024143664,0.24666567,0.13162111,0.07789543,0.06389151,2.840443e-39,0.00074776897,6.3411483e-31,0.0,3.1064429e-18,0.0,1.048e-42,1.19663e-38,8.331064e-18,2.8519e-41,1.9381344e-20,1.00633456e-19,2.4020438e-15,2.2e-44,0.011678326,0.005573945,1.9558146e-18,0.0,0.044928204,1.7026722e-10,0.00011081594,2.2139e-41,3.046259e-39,2.1842791e-13
0.0051911753,1.7780521e-13,0.3324765,0.15090744,0.012591668,0.1105717,0.038354076,0.020530378,0.0,1.5017146e-15,0.024059173,0.24645552,0.12961355,0.075674914,0.05977084,1.101e-42,0.0004528942,1.6701639e-33,0.0,1.1184335e-19,0.0,0.0,5.431e-42,3.300719e-19,7e-45,4.4466764e-22,2.7169242e-21,1.3202889e-16,0.0,0.011640831,0.0053947326,5.302727e-20,0.0,0.043690577,2.7464675e-11,4.887219e-05,6e-45,1.201e-42,1.6101929e-14
0.0047023166,1.6867716e-14,0.3318818,0.14822401,0.012096124,0.10823692,0.037115354,0.020351274,0.0,9.3319823e-17,0.02288587,0.24404068,0.12844549,0.07255169,0.057662323,0.0,0.00026457038,2.6100274e-36,0.0,3.0837978e-21,0.0,0.0,1e-45,1.0099806e-20,0.0,7.502853e-24,5.474795e-23,5.7666843e-18,0.0,0.01118302,0.005153261,1.0734753e-21,0.0,0.043092076,3.850634e-12,1.9947282e-05,0.0,0.0,9.671479e-16
0.0041805403,1.3317885e-15,0.3299006,0.14708388,0.012267754,0.10487081,0.037288103,0.019962974,0.0,4.6573714e-18,0.022860011,0.24271117,0.12645994,0.07078451,0.054710623,0.0,0.00014807515,2.284582e-39,0.0,6.3590923e-23,0.0,0.0,0.0,2.3329762e-22,0.0,9.051143e-26,8.0184e-25,1.9621823e-19,0.0,0.011090163,0.0054801526,1.580149e-23,0.0,0.042674903,4.6398557e-13,7.544171e-06,0.0,0.0,4.6518556e-17
0.00395408,8.61873e-17,0.32814205,0.14570503,0.01219929,0.10124899,0.03496661,0.019181145,0.0,1.8320535e-19,0.02163865,0.24192232,0.12498232,0.069220155,0.052093323,0.0,7.9253565e-05,1.047e-42,0.0,9.552281e-25,0.0,0.0,0.0,3.9666305e-24,0.0,7.564282e-28,8.286789e-27,5.0885954e-21,0.0,0.011240169,0.005237034,1.6420629e-25,0.0,0.04122157,4.7462316e-14,2.6370872e-06,0.0,0.0,1.7579249e-18
0.003901705,4.495718e-18,0.32585907,0.14243583,0.0111564,0.09760143,0.033367727,0.018310525,0.0,5.563931e-21,0.021157991,0.24115488,0.12450842,0.06760289,0.051305573,0.0,4.0488183e-05,0.0,0.0,1.01503426e-26,0.0,0.0,0.0,4.8264522e-26,0.0,4.2269584e-30,5.846129e-29,9.816941e-23,0.0,0.010549547,0.0053807152,1.1654571e-27,0.0,0.040940814,4.0665895e-15,8.4800087e-07,0.0,0.0,5.1108013e-20
0.0034347284,1.8556918e-19,0.32291853,0.14119278,0.010650992,0.09546877,0.032178227,0.018470928,0.0,1.2751023e-22,0.019735418,0.24041699,0.12258632,0.06491014,0.04857587,0.0,1.9665982e-05,0.0,0.0,7.3832763e-29,0.0,0.0,0.0,4.0726114e-28,0.0,1.5173643e-32,2.7122061e-31,1.3714359e-24,0.0,0.010445753,0.005470901,5.44296e-30,0.0,0.03995046,2.8758627e-16,2.4988694e-07,0.0,0.0,1.1168613e-21
0.003121585,5.9395167e-21,0.32135102,0.13916785,0.010901673,0.09296406,0.032285042,0.017840868,0.0,2.1499148e-24,0.0205913,0.23845327,0.12153728,0.06283426,0.04731212,0.0,9.051005e-06,0.0,0.0,3.5428657e-31,0.0,0.0,0.0,2.3004733e-30,0.0,3.3431392e-35,7.931786e-34,1.3463127e-26,0.0,0.010780716,0.005221223,1.6034852e-32,0.0,0.039222274,1.6518527e-17,6.707969e-08,0.0,0.0,1.7878745e-23
0.0029893878,1.4414698e-22,0.31854472,0.13751647,0.010644185,0.0899835,0.031575065,0.01727179,0.0,2.5927396e-26,0.019704618,0.2371904,0.12008996,0.061296474,0.045651525,0.0,3.931042e-06,0.0,0.0,1.07548e-33,0.0,0.0,0.0,8.358428e-33,0.0,4.2903348e-38,1.3932249e-36,8.979664e-29,0.0,0.009941759,0.005514734,2.839474e-35,0.0,0.03822141,7.5712405e-19,1.6288897e-08,0.0,0.0,2.0372016e-25
