total_gen,total_losses,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_oil_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,gross_actual_interchange_mw,gross_inadv_interchange_mw
0.038226303,0.26913637,0.43001863,0.14287686,0.2109683,0.024530383,0.39605516,0.021958785,0.033122793,0.03947894,0.0034328543,0.0028928246,0.019588992,0.3963974,0.1590088,0.002141648,0.06406998,0.061475057,0.42020872,0.07758067,0.0045537017,0.15250173,0.183853,0.006827442,0.22688594,0.5398671,0.8441242,0.0028911966,0.0021471572,0.007845814,0.002907872,0.4631845,0.011920247,0.54330975,0.8998075,0.08988295,0.29961854,0.2566755,0.1604461,0.023223525,0.24238257,0.022968452,0.16440843
0.024821624,0.24633625,0.3974553,0.122352995,0.18825403,0.015469764,0.35437423,0.013582575,0.021983748,0.030891988,0.0015194076,0.0012503952,0.011639942,0.36268395,0.14125068,0.0008804433,0.0455936,0.041605383,0.38072607,0.056323037,0.0021498825,0.13494022,0.16219184,0.0033898004,0.18743263,0.49248505,0.8259653,0.0012461656,0.0008780284,0.0039411606,0.0012402938,0.43994558,0.0070382073,0.50411594,0.8786189,0.065644644,0.26419973,0.22248094,0.13319184,0.013509116,0.2308712,0.015332072,0.14912489
0.015500053,0.24060474,0.3708753,0.10512607,0.17119965,0.009207861,0.31484693,0.007902153,0.013953982,0.024051985,0.00062629604,0.0004983663,0.006529912,0.33809873,0.12726748,0.000334759,0.03201598,0.027267078,0.35489696,0.03977612,0.00095570734,0.11885569,0.148791,0.0015796832,0.15650302,0.45800087,0.8041269,0.00049559545,0.00033003723,0.0018425137,0.0004872658,0.4215884,0.003899529,0.4953159,0.84765494,0.0493145,0.2416849,0.19673482,0.10878622,0.007317408,0.2207884,0.009420908,0.12857077
0.009346946,0.23559546,0.3473305,0.089738764,0.15243483,0.0051030377,0.28644577,0.0043913596,0.008514826,0.018853491,0.00023867373,0.00018222972,0.0034655854,0.31200624,0.11594438,0.00011698718,0.021602014,0.017049415,0.32490924,0.027350344,0.00039557574,0.100575715,0.13835913,0.000684109,0.13243335,0.4225813,0.783358,0.00018167356,0.00011385637,0.00080480526,0.00017566895,0.39801207,0.0018698956,0.46279785,0.82251656,0.037079554,0.22105972,0.17956166,0.09079964,0.0037555206,0.22160022,0.005538172,0.118208535
0.0053920145,0.22438824,0.32176492,0.077836104,0.13427447,0.0025634528,0.25287628,0.0023032308,0.0049601234,0.014148445,8.3791536e-05,6.085514e-05,0.001745169,0.28870302,0.10570678,3.736905e-05,0.014171153,0.010259208,0.2937979,0.01838995,0.00015190417,0.087516814,0.12574494,0.00027522497,0.10796588,0.3868557,0.7689691,6.105091e-05,3.584288e-05,0.00032669315,5.7950154e-05,0.38063204,0.00079595903,0.42732352,0.7948814,0.026834494,0.20008443,0.15353385,0.07264363,0.0018008191,0.21561794,0.0030192232,0.1063673
0.0029658931,0.21333712,0.3012319,0.06923629,0.12336932,0.0011665601,0.2174254,0.0011406513,0.0027487911,0.0102502955,2.6964357e-05,1.8503346e-05,0.0008253736,0.26373604,0.09826946,1.0845478e-05,0.009032033,0.00595822,0.2714457,0.011896264,5.397282e-05,0.07428615,0.11684308,0.000102434526,0.09008157,0.35890234,0.74333847,1.869938e-05,1.0232266e-05,0.00012261201,1.7400807e-05,0.36489874,0.00030224642,0.42516512,0.7629351,0.019091416,0.18389611,0.14101578,0.05932627,0.0008067591,0.21235417,0.0015226373,0.09572589
0.0015559031,0.20457637,0.28198284,0.06336853,0.11641686,0.00048572707,0.19180672,0.0005259092,0.0014549615,0.0072807316,7.898512e-06,5.092607e-06,0.0003665522,0.24003278,0.09143614,2.8404013e-06,0.0055012368,0.0033070215,0.24727155,0.0073925047,1.758433e-05,0.06895522,0.11107602,3.5150366e-05,0.07433588,0.33462045,0.7200726,5.191004e-06,2.631812e-06,4.238618e-05,4.7275835e-06,0.35049495,0.00010317054,0.4109785,0.740673,0.013418554,0.17768107,0.12717637,0.050509304,0.00033741715,0.21674277,0.00071216293,0.08577842
0.00077517045,0.20037942,0.2685321,0.055711336,0.10400236,0.00018434985,0.17077097,0.00022854275,0.0007273943,0.0042029736,2.0912642e-06,1.2603832e-06,0.00015236813,0.22603187,0.08435424,6.662734e-07,0.003250142,0.0017431688,0.22740945,0.0044589466,5.231933e-06,0.06476289,0.102421105,1.10514675e-05,0.059194867,0.3049712,0.6980178,1.2970278e-06,6.053152e-07,1.34349875e-05,1.1540022e-06,0.34042555,3.1732892e-05,0.38253826,0.72021055,0.008875107,0.15948157,0.11700539,0.039680414,0.0001311717,0.21210173,0.0003073851,0.07952451
0.00036359843,0.19086716,0.25329196,0.051891048,0.096878104,6.406283e-05,0.15721935,9.245857e-05,0.00034384712,0.002122487,4.970195e-07,2.7836515e-07,5.902613e-05,0.2162066,0.07922691,1.388574e-07,0.0018338773,0.00087682914,0.2089702,0.0026024817,1.4110244e-06,0.05729198,0.09784704,3.16475e-06,0.04872166,0.28219703,0.6794888,2.8946567e-07,1.2347552e-07,3.879487e-06,2.5112197e-07,0.3321173,8.83023e-06,0.3691696,0.6939617,0.005687175,0.1541547,0.105281696,0.031570047,4.7233283e-05,0.2115149,0.0001228183,0.070744574
0.00016116005,0.19133863,0.24288402,0.049387,0.092122056,2.0330812e-05,0.13637799,3.4669916e-05,0.00015313378,0.00092237024,1.05178145e-07,5.440813e-08,2.1214455e-05,0.1980021,0.076123215,2.5485507e-08,0.0009861565,0.0004182259,0.19050337,0.0014336475,3.4233352e-07,0.05053087,0.09308021,8.198512e-07,0.039513998,0.25944138,0.65781546,5.7221868e-08,2.2140098e-08,1.0138389e-06,4.8301136e-08,0.3175623,2.2094544e-06,0.3572276,0.67143434,0.003484482,0.1440519,0.09854794,0.024671765,1.5675276e-05,0.21176058,4.5405326e-05,0.06635189
6.695372e-05,0.18293387,0.2284515,0.0470439,0.08866089,5.874109e-06,0.1221138,1.20404075e-05,6.391252e-05,0.0003302025,1.9646397e-08,9.324996e-09,7.0273645e-06,0.18577118,0.071014,4.0798707e-09,0.00050618977,0.00018803688,0.17477196,0.00076533726,7.418204e-08,0.045894943,0.08741942,1.9068922e-07,0.031225987,0.23926674,0.6376388,9.928315e-09,3.4557945e-09,2.380285e-07,8.135365e-09,0.3053008,4.943865e-07,0.346861,0.64372814,0.0020264871,0.14409287,0.088791154,0.019059513,4.7658373e-06,0.20555754,1.5476773e-05,0.06064037
2.5890602e-05,0.17995475,0.21883996,0.044259932,0.08125591,1.5366628e-06,0.104351096,3.8463354e-06,2.4920319e-05,0.00010338168,3.2088114e-09,1.3874084e-09,2.1340463e-06,0.17082585,0.06670331,5.6373095e-10,0.00024633712,7.9314224e-05,0.1598548,0.00038226054,1.4228974e-08,0.044859916,0.08515818,3.949629e-08,0.025875317,0.21490875,0.6267645,1.4969572e-09,4.64578e-10,4.980407e-08,1.1877652e-09,0.29515198,9.815649e-08,0.32199934,0.6316324,0.0011403494,0.1352852,0.08239685,0.013509496,1.3190594e-06,0.19724286,4.8428114e-06,0.057582587
9.306674e-06,0.18248102,0.20689826,0.040205557,0.07687467,3.6148649e-07,0.090024434,1.1231789e-06,9.028259e-06,2.873816e-05,4.535379e-10,1.7724228e-10,5.903408e-07,0.15963753,0.0636206,6.646492e-11,0.000113275004,3.1320185e-05,0.14685827,0.0001836993,2.393618e-09,0.04569444,0.08067174,7.2212454e-09,0.02053091,0.20595871,0.60483783,1.9401568e-10,5.316854e-11,9.205874e-09,1.4866242e-10,0.28479022,1.7140023e-08,0.31512457,0.61007255,0.0006180015,0.13483886,0.07946211,0.009771414,3.3001842e-07,0.19233167,1.3821774e-06,0.053200297
3.0907208e-06,0.17678277,0.19945522,0.038646225,0.07272955,7.588486e-08,0.07972724,2.9789237e-07,3.0234646e-06,7.150029e-06,5.485084e-11,1.9210286e-11,1.4769621e-07,0.15202679,0.060914245,6.6033424e-12,4.9015238e-05,1.1519764e-05,0.13330851,8.333313e-05,3.4959255e-10,0.039444678,0.078500934,1.1542417e-09,0.016528305,0.19170015,0.5967174,2.1359746e-11,5.114506e-12,1.4889757e-09,1.5758728e-11,0.27444565,2.606532e-09,0.30518958,0.59367967,0.00031669732,0.1330592,0.073021986,0.0064615733,7.406813e-08,0.19152163,3.5762636e-07,0.049893007
9.4198356e-07,0.17228633,0.19163685,0.03705529,0.06862671,1.4093106e-08,0.07044497,7.124354e-08,9.3015626e-07,1.5889976e-06,5.606519e-12,1.7434601e-12,3.3164675e-08,0.14541447,0.05800653,5.45293e-13,1.9879051e-05,3.9213264e-06,0.12309548,3.5577254e-05,4.384117e-11,0.03702084,0.0765728,1.5961078e-10,0.012550608,0.17085388,0.5807885,1.9717138e-12,4.0780104e-13,2.0855172e-10,1.3961549e-12,0.26968938,3.4149922e-10,0.29224133,0.5751411,0.00015428256,0.12921365,0.066931784,0.004145875,1.4788578e-08,0.18483518,8.3267366e-08,0.047533922
2.6195778e-07,0.16897513,0.18180446,0.03453302,0.06600903,2.293771e-09,0.060012266,1.5242199e-08,2.6123945e-07,3.1365673e-07,4.7783397e-13,1.3060682e-13,6.6285395e-09,0.1372039,0.05599918,3.6868566e-14,7.5232697e-06,1.228463e-06,0.11232759,1.4245058e-05,4.6640938e-12,0.035825018,0.072881356,1.8877361e-11,0.009416822,0.15736549,0.5594251,1.5045184e-13,2.6542679e-14,2.501013e-11,1.0188907e-13,0.26179498,3.8095395e-11,0.28450757,0.5635539,7.134681e-05,0.12521699,0.07007341,0.0025248749,2.6031475e-09,0.17959233,1.7306677e-08,0.043197848
6.598364e-08,0.16779682,0.17550959,0.03353427,0.062756255,3.238154e-10,0.05295274,2.892409e-09,6.65188e-08,5.454039e-08,3.345841e-14,7.949802e-15,1.1685961e-09,0.13584077,0.051454745,2.007563e-15,2.643154e-06,3.5192483e-07,0.10471278,5.332981e-06,4.1541087e-13,0.034801964,0.07020083,1.8858715e-12,0.0069326716,0.15489922,0.5450752,9.34277e-15,1.3867276e-15,2.5363737e-12,6.028057e-15,0.2558416,3.5720183e-12,0.27846986,0.5454408,3.1018615e-05,0.121285886,0.06553063,0.0014619012,4.0001252e-10,0.17447962,3.1829999e-09,0.040581614
1.494241e-08,0.16469963,0.16843235,0.032386396,0.059748985,3.9205948e-11,0.04479548,4.822968e-10,1.5240461e-08,8.273651e-09,1.8937598e-15,3.8642477e-16,1.7995087e-10,0.12798697,0.050168317,8.6452074e-17,8.569615e-07,9.158543e-08,0.096619,1.8515686e-06,3.0529873e-14,0.030688984,0.06880214,1.5697997e-13,0.0050657024,0.14199397,0.5405557,4.6411926e-16,5.7089306e-17,2.1459723e-13,2.8410083e-16,0.24446627,2.7757964e-13,0.2659457,0.53336406,1.266159e-05,0.113647185,0.058453836,0.00079457345,5.3087857e-11,0.17108484,5.1309385e-10,0.038507953
3.0170355e-09,0.16082269,0.16213174,0.030213693,0.057871345,4.0213063e-12,0.03805007,6.9950414e-11,3.116378e-09,1.0832516e-09,8.510993e-17,1.471688e-17,2.3946104e-11,0.12401479,0.047034986,2.8858545e-18,2.5492545e-07,2.1489162e-08,0.09015377,5.9386883e-07,1.822292e-15,0.027324488,0.06259054,1.07261205e-14,0.0034421496,0.13094491,0.5265652,1.8099117e-17,1.8145743e-18,1.4924624e-14,1.0462295e-17,0.24135342,1.7602761e-14,0.255906,0.5077271,4.825648e-06,0.112092115,0.057409417,0.00041363298,6.0143314e-12,0.1653765,7.174265e-11,0.03558914
5.383218e-10,0.15411569,0.15383743,0.029380348,0.0556292,3.4474788e-13,0.033217326,8.7271275e-12,5.6369687e-10,1.2097734e-10,2.9780065e-18,4.3000405e-19,2.721712e-12,0.123414375,0.044880383,7.303757e-20,6.911388e-08,4.5097512e-09,0.08398279,1.747978e-07,8.681275e-17,0.027203027,0.064016394,5.918095e-16,0.0022650969,0.12268221,0.5129648,5.4263415e-19,4.3535973e-20,8.3942643e-16,2.94703e-19,0.2342112,8.956174e-16,0.24863648,0.49653673,1.7077479e-06,0.107890666,0.054244686,0.00020539403,5.7425906e-13,0.16137435,8.603109e-12,0.032459125
8.405737e-11,0.15623501,0.14822817,0.028636543,0.05501865,2.43421e-14,0.026834173,9.253481e-13,8.93294e-11,1.13772654e-11,7.938194e-20,9.41724e-21,2.608827e-13,0.11734091,0.043029062,1.3675012e-21,1.695665e-08,8.3916324e-10,0.07845703,4.6853927e-08,3.2380523e-18,0.027601924,0.06477419,2.5895773e-17,0.0014371587,0.118708454,0.5006908,1.22226905e-20,7.689559e-22,3.7505484e-17,6.201438e-21,0.22688256,3.5884217e-17,0.2401755,0.4763126,5.579023e-07,0.100345775,0.049437985,9.675476e-05,4.557167e-14,0.16269523,8.739004e-13,0.03145907
1.13652785e-11,0.14890999,0.14238717,0.028189499,0.053114444,1.3929154e-15,0.022364948,8.229131e-14,1.2272574e-11,8.884364e-13,1.5736614e-21,1.5064021e-22,2.0796866e-14,0.11305741,0.040402483,1.8431229e-23,3.7356935e-09,1.3714765e-10,0.07188501,1.1364893e-08,9.257988e-20,0.02762652,0.06102682,8.809521e-19,0.00084286206,0.1074455,0.48755938,2.0161292e-22,9.723647e-24,1.3052161e-18,9.496472e-23,0.22022355,1.1091201e-18,0.227255,0.4716433,1.6774008e-07,0.1008943,0.049493708,4.248248e-05,2.9601364e-15,0.15295057,7.4187076e-14,0.029561738
1.3153429e-12,0.14654031,0.13575564,0.028002359,0.049869154,6.345948e-17,0.01846224,6.049794e-15,1.4451081e-12,5.6726152e-14,2.25876e-23,1.710052e-24,1.3579332e-15,0.111650966,0.037952267,1.7344957e-25,7.3285145e-10,1.9485247e-11,0.067154065,2.4733813e-09,1.9819936e-21,0.026329124,0.059993587,2.2794e-20,0.00047157376,0.099957794,0.47890213,2.3668811e-24,8.532913e-26,3.4617473e-20,1.0277655e-24,0.21609202,2.5849994e-20,0.22341672,0.46206015,4.598705e-08,0.0996608,0.047821805,1.7579707e-05,1.5476633e-16,0.15182526,5.1859846e-15,0.027251052
1.2867111e-13,0.1445945,0.13278843,0.027332762,0.046524648,2.2573209e-18,0.014748778,3.6189824e-16,1.4403493e-13,2.9118697e-15,2.2783888e-25,1.3338886e-26,7.142079e-17,0.10679762,0.035590794,1.1013086e-27,1.2685471e-10,2.3797307e-12,0.0628484,4.7898363e-10,3.0955104e-23,0.025303375,0.056558833,4.377963e-22,0.0002493781,0.09379915,0.46877375,1.915511e-26,5.017669e-28,6.830768e-22,7.607829e-27,0.21084514,4.429765e-22,0.220433,0.44704485,1.1427836e-08,0.09860661,0.044742804,6.7784854e-06,6.3941496e-18,0.1516632,2.9371855e-16,0.02522255
1.0493684e-14,0.13830777,0.12770838,0.028540038,0.048878532,6.135574e-20,0.011627985,1.7311845e-17,1.1987199e-14,1.1795782e-16,1.5618562e-27,6.894573e-29,2.9706657e-18,0.10477951,0.03398024,4.539135e-30,1.9183882e-11,2.4679927e-13,0.059785906,8.177479e-11,3.4261245e-25,0.023519458,0.059327427,6.0752486e-24,0.00012425483,0.08295261,0.46101475,1.0309952e-28,1.9004623e-30,9.762782e-24,3.712285e-29,0.20794952,5.426565e-24,0.21312523,0.43299803,2.5533862e-09,0.09630716,0.04424797,2.436435e-06,2.0455398e-19,0.14777173,1.3240235e-17,0.024163924
7.0280685e-16,0.13601498,0.12379284,0.027635287,0.047335133,1.2442706e-21,0.009020072,6.4968533e-19,8.206734e-16,3.694521e-18,7.006736e-30,2.2663444e-31,9.575637e-20,0.10210081,0.03132658,1.1622266e-32,2.5073643e-12,2.1446376e-14,0.05593514,1.2185085e-11,2.6013794e-27,0.023186369,0.058103766,5.910056e-26,5.8944635e-05,0.07924458,0.4452325,3.5437172e-31,4.4322088e-33,9.809032e-26,1.1452003e-31,0.20232913,4.605096e-26,0.20650318,0.42877954,5.0877325e-10,0.09432533,0.044590484,8.102218e-07,4.9545287e-21,0.1418843,4.6581167e-19,0.022738209
3.802162e-17,0.13381779,0.119436644,0.027325347,0.045032583,1.8334186e-23,0.0067290645,1.872858e-20,4.5469777e-17,8.746582e-20,1.970841e-32,4.520857e-34,2.3391044e-21,0.09768359,0.029697137,1.7579594e-35,2.7992355e-13,1.5389155e-15,0.053870793,1.5676198e-12,1.306324e-29,0.020287402,0.057738002,3.896333e-28,2.5895633e-05,0.07035821,0.43789706,7.4267122e-34,6.0443856e-36,6.7000763e-28,2.1293841e-34,0.2001516,2.6132426e-28,0.20146394,0.41048852,8.9595865e-11,0.090661444,0.04087339,2.4770796e-07,8.8625664e-23,0.14110242,1.25164156e-20,0.021140317
1.6316619e-18,0.13111775,0.11535422,0.02760292,0.045780785,1.9057143e-25,0.0049675643,4.0514859e-22,2.002511e-18,1.5264284e-21,3.3096287e-35,5.185249e-37,4.2240384e-23,0.09412804,0.028806645,1.481996e-38,2.6352772e-14,8.973821e-17,0.05195329,1.7206211e-13,4.1625636e-32,0.021001175,0.055139,1.6756392e-30,1.060816e-05,0.06656917,0.4273066,8.998411e-37,4.539909e-39,2.995972e-30,2.2587895e-37,0.19504589,9.528067e-31,0.19820118,0.40195882,1.380864e-11,0.08952963,0.040829413,6.9236556e-08,1.1388231e-24,0.13966955,2.507855e-22,0.019308468
5.444449e-20,0.13046153,0.111388765,0.026518319,0.045658972,1.3518228e-27,0.0035874299,6.408903e-24,6.872832e-20,1.9096327e-23,3.1357772e-38,3.21162e-40,5.4855913e-25,0.09112288,0.02731272,6.505e-42,2.0629392e-15,4.1784383e-18,0.04821548,1.5905029e-14,8.0281104e-35,0.019360533,0.05477506,4.5014083e-33,4.055912e-06,0.060281675,0.41204593,5.92545e-40,1.75e-42,8.4022235e-33,1.28209e-40,0.19252114,2.13291e-33,0.19582392,0.389915,1.8427694e-12,0.08486822,0.039831612,1.7567256e-08,1.0192127e-26,0.13072512,3.6485657e-24,0.018263888
1.3817168e-21,0.12589715,0.106848955,0.027496671,0.04585173,6.3044226e-30,0.0025051162,7.202507e-26,1.7985625e-21,1.6600285e-25,1.5692e-41,1e-43,4.967709e-27,0.087136246,0.02643914,1e-45,1.3223618e-16,1.5238108e-19,0.046649363,1.2207888e-15,8.8753536e-38,0.017910862,0.054800738,7.188306e-36,1.4373848e-06,0.057261895,0.40774307,1.98e-43,0.0,1.4072702e-35,3.6e-44,0.18711588,2.7823908e-36,0.18686934,0.38418669,2.1047567e-13,0.08487542,0.038172312,4.0163877e-09,6.1363216e-29,0.13532619,3.741559e-26,0.017630782
2.6025984e-23,0.12264067,0.10489047,0.02601257,0.045917753,1.8529842e-32,0.0017190941,5.5679164e-28,3.5030602e-23,9.681937e-28,4e-45,0.0,3.0304655e-29,0.0874899,0.024693927,0.0,6.8250375e-18,4.260593e-21,0.04497941,7.660776e-17,5.2793e-41,0.017535735,0.05510689,6.443734e-39,4.7110996e-07,0.05588862,0.4033174,0.0,0.0,1.3302511e-38,0.0,0.18259184,1.990899e-39,0.18566875,0.3739725,2.0316068e-14,0.08261849,0.037991356,8.2069923e-10,2.3898188e-31,0.13128646,2.6161108e-28,0.016935248
3.5409617e-25,0.12078399,0.10277447,0.025989186,0.04653913,3.2705355e-35,0.0011421676,2.8552177e-30,4.9435364e-25,3.641737e-30,0.0,0.0,1.1976563e-31,0.08540911,0.023644011,0.0,2.7842912e-19,8.92049e-23,0.043086387,3.864105e-18,1.5e-44,0.01681294,0.053642508,3.032e-42,1.4156859e-07,0.051426698,0.39070502,0.0,0.0,6.644e-42,0.0,0.17936155,7.27e-43,0.1763257,0.36248237,1.6344441e-15,0.08564097,0.037920143,1.4855836e-10,5.7581334e-34,0.12693149,1.201343e-30,0.01656527
