total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
1.0,0.4475983,0.0,0.6770205,0.7989541,0.28007406,0.36561954,0.83749086,0.40326175,0.69146514,0.1641423,0.25587347,0.467519,0.8085323,0.5333543,0.03154556,0.75615245,0.80691415,0.08935635,0.54418314,0.0,0.26030618,0.16517569,0.0,0.099419475,0.0,0.36024702,0.06422497,0.10528595,0.5578664,0.0,0.6544519,0.0,0.64012986,0.0,0.26428285,0.5200205,0.49141106,0.53023213,0.24769303,0.34387976,0.8287689,0.3276831,0.6714406,0.69990164,0.35571092,0.77078444,0.13343881,0.041303787,0.33728442,0.29020047,0.0,0.30832303,1.0,0.7117012
1.0,0.4473893,0.0,0.68362087,0.80848825,0.26973137,0.33442417,0.87539214,0.38771975,0.7391603,0.12076525,0.22043149,0.4755669,0.84135514,0.5376024,0.0,0.77663517,0.840883,0.05966231,0.55083954,0.0,0.22955185,0.11060155,0.0,0.04636025,0.0,0.34605998,0.030526139,0.065360464,0.5469439,0.0,0.6567455,0.0,0.66327775,0.0,0.23120227,0.509467,0.47543138,0.5276111,0.20025238,0.33681777,0.87371963,0.3106061,0.6901142,0.7219079,0.36006784,0.80079794,0.095265664,0.0,0.32076365,0.27072233,0.0,0.2781653,1.0,0.7401291
1.0,0.4409885,0.0,0.7051387,0.82902986,0.25670725,0.31556347,0.9093107,0.36600274,0.78372484,0.0973652,0.17362863,0.48185953,0.8752045,0.53413063,0.0,0.7895734,0.8738081,0.020117078,0.5489371,0.0,0.19671874,0.05645473,0.0,0.0,0.0,0.31953382,0.0,0.043381274,0.5368124,0.0,0.6583494,0.0,0.66802037,0.0,0.19218802,0.5026868,0.46925125,0.52583396,0.13884868,0.3162179,0.91715926,0.2872452,0.7042059,0.725023,0.36691174,0.8225797,0.041598566,0.0,0.31140646,0.23995133,0.0,0.25339472,1.0,0.7713041
1.0,0.4405866,0.0,0.71722555,0.8462216,0.24967378,0.31571186,0.9257095,0.3312077,0.8431366,0.059979953,0.12808223,0.48840043,0.9217835,0.5281417,0.0,0.8297203,0.9094476,0.0,0.5570638,0.0,0.15768832,0.00861507,0.0,0.0,0.0,0.28691277,0.0,0.0,0.5284858,0.0,0.6652002,0.0,0.6796307,0.0,0.16338176,0.5070678,0.47102177,0.5158715,0.0921671,0.3066952,0.9578372,0.2597064,0.7400493,0.7526126,0.37721488,0.8360521,0.0,0.0,0.29075596,0.21707736,0.0,0.23058309,1.0,0.79123133
1.0,0.43455085,0.0,0.7441864,0.8671114,0.23277612,0.2945598,0.9550141,0.31176874,0.89349157,0.0028964574,0.07717795,0.49824333,0.9730409,0.5251149,0.0,0.85729,0.9402104,0.0,0.5526527,0.0,0.1252706,0.0,0.0,0.0,0.0,0.2498551,0.0,0.0,0.51236284,0.0,0.67719275,0.0,0.70694095,0.0,0.13091809,0.51156795,0.47336257,0.52364814,0.030590354,0.29358822,0.99696934,0.22272003,0.7626986,0.7826161,0.35367432,0.8671147,0.0,0.0,0.25812253,0.18197685,0.0,0.19387129,1.0,0.81330276
1.0,0.43903017,0.0,0.7645012,0.88007855,0.2235331,0.2649718,0.97222,0.27649003,0.95794547,0.0,0.02379488,0.505057,1.0,0.5116499,0.0,0.8894592,0.9865781,0.0,0.5491047,0.0,0.07515606,0.0,0.0,0.0,0.0,0.20981297,0.0,0.0,0.49943465,0.0,0.6892281,0.0,0.70741695,0.0,0.08115835,0.5112618,0.46073955,0.5228254,0.0,0.2668382,1.0,0.20313823,0.77684814,0.7997831,0.36064792,0.89264214,0.0,0.0,0.24102373,0.14746886,0.0,0.16788629,1.0,0.8287291
1.0,0.45313486,0.0,0.77107143,0.8954512,0.22610681,0.23225126,0.9950769,0.2415662,0.98757285,0.0,0.0,0.517966,1.0,0.5147379,0.0,0.92024267,1.0,0.0,0.5425363,0.0,0.035322677,0.0,0.0,0.0,0.0,0.16403525,0.0,0.0,0.48416924,0.0,0.6915203,0.0,0.73335046,0.0,0.030037932,0.518337,0.45433497,0.53672415,0.0,0.26414758,1.0,0.16288045,0.80947435,0.84195286,0.35299656,0.9136058,0.0,0.0,0.21492882,0.110455446,0.0,0.13348305,1.0,0.8557121
1.0,0.46244204,0.0,0.78328615,0.9140504,0.2097844,0.20530239,1.0,0.20313025,1.0,0.0,0.0,0.5349748,1.0,0.5130045,0.0,0.9513644,1.0,0.0,0.5362518,0.0,0.0,0.0,0.0,0.0,0.0,0.10229535,0.0,0.0,0.4635451,0.0,0.70582545,0.0,0.7541138,0.0,0.0,0.509518,0.45068556,0.53227526,0.0,0.23247331,1.0,0.11665077,0.82278496,0.8600242,0.3709662,0.9301727,0.0,0.0,0.16996463,0.06669475,0.0,0.09248023,1.0,0.896155
1.0,0.47413352,0.0,0.7879416,0.9351107,0.20878804,0.16503626,1.0,0.17968024,1.0,0.0,0.0,0.55049455,1.0,0.52108014,0.0,0.98699826,1.0,0.0,0.54101235,0.0,0.0,0.0,0.0,0.0,0.0,0.039771937,0.0,0.0,0.4459584,0.0,0.71442455,0.0,0.7749886,0.0,0.0,0.5186965,0.45102116,0.5317637,0.0,0.19370759,1.0,0.07063591,0.8400334,0.8805326,0.37996686,0.9527195,0.0,0.0,0.13690324,0.030230772,0.0,0.06563322,1.0,0.9262796
1.0,0.4659298,0.0,0.79415745,0.9499699,0.20086317,0.122932374,1.0,0.14418839,1.0,0.0,0.0,0.5570371,1.0,0.52532244,0.0,1.0,1.0,0.0,0.5329415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41823927,0.0,0.7261474,0.0,0.78815985,0.0,0.0,0.5295743,0.43886828,0.5412566,0.0,0.16262513,1.0,0.01362238,0.8505542,0.9064776,0.38845977,0.96494484,0.0,0.0,0.08916359,0.0,0.0,0.021062277,1.0,0.95985967
1.0,0.48034954,0.0,0.8041621,0.9681717,0.18995503,0.072404236,1.0,0.10469295,1.0,0.0,0.0,0.5618631,1.0,0.52004546,0.0,1.0,1.0,0.0,0.51650864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39780888,0.0,0.7382663,0.0,0.8054986,0.0,0.0,0.5376889,0.4286581,0.53362876,0.0,0.12846793,1.0,0.0,0.8707464,0.9306992,0.40238592,0.9758313,0.0,0.0,0.039144725,0.0,0.0,0.0,1.0,0.9885008
1.0,0.48214585,0.0,0.81523466,0.9904131,0.17473805,0.023857294,1.0,0.05536239,1.0,0.0,0.0,0.5670362,1.0,0.5236813,0.0,1.0,1.0,0.0,0.501364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36600295,0.0,0.7384108,0.0,0.8137938,0.0,0.0,0.5466246,0.41660812,0.53933185,0.0,0.09003222,1.0,0.0,0.8962624,0.9575675,0.39647776,0.9958311,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.495562,0.0,0.82534885,1.0,0.1610672,0.0,1.0,0.007396802,1.0,0.0,0.0,0.5933578,1.0,0.52641875,0.0,1.0,1.0,0.0,0.481265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32910386,0.0,0.75783753,0.0,0.8175694,0.0,0.0,0.5670575,0.42796573,0.54990184,0.0,0.0602435,1.0,0.0,0.9276745,0.9941127,0.40805233,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.49362153,0.0,0.8388061,1.0,0.14778964,0.0,1.0,0.0,1.0,0.0,0.0,0.610017,1.0,0.52337795,0.0,1.0,1.0,0.0,0.46754995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29871702,0.0,0.76720935,0.0,0.8365559,0.0,0.0,0.57959855,0.4253708,0.55595124,0.0,0.014765468,1.0,0.0,0.95187914,1.0,0.42385328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.51331615,0.0,0.8449229,1.0,0.12900516,0.0,1.0,0.0,1.0,0.0,0.0,0.63169223,1.0,0.53148204,0.0,1.0,1.0,0.0,0.46405423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25103587,0.0,0.79227173,0.0,0.85788363,0.0,0.0,0.5919157,0.4263044,0.566168,0.0,0.0,1.0,0.0,0.97146696,1.0,0.44033033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.523922,0.0,0.8671221,1.0,0.11316792,0.0,1.0,0.0,1.0,0.0,0.0,0.6423044,1.0,0.5297514,0.0,1.0,1.0,0.0,0.4377548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19429216,0.0,0.8000629,0.0,0.8661266,0.0,0.0,0.59274936,0.4113195,0.5702707,0.0,0.0,1.0,0.0,0.9895786,1.0,0.4355425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.54074144,0.0,0.88351,1.0,0.11263869,0.0,1.0,0.0,1.0,0.0,0.0,0.654977,1.0,0.5294131,0.0,1.0,1.0,0.0,0.4187373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15551114,0.0,0.8136315,0.0,0.89100295,0.0,0.0,0.5959239,0.37710035,0.5735606,0.0,0.0,1.0,0.0,0.99853486,1.0,0.4319352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.5476594,0.0,0.8923074,1.0,0.092799686,0.0,1.0,0.0,1.0,0.0,0.0,0.66826856,1.0,0.53860104,0.0,1.0,1.0,0.0,0.3906047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096948616,0.0,0.82681865,0.0,0.89724857,0.0,0.0,0.6058659,0.35533023,0.5648846,0.0,0.0,1.0,0.0,1.0,1.0,0.44058764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.56048,0.0,0.89654565,1.0,0.069842495,0.0,1.0,0.0,1.0,0.0,0.0,0.69220704,1.0,0.54736435,0.0,1.0,1.0,0.0,0.3579335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03463186,0.0,0.8346134,0.0,0.89898515,0.0,0.0,0.6338166,0.34277126,0.5780112,0.0,0.0,1.0,0.0,1.0,1.0,0.45606786,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.5632617,0.0,0.9017247,1.0,0.05402817,0.0,1.0,0.0,1.0,0.0,0.0,0.7168247,1.0,0.5344757,0.0,1.0,1.0,0.0,0.31961665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8303324,0.0,0.900208,0.0,0.0,0.656118,0.32183617,0.5659056,0.0,0.0,1.0,0.0,1.0,1.0,0.46120566,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.5551046,0.0,0.9182898,1.0,0.026721764,0.0,1.0,0.0,1.0,0.0,0.0,0.73780835,1.0,0.5279806,0.0,1.0,1.0,0.0,0.282806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82976663,0.0,0.92032415,0.0,0.0,0.67820567,0.3029073,0.5625669,0.0,0.0,1.0,0.0,1.0,1.0,0.46586087,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.5636396,0.0,0.92133766,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.75868917,1.0,0.52703035,0.0,1.0,1.0,0.0,0.24595709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84604514,0.0,0.91767627,0.0,0.0,0.70066196,0.27259287,0.57752496,0.0,0.0,1.0,0.0,1.0,1.0,0.47159842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.57211214,0.0,0.9310421,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7840968,1.0,0.5380684,0.0,1.0,1.0,0.0,0.19432557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86451024,0.0,0.93748504,0.0,0.0,0.7349707,0.22600476,0.5816091,0.0,0.0,1.0,0.0,1.0,1.0,0.46502045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.5554,0.0,0.94330794,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7935658,1.0,0.54508543,0.0,1.0,1.0,0.0,0.147719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8826123,0.0,0.95996296,0.0,0.0,0.7519964,0.16971575,0.58759004,0.0,0.0,1.0,0.0,1.0,1.0,0.46949458,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.55605286,0.0,0.95380884,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8162192,1.0,0.5378985,0.0,1.0,1.0,0.0,0.089635536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8814905,0.0,0.9758382,0.0,0.0,0.7750933,0.12593316,0.6001024,0.0,0.0,1.0,0.0,1.0,1.0,0.4739079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.55440515,0.0,0.9615595,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8337454,1.0,0.55356514,0.0,1.0,1.0,0.0,0.024705568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90032566,0.0,0.99151343,0.0,0.0,0.8031813,0.092037834,0.5982119,0.0,0.0,1.0,0.0,1.0,1.0,0.46375692,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.55353796,0.0,0.9672917,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8634404,1.0,0.55924225,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9210972,0.0,0.99374604,0.0,0.0,0.82436275,0.05622817,0.6044952,0.0,0.0,1.0,0.0,1.0,1.0,0.487214,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.55308133,0.0,0.97676384,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.89911795,1.0,0.5616127,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9469146,0.0,0.9955837,0.0,0.0,0.85280746,0.01390968,0.60600877,0.0,0.0,1.0,0.0,1.0,1.0,0.49122867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.5359789,0.0,0.9851351,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.92349756,1.0,0.5482353,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9717818,0.0,1.0,0.0,0.0,0.8752354,0.0,0.6158187,0.0,0.0,1.0,0.0,1.0,1.0,0.51104236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.523874,0.0,0.9908575,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.95227236,1.0,0.5623206,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957197,0.0,1.0,0.0,0.0,0.9150041,0.0,0.61174643,0.0,0.0,1.0,0.0,1.0,1.0,0.5205638,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.5175307,0.0,0.99724364,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9733823,1.0,0.5564186,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.95314175,0.0,0.6218854,0.0,0.0,1.0,0.0,1.0,1.0,0.5282939,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.4966292,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5507501,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9731964,0.0,0.6122641,0.0,0.0,1.0,0.0,1.0,1.0,0.53070825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.47250757,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5467284,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9956818,0.0,0.6206761,0.0,0.0,1.0,0.0,1.0,1.0,0.56243086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.45541537,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.54665595,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.63223356,0.0,0.0,1.0,0.0,1.0,1.0,0.5785002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.42863134,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.530673,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6323371,0.0,0.0,1.0,0.0,1.0,1.0,0.5942315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.39691833,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.53026485,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6214455,0.0,0.0,1.0,0.0,1.0,1.0,0.59830064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.3667533,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5302003,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6134645,0.0,0.0,1.0,0.0,1.0,1.0,0.59826237,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
