total_gen,total_losses,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_rmccp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,congestion_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,gross_actual_interchange_mw,gross_inadv_interchange_mw
0.00071481196,0.4858228,0.07373721,5.847172e-19,0.4928739,0.17237072,0.26722622,2.6364478e-25,0.21508734,0.0,2.2180427e-16,0.20225413,1.9321836e-15,0.0031367089,0.18899164,1.451486e-09,0.0,2.6789125e-24,7.4268563e-16,2.4877728e-20,1.0237433e-07,1.0262351e-05,0.00016019375,0.00037226785,0.0045639495,0.2370379,0.23654397,0.0,7.0722965e-09,0.29671144,1.26545114e-23,2.2086679e-23,0.7452908,0.42208853,0.07757634,0.023478726,0.104687415,0.14841841,0.18880185,3.7218436e-33,0.07277155,0.07458635
0.000444435,0.47958255,0.06998396,2.065968e-20,0.49088576,0.17642136,0.26248485,2.3544002e-27,0.21703298,0.0,1.2238489e-17,0.20204182,1.3358341e-16,0.002085237,0.19039512,2.8500813e-10,0.0,3.287883e-26,4.842296e-17,6.850703e-22,2.9743363e-08,4.4284297e-06,7.9742356e-05,0.00018668167,0.003411757,0.23122287,0.2202317,0.0,1.7007753e-09,0.28688338,1.7677206e-25,3.1462798e-25,0.73747176,0.41571283,0.07319417,0.01837856,0.10038295,0.13826,0.18735148,7.555522e-36,0.07016547,0.07111055
0.0002641836,0.47994748,0.07075828,5.5839705e-22,0.48100635,0.168221,0.2665703,1.4155248e-29,0.21223211,0.0,5.3703083e-19,0.19734733,7.487301e-18,0.0013211514,0.18964607,4.9429346e-11,0.0,2.8013648e-28,2.5468585e-18,1.411383e-23,7.871585e-09,1.7936022e-06,3.7343245e-05,8.8579945e-05,0.002693725,0.2308523,0.21754557,0.0,3.6710346e-10,0.2903247,1.7354447e-27,3.1556967e-27,0.7248739,0.41452938,0.07025323,0.016161472,0.09917829,0.13642637,0.1851945,8.85459e-39,0.0733331,0.07011245
0.0001533409,0.46843946,0.07060328,1.1272943e-23,0.48462722,0.17136587,0.2618173,5.509599e-32,0.2092948,0.0,1.8373505e-20,0.19272785,3.342046e-19,0.0008164379,0.18206175,7.497172e-12,0.0,1.5996695e-30,1.0609579e-19,2.1189033e-25,1.88338e-09,6.792705e-07,1.6365922e-05,3.9495484e-05,0.0019688033,0.23048165,0.21201664,0.0,7.0515614e-11,0.29514727,1.1577431e-29,2.155243e-29,0.7162293,0.4016308,0.06619051,0.013564894,0.098834254,0.13167939,0.1830407,5.629e-42,0.07378416,0.07006135
8.471067e-05,0.45873648,0.07153513,1.6553775e-25,0.47400972,0.16992669,0.2578716,1.3278626e-34,0.20770991,0.0,4.795355e-22,0.18567985,1.16488065e-20,0.00047740628,0.17672329,9.838255e-13,0.0,5.8833287e-33,3.4304844e-21,2.2511172e-27,4.0427578e-10,2.3908038e-07,6.712054e-06,1.6517499e-05,0.001384322,0.22131538,0.20487581,0.0,1.1943207e-11,0.28825974,5.052841e-32,9.6524384e-32,0.71312076,0.4004268,0.066955194,0.0117993215,0.10186312,0.12471969,0.18146224,1e-45,0.07616134,0.06806218
4.4721517e-05,0.46090707,0.07096734,1.716692e-27,0.47130015,0.16565977,0.26109925,1.883031e-37,0.20685534,0.0,9.319422e-24,0.19084097,3.102535e-22,0.00026474564,0.17257367,1.1039589e-13,0.0,1.3319762e-35,8.419486e-23,1.6377356e-29,7.719449e-11,7.778914e-08,2.5748775e-06,6.4676524e-06,0.0009427755,0.21762215,0.198128,0.0,1.7657581e-12,0.28625134,1.381908e-34,2.7161737e-34,0.7057973,0.3878501,0.06151783,0.009604377,0.10110121,0.124500185,0.17935233,0.0,0.0765726,0.06665729
2.2539636e-05,0.45450965,0.06884286,1.21633475e-29,0.46631345,0.16323753,0.25814235,1.48107e-40,0.2084436,0.0,1.3129e-25,0.18977451,6.1644983e-24,0.00014020404,0.17902783,1.0457955e-14,0.0,1.7623817e-38,1.5302197e-24,7.8631444e-32,1.2990369e-11,2.3259513e-08,9.1710086e-07,2.3596212e-06,0.000615879,0.21937664,0.19791144,0.0,2.2540594e-13,0.27951282,2.2545406e-37,4.573453e-37,0.69391346,0.39053005,0.06179729,0.008029247,0.09913593,0.12128338,0.17863566,0.0,0.07630239,0.064984344
1.0806089e-05,0.45919153,0.07210386,5.672798e-32,0.45984778,0.15843539,0.252137,6e-44,0.20636496,0.0,1.30119525e-27,0.18623616,8.897174e-26,7.062454e-05,0.16956103,8.247676e-16,0.0,1.2832e-41,2.0036559e-26,2.3893277e-34,1.9072972e-12,6.3499317e-09,3.020814e-07,7.978477e-07,0.00039066246,0.21238893,0.19052777,0.0,2.4549959e-14,0.28337085,2.07293e-40,4.35532e-40,0.6911295,0.3862935,0.06193311,0.0068345508,0.100157246,0.12249413,0.17352231,0.0,0.07817875,0.06715007
4.896038e-06,0.4474777,0.070887506,1.6695014e-34,0.45342445,0.1586679,0.2592457,0.0,0.20221673,0.0,8.772963e-30,0.19092289,9.054753e-28,3.3687073e-05,0.16772813,5.3329624e-17,0.0,4e-45,1.8330269e-28,4.380536e-37,2.4166004e-13,1.5714804e-09,9.1396686e-08,2.486202e-07,0.00023969117,0.21117875,0.18680379,0.0,2.2518678e-15,0.27491903,1.01e-43,2.2e-43,0.6779931,0.38631687,0.05934367,0.0055577587,0.09726892,0.12269169,0.1752699,0.0,0.07602349,0.06309162
2.0926059e-06,0.44460922,0.069127455,2.9544728e-37,0.44945714,0.15522267,0.26160595,0.0,0.20109527,0.0,3.874478e-32,0.1824434,6.285169e-30,1.5189402e-05,0.16521174,2.7802043e-18,0.0,0.0,1.1319878e-30,4.58611e-40,2.6108722e-14,3.498845e-10,2.526883e-08,7.095995e-08,0.00013828411,0.20283858,0.17808224,0.0,1.7150362e-16,0.27042446,0.0,0.0,0.6755869,0.37414232,0.059659492,0.0044939513,0.095286995,0.120946474,0.1784012,0.0,0.07634418,0.059599105
8.3967325e-07,0.4438921,0.07060054,2.97398e-40,0.44663036,0.15527143,0.2508219,0.0,0.20079572,0.0,1.0737745e-34,0.18651089,2.8660986e-32,6.4454966e-06,0.1572669,1.147252e-19,0.0,0.0,4.539144e-33,2.58e-43,2.3740722e-15,6.950116e-11,6.337174e-09,1.8423936e-08,7.70461e-05,0.20394924,0.17525378,0.0,1.06780555e-17,0.26840627,0.0,0.0,0.66622025,0.37345377,0.058738016,0.003565768,0.09406098,0.12071641,0.17866133,0.0,0.07844281,0.06248459
3.1456045e-07,0.43308073,0.069760144,1.6e-43,0.44161582,0.15321502,0.25386837,0.0,0.1966034,0.0,1.778056e-37,0.18591672,8.228897e-35,2.5647e-06,0.1589015,3.6720514e-21,0.0,0.0,1.1308454e-35,0.0,1.7911585e-16,1.2206342e-11,1.4311257e-09,4.3197184e-09,4.1096006e-05,0.20019719,0.17418711,0.0,5.3431323e-19,0.26929107,0.0,0.0,0.65705156,0.36327434,0.054998264,0.00276361,0.09494043,0.1229726,0.17244828,0.0,0.07540678,0.058509856
1.0951545e-07,0.43923974,0.06774419,0.0,0.43993533,0.14684002,0.25368324,0.0,0.19738135,0.0,1.66237e-40,0.1810751,1.4170402e-37,9.5238534e-07,0.1565827,8.9145056e-23,0.0,0.0,1.6641109e-38,0.0,1.103893e-17,1.8769229e-12,2.8866598e-10,9.073087e-10,2.0774072e-05,0.19730873,0.1715772,0.0,2.1088611e-20,0.2740408,0.0,0.0,0.65225804,0.35916272,0.054734115,0.0020485604,0.098042496,0.11080963,0.17547703,0.0,0.07921708,0.060576633
3.522164e-08,0.43046653,0.06812465,0.0,0.43541372,0.14897254,0.25283724,0.0,0.19820271,0.0,8.3e-44,0.17703709,1.38387e-40,3.2831116e-07,0.15412706,1.6012169e-24,0.0,0.0,1.3643e-41,0.0,5.463065e-19,2.4999726e-13,5.1540727e-11,1.6924268e-10,1.0022971e-05,0.19223112,0.16317616,0.0,6.4310677e-22,0.27184018,0.0,0.0,0.63983196,0.35631126,0.05379514,0.0015012285,0.09399363,0.111159995,0.17306632,0.0,0.078794524,0.059807107
1.0401456e-08,0.41951752,0.06735945,0.0,0.43338418,0.14738467,0.24442641,0.0,0.19463488,0.0,0.0,0.17675382,7.1e-44,1.0445876e-07,0.14918835,2.0700678e-26,0.0,0.0,6e-45,0.0,2.1305273e-20,2.8510292e-14,8.067662e-12,2.7773128e-11,4.5508505e-06,0.19451845,0.1605925,0.0,1.4811324e-23,0.26550233,0.0,0.0,0.6326846,0.3538262,0.0525175,0.0010755579,0.09174864,0.104682006,0.17097327,0.0,0.079857945,0.05835305
2.8019667e-09,0.4100113,0.06922797,0.0,0.4288518,0.15122105,0.24168679,0.0,0.19287024,0.0,0.0,0.18027622,0.0,3.049326e-08,0.14717886,1.8677622e-28,0.0,0.0,0.0,0.0,6.413152e-22,2.7487898e-15,1.0954613e-12,3.968688e-12,1.950216e-06,0.19157362,0.15490428,0.0,2.511882e-25,0.26267433,0.0,0.0,0.62562346,0.3424762,0.054609228,0.000759104,0.09122265,0.103288114,0.1699845,0.0,0.07982605,0.06020495
6.8357536e-10,0.4128633,0.07244182,0.0,0.41671836,0.14502211,0.24732237,0.0,0.19430932,0.0,0.0,0.1745746,0.0,8.112264e-09,0.14617229,1.1361821e-30,0.0,0.0,0.0,0.0,1.4562469e-23,2.2097369e-16,1.2755823e-13,4.883479e-13,7.853314e-07,0.18985094,0.15263432,0.0,3.049853e-27,0.26598665,0.0,0.0,0.6236208,0.3398967,0.04909682,0.00050642557,0.09280913,0.103543445,0.1685509,0.0,0.07929849,0.059193913
1.498705e-10,0.40712413,0.07169508,0.0,0.42313212,0.14678995,0.24520008,0.0,0.19242111,0.0,0.0,0.17804709,0.0,1.9526092e-09,0.14510624,4.481477e-33,0.0,0.0,0.0,0.0,2.4318582e-25,1.4588809e-17,1.2578723e-14,5.112021e-14,2.9494845e-07,0.18878408,0.15029782,0.0,2.5690792e-29,0.26063204,0.0,0.0,0.619065,0.3318696,0.05028311,0.00033328042,0.09329175,0.10305001,0.16616161,0.0,0.07977724,0.05562445
2.9280762e-11,0.4032536,0.07424291,0.0,0.41387692,0.14813137,0.24354991,0.0,0.19201553,0.0,0.0,0.17081654,0.0,4.2191314e-10,0.14352934,1.0964485e-35,0.0,0.0,0.0,0.0,2.9033386e-27,7.779808e-19,1.0361846e-15,4.4923303e-15,1.02912445e-07,0.18638916,0.14308037,0.0,1.4492934e-31,0.2545755,0.0,0.0,0.61177003,0.33080822,0.047558565,0.00021281186,0.09558225,0.10629033,0.17110169,0.0,0.08057371,0.05524224
5.051464e-12,0.41006193,0.07373785,0.0,0.40818444,0.14548321,0.2449587,0.0,0.19223559,0.0,0.0,0.17545953,0.0,8.1146076e-11,0.14703624,1.581585e-38,0.0,0.0,0.0,0.0,2.4009574e-29,3.2905506e-20,7.024397e-17,3.2663824e-16,3.316057e-08,0.18460162,0.14177804,0.0,5.261227e-34,0.25772557,0.0,0.0,0.60356337,0.33184105,0.047407854,0.0001298294,0.09350825,0.09687804,0.17065713,0.0,0.082193494,0.0555947
7.619188e-13,0.39993912,0.07215866,0.0,0.40169102,0.14545323,0.23615961,0.0,0.18633159,0.0,0.0,0.17443356,0.0,1.3763755e-11,0.13739227,1.2683e-41,0.0,0.0,0.0,0.0,1.3273092e-31,1.0819266e-21,3.8550297e-18,1.9341053e-17,9.811836e-09,0.1837567,0.13683824,0.0,1.1744921e-36,0.2586813,0.0,0.0,0.5981066,0.3285213,0.045370504,7.638186e-05,0.09298755,0.09313618,0.16400997,0.0,0.085351385,0.05508142
9.939498e-14,0.39962596,0.074331075,0.0,0.39917782,0.14648026,0.23305437,0.0,0.1842953,0.0,0.0,0.17461662,0.0,2.038321e-12,0.13495202,6e-45,0.0,0.0,0.0,0.0,4.7122377e-34,2.7047633e-23,1.6821731e-19,9.165238e-19,2.648634e-09,0.18063174,0.1359268,0.0,1.53044e-39,0.25282547,0.0,0.0,0.5939814,0.3186094,0.04444565,4.313107e-05,0.093468785,0.09080706,0.16717602,0.0,0.081999935,0.0536704
1.108339e-14,0.3854706,0.07676933,0.0,0.40053937,0.14492805,0.23113328,0.0,0.18708223,0.0,0.0,0.1704707,0.0,2.6069373e-13,0.13777359,0.0,0.0,0.0,0.0,0.0,1.0263693e-36,5.0165213e-25,5.721724e-21,3.4098327e-20,6.476757e-10,0.17649338,0.13133712,0.0,1.096e-42,0.25930104,0.0,0.0,0.5867956,0.30936053,0.043474644,2.3368251e-05,0.0964166,0.08808684,0.17189588,0.0,0.08325048,0.053938508
1.0429454e-15,0.39301455,0.07620553,0.0,0.3953693,0.14221855,0.22861722,0.0,0.18530962,0.0,0.0,0.17053837,0.0,2.845396e-14,0.1324588,0.0,0.0,0.0,0.0,0.0,1.301414e-39,6.7168694e-27,1.4842067e-22,9.751508e-22,1.4234657e-10,0.17320348,0.12512334,0.0,0.0,0.24897537,0.0,0.0,0.5814534,0.31036088,0.042203918,1.2088121e-05,0.09579759,0.08876555,0.170928,0.0,0.08396287,0.053213935
8.166644e-17,0.37935728,0.0760733,0.0,0.3953616,0.14366223,0.22263704,0.0,0.17984067,0.0,0.0,0.17401849,0.0,2.6162065e-15,0.12491133,0.0,0.0,0.0,0.0,0.0,9.04e-43,6.297914e-29,2.865847e-24,2.0941734e-23,2.7884547e-11,0.17881542,0.12966861,0.0,0.0,0.243679,0.0,0.0,0.57195956,0.31331986,0.042678572,5.9523923e-06,0.09213267,0.08311709,0.16507745,0.0,0.07814275,0.049566258
5.2403013e-18,0.37859052,0.07794639,0.0,0.3920604,0.1389192,0.23135263,0.0,0.18474299,0.0,0.0,0.17367633,0.0,1.997834e-16,0.12949373,0.0,0.0,0.0,0.0,0.0,0.0,3.996325e-31,4.0097593e-26,3.2907628e-25,4.8243263e-12,0.17060111,0.119489364,0.0,0.0,0.24398853,0.0,0.0,0.5702062,0.30313456,0.04058646,2.7850356e-06,0.093759425,0.08743462,0.16843519,0.0,0.08198047,0.052210342
2.7095467e-19,0.3787841,0.073825836,0.0,0.39085472,0.14140049,0.2213142,0.0,0.18252136,0.0,0.0,0.17477213,0.0,1.247561e-17,0.12757611,0.0,0.0,0.0,0.0,0.0,0.0,1.6513267e-33,3.9450857e-28,3.6760964e-27,7.299081e-13,0.17161375,0.11992601,0.0,0.0,0.24041243,0.0,0.0,0.56106895,0.30438998,0.04154269,1.2295864e-06,0.0952899,0.09094077,0.16665682,0.0,0.08119323,0.050823726
1.1082545e-20,0.36831355,0.075591505,0.0,0.38382062,0.14179091,0.22359881,0.0,0.17904891,0.0,0.0,0.17236374,0.0,6.2630766e-19,0.12639058,0.0,0.0,0.0,0.0,0.0,0.0,4.2532466e-36,2.6391121e-30,2.8265378e-29,9.5537544e-14,0.16569299,0.11506095,0.0,0.0,0.24061333,0.0,0.0,0.56103086,0.30250293,0.041629188,5.1051126e-07,0.09111348,0.08716629,0.16668595,0.0,0.083733045,0.05151918
3.51355e-22,0.37326527,0.07708662,0.0,0.37513387,0.1353919,0.22547412,0.0,0.18051474,0.0,0.0,0.17101735,0.0,2.4809182e-20,0.12583068,0.0,0.0,0.0,0.0,0.0,0.0,6.495046e-39,1.1557427e-32,1.4425254e-31,1.0691912e-14,0.16503973,0.11586652,0.0,0.0,0.24233106,0.0,0.0,0.5490729,0.30162692,0.04052874,1.9843176e-07,0.09222006,0.08519442,0.16471945,0.0,0.08262968,0.05088132
8.442224e-24,0.36686566,0.07368933,0.0,0.37791204,0.13636695,0.22079894,0.0,0.17719437,0.0,0.0,0.1689183,0.0,7.5959586e-22,0.11895469,0.0,0.0,0.0,0.0,0.0,0.0,5.55e-42,3.1738936e-35,4.6896535e-34,1.0100651e-15,0.1634658,0.10942977,0.0,0.0,0.23921525,0.0,0.0,0.5439135,0.29498294,0.038294837,7.184074e-08,0.09082855,0.0813319,0.163635,0.0,0.08350205,0.05142626
1.4995299e-25,0.3620856,0.07549084,0.0,0.37588757,0.13314086,0.21990176,0.0,0.17623037,0.0,0.0,0.16782333,0.0,1.7571414e-23,0.12034943,0.0,0.0,0.0,0.0,0.0,0.0,3e-45,5.2035526e-38,9.26734e-37,7.94288e-17,0.16226044,0.10710082,0.0,0.0,0.2411122,0.0,0.0,0.5355704,0.29661214,0.036717877,2.4109033e-08,0.08869748,0.0834505,0.1635869,0.0,0.084531866,0.049599044
1.9151938e-27,0.36270422,0.07850584,0.0,0.37135044,0.13622719,0.21886288,0.0,0.17627533,0.0,0.0,0.1687843,0.0,2.994487e-25,0.11752371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8122e-41,1.054767e-39,5.1203067e-18,0.1589123,0.102903605,0.0,0.0,0.23435487,0.0,0.0,0.53333175,0.2821676,0.035004802,7.4533615e-09,0.09028168,0.0747029,0.16185102,0.0,0.08449218,0.04899228
1.705294e-29,0.35693878,0.08303562,0.0,0.3687182,0.13530998,0.21909781,0.0,0.17469543,0.0,0.0,0.17175283,0.0,3.6553534e-27,0.11575534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4e-44,6.49e-43,2.6608025e-19,0.15634039,0.10229701,0.0,0.0,0.23298097,0.0,0.0,0.5297658,0.2934248,0.03383685,2.1097193e-09,0.0879685,0.069625616,0.16513902,0.0,0.08601505,0.049877267
1.022446e-31,0.35987303,0.08287984,0.0,0.3616718,0.1296697,0.21675117,0.0,0.1754485,0.0,0.0,0.16688968,0.0,3.0974117e-29,0.11551487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0942672e-20,0.16006161,0.105464906,0.0,0.0,0.2369241,0.0,0.0,0.5242245,0.282506,0.032777227,5.429327e-10,0.09028947,0.068788424,0.16565879,0.0,0.08488932,0.048255324
3.9693593e-34,0.3517965,0.080581784,0.0,0.36230165,0.13383426,0.21384092,0.0,0.17619416,0.0,0.0,0.16760324,0.0,1.7588133e-31,0.110379934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4898517e-22,0.15732306,0.101230204,0.0,0.0,0.23432939,0.0,0.0,0.5178432,0.28123844,0.03235036,1.2609053e-10,0.092412464,0.068745546,0.16381979,0.0,0.08835168,0.04985065
9.543344e-37,0.34860447,0.078938924,0.0,0.35978281,0.13051917,0.20992702,0.0,0.17085221,0.0,0.0,0.17213036,0.0,6.4312866e-34,0.10893476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.439664e-24,0.1594569,0.098462895,0.0,0.0,0.22736235,0.0,0.0,0.511193,0.27853066,0.032431502,2.6214222e-11,0.09209311,0.07006891,0.16237622,0.0,0.08908819,0.048572388
1.350259e-39,0.34827232,0.07936127,0.0,0.35448617,0.13096598,0.21189778,0.0,0.17134735,0.0,0.0,0.16950534,0.0,1.4472892e-36,0.108774215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5096881e-25,0.15882619,0.10062219,0.0,0.0,0.22571963,0.0,0.0,0.5033287,0.27238858,0.0319895,4.836224e-12,0.09225781,0.06772591,0.16032939,0.0,0.08826043,0.0468481
1.06e-42,0.3426914,0.08098871,0.0,0.35915452,0.12636621,0.20979783,0.0,0.17088285,0.0,0.0,0.16248114,0.0,1.902902e-39,0.10564307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9431012e-27,0.15734777,0.0905341,0.0,0.0,0.22608721,0.0,0.0,0.49626678,0.27135742,0.027688915,7.8427244e-13,0.09798525,0.062361334,0.16049816,0.0,0.08589596,0.047430083
0.0,0.34559494,0.08612968,0.0,0.3609295,0.12958077,0.20995247,0.0,0.16616727,0.0,0.0,0.16547926,0.0,1.376e-42,0.098103166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7448209e-29,0.14859873,0.08154903,0.0,0.0,0.23171254,0.0,0.0,0.486773,0.2657937,0.028379207,1.1064519e-13,0.08411185,0.06745053,0.15982725,0.0,0.085340016,0.049527638
0.0,0.34116364,0.086000994,0.0,0.35190988,0.1278716,0.21073125,0.0,0.16963331,0.0,0.0,0.16901565,0.0,0.0,0.10137878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.055895e-31,0.14869593,0.08420635,0.0,0.0,0.23308031,0.0,0.0,0.4848551,0.26991346,0.026465014,1.3428203e-14,0.08702722,0.0654825,0.16098905,0.0,0.08748659,0.046576016
0.0,0.33192268,0.08659777,0.0,0.34806392,0.12806591,0.2099504,0.0,0.17009081,0.0,0.0,0.1669279,0.0,0.0,0.10301341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.141301e-34,0.14611478,0.08251081,0.0,0.0,0.22753905,0.0,0.0,0.48361284,0.25727203,0.024749247,1.3848484e-15,0.08880842,0.06727794,0.1588846,0.0,0.08632221,0.046898235
0.0,0.33962473,0.08467114,0.0,0.35001773,0.12781498,0.2068444,0.0,0.16812588,0.0,0.0,0.16996096,0.0,0.0,0.09890082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0069722e-36,0.14855525,0.081774876,0.0,0.0,0.22622633,0.0,0.0,0.48002422,0.2575905,0.0246171,1.1975065e-16,0.08307262,0.06456511,0.152929,0.0,0.08580842,0.046124946
0.0,0.33005333,0.08616847,0.0,0.34574836,0.12584797,0.20465448,0.0,0.16936883,0.0,0.0,0.16919965,0.0,0.0,0.09907296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.442672e-39,0.14743237,0.08217017,0.0,0.0,0.2259226,0.0,0.0,0.47525707,0.25249225,0.024005154,8.556474e-18,0.08652617,0.06345433,0.15525723,0.0,0.08938638,0.04818334
0.0,0.32580438,0.08478932,0.0,0.34345555,0.124042585,0.20405532,0.0,0.16773841,0.0,0.0,0.16533317,0.0,0.0,0.09685281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.148e-42,0.14587049,0.07884561,0.0,0.0,0.22197965,0.0,0.0,0.47258306,0.25223076,0.024269272,4.9716057e-19,0.08384446,0.06218829,0.1537888,0.0,0.08678053,0.048156526
0.0,0.32899356,0.08884889,0.0,0.3378236,0.12679388,0.20864874,0.0,0.17225012,0.0,0.0,0.16730228,0.0,0.0,0.09416678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13726808,0.077185184,0.0,0.0,0.22821885,0.0,0.0,0.4716783,0.2468913,0.021254197,2.3080998e-20,0.085839756,0.06318143,0.14807421,0.0,0.08542918,0.048072066
0.0,0.32394806,0.090041585,0.0,0.3375932,0.1262588,0.20061733,0.0,0.16660117,0.0,0.0,0.16870354,0.0,0.0,0.095667355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14015499,0.07674865,0.0,0.0,0.22018965,0.0,0.0,0.46273506,0.25254655,0.021359032,8.397976e-22,0.08828685,0.060430896,0.1524609,0.0,0.09134411,0.05078792
0.0,0.32398626,0.085884355,0.0,0.33940646,0.12727177,0.19902939,0.0,0.16607738,0.0,0.0,0.16921906,0.0,0.0,0.09171141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14211908,0.08028727,0.0,0.0,0.22157437,0.0,0.0,0.46035367,0.25093514,0.022198876,2.3442182e-23,0.081763744,0.053997464,0.1482166,0.0,0.090131566,0.049491152
0.0,0.3232604,0.08629038,0.0,0.33383185,0.123806305,0.19894522,0.0,0.16491328,0.0,0.0,0.16522957,0.0,0.0,0.09438918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13974826,0.074071765,0.0,0.0,0.22017002,0.0,0.0,0.45753366,0.2485593,0.020103503,4.9032867e-25,0.08762336,0.05479225,0.14911835,0.0,0.08587731,0.04885192
0.0,0.31282738,0.0870786,0.0,0.3338014,0.12285663,0.19312392,0.0,0.16500303,0.0,0.0,0.16933599,0.0,0.0,0.09224098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13770917,0.07260861,0.0,0.0,0.21030527,0.0,0.0,0.45361602,0.24417803,0.019904915,7.486507e-27,0.0842572,0.05438824,0.15092158,0.0,0.08854567,0.04907068
0.0,0.32105964,0.08657114,0.0,0.3288805,0.12479206,0.19709063,0.0,0.16834232,0.0,0.0,0.16710696,0.0,0.0,0.09030357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13264881,0.065718934,0.0,0.0,0.21928002,0.0,0.0,0.4485809,0.24707404,0.01996577,8.1042464e-29,0.08097743,0.051166587,0.1534713,0.0,0.088002235,0.048884436
0.0,0.31031758,0.087691985,0.0,0.32405686,0.120382085,0.1965753,0.0,0.16457355,0.0,0.0,0.16474599,0.0,0.0,0.08656023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13265912,0.063660786,0.0,0.0,0.2183902,0.0,0.0,0.4413369,0.23640908,0.01739951,6.0203065e-31,0.079492114,0.048104703,0.14912716,0.0,0.08738734,0.047381707
0.0,0.31302607,0.08980073,0.0,0.32719892,0.12058561,0.19311495,0.0,0.16158956,0.0,0.0,0.169244,0.0,0.0,0.085404225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13329493,0.06580541,0.0,0.0,0.21349236,0.0,0.0,0.43770024,0.23982707,0.016613463,2.9583666e-33,0.08517067,0.04870563,0.1486034,0.0,0.08887477,0.04881268
0.0,0.30517054,0.09330599,0.0,0.3189013,0.118896976,0.19293359,0.0,0.16380474,0.0,0.0,0.16621278,0.0,0.0,0.08688629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13131893,0.06312775,0.0,0.0,0.212448,0.0,0.0,0.43849495,0.24025887,0.016213272,9.224874e-36,0.08516773,0.049405083,0.1478696,0.0,0.092842,0.047363143
0.0,0.31045502,0.088840626,0.0,0.32206345,0.1197661,0.19151129,0.0,0.16363023,0.0,0.0,0.16343369,0.0,0.0,0.08715338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12928627,0.062124837,0.0,0.0,0.215876,0.0,0.0,0.43450433,0.23892845,0.015321563,1.7408041e-38,0.0857546,0.047833968,0.1463264,0.0,0.08879652,0.046803895
0.0,0.30827224,0.09200856,0.0,0.31901526,0.11599383,0.19365314,0.0,0.16257359,0.0,0.0,0.1654709,0.0,0.0,0.08489302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12897414,0.06174438,0.0,0.0,0.21569715,0.0,0.0,0.43167078,0.24287626,0.015382635,1.8824e-41,0.082206964,0.0479212,0.14441906,0.0,0.08825275,0.047562774
