total_gen,total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.24058047,0.7994934,0.039242618,0.0,0.4330601,0.58826476,0.42236537,0.61457765,1.0,0.47506112,0.5232747,0.0,0.0,0.44961357,0.7461976,0.5761351,0.5649614,0.6797005,0.41915044,0.55759966,0.26134878,0.13530761,0.36656916,0.2683134,0.0,0.054735936,0.0,0.0,0.10321481,0.13895717,0.0,0.0,0.0,0.17140177,0.41889462,0.48434716,0.5619968,0.44342953,0.46269992,0.20380452,0.9011398,0.72011,0.50667304,0.51030123,0.88504845,0.8348064,0.0,0.0,0.03685041,0.029384835,0.03962738,0.0,0.54881644,0.51241064,0.0,0.13123116,0.23743553,0.0
0.21921903,0.8407537,0.0,0.0,0.44188288,0.58393043,0.4392711,0.6297345,1.0,0.46601263,0.52735204,0.0,0.0,0.44889203,0.78299665,0.59860575,0.57417613,0.7100419,0.42239097,0.5579496,0.24646083,0.09178117,0.35496658,0.25795585,0.0,0.0027136111,0.0,0.0,0.057989765,0.10706315,0.0,0.0,0.0,0.12595212,0.4088665,0.4719032,0.5551253,0.4245766,0.44751194,0.15169646,0.9441831,0.73122054,0.5320621,0.50905776,0.90969557,0.8621984,0.0,0.0,0.0,0.0,0.0,0.0,0.5552556,0.5050011,0.0,0.07829794,0.20601024,0.0
0.20310888,0.87576604,0.0,0.0,0.43620357,0.59916884,0.44088352,0.64128673,1.0,0.46558344,0.5266603,0.0,0.0,0.43935546,0.8084689,0.6423673,0.57901996,0.7192134,0.41374975,0.5626958,0.20917706,0.029382851,0.3361622,0.23150371,0.0,0.0,0.0,0.0,0.00046406785,0.076244555,0.0,0.0,0.0,0.07438817,0.3941037,0.45217288,0.5509803,0.40668124,0.4288488,0.08839424,0.97163683,0.72444373,0.54051554,0.50332713,0.937882,0.89440143,0.0,0.0,0.0,0.0,0.0,0.0,0.5681321,0.48986095,0.0,0.025977815,0.16441596,0.0
0.16406946,0.8903653,0.0,0.0,0.45238772,0.6165994,0.42242864,0.6643088,1.0,0.4579004,0.5109349,0.0,0.0,0.42245203,0.8488146,0.680153,0.59586555,0.74578714,0.40713316,0.5553742,0.1988227,0.0,0.31830248,0.21123946,0.0,0.0,0.0,0.0,0.0,0.039990544,0.0,0.0,0.0,0.011428585,0.3863262,0.44396946,0.54622924,0.39742413,0.42350784,0.032941215,1.0,0.74134135,0.5532953,0.49718174,0.9769194,0.9289783,0.0,0.0,0.0,0.0,0.0,0.0,0.56262505,0.4838912,0.0,0.0,0.14217865,0.0
0.12259994,0.93476564,0.0,0.0,0.44768927,0.64679056,0.41447732,0.6701251,1.0,0.44162577,0.512615,0.0,0.0,0.40570685,0.88838965,0.71234536,0.60231346,0.75440615,0.4060392,0.55297744,0.18223557,0.0,0.306724,0.1879433,0.0,0.0,0.0,0.0,0.0,0.0044918316,0.0,0.0,0.0,0.0,0.37134266,0.42845353,0.5414492,0.38597932,0.39322817,0.0,1.0,0.75604105,0.58797973,0.4652439,1.0,0.9642377,0.0,0.0,0.0,0.0,0.0,0.0,0.5653296,0.5012894,0.0,0.0,0.12262792,0.0
0.09141359,0.9733336,0.0,0.0,0.45249835,0.6754125,0.40686813,0.6860824,1.0,0.42315367,0.5205823,0.0,0.0,0.38468927,0.9263187,0.73630047,0.59643257,0.7645062,0.40899253,0.5460562,0.12874977,0.0,0.28535458,0.16924515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36890715,0.40948987,0.5322902,0.35791835,0.38006127,0.0,1.0,0.77007943,0.60810226,0.4494821,1.0,0.99361324,0.0,0.0,0.0,0.0,0.0,0.0,0.5459329,0.481857,0.0,0.0,0.1245886,0.0
0.035247967,1.0,0.0,0.0,0.4513904,0.71253604,0.39188328,0.70623296,1.0,0.41083285,0.5343475,0.0,0.0,0.380903,0.9493741,0.7735394,0.6030215,0.78855693,0.41468188,0.5485634,0.09045882,0.0,0.2647034,0.15033992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3669421,0.37915412,0.51982504,0.3368486,0.36139262,0.0,1.0,0.78364235,0.6068172,0.42639443,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5507722,0.4882013,0.0,0.0,0.1032312,0.0
0.0,1.0,0.0,0.0,0.4416234,0.7283496,0.3971401,0.71887845,1.0,0.3922624,0.52691555,0.0,0.0,0.38567615,0.9837041,0.8165976,0.6089904,0.81085426,0.407722,0.53561103,0.0659086,0.0,0.24086006,0.12804084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36006442,0.3523914,0.5022904,0.30104414,0.33263808,0.0,1.0,0.8033957,0.62525076,0.40728706,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5432608,0.49081513,0.0,0.0,0.07539648,0.0
0.0,1.0,0.0,0.0,0.42822614,0.7394027,0.3825852,0.7251052,1.0,0.36069003,0.5317603,0.0,0.0,0.36655262,1.0,0.85770047,0.62651527,0.8255312,0.39140064,0.5206891,0.030249013,0.0,0.21136631,0.09987318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35341105,0.3296616,0.49245092,0.28056836,0.31236058,0.0,1.0,0.8145107,0.6374361,0.3749431,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5382487,0.502913,0.0,0.0,0.045365006,0.0
0.0,1.0,0.0,0.0,0.4042618,0.7544856,0.3604162,0.7356466,1.0,0.33537072,0.5507663,0.0,0.0,0.35714507,1.0,0.9054027,0.6242863,0.83874905,0.38842222,0.51649714,0.0,0.0,0.19348778,0.057630602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33760887,0.3065982,0.48097014,0.24568458,0.2786972,0.0,1.0,0.8355173,0.6777912,0.34040222,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5201574,0.4965061,0.0,0.0,0.016516207,0.0
0.0,1.0,0.0,0.0,0.3934361,0.7894774,0.332947,0.7558737,1.0,0.30085295,0.56105447,0.0,0.0,0.3370137,1.0,0.9456453,0.63186824,0.8719591,0.38252887,0.51574385,0.0,0.0,0.1695135,0.03154203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34439385,0.27290645,0.46498302,0.19196974,0.25491628,0.0,1.0,0.85614884,0.70018566,0.30337092,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49974704,0.49695697,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.3653774,0.8128233,0.3232483,0.76246417,1.0,0.26665625,0.55019397,0.0,0.0,0.3218697,1.0,0.99659735,0.64615786,0.8765392,0.3933376,0.5025336,0.0,0.0,0.1385165,0.012051505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3413041,0.23351786,0.44007504,0.17045738,0.23530473,0.0,1.0,0.8719159,0.71949506,0.27234498,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46383294,0.48571992,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.33776158,0.83558965,0.2923694,0.76723343,1.0,0.24467243,0.5705457,0.0,0.0,0.30310196,1.0,1.0,0.66434675,0.89704,0.38919514,0.49168235,0.0,0.0,0.11350948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32584918,0.19555686,0.4196064,0.12298506,0.18599597,0.0,1.0,0.8896025,0.73972195,0.22849683,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4571724,0.4842317,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.30773637,0.8808374,0.27132058,0.7908217,1.0,0.20572793,0.59102,0.0,0.0,0.287428,1.0,1.0,0.68801624,0.92312706,0.37676165,0.47024176,0.0,0.0,0.08645164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31401265,0.15131032,0.40687796,0.07088219,0.13174753,0.0,1.0,0.91853684,0.7772003,0.1879491,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43153566,0.47318536,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.28506675,0.89574546,0.24425508,0.8010031,1.0,0.17873427,0.61234796,0.0,0.0,0.27235726,1.0,1.0,0.69190294,0.945623,0.37764958,0.46626014,0.0,0.0,0.046446227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31533518,0.10003334,0.3800784,0.027759774,0.098277025,0.0,1.0,0.93399763,0.8013011,0.13550143,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4155618,0.4765561,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.26249412,0.9292897,0.21770743,0.8032632,1.0,0.1526577,0.62854683,0.0,0.0,0.24793682,1.0,1.0,0.7030405,0.9521216,0.38401806,0.46182713,0.0,0.0,8.8626664e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288427,0.047943927,0.35912704,0.0,0.053371392,0.0,1.0,0.9550037,0.80829597,0.07617012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42026702,0.48088387,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.22534071,0.96428734,0.1863559,0.8241387,1.0,0.12512675,0.65662366,0.0,0.0,0.22355141,1.0,1.0,0.7236422,0.9710916,0.37189057,0.4522257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2827062,0.0,0.33512548,0.0,0.0057583973,0.0,1.0,0.9773843,0.83749086,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40650317,0.46758935,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.18299705,0.98799586,0.14910297,0.834244,1.0,0.07825794,0.6748406,0.0,0.0,0.19374008,1.0,1.0,0.7454158,0.9813263,0.3681953,0.44134834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27096677,0.0,0.29157388,0.0,0.0,0.0,1.0,1.0,0.86121035,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38502076,0.45218503,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.13210696,1.0,0.11157812,0.84024745,1.0,0.03818187,0.6808081,0.0,0.0,0.17234837,1.0,1.0,0.75647867,0.9946004,0.35837898,0.43520388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2556084,0.0,0.26105663,0.0,0.0,0.0,1.0,1.0,0.87525064,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.360009,0.4345328,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.09583732,1.0,0.090290494,0.85664046,1.0,0.0,0.7172549,0.0,0.0,0.14876407,1.0,1.0,0.7831387,1.0,0.35614255,0.42544284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25297722,0.0,0.22497398,0.0,0.0,0.0,1.0,1.0,0.9054825,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35353154,0.41940024,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.039982487,1.0,0.044505164,0.8904234,1.0,0.0,0.7484452,0.0,0.0,0.113361016,1.0,1.0,0.79258066,1.0,0.35273907,0.4337627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24727699,0.0,0.18012598,0.0,0.0,0.0,1.0,1.0,0.9307418,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34015933,0.41498697,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9147128,1.0,0.0,0.7817597,0.0,0.0,0.08340987,1.0,1.0,0.82093143,1.0,0.3530404,0.4203851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25236273,0.0,0.12818559,0.0,0.0,0.0,1.0,1.0,0.947946,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34938437,0.41798505,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9443872,1.0,0.0,0.8385989,0.0,0.0,0.043601353,1.0,1.0,0.8536286,1.0,0.346634,0.41464356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25506622,0.0,0.075933,0.0,0.0,0.0,1.0,1.0,0.9645415,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34742764,0.41980278,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.96936643,1.0,0.0,0.8773719,0.0,0.0,0.0027469837,1.0,1.0,0.8813591,1.0,0.3442009,0.41369835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22528604,0.0,0.013241789,0.0,0.0,0.0,1.0,1.0,0.99141264,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33509356,0.42585874,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9846765,1.0,0.0,0.9249003,0.0,0.0,0.0,1.0,1.0,0.9063691,1.0,0.34473437,0.40289122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22243458,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31362388,0.42326182,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9553514,0.0,0.0,0.0,1.0,1.0,0.95357376,1.0,0.32955304,0.378649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19728109,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3072989,0.43027604,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9823613,0.0,0.0,0.0,1.0,1.0,0.9836699,1.0,0.30888897,0.38167387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17680867,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28609776,0.4256172,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.30092672,0.37327158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16243649,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2629291,0.43433094,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2817781,0.35754034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14957689,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24330246,0.41664922,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.25782636,0.3656995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13130464,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22323902,0.40955445,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.23785695,0.35036823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09183802,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186683,0.40547952,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.22573555,0.32539186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059236288,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15200938,0.4020816,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.19711842,0.30478305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041075535,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11776884,0.39516318,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.16360073,0.2912689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027923454,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08355491,0.38232434,0.0,0.0,0.0,0.0
