方法,说明,n,前n个字段
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.8767898779238338,gross_inadv_interchange_mw|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_mw|gross_sched_interchange_mw|gen_fuel_other_renewables_mw|gen_fuel_gas_pct|gen_fuel_coal_pct|da_as_as_req_mw_synchronized_reserve|gen_fuel_nuclear_pct|solar_generation_mw|system_energy_price_da|gen_fuel_hydro_mw|gen_fuel_oil_mw|da_as_ss_mw_primary_reserve|total_pjm_assigned_reg|total_pjm_reg_purchases
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.8581709289073582,solar_generation_mw|da_as_ss_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_reg_purchases|gross_sched_interchange_mw|gen_fuel_multiple_fuels_pct|gen_fuel_gas_pct|gross_inadv_interchange_mw|gen_fuel_oil_mw|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|marginal_loss_price_rt|total_lmp_rt|system_energy_price_rt|system_energy_price_da
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.8730405209106393,gross_inadv_interchange_mw|gross_sched_interchange_mw|total_pjm_reg_purchases|gen_fuel_nuclear_mw|gen_fuel_multiple_fuels_pct|gen_fuel_oil_mw|gen_fuel_gas_pct|gen_fuel_other_renewables_mw|gen_fuel_coal_mw|gen_fuel_hydro_pct|solar_generation_mw|gen_fuel_gas_mw|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_pct|prelim_load_avg_hourly|total_pjm_assigned_reg
XGBoost,树模型特征重要性（2016）,0.8780260915181413,gross_inadv_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_hydro_pct|gross_sched_interchange_mw|total_pjm_reg_purchases|gen_fuel_nuclear_mw|prelim_load_avg_hourly|gen_fuel_gas_mw|da_as_as_req_mw_primary_reserve|gen_fuel_multiple_fuels_pct|gen_fuel_multiple_fuels_mw|gen_fuel_other_renewables_pct|gen_fuel_nuclear_pct|gen_fuel_other_renewables_mw|gen_fuel_gas_pct|gen_fuel_solar_mw
Lasso,线性稀疏（1996）,0.868544612414698,gen_fuel_gas_mw|gross_inadv_interchange_mw|prelim_load_avg_hourly|gen_fuel_coal_mw|gen_fuel_gas_pct|gen_fuel_solar_mw|gen_fuel_solar_pct|gen_fuel_coal_pct|gen_fuel_nuclear_mw|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_multiple_fuels_pct|gen_fuel_hydro_pct|da_as_as_req_mw_primary_reserve|gen_fuel_nuclear_pct|gross_sched_interchange_mw|marginal_loss_price_rt
Pearson,相关系数排序（只看两两关系）,0.8416226316119771,gross_inadv_interchange_mw|gross_sched_interchange_mw|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_coal_pct|total_pjm_reg_purchases|prelim_load_avg_hourly|forecast_load_mw_latest_available|total_pjm_rt_load_mwh|gen_fuel_gas_mw|total_pjm_assigned_reg|gen_fuel_solar_pct|system_energy_price_da|gen_fuel_nuclear_pct|solar_generation_mw|gen_fuel_solar_mw
