xi,target,train_rows,test_rows,k_folds,oof_r2,oof_mse,residual_mean,residual_std_value,residual_variance,y_train_variance,gap_energy,final_input_feature_count,final_train_r2,final_train_mse,final_test_r2,final_test_mse,final_best_test_r2,final_best_test_mse,final_best_epoch,xi_dir,ci_feature_count
prelim_load_avg_hourly,net_actual_interchange_mw,5244,1312,5,0.751795330430138,1631867.0,-13.997056007385254,1277.3687744140625,1631671.125,6574683.0,0.24817487597465515,8,0.8811524252405021,781385.125,0.7652443786442835,1462198.625,0.7652443786442835,1462198.625,160,/data1/duhaocun/projects/L1_GATE_DNN/NEW_PROJECT/conditional_residual_compensation_outputs/CenterOn_net_actual_interchange_mw/stage03_oof_residuals/run_20260705_231558/xi=prelim_load_avg_hourly,8
