field,gate_seed_42,gate_seed_43,gate_seed_44,gate_mean,gate_std,selection_frequency,consensus_active
gen_fuel_natural_gas_mw,0.08272716403007507,0.06986621022224426,0.06829672306776047,0.07363003492355347,0.006464476231485605,3,1
gen_fuel_coal_mw,0.0638812780380249,0.06584334373474121,0.05118653550744057,0.060303717851638794,0.00649639405310154,3,1
gen_fuel_solar_mw,0.05791223421692848,0.05271027982234955,0.047936901450157166,0.052853137254714966,0.004073665011674166,3,1
gen_fuel_wind_mw,0.04488762095570564,0.03468969464302063,0.03564697131514549,0.03840809687972069,0.004598353523761034,3,1
area_1_net_export_mw,0.021250663325190544,0.022868281230330467,0.021022211760282516,0.02171371877193451,0.0008217088761739433,3,1
gen_fuel_hydro_mw,0.022123072296380997,0.019308462738990784,0.0216026920825243,0.021011410281062126,0.001222761464305222,3,1
area_1_load_day_ahead_mw,0.0,0.10485851764678955,0.1052640974521637,0.07004087418317795,0.049526650458574295,2,1
system_losses_mw,9.449153108292163e-27,0.03204233571887016,0.025983091443777084,0.019341809675097466,0.013898627832531929,2,1
area_2_net_export_mw,0.0,0.011525039561092854,0.010366852395236492,0.007297297473996878,0.0051815868355333805,2,1
reserve_spin_r1_mw,0.114482581615448,0.0,1.036965409682553e-21,0.038160860538482666,0.05396760627627373,1,0
gen_fuel_nuclear_mw,0.008032103069126606,0.008363256230950356,0.007988679222762585,0.008128013461828232,0.0001672841899562627,0,0
area_1_load_actual_mw,0.0,0.0,0.0,0.0,0.0,0,0
reserve_spin_r2_mw,0.0,0.0,0.0,0.0,0.0,0,0
area_2_load_actual_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_generation_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_load_day_ahead_mw,0.0,0.0,0.0,0.0,0.0,0,0
area_2_load_day_ahead_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_load_actual_mw,0.0,0.0,0.0,0.0,0.0,0,0
reserve_reg_up_mw,0.0,0.0,0.0,0.0,0.0,0,0
reserve_reg_down_mw,0.0,0.0,0.0,0.0,0.0,0,0
area_3_load_day_ahead_mw,0.0,0.0,0.0,0.0,0.0,0,0
reserve_spin_r3_mw,0.0,0.0,0.0,0.0,0.0,0,0
area_3_load_actual_mw,0.0,0.0,0.0,0.0,0.0,0,0
