epoch,train_standardized_mse,validation_standardized_mse,selection_objective,validation_r2,n_active_at_0_01
1,0.5355214193298511,0.13405455648899078,0.6627630144357681,0.8078452200290867,23
2,0.10906375506401993,0.08967255055904388,0.5666824382543564,0.8714627021092254,23
3,0.07899754522725813,0.06873238831758499,0.4997076538205147,0.901478496021139,23
4,0.06601165888483213,0.061731163412332535,0.45247586861252787,0.9115140926264007,23
5,0.06009794632972702,0.05748254433274269,0.4128224720060825,0.9176040934074983,23
6,0.05388032459570901,0.05159825086593628,0.3758545756340027,0.926038695453017,23
7,0.051130076012317824,0.04998507350683212,0.3468759807944298,0.9283510389738091,23
8,0.04962688717486975,0.04779581353068352,0.320474760979414,0.9314891277027508,23
9,0.04712740444349793,0.05100146681070328,0.3017233601212502,0.9268941165592856,23
10,0.049258140065430354,0.04429027810692787,0.27580337777733804,0.9365139990379928,23
11,0.046083375959425056,0.051598623394966125,0.26669093906879426,0.9260381515660037,23
12,0.045738759293677204,0.04977986961603165,0.24963571220636369,0.9286451694150679,23
13,0.04480095760061823,0.051046669483184814,0.2374781346321106,0.9268293251995822,23
14,0.04357766930835543,0.04655710235238075,0.22057497039437293,0.9332647080352587,23
15,0.04337994801213816,0.04409660026431084,0.20669009849429132,0.9367916115253148,23
16,0.04342663502617555,0.04652383178472519,0.19905949920415877,0.9333123981373728,23
17,0.04299559060026084,0.046383365988731384,0.18994187772274018,0.9335137480631761,23
18,0.044018577448611686,0.052274130284786224,0.18747965663671493,0.9250698806645066,23
19,0.043119636372158335,0.049039628356695175,0.17660464987158775,0.9297062423494451,23
20,0.042782442441856076,0.045393627136945724,0.16607847973704337,0.9349324393491991,23
21,0.04271871899542439,0.04442865028977394,0.15886623039841652,0.9363156579423162,23
22,0.04194623494257808,0.04263509809970856,0.15137376844882966,0.938886547737603,23
23,0.042849918440827785,0.04705485701560974,0.15033121466636656,0.9325512372462637,23
24,0.04490468674687767,0.04699144512414932,0.1457865634560585,0.9326421212231395,22
25,0.04165010825525145,0.04534532502293587,0.13972314789891244,0.9350016877472158,22
26,0.040826679836951374,0.0424981415271759,0.13268249630928042,0.9390828587641394,21
27,0.04347653152262362,0.043228939175605774,0.12971276104450224,0.9380353198292312,18
28,0.04201776504991655,0.048223160207271576,0.13140131801366806,0.930876567856034,18
29,0.04283154893378081,0.0578155592083931,0.1378402402997017,0.9171267514635456,18
30,0.042554886134858826,0.0435701459646225,0.12097260415554047,0.9375462452561639,18
31,0.04079177974685105,0.05060552805662155,0.12526083201169969,0.9274616574198553,18
32,0.041370466157609795,0.04577884078025818,0.11817206740379334,0.9343802743055856,18
33,0.04192624696292269,0.04791136831045151,0.11806206315755845,0.9313234942613964,18
34,0.04106309914945703,0.04876747727394104,0.11660033822059632,0.9300963373898311,17
35,0.04402966835843878,0.04505867511034012,0.11098477870225906,0.9354125784451176,17
36,0.04119859980728305,0.045486871153116226,0.1097462858259678,0.9347988058993028,16
37,0.0412025515162177,0.047160472720861435,0.1096606443822384,0.9323998328140416,15
38,0.043656407659734,0.05937046930193901,0.12021070405840874,0.914897911356973,15
39,0.042858412803169495,0.04038242995738983,0.09977076232433318,0.9421155338369596,15
40,0.04093526807906338,0.04690488427877426,0.10474392980337144,0.93276619500732,15
41,0.04066657304652302,0.045767031610012054,0.10222870916128159,0.9343972111854163,13
42,0.041704131270320716,0.05488934740424156,0.11031894907355308,0.9213212069944186,13
43,0.04027461927207205,0.054560337215662,0.10880338683724403,0.9217928024937361,12
44,0.039488913966421575,0.045994553714990616,0.0989866591989994,0.934071067645343,12
45,0.04000138141161525,0.04197922348976135,0.09383310437202454,0.9398266911645392,12
46,0.04005242817748578,0.04616307094693184,0.09696476772427559,0.933829509213458,12
47,0.039420631844441306,0.04143001139163971,0.09134588778018951,0.9406139324037883,12
48,0.041752511519840545,0.04793485254049301,0.09712747186422349,0.9312898326935719,11
49,0.03813683483495135,0.0418623723089695,0.09003505602478981,0.9399941739207966,11
50,0.03800305885565149,0.06083296984434128,0.10829466074705124,0.9128015576807206,10
51,0.042086533310162065,0.04589448869228363,0.09258978784084321,0.9342145277104058,10
52,0.04078361401231396,0.04186401143670082,0.08784736409783364,0.9399918316991069,10
53,0.03999522422054369,0.044712480157613754,0.09016594752669335,0.9359088047054483,10
54,0.03907241743050695,0.042321525514125824,0.08712523072957992,0.9393360254012939,10
55,0.03757209610315155,0.04571268707513809,0.08983230262994767,0.9344750961785372,10
56,0.0381960711049894,0.062223825603723526,0.10583871379494666,0.9108079002538152,10
57,0.03918167077145487,0.041381292045116425,0.084548177421093,0.9406837589420176,10
58,0.04118297037728514,0.042139578610658646,0.08485726431012153,0.9395968283607211,10
59,0.036953586336072576,0.03907328471541405,0.08118509635329246,0.9439920712181725,10
60,0.03812347678255554,0.0552179217338562,0.09694536447525025,0.9208502313228139,10
61,0.040032380093894926,0.037596672773361206,0.07885329127311708,0.9461086634010893,10
62,0.03810339869123022,0.04054911062121391,0.08127126142382622,0.9418766152135698,10
63,0.03690567597863189,0.045624587684869766,0.08601157918572426,0.9346013767489527,10
64,0.03695107478434529,0.03988135606050491,0.07977963238954544,0.942833781908301,10
65,0.03718829096919659,0.054322198033332825,0.09388075172901153,0.9221341482493167,10
66,0.036903937904087844,0.04220208153128624,0.08127469524741174,0.939507223010312,10
67,0.037839837575897275,0.06191837415099144,0.10062212094664574,0.9112457302372741,10
68,0.03954851272150574,0.044976167380809784,0.08347610920667647,0.9355308390939013,10
69,0.03668340044332427,0.04821076989173889,0.08631094574928283,0.9308943284882351,10
70,0.03676333451957461,0.04473898559808731,0.08243937641382218,0.9358708105464111,10
71,0.037346551375355745,0.0436202734708786,0.0810422295331955,0.9374744016900025,10
72,0.03984838232359253,0.053297705948352814,0.09059998780488968,0.92360267072223,10
73,0.0376033279305553,0.04093131050467491,0.0778211210668087,0.9413287756894858,10
74,0.03932681161287394,0.0561758428812027,0.09289363920688629,0.9194771302312573,10
75,0.036863290046135096,0.0421922542154789,0.07860419288277626,0.9395213154432874,10
76,0.0364872661698549,0.044268690049648285,0.08040055364370347,0.9365449423343847,10
77,0.03753118877763882,0.04056448116898537,0.07645057573914528,0.9418545751916922,10
78,0.038682390420976966,0.04378354549407959,0.07943239212036132,0.9372403646707332,10
79,0.03658061839092375,0.04527818411588669,0.08073109835386277,0.9350979120165205,10
80,0.03818065333516424,0.041510891169309616,0.07673660442233085,0.9404980015717052,10
81,0.03570051727090552,0.044354598969221115,0.07938713356852531,0.9364217892250161,10
82,0.035735099203763415,0.03933093696832657,0.07405139595270158,0.9436227492676423,10
83,0.03575639016126454,0.04938136041164398,0.08378373086452484,0.9292163953448453,10
84,0.039109760038578904,0.046669043600559235,0.08103700786828995,0.9331042415486513,10
85,0.035284785545329884,0.04113651067018509,0.07512463361024857,0.9410346276688397,10
86,0.035749295201678515,0.03727680444717407,0.07109867811203002,0.946567163939548,10
87,0.040309311534843434,0.05631301552057266,0.09005334287881851,0.9192804916288229,10
88,0.03904017104137696,0.055301886051893234,0.08897164866328239,0.9207298677575858,10
89,0.04808455343293384,0.04186047241091728,0.07547466680407525,0.9399969025940147,10
90,0.03741308977183926,0.046654682606458664,0.08000598952174187,0.9331248294881164,10
91,0.03570072325740298,0.04348985105752945,0.07657052904367448,0.9376613588910577,10
92,0.038188603267354786,0.04784432426095009,0.08092736497521401,0.9314195917420846,10
93,0.04123602814793044,0.04378757253289223,0.0767047430574894,0.9372345806247038,10
94,0.037227476705241375,0.03927668184041977,0.07201342195272445,0.9437005214295426,10
95,0.03578350869920553,0.052568692713975906,0.08515707209706307,0.9246476473919364,10
96,0.04262679260740361,0.06198534741997719,0.09464558139443398,0.9111497401021834,10
97,0.03829028473339282,0.0434502437710762,0.0759159305691719,0.93771809729917,10
98,0.035048866889299556,0.042562082409858704,0.07474673569202422,0.938991201448071,10
99,0.03551294925582044,0.04326862469315529,0.07542096272110939,0.9379784381197678,10
100,0.037685655090150774,0.03863450512290001,0.07054846748709678,0.9446210161752558,10
101,0.03565887649341807,0.03543408587574959,0.06721038535237311,0.9492085382006943,10
102,0.035300936957090495,0.03827134519815445,0.06984977632761002,0.9451415719189816,10
103,0.03599067475033528,0.039474375545978546,0.07090013056993485,0.9434171543166039,10
104,0.03612146200581891,0.037646759301424026,0.06882888868451119,0.9460368658873842,10
105,0.035241255268852044,0.04419273883104324,0.07520344287157059,0.9366538130895543,10
106,0.035706627714067754,0.05819694697856903,0.08925203502178192,0.9165800496600113,10
107,0.042061317062505904,0.05624903738498688,0.08728167593479157,0.9193722117265919,10
108,0.03589969400314053,0.04289259389042854,0.07364481404423714,0.9385174527579712,10
109,0.03484474033088209,0.038337819278240204,0.06892677277326584,0.94504629695776,10
110,0.03497863261885917,0.04116058349609375,0.07158719062805176,0.9410001203858301,10
111,0.03629555400017414,0.04184447601437569,0.07222837761044502,0.9400198355743292,10
112,0.03573588062703086,0.04184454306960106,0.07212337836623192,0.9400197346932291,10
113,0.03581038752671334,0.037091754376888275,0.06711851447820663,0.946832428963742,10
114,0.03529767923798744,0.048209648579359055,0.0781378512084484,0.930895927248241,10
115,0.03551131801009566,0.04592825099825859,0.07569538518786431,0.9341661329371831,10
116,0.03673474583593025,0.04502171277999878,0.0747555136680603,0.9354655407567408,10
117,0.03460559464152478,0.03747916594147682,0.0670129193365574,0.9462770888526331,10
118,0.03453686832290969,0.0370929129421711,0.06648799732327461,0.9468307460373063,10
119,0.0349068561945748,0.04949791356921196,0.07879410192370415,0.9290493183685453,10
120,0.03454265630583669,0.0466897152364254,0.07587047562003135,0.9330746157373512,10
121,0.03372353056558422,0.03579740226268768,0.0647473019361496,0.948687752695633,10
122,0.03405739175653838,0.0457528680562973,0.07467410027980804,0.9344175062561763,10
123,0.036109355466759044,0.04038628563284874,0.06906337723135948,0.9421099897473868,10
124,0.03506853357266462,0.043651483952999115,0.07222575515508652,0.9374296443656499,10
125,0.033853554115348926,0.04108550772070885,0.0695275543630123,0.9411077396206824,10
126,0.03497692249792888,0.04690021649003029,0.07520548239350319,0.9327728834758856,10
127,0.035002081699199154,0.09180314093828201,0.11992357283830643,0.8684086870406208,10
128,0.04250471899619177,0.04750392958521843,0.07579499527812004,0.9319075185146769,10
129,0.03790771526574759,0.04686697944998741,0.07503109440207481,0.9328205215584819,10
130,0.034165050444195,0.041706062853336334,0.06971446186304092,0.9402182230611627,10
131,0.03468003905746085,0.03914417326450348,0.06700061857700348,0.9438904514244686,10
132,0.03369752574098832,0.03687469661235809,0.06459764659404754,0.9471435447446608,10
133,0.038845895887119244,0.03804926201701164,0.06575635001063347,0.9454599225090541,10
134,0.03429031791862297,0.09622634947299957,0.12382549822330474,0.8620684174125797,10
135,0.042418434645158945,0.036544959992170334,0.06412339493632316,0.9476161980401803,10
136,0.03683892021376201,0.04634802043437958,0.07379136264324188,0.9335643984609927,10
137,0.03532502709093541,0.03502434864640236,0.062351724058389665,0.9497958435561212,10
138,0.03578941910373133,0.03579742833971977,0.06303935930132866,0.9486876952372834,10
139,0.03483426263077195,0.04107356071472168,0.06827068328857422,0.9411248856687051,10
140,0.037137325398657876,0.04268794506788254,0.06971530169248581,0.9388107757339953,10
141,0.03359871367495519,0.03713078424334526,0.06404838249087333,0.9467764765439086,10
142,0.03405095365627989,0.046942055225372314,0.07373198509216308,0.9327129045599147,10
143,0.03479670228832871,0.04401259869337082,0.07071936339139939,0.9369120157886514,10
144,0.03561532232006339,0.0420985221862793,0.06863163948059083,0.9396556900020087,10
145,0.03686308379908545,0.0518321618437767,0.0782596668601036,0.9257033837537708,10
146,0.03830274511746718,0.04993171617388725,0.07641510888934136,0.9284275022959734,10
147,0.03558726355381354,0.03847893327474594,0.06492643922567368,0.9448440176315731,10
148,0.033236225933641214,0.04353354126214981,0.06984620481729507,0.9375987318160426,10
149,0.03696108387059683,0.041544437408447266,0.06777472257614137,0.9404498872812499,9
150,0.034074899692118056,0.045699816197156906,0.07187120005488395,0.93449354126528,10
151,0.03346887754885966,0.08114112913608551,0.1072221690416336,0.8836916901472096,9
152,0.04556474262192874,0.0379919558763504,0.06412264883518219,0.9455420655509219,9
153,0.042215861920594545,0.0405534952878952,0.06684553563594818,0.9418703424899726,9
154,0.03516809880326301,0.0469529964029789,0.07303904548287392,0.9326972236624393,9
