目标,组合数,平均绝对偏差,中位绝对偏差,相关系数,小组合平均绝对偏差,系统性偏差
121号核电机组出力,11.0,0.09187684315792789,0.060144318422078014,0.9622202906351728,0.1177564678410417,-0.07721263724173043
