solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,gross_inadv_interchange_mw
0.14583735,0.30913365,0.057206977,0.22285147,0.4622935,0.32184088,0.4420676,0.19418989,0.56547236,0.2709047,0.40356103,0.22432898,0.5730203,-0.19167703,0.60188365,0.4193794,-0.02671564,0.035638165,0.14442374,0.6712255,0.44116074,0.4003399,0.025608752,0.23090145,0.61110735,0.30315104,0.32707086,0.27440646,0.3045128,-0.12202518,0.45157996,0.13271566,0.76515776,0.31883106
0.1551736,0.30814874,0.04037908,0.21082082,0.46505108,0.33020496,0.4390833,0.18282576,0.58578956,0.2716985,0.427018,0.21715043,0.58574295,-0.24030371,0.6019409,0.40791908,-0.056658834,-0.009441618,0.1151264,0.68519133,0.43604067,0.3861697,-0.026921147,0.22146995,0.61634463,0.32576594,0.3399748,0.25219613,0.28737235,-0.15664534,0.46137348,0.13195147,0.796166,0.29970202
0.13669468,0.27717358,0.011666875,0.21268228,0.4542062,0.3180753,0.43542475,0.17446558,0.5938278,0.29057616,0.43824282,0.19593456,0.59187615,-0.2945553,0.6097764,0.39788952,-0.08160223,-0.032153744,0.08414041,0.6957266,0.42607903,0.36314425,-0.05177786,0.20440656,0.63556546,0.32804555,0.330382,0.22867161,0.27987722,-0.1931897,0.46610108,0.11851375,0.81836563,0.2678349
0.13500084,0.24887015,-0.01937565,0.18234529,0.4592053,0.3041987,0.42514306,0.18623477,0.5879323,0.2892956,0.45923176,0.1720695,0.5913335,-0.3438352,0.614345,0.39748487,-0.08056859,-0.057397567,0.087612525,0.72415906,0.41577926,0.3522001,-0.07905409,0.22513485,0.6579412,0.32629788,0.3298563,0.2179615,0.26916933,-0.240845,0.45453474,0.11302503,0.8494954,0.25999174
0.12679413,0.23285407,-0.048588987,0.1830101,0.45792314,0.30264533,0.41221017,0.20598586,0.58610106,0.2958754,0.48284706,0.17538743,0.6011876,-0.3793434,0.61793226,0.41443503,-0.11695726,-0.08712787,0.06808199,0.746468,0.41196978,0.33296508,-0.09748813,0.23363784,0.6706471,0.34617978,0.3365495,0.21570538,0.27923688,-0.2837923,0.45026717,0.08739999,0.8726239,0.28135836
0.13493223,0.1985516,-0.09041718,0.18710072,0.45619962,0.3112453,0.39475533,0.2208085,0.60641104,0.3091418,0.51571184,0.1575178,0.6044819,-0.41336402,0.6157881,0.40350023,-0.15699305,-0.11877417,0.03800621,0.7561691,0.3942946,0.3136651,-0.11023865,0.22990741,0.68225634,0.34458542,0.35695213,0.19729474,0.27689883,-0.31380817,0.46229914,0.074637204,0.903736,0.27689132
0.12890103,0.1969519,-0.12274292,0.1729999,0.45605686,0.3070309,0.3762813,0.20859863,0.61767936,0.31420308,0.5442711,0.13099757,0.6158868,-0.45707366,0.6122428,0.41479588,-0.1877412,-0.1529643,0.018206127,0.7802949,0.39360967,0.28058636,-0.15659511,0.25522518,0.7091245,0.35467225,0.34968117,0.18766755,0.27460545,-0.35236576,0.45730543,0.06793424,0.9304313,0.24653648
0.12259019,0.17353547,-0.16703965,0.19057813,0.46751252,0.30794543,0.36464655,0.21602745,0.6386516,0.33165655,0.5437119,0.10849154,0.62012434,-0.4919486,0.63148874,0.4107414,-0.22512887,-0.18469661,0.007282786,0.80502284,0.4004441,0.2737988,-0.18853366,0.2638624,0.7212505,0.36137655,0.3523013,0.17621417,0.2747536,-0.3749781,0.45776746,0.04773048,0.95716304,0.24721585
0.13580675,0.15438451,-0.19013399,0.18704064,0.4691704,0.29891548,0.37395146,0.20811775,0.6650159,0.3336959,0.5547,0.09173627,0.6325574,-0.51399446,0.6455334,0.41864985,-0.24636078,-0.2078344,0.0038062618,0.819324,0.39883897,0.24944164,-0.23656352,0.28020114,0.72622734,0.36537424,0.35441807,0.16841283,0.29035202,-0.3924825,0.4565298,0.029369188,0.98545295,0.23667148
0.1192647,0.1472141,-0.22557345,0.16958146,0.47730175,0.30584553,0.3704532,0.21148399,0.6658719,0.34573832,0.57783216,0.065462485,0.6421566,-0.5516487,0.6559169,0.40963745,-0.25946927,-0.2299321,-0.025923245,0.8399352,0.3994549,0.23634516,-0.26211178,0.28991666,0.7392566,0.37195048,0.36549878,0.1772222,0.29065135,-0.40976816,0.45772734,0.031137941,0.9965783,0.218785
0.100530066,0.13134108,-0.26362607,0.17151362,0.47968104,0.29452866,0.3605132,0.20033242,0.68137664,0.35234135,0.6089575,0.049264185,0.6524804,-0.5931369,0.6624404,0.41092685,-0.28962377,-0.26274613,-0.048632562,0.8544703,0.3971373,0.2270982,-0.29341117,0.29727033,0.7619357,0.3742125,0.36087492,0.17918067,0.29723182,-0.44662607,0.44180456,0.015690837,1.0298715,0.20896535
0.10411878,0.1238157,-0.28848708,0.1857836,0.48685423,0.3048858,0.34714225,0.18718433,0.69562787,0.3645156,0.61442286,0.05066088,0.65720206,-0.63269407,0.6713341,0.39992258,-0.32029307,-0.28938782,-0.07630423,0.8675519,0.3930568,0.19494528,-0.3200812,0.3094631,0.7750541,0.3861747,0.3758473,0.16696958,0.29592463,-0.4687941,0.43036488,0.013562591,1.0413939,0.19608936
0.09044959,0.08683918,-0.30006677,0.182148,0.48944104,0.32107845,0.3280243,0.17908803,0.7119138,0.37031186,0.63883513,0.053846754,0.6922707,-0.66362876,0.68324107,0.42248437,-0.3604263,-0.32137105,-0.1067164,0.8776916,0.3955037,0.16934507,-0.34726885,0.32969862,0.78469646,0.38208643,0.37945402,0.18554585,0.29043496,-0.49119478,0.44014,0.0070726615,1.0665072,0.19583474
0.08892164,0.075260736,-0.3246026,0.18256095,0.49901477,0.32201773,0.31832734,0.1780179,0.7323991,0.38366124,0.6758207,0.050979495,0.72270375,-0.69156975,0.6937616,0.43312255,-0.39004868,-0.36723542,-0.13983297,0.8796461,0.3961529,0.15780632,-0.3874243,0.3314386,0.7876492,0.36732948,0.37280488,0.1767415,0.30299744,-0.5171621,0.43456894,-0.007898536,1.0845468,0.19156605
0.09998188,0.0678051,-0.35106373,0.20646684,0.4860808,0.31400508,0.31662592,0.18205339,0.75848734,0.41658735,0.72912097,0.05789834,0.74551255,-0.7130671,0.6958146,0.43019563,-0.41547608,-0.39077422,-0.14192738,0.8945933,0.39436266,0.14542039,-0.40449038,0.35115442,0.7992262,0.37059292,0.39413977,0.18695933,0.28677028,-0.52118933,0.43602672,-0.009767715,1.1178037,0.1925091
0.0944792,0.041568946,-0.37672722,0.21100728,0.5062941,0.31223708,0.3276395,0.18268344,0.7750577,0.41995132,0.746287,0.05645342,0.7559767,-0.73645407,0.70996505,0.43013263,-0.43340263,-0.39641082,-0.15513256,0.90767115,0.3874125,0.14333306,-0.4098422,0.35464087,0.8077957,0.3778701,0.40000045,0.19278137,0.284773,-0.5494367,0.42447197,-0.018408364,1.1431571,0.18767399
0.09323205,0.033380963,-0.4084859,0.22101976,0.5078239,0.3090707,0.32618666,0.19470395,0.7907452,0.43829978,0.76626617,0.047436073,0.75368446,-0.7689176,0.7224516,0.43578807,-0.4214875,-0.41995052,-0.17495011,0.9234682,0.38724783,0.12294496,-0.40987295,0.36266324,0.8082078,0.37292504,0.4090444,0.21417706,0.30013025,-0.5500803,0.43972984,-0.02635801,1.1706917,0.16866507
0.10502736,0.009067758,-0.43127012,0.23917882,0.5280085,0.30215114,0.3203503,0.20861806,0.8153982,0.45148405,0.79288226,0.05162125,0.78382295,-0.80120724,0.73241526,0.41572368,-0.43151918,-0.44051406,-0.21573131,0.94875324,0.38332453,0.093068615,-0.4229018,0.3711757,0.8157364,0.4082888,0.4120143,0.20151351,0.29521915,-0.58954287,0.44634554,-0.042966466,1.2032574,0.17017119
0.11477715,-0.01702679,-0.4629111,0.23222731,0.525661,0.30046645,0.30116677,0.20600422,0.83459365,0.46118507,0.80857956,0.040990528,0.7962051,-0.8214307,0.74462545,0.4081127,-0.43863794,-0.46986958,-0.2440194,0.97908914,0.3777262,0.073857434,-0.45877254,0.37107393,0.8217688,0.41182792,0.42322108,0.2045845,0.29508865,-0.61641544,0.45929208,-0.053610187,1.2237215,0.15499379
0.11732312,-0.024050446,-0.48950458,0.23315585,0.5466269,0.3020073,0.29115877,0.21561626,0.8674059,0.4836561,0.83455217,0.040266894,0.79675263,-0.8544497,0.7573886,0.40456715,-0.4429964,-0.49476844,-0.26801232,0.98283124,0.38822398,0.048055366,-0.46858445,0.39038157,0.83192044,0.42131874,0.4263585,0.2144636,0.3056625,-0.6330396,0.45202705,-0.06328865,1.256899,0.14838754
0.11180222,-0.03607187,-0.5123346,0.22505604,0.55076855,0.30445027,0.28339186,0.22316602,0.8731757,0.4976584,0.87252575,0.043613072,0.80632126,-0.87513185,0.7708816,0.40444368,-0.46185064,-0.49374852,-0.29289427,1.0089304,0.39924785,0.015883181,-0.4820624,0.43031687,0.84667706,0.42121407,0.4576336,0.20398924,0.30730513,-0.65309715,0.4392767,-0.08637223,1.2714682,0.13584436
0.127519,-0.051013816,-0.5426511,0.23499489,0.57653904,0.31175524,0.27196872,0.22381139,0.88206476,0.52664894,0.9063688,0.04594182,0.82570106,-0.896096,0.7861223,0.397798,-0.48341313,-0.5076996,-0.31324434,1.0491037,0.41088235,0.0056091547,-0.49338797,0.46779335,0.8445586,0.4379297,0.45864397,0.19820543,0.30353478,-0.6667464,0.4268208,-0.09404542,1.2947414,0.14730997
0.14070955,-0.06513977,-0.56457764,0.24846414,0.5807402,0.3152075,0.2730938,0.23084971,0.8981486,0.52806383,0.9245854,0.042061415,0.8373114,-0.91750586,0.79472494,0.4085368,-0.50992477,-0.52101356,-0.32900816,1.0516073,0.42176846,-0.04355583,-0.52463585,0.48783004,0.847567,0.44550732,0.46199015,0.18597531,0.3086171,-0.67090833,0.42716795,-0.110084556,1.3256768,0.14541163
0.15902063,-0.093119204,-0.5869881,0.26276702,0.59719765,0.3148314,0.26465634,0.24165255,0.92658323,0.5512562,0.95754474,0.040998273,0.8560317,-0.9338212,0.8052964,0.41284192,-0.53954625,-0.5474045,-0.34693182,1.0676839,0.416896,-0.07395837,-0.5464035,0.52281135,0.84972376,0.45342585,0.46702623,0.19691177,0.34241128,-0.6900273,0.42928544,-0.13349335,1.3702885,0.12895086
0.15166375,-0.11116859,-0.6114586,0.28259167,0.59825426,0.3284921,0.26415467,0.24052826,0.93484104,0.5748267,0.9921275,0.0383807,0.8731932,-0.9523518,0.80848885,0.4096837,-0.5617685,-0.58110505,-0.3706121,1.0675936,0.43086094,-0.0785232,-0.5680577,0.552781,0.8455442,0.4696076,0.47697613,0.19470546,0.34731528,-0.6972484,0.41853496,-0.13019271,1.3947223,0.122832984
0.15253718,-0.119111955,-0.6386996,0.2708335,0.59952414,0.34592068,0.25456256,0.25312623,0.9731462,0.591499,0.9998306,0.012979555,0.8874691,-0.96788824,0.8117114,0.41454414,-0.59919614,-0.603733,-0.4086848,1.0729007,0.43968853,-0.085612334,-0.585803,0.57218075,0.8408575,0.4827704,0.4809517,0.19104625,0.35185292,-0.7076099,0.42320684,-0.14958484,1.4080843,0.13300882
0.16198574,-0.13427216,-0.66796046,0.27413753,0.60946137,0.3516106,0.25112978,0.26094455,0.99229753,0.61364996,1.0054008,0.024653483,0.9131235,-0.984759,0.82157785,0.42722726,-0.61159563,-0.6247837,-0.44572693,1.0756694,0.4381857,-0.10000985,-0.59613764,0.5915557,0.83749074,0.49487644,0.48680988,0.18830948,0.35688567,-0.72055686,0.4380317,-0.1614392,1.4247473,0.1336577
0.1629855,-0.15083261,-0.6751044,0.26918676,0.62151676,0.3597355,0.23234986,0.26509497,1.0032986,0.63129115,1.0290421,0.009891719,0.9354252,-1.0011137,0.81259614,0.42445922,-0.62446845,-0.6261214,-0.4652881,1.097511,0.43038037,-0.11324982,-0.59921795,0.6310743,0.86148995,0.50878805,0.48845118,0.19124648,0.34252584,-0.72877765,0.438193,-0.17902283,1.4373707,0.13606186
0.16097915,-0.15452498,-0.689122,0.27492923,0.6183227,0.36696008,0.22387592,0.25786248,1.0247068,0.6535341,1.0508384,0.00031739415,0.9485666,-1.0159394,0.82576627,0.4348679,-0.6414412,-0.6377862,-0.48830858,1.1158317,0.43215925,-0.13573197,-0.6153897,0.6563688,0.8724172,0.5077663,0.49919593,0.18477687,0.33676556,-0.7309166,0.45010778,-0.18523324,1.4495585,0.13529034
0.13555425,-0.18184164,-0.715931,0.27774417,0.61782277,0.3847008,0.20874052,0.24012102,1.0572338,0.6711801,1.062763,-0.018907031,0.9583633,-1.0270864,0.8420754,0.45070398,-0.6664755,-0.6599374,-0.5092655,1.1320274,0.4265362,-0.15685314,-0.6165867,0.6853163,0.8979533,0.52957386,0.50692934,0.19619417,0.34238893,-0.74346954,0.45310855,-0.19966678,1.4808257,0.11845434
0.123567216,-0.20050472,-0.7190081,0.29704133,0.6317694,0.40475374,0.19236426,0.2382934,1.0804931,0.6858237,1.0954641,-0.022834303,0.9809341,-1.0336955,0.8508322,0.45749816,-0.6726952,-0.6653676,-0.54135054,1.1449759,0.4338186,-0.17698808,-0.6298194,0.69442314,0.90029776,0.54118943,0.5131816,0.19114655,0.33911115,-0.7403777,0.45456645,-0.21985647,1.5009758,0.1337287
0.13280523,-0.21582069,-0.7319014,0.3037912,0.6456979,0.4132983,0.18037827,0.2630533,1.1066992,0.70777375,1.128139,-0.02022982,1.0008242,-1.0514508,0.8545721,0.46772552,-0.6683042,-0.6782434,-0.5650207,1.1556203,0.4391382,-0.19320959,-0.63516974,0.7320439,0.89614815,0.55185044,0.5202628,0.20246416,0.35811427,-0.75443196,0.45965573,-0.24806021,1.5128162,0.11876796
0.14508341,-0.23133202,-0.74681515,0.30860403,0.6360378,0.42965582,0.16413754,0.28303206,1.1246569,0.73541623,1.1465826,-0.011419098,1.0301672,-1.0681487,0.8659935,0.48087385,-0.68141615,-0.69247496,-0.56874526,1.1655676,0.432358,-0.215737,-0.63392895,0.74929225,0.91139925,0.58137864,0.5340545,0.21675023,0.37149072,-0.7723263,0.47260678,-0.26055837,1.5225923,0.115808554
0.16223934,-0.23152693,-0.7702836,0.3072432,0.66818297,0.42287853,0.14548083,0.27268624,1.1358727,0.74361396,1.1478865,-0.011270742,1.0600606,-1.0848209,0.8786002,0.4740703,-0.6975038,-0.69457525,-0.57609147,1.1725098,0.42876875,-0.22264862,-0.66555095,0.75986564,0.90699506,0.5792713,0.5439042,0.21330497,0.3800276,-0.77606124,0.45260483,-0.25863382,1.5347584,0.119307555
0.15141147,-0.24462281,-0.78128284,0.2985376,0.68157744,0.43530267,0.11860432,0.26573825,1.1627617,0.7696591,1.1695181,-0.012435094,1.0798397,-1.1014518,0.90658176,0.46918118,-0.71181756,-0.6964489,-0.60477227,1.1760628,0.4239175,-0.25026527,-0.69408774,0.78291947,0.8999553,0.61502945,0.58209515,0.22456262,0.3779275,-0.7952905,0.45978752,-0.28177217,1.5393707,0.120548554
0.14838637,-0.25513196,-0.78902304,0.29844365,0.6743834,0.4550276,0.12340227,0.2649774,1.1917171,0.78900373,1.1871114,-0.008395287,1.0824875,-1.1109535,0.92389935,0.48305506,-0.70380896,-0.696621,-0.61344516,1.1935954,0.4410342,-0.26630718,-0.7061518,0.8228191,0.90444916,0.61248183,0.59042114,0.20678121,0.3868506,-0.8124803,0.47442353,-0.29272452,1.546866,0.12574503
0.14139035,-0.2663564,-0.81339157,0.29930067,0.66966426,0.4665079,0.09954505,0.256746,1.2181072,0.7894563,1.2100807,-0.024201186,1.0975318,-1.1216248,0.9397539,0.5002107,-0.7230937,-0.73354024,-0.61054003,1.1947219,0.4433737,-0.28915113,-0.73485273,0.84012884,0.9287029,0.63254833,0.598557,0.22151038,0.402487,-0.83593833,0.49657953,-0.30171895,1.5507454,0.13311684
0.1338246,-0.27081695,-0.82237977,0.29370427,0.68570834,0.48017964,0.0850333,0.23875315,1.2323003,0.81064117,1.2124423,-0.026518425,1.1019154,-1.1531088,0.941209,0.500323,-0.71874374,-0.74985814,-0.62245035,1.20545,0.44192207,-0.30699217,-0.74638444,0.861794,0.942721,0.63855445,0.6044692,0.2284444,0.40299216,-0.8509571,0.49239063,-0.3079646,1.5614731,0.1337894
0.13975294,-0.28683046,-0.83717126,0.2970693,0.6908576,0.48815292,0.07022198,0.23140436,1.2458142,0.8313216,1.2285888,-0.042410076,1.106138,-1.161648,0.9473666,0.5143178,-0.7258613,-0.7598145,-0.62812275,1.2002879,0.4432479,-0.31457636,-0.7504191,0.87757933,0.94830287,0.66346425,0.6047438,0.23726203,0.41402012,-0.8668213,0.5047001,-0.33713642,1.5659666,0.14563982
0.13697295,-0.30696124,-0.849633,0.2998715,0.7079821,0.49412197,0.048885018,0.22186446,1.2614366,0.84735775,1.2347908,-0.047606714,1.1250784,-1.1891332,0.9525446,0.52225125,-0.7303896,-0.7693957,-0.6356991,1.2132056,0.4594038,-0.32563064,-0.76858974,0.9103983,0.9579802,0.65754914,0.6282759,0.2472023,0.42590913,-0.8840662,0.5321048,-0.36006707,1.5861992,0.15153378
0.12686433,-0.308817,-0.8688554,0.29421055,0.7100358,0.5104111,0.03943308,0.21532024,1.2658694,0.86267096,1.2399167,-0.054807276,1.147718,-1.2075747,0.9587737,0.5151346,-0.75008607,-0.7766789,-0.6337814,1.2201151,0.47780067,-0.31790403,-0.7808093,0.9105064,0.9549247,0.66092354,0.6299138,0.24282987,0.43996763,-0.8896606,0.5241302,-0.39199924,1.5933058,0.16138797
0.11644177,-0.32841578,-0.8871045,0.28812823,0.7376609,0.5071624,0.030346898,0.21340577,1.2881937,0.87605536,1.2638303,-0.06818847,1.1756669,-1.2186804,0.9659284,0.51899904,-0.7741205,-0.783083,-0.6355532,1.2480786,0.47997203,-0.33528548,-0.79844356,0.936009,0.96421033,0.6538693,0.638702,0.24860288,0.43317923,-0.9014183,0.5362422,-0.40233922,1.6146103,0.15833558
0.12500672,-0.35169914,-0.8916454,0.28125334,0.73970133,0.5297243,0.023569861,0.20065165,1.3012183,0.9256127,1.2716094,-0.07882776,1.2001648,-1.2296667,0.9941312,0.5191435,-0.7778488,-0.7883239,-0.66267526,1.2490916,0.4848057,-0.35148844,-0.7974563,0.9594676,0.9708489,0.65484095,0.6578053,0.25385475,0.4319806,-0.91842234,0.5478015,-0.42375582,1.632501,0.15468885
0.14703448,-0.37065998,-0.90604925,0.27834114,0.74458134,0.5298575,0.011322072,0.20288564,1.3245969,0.9492092,1.2914319,-0.09280125,1.2152867,-1.2406449,1.0113119,0.5122024,-0.79798764,-0.7761466,-0.669479,1.2556434,0.49347368,-0.37359998,-0.8050563,0.9827452,0.9581271,0.6644282,0.6767484,0.24365264,0.43560794,-0.9361255,0.54241604,-0.4248962,1.635145,0.13656528
0.1586352,-0.39434934,-0.90894914,0.2758768,0.7339991,0.5190974,0.004547778,0.20845607,1.3460219,0.95884186,1.321229,-0.09133164,1.2399321,-1.2520394,1.0371186,0.52023005,-0.8134504,-0.7766665,-0.6889045,1.2682772,0.49929357,-0.3905874,-0.8099985,1.0201728,0.96289074,0.67442256,0.6841684,0.22520377,0.433416,-0.93454945,0.5428358,-0.43447408,1.650632,0.15752088
0.15506482,-0.4177321,-0.9438076,0.285783,0.74516535,0.53511184,-0.014053194,0.20208213,1.360048,0.96656066,1.3344659,-0.09016152,1.2600203,-1.2509285,1.0442245,0.5265458,-0.8098376,-0.78545076,-0.700265,1.2778294,0.48324198,-0.4061074,-0.81917596,1.042514,0.96876985,0.67894536,0.69041485,0.22891547,0.4231149,-0.948285,0.54385644,-0.4481372,1.6566988,0.17090712
0.17140874,-0.43000412,-0.95047516,0.2699233,0.7405392,0.54343396,-0.03983897,0.21197979,1.3590634,0.97219837,1.354433,-0.1148237,1.2704495,-1.2582982,1.0518365,0.55830634,-0.80284816,-0.7858676,-0.73078084,1.3004904,0.49719447,-0.4105683,-0.8369908,1.0548961,0.9735221,0.6846782,0.70407873,0.21681665,0.43544856,-0.9515236,0.53687876,-0.45882657,1.6722544,0.16908753
0.16665955,-0.4558651,-0.95426476,0.2644191,0.7649029,0.55322796,-0.06552438,0.1913054,1.3519927,0.97461444,1.3830712,-0.13867986,1.2833894,-1.2696751,1.0657322,0.5628619,-0.81228304,-0.791687,-0.7454869,1.3162445,0.50787085,-0.42092612,-0.8509909,1.06026,0.985073,0.71816695,0.6996947,0.21366473,0.4444589,-0.9673647,0.5506384,-0.47250986,1.6843818,0.16893806
0.16570133,-0.46891168,-0.9676001,0.2687725,0.7859554,0.56101614,-0.087921835,0.20495932,1.3651268,1.0005018,1.4074105,-0.1466858,1.3030726,-1.2811018,1.0743922,0.58693254,-0.82699645,-0.82519704,-0.7565699,1.3172646,0.5023592,-0.4360011,-0.861515,1.0814161,0.9854852,0.76777387,0.71521693,0.19591604,0.45855382,-0.9784539,0.5568628,-0.49254578,1.7095068,0.19045807
0.1510763,-0.4865886,-0.96166694,0.27968624,0.79968303,0.5637302,-0.10227312,0.21902394,1.3916373,1.0317668,1.4331828,-0.13651171,1.3146563,-1.2927318,1.0991963,0.5828452,-0.8420779,-0.8356875,-0.76811224,1.3389518,0.5066493,-0.45771784,-0.86272097,1.1086097,0.98862725,0.7710308,0.72846746,0.19519465,0.46864414,-0.98428446,0.57029104,-0.5086763,1.7236046,0.18359257
0.15501414,-0.512756,-0.9680226,0.28787893,0.81263006,0.5848849,-0.106610745,0.20119573,1.3917505,1.0543525,1.4374585,-0.14716667,1.3301371,-1.3044901,1.1286466,0.6048653,-0.8540355,-0.8401067,-0.7852818,1.3550006,0.5042365,-0.47973025,-0.88712543,1.1298457,0.99552214,0.77658725,0.7374878,0.19970946,0.4703566,-0.99118894,0.60740113,-0.51343983,1.7396284,0.17702097
0.14755999,-0.521669,-0.97530496,0.29971257,0.8225499,0.59304464,-0.12581764,0.19243425,1.4114625,1.0743805,1.4606183,-0.17137493,1.3394759,-1.3163491,1.1400341,0.6149583,-0.88626903,-0.8387201,-0.7893727,1.3623029,0.5080903,-0.4975687,-0.9055811,1.1614017,0.99854875,0.7826556,0.74177325,0.19674227,0.48382017,-0.9997189,0.60839283,-0.51291,1.7554384,0.17425252
