area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day,day_of_week,month_of_year,is_weekend
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.50532734,0.49380624,0.44842592,0.4737351,0.4847746,0.47613573,0.44033012,0.49464405,0.49863988,0.5494153,0.4828413,0.48076588,0.51639885,0.50841725,0.5054028,0.4956837,0.45813674,0.4442756,0.4565959,0.5525767,0.48403737,0.45084196,0.41171518,0.47283792,0.3922165,0.5332537,0.50671464,0.5392962,0.4831304,0.5034329,0.46890348,0.54776675,0.46163613,0.46993288,0.4654966,0.44665772,0.51991254,0.5145632,0.45631137,0.4255545,0.39876232,0.39094988,0.4465517
0.5224987,0.46023014,0.41201636,0.45319638,0.5047987,0.4343066,0.3853182,0.4870916,0.4809916,0.58879113,0.53127486,0.5245458,0.54174095,0.4919898,0.47639275,0.54208255,0.46326184,0.41304177,0.4134807,0.63595694,0.49844012,0.5373357,0.42054752,0.42947608,0.35040346,0.6318681,0.53192055,0.54850584,0.47360098,0.53120106,0.46402892,0.58692616,0.4299174,0.48611954,0.4456165,0.41179252,0.5593508,0.54181767,0.39704606,0.40463048,0.29714733,0.29407924,0.4022122
0.53623277,0.42938122,0.37412176,0.4301855,0.5267254,0.39033192,0.33388004,0.47796676,0.46316358,0.61083376,0.5480917,0.53432035,0.5607733,0.46222782,0.45731592,0.5928934,0.48164493,0.37264085,0.37690532,0.68722373,0.50344294,0.6129749,0.4396897,0.3851373,0.30772677,0.6925613,0.53753644,0.5857375,0.46474555,0.5737703,0.44822034,0.5984098,0.3974237,0.49364778,0.42382395,0.36641815,0.59912074,0.558582,0.36010757,0.38329437,0.2065282,0.21960433,0.35258922
0.5507433,0.3968298,0.32232344,0.41639102,0.5399242,0.34686914,0.29686114,0.46295717,0.44944564,0.630311,0.5523624,0.5379811,0.5809558,0.44861653,0.41367266,0.65691024,0.49874544,0.32620093,0.3627534,0.71740097,0.5196351,0.6597218,0.44268832,0.33570763,0.2919748,0.7557651,0.5348926,0.60796523,0.4604768,0.6112479,0.445426,0.61854887,0.37611905,0.49532118,0.41500524,0.3300612,0.62151724,0.57519066,0.31018156,0.35646197,0.119211964,0.14328687,0.31359723
0.5674261,0.36019295,0.27638438,0.3853112,0.5579031,0.3073735,0.24766141,0.4527626,0.42392272,0.6469146,0.5658461,0.566012,0.59130883,0.42838264,0.38512385,0.6869576,0.51849467,0.280553,0.3425531,0.7493773,0.52385265,0.72624296,0.46445605,0.28627855,0.27011785,0.7980235,0.5525824,0.6348396,0.44034433,0.66448015,0.4285244,0.6306723,0.3543398,0.5061565,0.4090458,0.28054884,0.6429862,0.58984745,0.26765746,0.32461828,0.034068797,0.06254947,0.2715084
0.57645285,0.3433298,0.23009928,0.3614916,0.5692135,0.26702848,0.20859659,0.43795514,0.41101074,0.6734989,0.58341706,0.57414365,0.6001533,0.4090732,0.3658985,0.7313392,0.5258072,0.20739298,0.32324925,0.7538935,0.5301917,0.77972275,0.46971095,0.21657565,0.25926468,0.83589137,0.54261065,0.6534303,0.43195578,0.70956475,0.41866362,0.64136094,0.33309615,0.5451716,0.39233094,0.24459273,0.6448868,0.60793036,0.22176379,0.2956807,-0.05157942,-0.0028016448,0.2302242
0.5849834,0.31886297,0.19107927,0.33298674,0.58570147,0.21844521,0.15845244,0.4247671,0.3851122,0.6819219,0.58619237,0.5844017,0.6224104,0.39015648,0.33709005,0.77955997,0.5276216,0.14984706,0.31524143,0.7650314,0.53843325,0.8541311,0.47043672,0.13829249,0.26277825,0.8704912,0.5463918,0.65490973,0.43169108,0.74747825,0.4157483,0.65661925,0.31194738,0.55912006,0.37986386,0.18410607,0.6618691,0.6323961,0.17192098,0.25849852,-0.1485877,-0.07117556,0.18647374
0.595098,0.30001712,0.13409612,0.3115995,0.6041981,0.19021668,0.10590782,0.41559854,0.35935533,0.69268125,0.5905788,0.58547634,0.64556456,0.36810037,0.30984914,0.8203241,0.5405603,0.07960802,0.3086967,0.77841794,0.55506825,0.9005495,0.48217428,0.06919769,0.23991351,0.9052692,0.5520218,0.66263676,0.42297474,0.8097164,0.4148612,0.66866755,0.2945473,0.60202616,0.36539257,0.13594417,0.6785434,0.6671248,0.10863444,0.22961739,-0.24383387,-0.13179818,0.14242595
0.6088237,0.2825963,0.08066206,0.28455898,0.6294086,0.15430391,0.05147189,0.39248818,0.33420807,0.70894253,0.586465,0.5840681,0.6592029,0.35295635,0.28422394,0.8564793,0.5560622,0.0053857095,0.3018265,0.79521036,0.55753565,0.96187276,0.49987334,0.0071812207,0.22277005,0.9482332,0.5450091,0.6860732,0.41244435,0.8786208,0.40513623,0.6966558,0.2649765,0.6325819,0.33726937,0.093651086,0.6914233,0.6945084,0.056816302,0.20344701,-0.3376415,-0.20855409,0.08297125
