选中字段,替身对象,残差比
da_as_as_mw_thirty_minutes_reserve,da_as_total_mw_thirty_minutes_reserve,9.117723462555773e-15
forecast_load_mw_latest_available,total_pjm_rt_load_mwh,0.08837821368724472
forecast_load_mw_latest_available,prelim_load_avg_hourly,0.08844876143096084
forecast_load_mw_latest_available,metered_load_mw,0.0884864236560745
