feature,score,selected
marginal_loss_price_rt,62.0,True
gen_fuel_coal_mw,61.0,True
gen_fuel_nuclear_mw,60.0,True
forecast_load_mw_day_ahead,59.0,True
gen_fuel_other_renewables_mw,58.0,True
gen_fuel_multiple_fuels_mw,57.0,True
gen_fuel_coal_pct,56.0,True
system_energy_price_rt,55.0,True
gross_actual_interchange_mw,54.0,True
gen_fuel_gas_pct,53.0,True
total_lmp_rt,52.0,True
marginal_loss_price_da,51.0,True
wind_generation_mw,50.0,True
gross_sched_interchange_mw,49.0,True
da_as_total_mw_thirty_minutes_reserve,48.0,True
da_as_as_req_mw_primary_reserve,47.0,True
net_actual_interchange_mw,46.0,True
net_sched_interchange_mw,45.0,True
gross_inadv_interchange_mw,44.0,True
gen_fuel_oil_pct,43.0,True
gen_fuel_nuclear_pct,42.0,False
congestion_price_rt,41.0,False
metered_load_mw,40.0,False
gen_fuel_hydro_pct,39.0,False
da_as_ss_mw_synchronized_reserve,38.0,False
congestion_price_da,37.0,False
system_energy_price_da,36.0,False
da_as_as_req_mw_thirty_minutes_reserve,35.0,False
solar_generation_mw,34.0,False
da_as_mcp_synchronized_reserve,33.0,False
prelim_load_avg_hourly,32.0,False
total_pjm_rmpcp_cr,31.0,False
da_as_nsr_mw_primary_reserve,30.0,False
rmccp,29.0,False
total_pjm_reg_purchases,28.0,False
gen_fuel_wind_mw,27.0,False
total_pjm_self_sched_reg,26.0,False
gen_fuel_storage_mw,25.0,False
gen_fuel_solar_pct,24.0,False
total_pjm_assigned_reg,23.0,False
da_as_total_mw_synchronized_reserve,22.0,False
net_inadv_interchange_mw,21.0,False
total_pjm_loc_credit,20.0,False
gen_fuel_other_renewables_pct,19.0,False
gen_fuel_gas_mw,18.0,False
gen_fuel_hydro_mw,17.0,False
da_as_as_mw_thirty_minutes_reserve,16.0,False
da_as_ss_mw_primary_reserve,15.0,False
total_lmp_da,14.0,False
total_gen,13.0,False
total_pjm_rt_load_mwh,12.0,False
da_as_total_mw_primary_reserve,11.0,False
da_as_mcp_primary_reserve,10.0,False
gen_fuel_oil_mw,9.0,False
gen_fuel_solar_mw,8.0,False
total_pjm_rmccp_cr,7.0,False
gen_fuel_wind_pct,6.0,False
da_as_as_req_mw_synchronized_reserve,5.0,False
da_as_as_mw_synchronized_reserve,4.0,False
da_as_as_mw_primary_reserve,3.0,False
forecast_load_mw_latest_available,2.0,False
da_as_ss_mw_thirty_minutes_reserve,1.0,False
gen_fuel_multiple_fuels_pct,,False
gen_fuel_storage_pct,,False
rmpcp,,False
da_as_mcp_thirty_minutes_reserve,,False
da_as_ircmwt2_primary_reserve,,False
da_as_ircmwt2_synchronized_reserve,,False
da_as_ircmwt2_thirty_minutes_reserve,,False
