k,DGatingDNN,STG,LassoNet,XGBoost,Lasso,Pearson
1,0.0711899384586605,0.0711899384586605,0.676657925817397,0.6464289839478002,0.2551535094363999,0.676657925817397
3,0.4929777277630851,0.8456662367798208,0.8505649093868893,0.850491605203027,0.8849169979395106,0.7008042895170401
7,0.9744064221028588,0.9302884696822822,0.9371676689666932,0.9089292559808222,0.964223440573228,0.879818509995017
12,0.9895217945113814,0.9816120396608606,0.9636795787581138,0.9685399685404186,0.9875889912309039,0.9548906846217049
19,0.9915795492606524,0.9912776366296846,0.9821890740825279,0.9888294628511836,0.9889750360674943,0.9823373339803864
35,0.9918944256287239,0.9920731278941437,0.9921140651441034,0.9922895535612252,0.9921738084394224,0.9923359187414951
