epoch,train_loss,train_r2,test_loss,test_r2,train_total_loss,train_mse_loss,train_reg_loss
1,0.14185332157542785,0.8581466674804688,0.15096897251699884,0.8485230207443237,0.32467050655409013,0.32467050655409013,0.0
2,0.12937260481218496,0.8706274032592773,0.13553117048080382,0.8640127778053284,0.13482665296614205,0.13482665296614205,0.0
3,0.10959680283922685,0.890403151512146,0.11961678003458535,0.8799806833267212,0.11986411914982106,0.11986411914982106,0.0
4,0.10843472855726946,0.8915652632713318,0.11944814938116291,0.8801499009132385,0.11036084312626658,0.11036084312626658,0.0
5,0.09680536825031247,0.9031946063041687,0.10806052576427318,0.891575813293457,0.10234886840662014,0.10234886840662014,0.0
6,0.09023658397233275,0.9097633957862854,0.10649966141506689,0.8931419849395752,0.09455479937924506,0.09455479937924506,0.0
7,0.0881713894142697,0.9118286371231079,0.10029366811456746,0.8993688225746155,0.08991540619703732,0.08991540619703732,0.0
8,0.07702190587063189,0.9229781031608582,0.09326055993381292,0.9064255952835083,0.08583272725756208,0.08583272725756208,0.0
9,0.07326223706129138,0.9267377257347107,0.08899588716220638,0.9107046127319336,0.07849846313894646,0.07849846313894646,0.0
10,0.06670941152933084,0.9332906007766724,0.08533144457325272,0.9143813848495483,0.07415804033567407,0.07415804033567407,0.0
11,0.06322037322461588,0.9367796182632446,0.08374526577504122,0.9159729480743408,0.07184316612967209,0.07184316612967209,0.0
12,0.06531060685841664,0.9346894025802612,0.0900067011421742,0.9096904397010803,0.0670863502530262,0.0670863502530262,0.0
13,0.05894834965947998,0.9410516619682312,0.08419973918632286,0.9155169129371643,0.06440091482257326,0.06440091482257326,0.0
14,0.05693947791640719,0.9430605173110962,0.07719898639357389,0.9225412607192993,0.06114952193177624,0.06114952193177624,0.0
15,0.0529865865424471,0.9470134377479553,0.07906513163165006,0.9206688404083252,0.05879720650213562,0.05879720650213562,0.0
16,0.05137124728755898,0.9486287236213684,0.07698574077899326,0.9227551817893982,0.057198322231915344,0.057198322231915344,0.0
17,0.05839365609861978,0.941606342792511,0.07971514986411213,0.9200165867805481,0.05479195794158671,0.05479195794158671,0.0
18,0.04738856930621649,0.9526114463806152,0.0728556306726516,0.9268991947174072,0.0537134867574016,0.0537134867574016,0.0
19,0.04531873286367909,0.9546812772750854,0.07499442989916698,0.9247531890869141,0.05124353272436382,0.05124353272436382,0.0
20,0.046619740616717295,0.9533802270889282,0.0752089062033723,0.9245380163192749,0.05163496435719827,0.05163496435719827,0.0
21,0.04689157820523602,0.9531084299087524,0.07570498138155839,0.9240402579307556,0.0474744215357802,0.0474744215357802,0.0
22,0.042135112828545304,0.9578648805618286,0.07139392995347851,0.9283658266067505,0.05609252359866926,0.05609252359866926,0.0
23,0.040075085424078144,0.9599249362945557,0.06807361337777278,0.9316973090171814,0.045595096103149595,0.045595096103149595,0.0
24,0.04090997790301125,0.959089994430542,0.07238630286617774,0.9273701310157776,0.04276890896386191,0.04276890896386191,0.0
25,0.04102972918615323,0.9589702486991882,0.06891084537250267,0.930857241153717,0.04336137301129072,0.04336137301129072,0.0
26,0.038404646181803385,0.961595356464386,0.07208073565302646,0.9276766777038574,0.04230652396146157,0.04230652396146157,0.0
27,0.036846593142482856,0.9631534218788147,0.0676044372365423,0.9321680665016174,0.03992648753890402,0.03992648753890402,0.0
28,0.03490252636365601,0.9650974869728088,0.0668457847037544,0.932929277420044,0.039802810341464226,0.039802810341464226,0.0
29,0.0346111488952748,0.965388834476471,0.06551579594373975,0.9342637658119202,0.03962915195641214,0.03962915195641214,0.0
30,0.03276987004170373,0.9672301411628723,0.06631701625033057,0.9334598183631897,0.03779146671093167,0.03779146671093167,0.0
31,0.03265454493155788,0.9673454761505127,0.06612092222099843,0.9336565732955933,0.03699007857809923,0.03699007857809923,0.0
32,0.03765677458013421,0.9623432159423828,0.06686502077178733,0.9329099655151367,0.03787783639012202,0.03787783639012202,0.0
33,0.03410249324855671,0.9658975005149841,0.06589310116572603,0.9338851571083069,0.036445164770211126,0.036445164770211126,0.0
34,0.03546824308375926,0.9645317792892456,0.06822402367036637,0.9315463900566101,0.035540542959716155,0.035540542959716155,0.0
35,0.03215506322310863,0.9678449630737305,0.0665805365796707,0.9331954121589661,0.037715099196451544,0.037715099196451544,0.0
36,0.030534062688196393,0.9694659113883972,0.06540668674544793,0.9343731999397278,0.03334675802951296,0.03334675802951296,0.0
37,0.03855019896642037,0.9614498019218445,0.07508303750238327,0.924664318561554,0.034808862197944324,0.034808862197944324,0.0
38,0.03048187464934914,0.9695181250572205,0.0638155503555724,0.9359697103500366,0.03264164785401615,0.03264164785401615,0.0
