area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.7328158,0.6580064,0.7251143,0.67561424,0.8021621,0.6663028,0.6852603,0.7052449,0.6838307,1.1620002,0.83721465,0.8381388,0.90992534,0.82412046,0.76943654,0.6836404,0.6732337,0.678989,0.95823205,0.67075366,0.9045463,0.6779582,1.0426707,0.86909914
0.6421728,0.44575715,0.5326811,0.4478586,0.70020705,0.4601601,0.5130732,0.47208193,0.49808553,1.1295791,0.66928893,0.71444535,0.79313153,0.6359509,0.5446558,0.51529264,0.47160062,0.4820029,0.92428064,0.4807878,0.7586863,0.45126364,0.8671343,0.6862932
0.57049966,0.29158604,0.38931337,0.2921822,0.60574013,0.30829892,0.39035866,0.3140696,0.34727538,1.0590451,0.5348707,0.587925,0.6793282,0.47594288,0.38407528,0.4029392,0.3181872,0.32908502,0.83316445,0.35877836,0.6293504,0.31418833,0.7341762,0.5491451
0.5095255,0.18474978,0.2804329,0.18277653,0.5264292,0.20152736,0.3085456,0.20578152,0.22977886,0.98423797,0.4145823,0.50838685,0.60214853,0.35459304,0.27179238,0.3193514,0.2078626,0.22838022,0.759323,0.2657908,0.5270478,0.22961354,0.6233965,0.43880737
0.46115,0.11365951,0.20289835,0.109554574,0.46470547,0.12828028,0.25439817,0.13066272,0.14706326,0.921544,0.311779,0.43375674,0.5298989,0.26099628,0.1884036,0.25541297,0.13193423,0.15977164,0.703074,0.19607571,0.44238403,0.17398445,0.5259215,0.35124242
0.42497283,0.06892231,0.14511088,0.06271582,0.41898403,0.08075844,0.20961851,0.07891877,0.089373976,0.8706898,0.23133498,0.38078564,0.4734385,0.1876997,0.1288862,0.2045731,0.0813126,0.10964338,0.6510464,0.14784576,0.37982076,0.13525856,0.4435009,0.28652412
0.39515087,0.040645726,0.10496768,0.03421775,0.38086346,0.04976521,0.1807513,0.04643639,0.0525537,0.8225657,0.16786788,0.3316798,0.42478862,0.13531506,0.084841825,0.1637197,0.048719488,0.075755715,0.6109237,0.109353274,0.32202917,0.11073207,0.37108555,0.23010382
0.36646566,0.022986487,0.077574834,0.017600305,0.34534147,0.029686362,0.15894766,0.025832666,0.029257696,0.7819742,0.11831599,0.29640648,0.38486928,0.09824062,0.05475019,0.1296126,0.028124318,0.05195252,0.5744068,0.080149814,0.28187457,0.094860226,0.31261182,0.19571407
0.34774664,0.012284294,0.056123056,0.0084721325,0.32085913,0.016775748,0.14253768,0.013619705,0.015407296,0.7437639,0.0817662,0.26753014,0.35445705,0.07193447,0.033297453,0.10323056,0.015196346,0.03419139,0.54542214,0.05762121,0.24576606,0.083238974,0.26260233,0.16805159
