area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw
0.37507382,0.0,0.0,0.014338482,0.0,0.14902355,0.30501044,0.25418934,0.2419233,7.405406e-17,0.029571056,0.0,0.05174527,0.0,0.0,0.5262774,0.35512412,0.053556625,0.047313668
0.3733567,0.0,0.0,0.012053426,0.0,0.14602862,0.30260098,0.2517708,0.2363357,4.8007305e-18,0.030313125,0.0,0.047877688,0.0,0.0,0.5209333,0.3509893,0.05361311,0.044642728
0.36977023,0.0,0.0,0.009969265,0.0,0.1487689,0.30321014,0.24975988,0.23432115,2.5099493e-19,0.029518548,0.0,0.043879926,0.0,0.0,0.5160151,0.34851915,0.052979626,0.040935654
0.37117502,0.0,0.0,0.00821617,0.0,0.14356205,0.29791096,0.24667664,0.23227301,1.0390453e-20,0.028730458,0.0,0.040657323,0.0,0.0,0.5114572,0.34362522,0.051868863,0.038504507
0.36949745,0.0,0.0,0.006642423,0.0,0.14457938,0.29736978,0.24303831,0.23039697,3.337494e-22,0.027728751,0.0,0.037198674,0.0,0.0,0.51074964,0.34104767,0.05072487,0.036134887
0.36544117,0.0,0.0,0.005264151,0.0,0.14190987,0.29946125,0.23762739,0.23022954,8.134086e-24,0.028637491,0.0,0.033603813,0.0,0.0,0.50404334,0.3354386,0.050581235,0.033969622
0.3677011,0.0,0.0,0.004140068,0.0,0.14598925,0.290843,0.23521894,0.22559574,1.4673692e-25,0.029115377,0.0,0.03072608,0.0,0.0,0.49954852,0.33074296,0.050884183,0.03135926
0.36070734,0.0,0.0,0.0031549598,0.0,0.14084484,0.2955749,0.235939,0.22076425,1.9061108e-27,0.02781102,0.0,0.027129406,0.0,0.0,0.49497914,0.3279794,0.053276468,0.029424414
0.36005685,0.0,0.0,0.002379463,0.0,0.13719125,0.28799093,0.22975571,0.21950102,1.7289297e-29,0.027036801,0.0,0.024296667,0.0,0.0,0.49110726,0.32472208,0.05087166,0.026539698
0.35885936,0.0,0.0,0.001754997,0.0,0.13718426,0.28620863,0.22757818,0.22120045,1.0578876e-31,0.026564764,0.0,0.021532483,0.0,0.0,0.48836654,0.32281744,0.048788182,0.023868445
0.36102238,0.0,0.0,0.0012696825,0.0,0.14200768,0.2849891,0.22384387,0.21560019,4.199733e-34,0.026605427,0.0,0.01915872,0.0,0.0,0.48430362,0.31922632,0.05020911,0.022784963
0.35898474,0.0,0.0,0.00089176925,0.0,0.14099558,0.2820249,0.22249866,0.21311164,1.034919e-36,0.027622253,0.0,0.016673954,0.0,0.0,0.48007685,0.3141588,0.051074445,0.020299263
0.35708186,0.0,0.0,0.00061104505,0.0,0.13588193,0.28041285,0.22051346,0.21126108,1.504811e-39,0.026995007,0.0,0.014412874,0.0,0.0,0.47733492,0.31264758,0.049925428,0.01841194
0.3568096,0.0,0.0,0.00040766905,0.0,0.13585222,0.27688497,0.21913867,0.20817675,1.218e-42,0.027389549,0.0,0.012440959,0.0,0.0,0.4730888,0.3083588,0.049158398,0.015818814
0.35595652,0.0,0.0,0.00026354572,0.0,0.13703659,0.27724224,0.21325918,0.20776305,0.0,0.025712268,0.0,0.010554634,0.0,0.0,0.47050607,0.30417517,0.050629854,0.013793434
0.35135433,0.0,0.0,0.00016484427,0.0,0.13214421,0.275164,0.21114135,0.2070849,0.0,0.02631721,0.0,0.008776257,0.0,0.0,0.46524152,0.30267867,0.050476164,0.011692336
0.35187098,0.0,0.0,9.9752346e-05,0.0,0.13124204,0.27575877,0.2100734,0.20240776,0.0,0.0265198,0.0,0.0073096203,0.0,0.0,0.46345708,0.2997456,0.048955947,0.01024426
0.35074994,0.0,0.0,5.8105303e-05,0.0,0.13302463,0.2724861,0.20820287,0.20006627,0.0,0.025961041,0.0,0.005967528,0.0,0.0,0.45962816,0.29718068,0.050706632,0.008710136
0.3525485,0.0,0.0,3.2542765e-05,0.0,0.13039692,0.2673828,0.20373958,0.19846681,0.0,0.026120387,0.0,0.0048567243,0.0,0.0,0.45445856,0.29297253,0.047496688,0.0069267363
0.3528205,0.0,0.0,1.744823e-05,0.0,0.1317104,0.26666525,0.2027215,0.19745935,0.0,0.025370406,0.0,0.0038615076,0.0,0.0,0.45244464,0.29027835,0.04774539,0.0056740544
0.3480518,0.0,0.0,8.929396e-06,0.0,0.13023797,0.26608378,0.19991101,0.19630817,0.0,0.024758702,0.0,0.0029971686,0.0,0.0,0.45027307,0.28788915,0.047330454,0.0046238373
0.34603083,0.0,0.0,4.348903e-06,0.0,0.1290139,0.26311955,0.20125568,0.19075279,0.0,0.02628899,0.0,0.0022954897,0.0,0.0,0.4477554,0.28392586,0.048013218,0.0036019154
0.34213898,0.0,0.0,2.0074765e-06,0.0,0.12851465,0.2630668,0.19730927,0.19198535,0.0,0.026162364,0.0,0.001713937,0.0,0.0,0.44242316,0.2802469,0.048145454,0.002726025
0.34334445,0.0,0.0,8.7492407e-07,0.0,0.12635684,0.26083943,0.19314882,0.19091387,0.0,0.025591083,0.0,0.0012629636,0.0,0.0,0.44165033,0.2793445,0.046460047,0.0020316716
0.33871987,0.0,0.0,3.5839446e-07,0.0,0.12503344,0.26118225,0.19187179,0.18881656,0.0,0.025245335,0.0,0.00090415805,0.0,0.0,0.43656954,0.27598426,0.047530793,0.0014689581
0.33643794,0.0,0.0,1.3734359e-07,0.0,0.1246111,0.25730485,0.19004954,0.18746115,0.0,0.026048562,0.0,0.000633618,0.0,0.0,0.43334803,0.2748181,0.04705685,0.0010309735
0.33759788,0.0,0.0,4.8987175e-08,0.0,0.12585281,0.25506005,0.1890413,0.18597636,0.0,0.02543881,0.0,0.00043330848,0.0,0.0,0.42960432,0.2705972,0.04731703,0.0006937211
0.3386878,0.0,0.0,1.6172807e-08,0.0,0.12321238,0.25545225,0.18687473,0.18282539,0.0,0.026862819,0.0,0.0002879797,0.0,0.0,0.42770234,0.267704,0.046988785,0.0004551892
0.33470196,0.0,0.0,4.91277e-09,0.0,0.123224996,0.25437766,0.18514054,0.18237853,0.0,0.025242565,0.0,0.00018515867,0.0,0.0,0.42551294,0.26522234,0.04601533,0.00029009787
0.33333257,0.0,0.0,1.3642857e-09,0.0,0.12534654,0.24979414,0.1849538,0.18178158,0.0,0.024981955,0.0,0.00011538392,0.0,0.0,0.4213665,0.26244822,0.04778703,0.00017781179
0.3306769,0.0,0.0,3.4394418e-10,0.0,0.12171481,0.25130194,0.18149321,0.18007733,0.0,0.025521819,0.0,6.9409136e-05,0.0,0.0,0.41928625,0.25984532,0.04766974,0.00010486111
0.32720315,0.0,0.0,7.812509e-11,0.0,0.120379545,0.24877974,0.18050468,0.18085164,0.0,0.025412139,0.0,4.0187748e-05,0.0,0.0,0.41670865,0.2579379,0.047524888,5.9326518e-05
0.32771125,0.0,0.0,1.5858112e-11,0.0,0.12126355,0.24755555,0.17967847,0.1748085,0.0,0.0257251,0.0,2.236372e-05,0.0,0.0,0.41368455,0.2571136,0.04696493,3.2242046e-05
0.3263472,0.0,0.0,2.851056e-12,0.0,0.11643651,0.24884568,0.17724729,0.17615275,0.0,0.025165016,0.0,1.1910493e-05,0.0,0.0,0.41069552,0.25347406,0.04999947,1.6702097e-05
0.32543004,0.0,0.0,4.4962932e-13,0.0,0.11969113,0.2450365,0.17561388,0.17377716,0.0,0.025251238,0.0,6.0548473e-06,0.0,0.0,0.40740088,0.25276142,0.04823861,8.220496e-06
0.32473645,0.0,0.0,6.1550686e-14,0.0,0.11935084,0.24359997,0.17627425,0.17157796,0.0,0.025587248,0.0,2.926445e-06,0.0,0.0,0.40637776,0.25016028,0.04750992,3.847692e-06
0.32498473,0.0,0.0,7.230529e-15,0.0,0.12176894,0.2423255,0.17164855,0.1719585,0.0,0.026256256,0.0,1.3399824e-06,0.0,0.0,0.402939,0.24760714,0.04596107,1.6999602e-06
0.3235282,0.0,0.0,7.1986096e-16,0.0,0.12011941,0.23868342,0.17173588,0.17110287,0.0,0.026033705,0.0,5.7880203e-07,0.0,0.0,0.4000067,0.2451373,0.046472523,7.072884e-07
0.3209354,0.0,0.0,5.991724e-17,0.0,0.11831429,0.23738667,0.16992894,0.16833988,0.0,0.026103625,0.0,2.3483248e-07,0.0,0.0,0.3980566,0.24415156,0.044719335,2.7548e-07
0.32094926,0.0,0.0,4.1078273e-18,0.0,0.118867315,0.23556831,0.1700653,0.16614674,0.0,0.026587734,0.0,8.907059e-08,0.0,0.0,0.39385176,0.24202415,0.047037188,1.0001971e-07
0.31734374,0.0,0.0,2.282134e-19,0.0,0.114228785,0.23736198,0.16742289,0.16699973,0.0,0.02591684,0.0,3.1417667e-08,0.0,0.0,0.39264846,0.24001388,0.04537314,3.365544e-08
0.31727716,0.0,0.0,1.0091531e-20,0.0,0.11441356,0.23350139,0.16677251,0.16453232,0.0,0.026508488,0.0,1.0248742e-08,0.0,0.0,0.38889566,0.23861319,0.045035485,1.0436933e-08
0.3144177,0.0,0.0,3.4825303e-22,0.0,0.11449361,0.23551615,0.16449946,0.16436356,0.0,0.026231421,0.0,3.0732903e-09,0.0,0.0,0.3871423,0.23827812,0.045032106,2.9633065e-09
0.31413898,0.0,0.0,9.17713e-24,0.0,0.115962684,0.23171058,0.1645612,0.16231407,0.0,0.025511874,0.0,8.416641e-10,0.0,0.0,0.38489556,0.23455171,0.045703646,7.651699e-10
0.31177983,0.0,0.0,1.8027367e-25,0.0,0.1168613,0.23105624,0.1632478,0.16182962,0.0,0.02567077,0.0,2.0902938e-10,0.0,0.0,0.3812833,0.23254178,0.043625753,1.7835147e-10
0.31174052,0.0,0.0,2.570141e-27,0.0,0.112969264,0.23106736,0.1622845,0.1607049,0.0,0.026369859,0.0,4.67179e-11,0.0,0.0,0.3806955,0.23169509,0.04565414,3.722481e-11
0.30848527,0.0,0.0,2.5812234e-29,0.0,0.11203168,0.22950152,0.1595433,0.15898079,0.0,0.026216324,0.0,9.318853e-12,0.0,0.0,0.37859395,0.23035017,0.043939494,6.8967497e-12
0.30895966,0.0,0.0,1.7661443e-31,0.0,0.10918746,0.22846481,0.15718631,0.15756479,0.0,0.026376067,0.0,1.6441159e-12,0.0,0.0,0.37657976,0.22938332,0.04404049,1.1235508e-12
0.3069596,0.0,0.0,7.928809e-34,0.0,0.1126131,0.22540244,0.15621166,0.1555205,0.0,0.026814513,0.0,2.5406405e-13,0.0,0.0,0.3709949,0.22509757,0.044289716,1.5929612e-13
0.30795354,0.0,0.0,2.2378531e-36,0.0,0.11289593,0.22546345,0.15677014,0.15560186,0.0,0.026637822,0.0,3.402292e-14,0.0,0.0,0.3700118,0.22473958,0.043251827,1.9436238e-14
0.30067,0.0,0.0,3.7819e-39,0.0,0.10919933,0.2242593,0.1552459,0.15318373,0.0,0.026759116,0.0,3.9028707e-15,0.0,0.0,0.36728662,0.22159192,0.04577067,2.0160818e-15
0.30303633,0.0,0.0,3.617e-42,0.0,0.109958746,0.22117475,0.15473352,0.15216802,0.0,0.027495302,0.0,3.786955e-16,0.0,0.0,0.3647402,0.22105038,0.045328114,1.7542919e-16
0.30434725,0.0,0.0,1e-45,0.0,0.10972446,0.21877407,0.15325496,0.1518189,0.0,0.028333021,0.0,3.0654655e-17,0.0,0.0,0.36295244,0.21959005,0.0471638,1.2620102e-17
0.298515,0.0,0.0,0.0,0.0,0.10851561,0.22107433,0.1521775,0.15090826,0.0,0.027860932,0.0,2.0391363e-18,0.0,0.0,0.35950994,0.21669427,0.045159902,7.3868376e-19
