area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.89732206,0.79233783,0.6658227,0.80822265,0.8387581,0.8243863,0.70660555,0.89832985,0.7984661,0.9198877,0.74931216,0.8740982,0.91258943,0.68567175,0.709886,0.934457,0.8139146,0.7041412,0.7706913,1.1330928,0.9775058
0.83582145,0.623836,0.46202788,0.66708255,0.74601346,0.62262315,0.54559654,0.7655567,0.625372,0.81151533,0.6270385,0.75416875,0.85424685,0.56537724,0.54277074,1.0015168,0.83137167,0.49685973,0.6568245,1.0649081,0.8780346
0.7822404,0.5776974,0.3376832,0.5659764,0.6641143,0.4999866,0.43254736,0.6618526,0.51328456,0.69937027,0.5265258,0.65477675,0.79834294,0.532842,0.44476172,1.0424246,0.8405291,0.3584707,0.5977947,0.9946833,0.78006095
0.7319713,0.5512725,0.24959546,0.4998021,0.5808216,0.418648,0.34019598,0.55895686,0.42427027,0.6260204,0.4383453,0.5825456,0.74005955,0.5036289,0.36920673,1.050212,0.82553464,0.25866252,0.53848845,0.9338866,0.7030176
0.680189,0.5150235,0.19099422,0.43130395,0.504009,0.35374597,0.2646892,0.4659378,0.34373108,0.5750304,0.36620387,0.51947623,0.6918466,0.47147927,0.32192022,1.0387598,0.8090519,0.18184185,0.48252448,0.882879,0.6481965
0.6421185,0.49515384,0.14670499,0.3808223,0.43909022,0.31405166,0.20725739,0.38978738,0.28618562,0.53723526,0.3074467,0.47068632,0.6499791,0.45055795,0.28141958,1.0246656,0.785519,0.12640451,0.4454226,0.8406586,0.59443116
0.60566115,0.4771365,0.112636216,0.33523074,0.38116607,0.2782881,0.16077271,0.32799634,0.23868741,0.51050025,0.25456572,0.4191197,0.61346906,0.4336003,0.25377002,1.005711,0.766283,0.08515869,0.4134208,0.80680585,0.54979694
0.57041305,0.45783728,0.084677756,0.290574,0.32426056,0.24648924,0.12490373,0.2729533,0.19713096,0.4844152,0.21111827,0.37524626,0.57561976,0.41385162,0.23319314,0.9893486,0.7329919,0.056340024,0.38201457,0.7811302,0.502988
0.540798,0.44223338,0.06338722,0.24970664,0.27853978,0.22181174,0.09434695,0.22068287,0.159365,0.4619501,0.17485027,0.33192858,0.54473174,0.39377335,0.21581037,0.96602565,0.7159167,0.036501754,0.3632193,0.74131924,0.47137955
0.51225835,0.43060425,0.046441313,0.21754032,0.23461877,0.19961888,0.07027028,0.1784266,0.12964487,0.4417028,0.14200214,0.2952294,0.5120798,0.38058126,0.20024921,0.94671977,0.6876741,0.022622118,0.3423092,0.71539825,0.4353259
0.48525327,0.412245,0.033583205,0.18380846,0.1990067,0.17757073,0.051508367,0.14253362,0.10238531,0.4236312,0.11735227,0.2587767,0.4864755,0.36020488,0.1922942,0.9297488,0.6758099,0.013104043,0.32882366,0.687355,0.40954238
0.46229723,0.4017632,0.023058176,0.15464866,0.16522132,0.15966184,0.036095843,0.11031293,0.08152393,0.40198997,0.09420473,0.22694868,0.46020657,0.34902632,0.18047836,0.9110775,0.64798546,0.00708161,0.31655106,0.6648975,0.38262966
0.43522912,0.39116997,0.015156454,0.1310145,0.13479824,0.14287855,0.024342958,0.08582115,0.06430289,0.38633177,0.07647777,0.19902897,0.4315181,0.33700246,0.17458402,0.8945039,0.6335062,0.0036073215,0.30710676,0.64216375,0.36263657
0.41182894,0.38014308,0.009539203,0.108628966,0.109104656,0.12676907,0.015634473,0.06536587,0.04928743,0.37600717,0.060793307,0.17493556,0.40631875,0.3237784,0.16902235,0.8778657,0.6202605,0.0016924433,0.29749614,0.6185387,0.3432623
0.39301318,0.36800516,0.005702002,0.08885957,0.08909844,0.11233993,0.009474387,0.0485518,0.037237205,0.36460444,0.047443908,0.15216455,0.38730243,0.31122008,0.165585,0.8664601,0.5989789,0.0007425543,0.28700086,0.59779847,0.3282802
0.36935246,0.36264992,0.0032498133,0.07176127,0.071084656,0.10040832,0.00545828,0.035040576,0.02753117,0.35143223,0.037799574,0.1340308,0.36556998,0.3018656,0.16017169,0.8443136,0.591562,0.00030083227,0.27827796,0.5780028,0.31113887
0.35194632,0.35272825,0.0017382512,0.05611207,0.05556395,0.08773523,0.0029360652,0.024857022,0.019993097,0.33963978,0.029001998,0.11459504,0.34638834,0.29021204,0.15560092,0.83416283,0.5752368,0.00011292013,0.27058008,0.5623237,0.29619294
0.3353304,0.34486103,0.0008834202,0.043900453,0.043300472,0.07686472,0.0015003678,0.017020576,0.014117513,0.32113528,0.021745173,0.101195596,0.3282998,0.28078356,0.14943662,0.81715816,0.56870246,3.9075705e-05,0.26536554,0.54804945,0.28610122
0.3143352,0.33825982,0.0004211892,0.033488695,0.03274109,0.06690536,0.0007172274,0.011590022,0.009797842,0.31160933,0.01599252,0.088999294,0.30893433,0.27184835,0.14375181,0.80525786,0.55580723,1.2387469e-05,0.26029065,0.5306382,0.27130327
0.30174047,0.32637745,0.00018956352,0.024710832,0.0242435,0.056610927,0.0003229613,0.0074972603,0.006588496,0.3024715,0.0111492425,0.075251065,0.29408124,0.26138973,0.14375708,0.7933239,0.5376764,3.575812e-06,0.25433898,0.5149287,0.26268443
0.287068,0.32022876,7.98898e-05,0.018051337,0.017606724,0.048230365,0.0001354973,0.0047000134,0.0042937887,0.29353097,0.0076611913,0.065760426,0.27745616,0.25313744,0.14043066,0.7830518,0.5345503,9.341914e-07,0.24896887,0.49828246,0.25237423
