gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,system_energy_price_da,system_energy_price_rt,marginal_loss_price_rt,gross_inadv_interchange_mw
0.027551873,0.01824227,0.0,0.0,0.07966987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19697401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01092292,0.0,0.051963337,0.0,3.4572565e-13,0.013850224
0.02736382,0.018752536,0.0,0.0,0.078999616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1947052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010447321,0.0,0.051673505,0.0,1.9719386e-14,0.013999611
0.027469875,0.018247519,0.0,0.0,0.0782591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19276848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010376332,0.0,0.05165922,0.0,8.972635e-16,0.014393416
0.027273752,0.017742122,0.0,0.0,0.077393994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19119357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103417635,0.0,0.051190063,0.0,3.1941073e-17,0.013893214
0.027248226,0.017439151,0.0,0.0,0.07691587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1878724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105734635,0.0,0.050476406,0.0,8.706508e-19,0.014665556
0.02673826,0.01765756,0.0,0.0,0.07705842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18657435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099011045,0.0,0.05022343,0.0,1.7744961e-20,0.014944528
0.026600957,0.017104305,0.0,0.0,0.07642052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18449265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010584097,0.0,0.05069722,0.0,2.633748e-22,0.01468303
0.026537724,0.01720531,0.0,0.0,0.076194264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1837219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010787216,0.0,0.050383426,0.0,2.7641528e-24,0.014774687
0.026791532,0.016493242,0.0,0.0,0.07581435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18218778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010250106,0.0,0.05108714,0.0,1.9848463e-26,0.014522008
0.026837194,0.017201835,0.0,0.0,0.07487433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18018077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010339664,0.0,0.05041455,0.0,9.396335e-29,0.01419471
0.026648024,0.016664807,0.0,0.0,0.073852524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1779724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010639337,0.0,0.050067786,0.0,2.8119221e-31,0.013593154
0.025896426,0.016824307,0.0,0.0,0.07374718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17599596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009714599,0.0,0.0489299,0.0,5.070199e-34,0.014178782
0.025746202,0.016528688,0.0,0.0,0.073936895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17472042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00992768,0.0,0.049360473,0.0,5.2121195e-37,0.014228714
0.025920935,0.017025044,0.0,0.0,0.073134005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1726623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010192117,0.0,0.049296673,0.0,2.8641e-40,0.013808956
0.026101155,0.016548194,0.0,0.0,0.072078414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17160177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010469735,0.0,0.04846659,0.0,7.8e-44,0.013812853
0.026251934,0.016682977,0.0,0.0,0.071547635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16971946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009949311,0.0,0.048003856,0.0,0.0,0.013090607
0.026049841,0.016167529,0.0,0.0,0.07151209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16754916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010201944,0.0,0.047836017,0.0,0.0,0.013321889
0.025888897,0.016517142,0.0,0.0,0.07044595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16671354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009952789,0.0,0.04766787,0.0,0.0,0.013285232
0.024900548,0.015896149,0.0,0.0,0.07133474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1650875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009858301,0.0,0.047016017,0.0,0.0,0.013711519
0.025428122,0.015923439,0.0,0.0,0.06976315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16323651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009531899,0.0,0.04630702,0.0,0.0,0.012877557
0.025698416,0.015501951,0.0,0.0,0.06993312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16221975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009943574,0.0,0.04659738,0.0,0.0,0.013146579
0.02512759,0.015565743,0.0,0.0,0.069389455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16043027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009984897,0.0,0.046022244,0.0,0.0,0.013289442
0.025300924,0.015672266,0.0,0.0,0.06847158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15889478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009506644,0.0,0.045891255,0.0,0.0,0.012875821
0.024597047,0.015527666,0.0,0.0,0.06828003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009438784,0.0,0.045177232,0.0,0.0,0.013316147
0.024497855,0.01538396,0.0,0.0,0.06776798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15679161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093711745,0.0,0.04558951,0.0,0.0,0.013812771
0.02471731,0.015768807,0.0,0.0,0.06742479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1550464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009481898,0.0,0.045403734,0.0,0.0,0.0130140735
0.024622614,0.015875075,0.0,0.0,0.06736839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1548506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009567664,0.0,0.04598432,0.0,0.0,0.0130541185
0.024796695,0.015443579,0.0,0.0,0.06697106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15317892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009366069,0.0,0.04651061,0.0,0.0,0.012278554
0.02370139,0.014800735,0.0,0.0,0.066488065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15227772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009741472,0.0,0.04617569,0.0,0.0,0.013406467
0.023996979,0.014393842,0.0,0.0,0.06610055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15089858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008918474,0.0,0.046343047,0.0,0.0,0.013357315
0.02413822,0.014932946,0.0,0.0,0.06540671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14962563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009306863,0.0,0.04584487,0.0,0.0,0.012986812
0.024249177,0.015050896,0.0,0.0,0.06583983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14802071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00896189,0.0,0.04648776,0.0,0.0,0.012621323
0.024286918,0.014969166,0.0,0.0,0.06482975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14697239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009673305,0.0,0.04590072,0.0,0.0,0.012721421
0.023821345,0.015427524,0.0,0.0,0.064409085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1466535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009250308,0.0,0.045761492,0.0,0.0,0.012567956
0.023803564,0.0145351775,0.0,0.0,0.064145796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1457636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00957426,0.0,0.045377024,0.0,0.0,0.013158556
0.02390944,0.015074288,0.0,0.0,0.06374131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14404403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009079963,0.0,0.04519982,0.0,0.0,0.013336881
0.024019228,0.014312146,0.0,0.0,0.06326701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008461063,0.0,0.045018487,0.0,0.0,0.0131447725
0.023660235,0.014736554,0.0,0.0,0.06321346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14163198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008940818,0.0,0.045207713,0.0,0.0,0.013576107
0.023161035,0.014185064,0.0,0.0,0.06266933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14079562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008773607,0.0,0.045051333,0.0,0.0,0.013586197
0.023277318,0.0141102495,0.0,0.0,0.062268294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13991992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009091183,0.0,0.04465062,0.0,0.0,0.012746632
0.022947052,0.014043062,0.0,0.0,0.062321708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13828558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008985686,0.0,0.045069832,0.0,0.0,0.0125699295
0.022734161,0.013926931,0.0,0.0,0.06192638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1378548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009154012,0.0,0.04407256,0.0,0.0,0.013189399
0.022667643,0.013877889,0.0,0.0,0.06200495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13662402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008507547,0.0,0.044113148,0.0,0.0,0.01389446
0.023027394,0.014006999,0.0,0.0,0.061860044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13549061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008654914,0.0,0.04362935,0.0,0.0,0.013247876
0.023080144,0.013969345,0.0,0.0,0.06120153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13455187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008731132,0.0,0.04396047,0.0,0.0,0.013412851
0.022286955,0.013692387,0.0,0.0,0.060995907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1339705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009062242,0.0,0.043955248,0.0,0.0,0.01329019
0.022256928,0.013437252,0.0,0.0,0.060058627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13296165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008469797,0.0,0.044061676,0.0,0.0,0.013171167
0.022387113,0.013398451,0.0,0.0,0.059830785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13178511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008628824,0.0,0.043142304,0.0,0.0,0.013301688
0.02210633,0.013441043,0.0,0.0,0.05944912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13101067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00906063,0.0,0.0429564,0.0,0.0,0.013018313
0.022629337,0.013330598,0.0,0.0,0.05946097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13069645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008925927,0.0,0.04292622,0.0,0.0,0.013475691
0.02232483,0.013502046,0.0,0.0,0.059214275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12878507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009021416,0.0,0.04292399,0.0,0.0,0.0133973835
0.022108754,0.013420723,0.0,0.0,0.05947278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1287582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00859077,0.0,0.043127317,0.0,0.0,0.013133169
0.022313861,0.013550505,0.0,0.0,0.058633674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12771364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008523064,0.0,0.042969868,0.0,0.0,0.012982147
0.022309834,0.013335193,0.0,0.0,0.059085142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1268351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008583137,0.0,0.042293727,0.0,0.0,0.01379886
0.0220083,0.013634467,0.0,0.0,0.0582514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12653592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008686003,0.0,0.04223954,0.0,0.0,0.0130502
0.021964747,0.013704011,0.0,0.0,0.058234826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1258516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008236216,0.0,0.041967455,0.0,0.0,0.013806255
0.022152372,0.013669596,0.0,0.0,0.057291567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1245104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008988735,0.0,0.041457895,0.0,0.0,0.014111076
0.02162807,0.0133927725,0.0,0.0,0.05748477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124122225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008784253,0.0,0.04123355,0.0,0.0,0.013061596
0.021494798,0.013099993,0.0,0.0,0.056947805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12283348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008964571,0.0,0.04055419,0.0,0.0,0.012956388
0.021499395,0.012857365,0.0,0.0,0.05682969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121793605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009235963,0.0,0.040218823,0.0,0.0,0.012707654
0.021041477,0.012615734,0.0,0.0,0.05697266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12081705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009147672,0.0,0.04015776,0.0,0.0,0.013387975
0.0212712,0.012670416,0.0,0.0,0.056553632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12106601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008778427,0.0,0.040138595,0.0,0.0,0.013597193
0.021978695,0.012599488,0.0,0.0,0.056523915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12004486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008557062,0.0,0.039932813,0.0,0.0,0.013208434
0.021617245,0.012810218,0.0,0.0,0.05658927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11888301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009027956,0.0,0.04075717,0.0,0.0,0.013191945
0.02167257,0.012890431,0.0,0.0,0.055996377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11790034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008802031,0.0,0.040411543,0.0,0.0,0.013546848
0.021584045,0.012736606,0.0,0.0,0.055461116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117605604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087097045,0.0,0.040089246,0.0,0.0,0.012933259
0.021884806,0.012307128,0.0,0.0,0.05537537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116817854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008320619,0.0,0.039460745,0.0,0.0,0.012926654
0.021684984,0.01247503,0.0,0.0,0.055447657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11701742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008617114,0.0,0.039465938,0.0,0.0,0.013340478
0.021658769,0.012646648,0.0,0.0,0.054917924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116072215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00838918,0.0,0.039318427,0.0,0.0,0.013366302
0.021290563,0.012371802,0.0,0.0,0.054772053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11547679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008342499,0.0,0.04021816,0.0,0.0,0.0131549295
0.02163999,0.012702808,0.0,0.0,0.054693885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11469703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008453416,0.0,0.040266998,0.0,0.0,0.01329433
0.021563299,0.012174047,0.0,0.0,0.054933786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11405404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008499151,0.0,0.03928935,0.0,0.0,0.012956992
0.021513654,0.012418939,0.0,0.0,0.055364434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11352439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007985569,0.0,0.039131388,0.0,0.0,0.013408905
0.02155906,0.011983218,0.0,0.0,0.054276224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11431677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008546676,0.0,0.03899639,0.0,0.0,0.012826085
0.021724442,0.012314826,0.0,0.0,0.05357167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112501964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008652501,0.0,0.038703572,0.0,0.0,0.013077944
0.021344494,0.012136232,0.0,0.0,0.053618185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112425044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008509897,0.0,0.038404223,0.0,0.0,0.01322899
0.021278882,0.0122349905,0.0,0.0,0.0541549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11141625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008481923,0.0,0.038007252,0.0,0.0,0.012712344
0.020929424,0.011819567,0.0,0.0,0.054279443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11141555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008123506,0.0,0.038207486,0.0,0.0,0.013059509
0.021373339,0.011963518,0.0,0.0,0.052671574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1101189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00785994,0.0,0.037853885,0.0,0.0,0.0128203435
0.021379743,0.011921431,0.0,0.0,0.05278195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10973895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008188612,0.0,0.03718451,0.0,0.0,0.013224796
0.021186352,0.011603588,0.0,0.0,0.053871837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10966714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008216255,0.0,0.036848538,0.0,0.0,0.012492384
0.021382106,0.011764045,0.0,0.0,0.052747242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10825903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008199516,0.0,0.037404083,0.0,0.0,0.012871208
0.021195123,0.01180295,0.0,0.0,0.05229986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10821878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008496812,0.0,0.036972955,0.0,0.0,0.01330534
0.020972999,0.011899041,0.0,0.0,0.052743983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10793689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008348566,0.0,0.036425635,0.0,0.0,0.012616714
0.020491328,0.0114113465,0.0,0.0,0.0524564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107296765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008092548,0.0,0.036801413,0.0,0.0,0.012604015
0.020777341,0.011799535,0.0,0.0,0.052396785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10746447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008707596,0.0,0.036679067,0.0,0.0,0.012055001
0.02098711,0.01170257,0.0,0.0,0.0519825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10599723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080719385,0.0,0.036721036,0.0,0.0,0.01260233
0.020344611,0.011302189,0.0,0.0,0.051778764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10571189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00865753,0.0,0.036851775,0.0,0.0,0.012767247
0.020551523,0.011734832,0.0,0.0,0.051737558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10565474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008255495,0.0,0.036834203,0.0,0.0,0.01292958
0.020971857,0.01162478,0.0,0.0,0.051165763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10587984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008583223,0.0,0.036586378,0.0,0.0,0.013165182
0.020905375,0.011495273,0.0,0.0,0.051207382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10528223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082656415,0.0,0.036742788,0.0,0.0,0.013468835
0.020958778,0.012026543,0.0,0.0,0.051171996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10417391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007829279,0.0,0.03644944,0.0,0.0,0.01320712
0.02083716,0.011796241,0.0,0.0,0.05153377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10416052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00834892,0.0,0.03631508,0.0,0.0,0.012626882
0.020673517,0.011718895,0.0,0.0,0.05107918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10404736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008193355,0.0,0.03653236,0.0,0.0,0.0131406
0.020837972,0.01193339,0.0,0.0,0.05105859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008515696,0.0,0.03699378,0.0,0.0,0.012826916
0.020811087,0.011558325,0.0,0.0,0.050405797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10258885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007759222,0.0,0.03615662,0.0,0.0,0.0127596585
0.020167513,0.011539995,0.0,0.0,0.051022068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10172018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008042058,0.0,0.036263842,0.0,0.0,0.01286123
0.02029559,0.011719889,0.0,0.0,0.050587032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10168021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008101737,0.0,0.03679607,0.0,0.0,0.012173
0.0205479,0.011779388,0.0,0.0,0.05046069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10149289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008009014,0.0,0.03593942,0.0,0.0,0.012602595
0.020339448,0.011603868,0.0,0.0,0.05005671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10150094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073524145,0.0,0.03596979,0.0,0.0,0.012753898
0.020040033,0.012121431,0.0,0.0,0.050178606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100548305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007700135,0.0,0.035523772,0.0,0.0,0.012563109
0.019860188,0.011899484,0.0,0.0,0.050030846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1002132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077825035,0.0,0.03541649,0.0,0.0,0.012868867
0.019995257,0.012088363,0.0,0.0,0.050083917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099482134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007681616,0.0,0.035123695,0.0,0.0,0.012310407
0.020138115,0.012155934,0.0,0.0,0.04923908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09852607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078950925,0.0,0.035051156,0.0,0.0,0.012502269
0.020139854,0.012260586,0.0,0.0,0.04935817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09843739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074258097,0.0,0.035444543,0.0,0.0,0.0124613745
0.020149771,0.012756607,0.0,0.0,0.05031386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09829886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007982079,0.0,0.034804888,0.0,0.0,0.013270751
0.020421233,0.012099879,0.0,0.0,0.049291544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0978717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074331546,0.0,0.035068102,0.0,0.0,0.012853286
