area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.7923679,0.8417247,0.6551325,0.9005747,0.8560201,0.7867741,0.717868,0.7874595,0.7143391,1.0433607,0.7597857,0.6871869,1.0733674,0.7373474,0.67845136,1.013075,0.7244209,0.8269816,0.6898716,1.009401,0.74931115
0.70500946,0.6482339,0.49466324,0.7222429,0.79228365,0.61764646,0.55554694,0.588672,0.479429,0.9243205,0.5785538,0.49103847,1.0280058,0.6794175,0.4882806,1.0961235,0.49130386,0.64722127,0.52221066,0.8710414,0.601835
0.63729733,0.5418949,0.38351277,0.57213604,0.7315625,0.48341915,0.444747,0.43797737,0.32133383,0.83698547,0.4531577,0.35353673,0.9688577,0.64039844,0.37361562,1.089089,0.35517618,0.5082,0.42141128,0.7706662,0.49372008
0.57985216,0.45902234,0.2966899,0.4464355,0.67275625,0.36844417,0.35639247,0.32011843,0.20780289,0.76670533,0.3603214,0.25576618,0.91273147,0.59973824,0.2865273,1.0581602,0.28640428,0.3981872,0.35427538,0.6889047,0.41128746
0.527886,0.38509274,0.21940339,0.3382132,0.6207694,0.27348545,0.28347176,0.22758844,0.12815025,0.6988969,0.2854484,0.17804942,0.8624032,0.56564677,0.21687597,1.0214266,0.23451571,0.31514832,0.30546308,0.6304685,0.3527069
0.4824517,0.3265895,0.16581391,0.2551661,0.5734659,0.20239876,0.22262509,0.15802746,0.07701087,0.646293,0.22170135,0.1233967,0.820794,0.533675,0.16152385,0.98226035,0.213834,0.2468036,0.2747346,0.57763886,0.299158
0.44008648,0.27782047,0.12313688,0.18929867,0.5272502,0.14793171,0.17284057,0.10707376,0.04427002,0.596325,0.17408912,0.08411759,0.778909,0.5062054,0.11959162,0.9490913,0.20053095,0.19930832,0.25545862,0.52750784,0.25175938
0.4015362,0.23679054,0.09155621,0.13625655,0.48427218,0.10558555,0.1340856,0.06938939,0.024052741,0.5513699,0.1344707,0.055316865,0.73878837,0.48423815,0.08736667,0.9142686,0.19593754,0.16641498,0.2383669,0.49072492,0.21241505
0.36637366,0.20059088,0.067118816,0.09584407,0.4476424,0.07355309,0.102820106,0.04406767,0.012369079,0.5124201,0.102673024,0.035711743,0.70469886,0.4604707,0.06281656,0.88611734,0.19667107,0.14041369,0.22799379,0.4546219,0.18040325
0.33194137,0.17095713,0.048471283,0.0655486,0.40825263,0.049988307,0.07919738,0.026880141,0.006015164,0.47510907,0.07617524,0.022194652,0.6690038,0.44300973,0.045087263,0.85887986,0.19297634,0.11704978,0.21145248,0.42473242,0.15502693
0.30115908,0.14616445,0.035675023,0.043584447,0.37710437,0.033177182,0.062491506,0.015822222,0.002748424,0.44355953,0.05595946,0.013441993,0.64104855,0.42713174,0.032516643,0.8289504,0.20193115,0.102645725,0.20151468,0.39678583,0.13408276
0.27126837,0.12489509,0.02578801,0.027953375,0.34528646,0.021146284,0.049171824,0.008818489,0.0011634505,0.40964723,0.03995342,0.007691491,0.6100422,0.41210684,0.022781031,0.8080103,0.20837729,0.09209331,0.19653895,0.36762065,0.11518998
0.24353407,0.10578545,0.018679904,0.017407166,0.3161909,0.012972642,0.03977086,0.0047352742,0.0004584224,0.3901475,0.027351694,0.0041169934,0.5846005,0.398294,0.01599093,0.7875513,0.207256,0.083420284,0.18773521,0.34391817,0.10208733
0.21781798,0.08898812,0.013365601,0.010400608,0.2915148,0.007625094,0.032724008,0.0024156722,0.00016615243,0.37455857,0.01797148,0.0020585957,0.5619632,0.38665855,0.010935724,0.76947516,0.20644252,0.07778382,0.1754825,0.32210797,0.08834805
0.19517936,0.07460964,0.009378092,0.005993697,0.26889873,0.004299844,0.0275374,0.0011594762,5.51914e-05,0.3547139,0.011002356,0.0009368789,0.5423571,0.37511802,0.0072635994,0.74907047,0.21031159,0.07119764,0.16694508,0.3016737,0.080092214
0.17400028,0.062294587,0.006309387,0.003290106,0.2474294,0.00230271,0.023799205,0.00052687764,1.669833e-05,0.3419633,0.006377367,0.0003898577,0.52144325,0.36691338,0.0046100826,0.7303499,0.21353273,0.06961182,0.15955362,0.28634006,0.072692506
0.15624316,0.05120989,0.0040732613,0.0017269753,0.23026393,0.0011754787,0.021122528,0.00022435472,4.563893e-06,0.33068538,0.0034599297,0.00014838693,0.50604194,0.3564526,0.0027676318,0.7114068,0.21364498,0.065134175,0.15720178,0.27428296,0.066196956
0.1371746,0.041571524,0.002490699,0.0008604634,0.21122588,0.000567676,0.019545397,8.933468e-05,1.1197443e-06,0.31719175,0.0017648878,5.182511e-05,0.48568437,0.34564948,0.0015657706,0.6972587,0.20965561,0.06319461,0.14752896,0.2563511,0.061056774
