k,DGatingDNN,STG,LassoNet,XGBoost,Lasso,Pearson
1,0.040692074382316035,0.32284771677101565,0.22778031252624042,0.2922745161066346,0.040692074382316035,0.22778031252624042
3,0.40230684027268593,0.5669961784595827,0.5759228752908152,0.5889141238279534,0.45186364538938084,0.5533444569025112
5,0.9195910317508494,0.8622025718392459,0.7007436302359795,0.7593978788572461,0.7525590379119276,0.7054247927393756
11,0.9592446694134812,0.9139691238676547,0.8094909511800402,0.8345173371088066,0.9547893236826648,0.8197522898974143
16,0.9675839074002417,0.9403283158459463,0.9006747752662031,0.8884300994314539,0.9668884616954839,0.8573774369101537
23,0.968800142644985,0.936061843630729,0.9695678068974651,0.9600914436195873,0.9709613582296739,0.8905569605980238
48,0.9679779911542129,0.9666819948373633,0.966466848887378,0.9670063711755779,0.9666971355805525,0.9675738371241271
