field,gate_seed_42,gate_seed_43,gate_seed_44,gate_mean,gate_std,selection_frequency,consensus_active
system_losses_mw,0.1414983570575714,0.13173621892929077,0.17394042015075684,0.14905832707881927,0.018040021881461143,3,1
gen_fuel_coal_mw,0.1345670372247696,0.11780772358179092,0.11744922399520874,0.12327466160058975,0.00798625685274601,3,1
area_2_net_export_mw,0.04856226593255997,0.042583245784044266,0.04765407368540764,0.04626652970910072,0.0026307327207177877,3,1
area_3_net_export_mw,0.03913959860801697,0.03516128659248352,0.04137039557099342,0.03855709359049797,0.0025681047700345516,3,1
gen_fuel_hydro_mw,0.02710036374628544,0.037066761404275894,0.03650077432394028,0.03355596587061882,0.004570644814521074,3,1
gen_fuel_wind_mw,0.012168748304247856,0.03178966045379639,0.0336868092417717,0.02588173933327198,0.00972743146121502,3,1
gen_fuel_nuclear_mw,0.028433559462428093,0.021510576829314232,0.02373923361301422,0.024561122059822083,0.002885428722947836,3,1
area_1_load_day_ahead_mw,0.08075808733701706,0.0,0.09924891591072083,0.06000233814120293,0.04309437423944473,2,1
reserve_spin_r1_mw,4.364144527645058e-18,0.1255260854959488,0.0,0.0418420284986496,0.05917356163263321,1,0
area_1_load_actual_mw,0.05917838588356972,0.0,0.0005841387901455164,0.019920842722058296,0.027760298922657967,1,0
area_3_load_day_ahead_mw,0.051089782267808914,7.914976595202461e-05,0.0,0.017056310549378395,0.024065319448709488,1,0
area_3_load_actual_mw,0.0,0.0,0.04879829287528992,0.016266098245978355,0.02300373464822769,1,0
gen_fuel_solar_mw,0.046170346438884735,0.0,0.0,0.015390115790069103,0.021764909848570824,1,0
reserve_spin_r3_mw,0.0,0.0374569334089756,2.1089539359309128e-07,0.012485715560615063,0.017657317221164703,1,0
gen_fuel_natural_gas_mw,0.0,0.03642389550805092,0.0,0.01214129850268364,0.017170390114188194,1,0
area_2_load_day_ahead_mw,0.0,0.0,0.02721761167049408,0.009072537533938885,0.012830505147576332,1,0
area_2_load_actual_mw,0.0,0.020385490730404854,0.0,0.006795163732022047,0.009609811939299107,1,0
system_load_actual_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_load_day_ahead_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_generation_mw,0.0,0.0,0.0,0.0,0.0,0,0
area_1_net_export_mw,0.0,0.0,0.0,0.0,0.0,0,0
reserve_reg_up_mw,0.0,0.0,0.0,0.0,0.0,0,0
reserve_reg_down_mw,0.0,0.0,0.0,0.0,0.0,0,0
reserve_spin_r2_mw,0.0,0.0,0.0,0.0,0.0,0,0
