model,seed,best_epoch,elapsed_seconds,validation_r2,validation_rmse,validation_mae,validation_pearson_r,validation_accuracy,validation_balanced_accuracy,validation_roc_auc,test_r2,test_rmse,test_mae,test_pearson_r,test_accuracy,test_balanced_accuracy,test_roc_auc
full_DNN,42,88,1.495394229888916,0.9488135315856419,0.517257677781788,0.39589488373292825,0.9742509079235755,,,,0.9509494191943352,0.5234929909362258,0.3676969414386077,0.9754830387663379,,,
full_DNN,43,122,1.3640100955963135,0.9513117549039405,0.5044770607033403,0.38609350464378134,0.9754338373548611,,,,0.9503917278041284,0.5264605641321601,0.38675625177810896,0.9758527292414968,,,
full_DNN,44,85,1.0308759212493896,0.9462737523218326,0.529935016500169,0.4123050246242271,0.9731811184295364,,,,0.9469851474831051,0.5442363846504604,0.39399634126274796,0.9745073200828942,,,
DGatingDNN,42,177,2.383249044418335,0.944189279753041,0.5401174094546759,0.41483272711287655,0.9719106145430241,,,,0.949623953922949,0.5305188663595468,0.3936712475463554,0.9749070741825913,,,
DGatingDNN,43,188,2.4818592071533203,0.9487620626461263,0.5175176685167772,0.4107236244494497,0.9742399349485035,,,,0.9498916285032153,0.5291075253791734,0.40215063592003314,0.9749119814837461,,,
DGatingDNN,44,184,2.4296069145202637,0.944589817276899,0.538175785734628,0.43253190094395594,0.972010706529706,,,,0.9474070631198689,0.5420664217539992,0.40737739497093395,0.9741245230096125,,,
selected_retrain_DNN,42,128,1.2667210102081299,0.9258319388599974,0.6226411584143898,0.4785579334857219,0.9622746529298974,,,,0.9385734522465993,0.5858235796440908,0.4276980584036227,0.9705214991605785,,,
selected_retrain_DNN,43,122,1.2312171459197998,0.9341886896640071,0.586515685742813,0.44896350694273157,0.9665940913751547,,,,0.9415115276131019,0.5716417412412965,0.41309327343678826,0.9730340424213487,,,
selected_retrain_DNN,44,172,1.619253158569336,0.9284864833563906,0.6113971779408303,0.4714336778473213,0.9638218678822437,,,,0.9419449357323094,0.5695198286327428,0.4177881863145622,0.9723590941052307,,,
