目标,字段,贡献值,归一化份额,独立能力,不可替代性,协同冗余指数,类型,通道A门控值,分解式门控,随机门控,两两相关性,置换重要性,Lasso系数
净实际交换功率,gen_fuel_storage_mw,-0.00936475634647457,-0.007781180605167517,-0.06634301811131094,-0.004833401365268664,0.06150961674604227,无贡献,1.2822071084883646e-06,0.0,-2.861710548400879,0.13588918112166123,0.0005019651450269613,0.0
净实际交换功率,gen_fuel_oil_pct,-0.014274075828013273,-0.011860336551248357,-0.0596979414079537,-0.00700572704916036,0.05269221435879334,无贡献,1.5361174519057386e-05,0.0,-2.8588294982910156,0.022324334884318828,0.0032909947904460777,0.031630171083140986
净实际交换功率,wind_generation_mw,-0.01741110148404664,-0.014466892695320272,-0.008449175585175439,-0.05766464988035791,-0.04921547429518247,无贡献,0.07187078893184662,0.021878888830542564,-2.8120713233947754,0.16505549695485994,0.0006968533445101954,0.0
净实际交换功率,gen_fuel_other_renewables_pct,-0.019963060948527338,-0.016587317056138404,-0.2628633788382513,0.03699329522851791,0.2998566740667692,无贡献,4.579111555358395e-05,0.0,-2.6950321197509766,0.09918542928009078,0.01320661017819047,0.0
净实际交换功率,gen_fuel_solar_pct,-0.02464641791917974,-0.020478720641970663,-0.18380250901549378,0.05426758779282359,0.23807009680831737,无贡献,0.00026114893262274563,0.0,-2.867546796798706,0.054267125548679906,0.00046910032256519685,0.0
净实际交换功率,gen_fuel_wind_mw,-0.025518133127300793,-0.021203029232574264,0.067676973590864,-0.02880473386275506,-0.09648170745361906,无贡献,0.07545962184667587,0.0,-2.728560209274292,0.16374914165338117,0.0059413860975936926,0.8073348294070282
净实际交换功率,total_pjm_rt_load_mwh,-0.03163692239305774,-0.026287134210888918,0.13706837941399863,-0.04445563221577675,-0.18152401162977538,无贡献,0.10431341081857681,0.0,-2.7464072704315186,0.1100140647710735,0.004451216077224274,0.0
净实际交换功率,total_pjm_self_sched_reg,-0.04356103142732652,-0.036194882209723306,0.010717706367754154,-0.052413352557700854,-0.06313105892545501,无贡献,7.28854615772434e-07,0.0,-2.8591368198394775,0.07017059935287724,0.00040880392350697294,0.0034379864247438413
净实际交换功率,da_as_mcp_primary_reserve,-0.044200743384085014,-0.036726419185877185,0.10340525640839937,-0.09026971669713602,-0.1936749731055354,无贡献,7.169039122345566e-07,0.0,-2.880871534347534,0.08920824251977284,0.006448814401696978,0.0
净实际交换功率,total_pjm_loc_credit,-0.06006981816540802,-0.049912041143555616,-0.01659092905190107,-0.098423939686624,-0.08183301063472292,无贡献,8.500990134052699e-07,0.0,-2.7005374431610107,0.004689687900879915,0.0007423496926771911,0.007650307697466825
净实际交换功率,total_pjm_rmccp_cr,-0.06351031300930612,-0.05277074998349217,-0.003383802231472277,-0.06175310698975345,-0.05836930475828117,无贡献,6.817089115429553e-07,0.0,-2.822613000869751,0.1288572085722652,-0.000616646678047772,0.003898811245180417
净实际交换功率,da_as_mcp_synchronized_reserve,-0.06536948127543567,-0.05431553380048877,0.0175654880462357,-0.0752318863818533,-0.092797374428089,无贡献,8.500516560161486e-05,0.0,-2.7953383922576904,0.08697205432235207,0.014750170350047753,0.019115521554758427
净实际交换功率,prelim_load_avg_hourly,-0.06953228141649176,-0.05777440646330698,0.09970462106289535,-0.09804717660914397,-0.19775179767203932,无贡献,0.12381645292043686,0.21202082931995392,-2.807926893234253,0.10632002876844646,0.0046430880908607365,5.067340831618951
净实际交换功率,da_as_ss_mw_synchronized_reserve,-0.07293249480072259,-0.060599645418805075,-0.545945294141069,0.02575322769602595,0.5716985218370949,无贡献,2.601996311568655e-05,0.0,-2.8088412284851074,0.059651546264602305,0.0016671809129882754,0.0
净实际交换功率,gen_fuel_hydro_pct,-0.08369728542699219,-0.06954411518830968,-0.3583402098113848,-0.050490861572872525,0.3078493482385123,无贡献,2.1095695046824403e-05,0.03444656729698181,-2.8731870651245117,0.08091386387534953,3.5628984629898494e-05,0.11420576221844281
净实际交换功率,rmccp,-0.08477255212086642,-0.07043755480747355,-0.05696271859342117,-0.09423232402297188,-0.03726960542955071,无贡献,7.151475642785954e-07,0.0,-2.77190899848938,0.1250002092684496,0.0015133533213483653,0.0
净实际交换功率,solar_generation_mw,-0.1031872238587994,-0.08573831451508435,-0.3644920490745087,-0.036294480319570166,0.32819756875493855,协同型,0.009089154191315174,0.0,-2.6002771854400635,0.08793377689361932,0.00037564201480151383,0.06662565994161027
净实际交换功率,gross_inadv_interchange_mw,-0.11443415260505183,-0.09508339308309063,-0.29697953359578566,-0.04789464673003385,0.2490848868657518,协同型,0.1980455368757248,0.0,-2.7561306953430176,0.14206157820267498,-0.018245911194348353,0.019615889908032175
净实际交换功率,gen_fuel_multiple_fuels_mw,-0.14160326960819714,-0.11765822562147134,0.29641085348520857,-0.22206096859840385,-0.5184718220836124,替身型,6.240480433916673e-05,0.0,-2.7802040576934814,0.20432124091087842,-0.020577862270227065,0.0
净实际交换功率,da_as_ss_mw_thirty_minutes_reserve,-0.14483098100672537,-0.12034013259310983,-0.9360243941289785,-0.01601667186938016,0.9200077222595984,协同型,0.0003525069623719901,0.0,-2.8340249061584473,0.059651546264602305,0.0002824300883461639,0.0
净实际交换功率,da_as_ss_mw_primary_reserve,-0.18025085685353753,-0.14977052466950497,-0.9550789361006582,-0.03438486305576971,0.9206940730448885,协同型,8.03328202891862e-06,0.0,-2.8096346855163574,0.059651546264602305,-0.0007596496133500885,0.0001870341792653438
净实际交换功率,total_pjm_reg_purchases,-0.1900903885086878,-0.15794619630967635,-0.24692408032951185,-0.13265719034844947,0.11426688998106238,协同型,2.4266093987534987e-06,0.006730638910084963,-2.675079584121704,0.2621520946700537,0.001972070294075046,0.11733239327089734
净实际交换功率,gross_sched_interchange_mw,-0.7194233530143591,-0.5977692140903708,-0.7728735769131228,-0.598389874179923,0.1744837027331998,协同型,0.3886677026748657,0.03091491013765335,2.6056694984436035,0.47193170672922796,0.6119695853881957,0.10388238880065112
总实际交换功率,gross_inadv_interchange_mw,0.6477568876227248,0.9303527118881906,0.8401848774439455,0.5516507391653898,-0.2885341382785558,替身型,0.4665226936340332,0.10530102252960205,2.5866127014160156,0.7850562911647503,0.9713092836276441,0.7549037946433977
总实际交换功率,total_pjm_reg_purchases,0.1502103853128014,0.21574242126921092,0.32760978009223796,0.060690631185452926,-0.26691914890678503,替身型,5.15741451800514e-26,0.025801021605730057,-2.7830417156219482,0.3415364751231106,0.004112394709978195,0.10154483280592111
总实际交换功率,gen_fuel_solar_mw,0.1316642915388462,0.18910525388862812,0.36198162427094194,0.04288683732689491,-0.319094786944047,替身型,4.59060212065765e-09,0.0,-2.7810795307159424,0.2570843220373201,0.00039559466092615737,0.3695332377420494
总实际交换功率,gross_sched_interchange_mw,0.11308737474267673,0.1624238163769921,0.30318312170409856,-0.004270231090311549,-0.3074533527944101,替身型,0.23220108449459076,0.07948219776153564,-2.0568487644195557,0.45582396938111175,-0.011598873320098546,0.09810025709134466
总实际交换功率,gen_fuel_hydro_mw,0.0860281750133177,0.12355954440896344,0.10675772085387103,0.06773144368736461,-0.03902627716650642,独立可加,4.854472874828104e-31,0.0,-2.852891683578491,0.089333710055718,-0.008985473969644265,0.016408187272929465
总实际交换功率,da_as_nsr_mw_primary_reserve,0.078495887814092,0.1127411587515934,0.15523389345304794,0.03259481724609681,-0.12263907620695114,替身型,3.959308535998955e-31,0.0,-2.8897647857666016,0.09090689545287152,-0.0025564630783990517,0.032403578684219045
总实际交换功率,gen_fuel_storage_mw,0.07338090118563899,0.10539466538041872,-0.04787914492913803,0.04821344650318071,0.09609259143231874,协同型,5.670523359349738e-29,0.0,-2.884927272796631,0.1686084473640161,0.0010160928774364474,0.021398938811731744
总实际交换功率,total_lmp_rt,0.06888169093759912,0.0989325921310224,0.28121277608043016,0.0366840889343818,-0.24452868714604836,替身型,7.883477652614541e-29,0.0,-2.8827643394470215,0.11888092405627666,-0.00031192652864988626,0.02288612803863035
总实际交换功率,gen_fuel_multiple_fuels_mw,0.061014734695921134,0.08763353192247438,0.05277490521957562,0.06619099096394887,0.013416085744373252,独立可加,8.180239232457033e-30,0.0,-2.840470552444458,0.18369199797294308,-0.003607922791420748,0.0
总实际交换功率,marginal_loss_price_rt,0.058138884131718846,0.08350303879686656,0.2599687997816331,0.01686240010298734,-0.24310639967864578,替身型,1.4659002715703348e-28,0.0,-2.8747918605804443,0.15408374327057262,-0.0039850332886224304,0.09166674475511008
总实际交换功率,da_as_mcp_synchronized_reserve,0.05016199718093136,0.07204608859086106,0.1388132546193983,0.020266521623605538,-0.11854673299579277,无贡献,1.2513795265181519e-29,0.0,-2.7851788997650146,0.05119935269872973,-0.00113236860362238,0.028591007806642452
总实际交换功率,da_as_ss_mw_synchronized_reserve,0.04901181270850513,0.07039411504408702,0.11305548894951123,0.008443808078524073,-0.10461168087098716,无贡献,3.1359708516660655e-30,0.034706857055425644,-2.7257728576660156,0.1848012294604361,-0.0010326583260579004,3.369197361488032e-16
总实际交换功率,gen_fuel_solar_pct,0.04421651561834497,0.06350678163646685,0.24222057827101717,0.009927066220494218,-0.23229351205052295,无贡献,5.60243059591449e-18,0.05137620121240616,-2.851181983947754,0.2825112929483674,-0.0010414845483756262,0.12164793722505444
总实际交换功率,gen_fuel_hydro_pct,0.039461761770359136,0.05667767920411899,0.09362285595400044,0.029121537921521945,-0.0645013180324785,无贡献,4.314456588757382e-32,0.040788114070892334,-2.846869945526123,0.023808509516525682,-0.004642581647419064,0.1991143923714647
总实际交换功率,system_energy_price_rt,0.037903376497744556,0.05443941977029876,0.002988248705892982,0.03631489311934666,0.03332664441345368,无贡献,6.771190661452466e-26,0.0,-2.8889918327331543,0.11874312389324872,-0.0008875541165454859,0.059186253174766286
总实际交换功率,total_pjm_rmccp_cr,0.030150463426214757,0.043304156156811394,0.0764464666954654,-0.021372023463742007,-0.0978184901592074,无贡献,1.0888790219508743e-28,0.0,-2.889695167541504,0.07796391092944809,-0.0036845292601262345,0.0006690569022947449
总实际交换功率,da_as_ss_mw_thirty_minutes_reserve,0.02905762841330258,0.04173455182324639,0.213994065738077,-0.023773598347328395,-0.2377676640854054,无贡献,4.516799239136317e-30,0.0,-2.8415982723236084,0.1848012294604361,-0.0017821572001508023,3.2444873779000007e-18
总实际交换功率,da_as_ss_mw_primary_reserve,0.028815614833511524,0.04138695537992842,0.20015381166943635,-0.033238926141996306,-0.23339273781143266,无贡献,2.8935288093513433e-30,0.0,-2.7969322204589844,0.1848012294604361,-0.001067070987802321,0.023897763537152842
总实际交换功率,forecast_load_mw_latest_available,0.02801305455209603,0.04023426345409044,-0.11938715730947091,0.05754835325998031,0.17693551056945123,无贡献,0.08039864152669907,0.0,-2.509760618209839,0.33550865578304784,0.0011510289078326518,0.0
总实际交换功率,total_pjm_self_sched_reg,0.026135872101975727,0.03753812572626511,0.22840283652585458,-0.005536173251732945,-0.23393900977758753,无贡献,3.1601432943184088e-31,0.0,-2.8893837928771973,0.02857560030973817,-0.0025014548004308247,0.011407624761984625
总实际交换功率,gen_fuel_oil_mw,0.0217129639323507,0.031185642736628858,-0.23730889489489382,0.06095402255339932,0.29826291744829314,无贡献,5.001681473067456e-28,0.0,-2.8675222396850586,0.19078889446892408,0.01234330846655829,0.05166405637075979
总实际交换功率,prelim_load_avg_hourly,0.018720673128198785,0.02688791018048774,-0.06387099993918977,0.031257441782091666,0.09512844172128143,无贡献,0.08952335268259048,0.0,-2.850130081176758,0.3381053226359422,0.003911673535972371,0.5697943047855487
总实际交换功率,gen_fuel_oil_pct,0.018067025522899835,0.025949096817281497,0.026944768247693096,0.020069637340661473,-0.0068751309070316236,无贡献,2.4129821296052466e-29,0.0,-2.8827896118164062,0.18440416251035113,-0.002085174812646118,0.042345636815218184
总实际交换功率,system_energy_price_da,0.01715608981715969,0.024640748700287433,0.21993603417112384,-0.006926189903083024,-0.22686222407420686,无贡献,6.683547351627947e-16,0.0,-2.887301445007324,0.26340994000459783,-0.001587783009830801,0.042009384476320924
总实际交换功率,da_as_mcp_primary_reserve,0.016146147921743494,0.023190201127264616,-0.016905060128666882,0.011594052044292313,0.028499112172959196,无贡献,3.4283193059811065e-29,0.0,-2.8754935264587402,0.03103778974662131,-0.0007097875063406534,0.001331956308989918
总实际交换功率,total_pjm_rt_load_mwh,0.012584575817278095,0.018074827861014428,-0.0780024028387496,0.03094630127966247,0.10894870411841207,无贡献,0.07747304439544678,0.0,-2.819634437561035,0.33357980554820693,1.9808711308799687e-05,0.0
总实际交换功率,da_as_as_mw_synchronized_reserve,0.011371518959761106,0.016332552697862764,-0.16741018041280853,0.028030243372402452,0.19544042378521098,无贡献,1.7115914799526508e-32,0.0,-2.824500560760498,0.03761404348658983,-0.0021613904023927598,0.0
总实际交换功率,gen_fuel_other_renewables_pct,0.008597639455338837,0.012348517377356212,-0.3317120100189479,0.05329214306180474,0.38500415308075264,无贡献,1.18904988466745e-23,0.0,-2.759080171585083,0.22632306652012332,-0.00418709546070648,0.06588720486775604
总实际交换功率,solar_generation_mw,-0.005534285083197413,-0.007948718468145302,0.15917187829348767,-0.0420176520333031,-0.20118953032679077,无贡献,0.06644366681575775,0.0,-2.5723514556884766,0.2600350917220511,0.0016685594385096535,0.0
总实际交换功率,rmpcp,-0.0058251616344417575,-0.008366495250524306,-0.12428001336136818,0.006810830765823006,0.1310908441271912,无贡献,7.374866299149342e-31,0.0,-2.842510938644409,0.013478142997422655,-0.0014091661207707774,0.006095840207831415
总实际交换功率,gen_fuel_coal_mw,-0.008001406281280656,-0.011492166544193305,-0.23190222647748726,-0.008177285477794838,0.22372494099969242,无贡献,0.06977064907550812,0.0,-2.6338493824005127,0.38039215808427496,-0.03522085297343445,0.4470620651200127
总实际交换功率,gen_fuel_coal_pct,-0.008061424846422657,-0.011578369309320862,-0.04321111996727689,-0.01300941872254957,0.03020170124472732,无贡献,0.117720827460289,0.06386766582727432,-2.883335590362549,0.3423309743701826,-0.022279619090567238,0.0
总实际交换功率,net_inadv_interchange_mw,-0.010649451769321147,-0.015295470450452424,-0.05334882797503271,-0.004027482332567889,0.04932134564246482,无贡献,1.3041303433248616e-31,0.0,-2.8910024166107178,0.11374897087891199,-0.001166181774810271,0.0
总实际交换功率,total_pjm_loc_credit,-0.015571186653349238,-0.02236440245880982,-0.02997609436780113,-0.018706383449281105,0.011269710918520026,无贡献,5.460430808722187e-30,0.0,-2.615169048309326,0.0133558945534586,-0.002673089841431464,0.03781617948183617
总实际交换功率,rmccp,-0.015986942309727494,-0.022961539146640224,0.17919603085783486,-0.04567170203644744,-0.2248677328942823,无贡献,1.0292210548816707e-28,0.0,-2.889761209487915,0.07625088448014596,-0.002091758646870856,0.0
总实际交换功率,wind_generation_mw,-0.016735481389111462,-0.024036642130129876,-0.1573814859040188,-0.025662229051041763,0.13171925685297703,无贡献,1.6185764419816885e-28,0.0,-2.815512180328369,0.021991890569314422,-0.017944105481658035,0.13960723318627902
总实际交换功率,gen_fuel_nuclear_pct,-0.017680568118511528,-0.025394040281300143,-0.3468124405269748,0.015106597914173348,0.36191903844114814,无贡献,6.117513998797305e-19,0.0,-2.865173101425171,0.26167724503183803,-0.004564989467449898,0.40941297902473167
总实际交换功率,da_as_total_mw_synchronized_reserve,-0.030485103312038096,-0.04378478883124624,-0.14319418028293507,-0.018792007060163707,0.12440217322277136,无贡献,5.597025838375309e-32,0.0,-2.8731625080108643,0.03761404348658983,-0.003846593583308655,0.006381012109943155
总实际交换功率,gen_fuel_multiple_fuels_pct,-0.036691974299185894,-0.052699521141428,-0.37332623695665834,0.05324811556374298,0.4265743525204013,无贡献,5.594279178275177e-31,0.05700871720910072,-2.673222780227661,0.13709959727664564,-0.0005384798547926728,0.09365391405966916
总实际交换功率,da_as_as_req_mw_thirty_minutes_reserve,-0.041004434045716076,-0.058893370557398704,-0.3820821595602659,0.01673763698236841,0.39881979654263433,无贡献,8.107024366152225e-31,0.0,-2.84672474861145,0.10324145677576342,-0.0010403116865661311,0.19460563629235328
总实际交换功率,da_as_as_req_mw_synchronized_reserve,-0.04598181337160055,-0.06604222291607856,-0.06995636261094917,-0.013531409395164395,0.05642495321578478,无贡献,1.1522784549429824e-31,0.06300961971282959,-2.6304872035980225,0.11454289894579595,-0.0014299942191053016,0.0013377344679106264
总实际交换功率,da_as_as_mw_primary_reserve,-0.0637153384329386,-0.09151232357792174,-0.3059801280966763,-0.019456730669141775,0.2865233974275345,协同型,1.3344205287766243e-30,0.0,-2.8916115760803223,0.12945574216066003,-0.005215547153221323,0.0
总实际交换功率,gen_fuel_other_renewables_mw,-0.06497622818488408,-0.09332329961311249,-0.040148724535474134,-0.05846941085556967,-0.018320686320095536,独立可加,0.02899712696671486,0.07835496962070465,-2.857985496520996,0.1663149890068445,0.02196715152989781,0.09114757795493825
总实际交换功率,total_pjm_rmpcp_cr,-0.0674269365996816,-0.09684317452810073,-0.39594331764277424,-0.006879849191431031,0.3890634684513432,协同型,5.63882806318264e-31,0.020092830061912537,-2.6930439472198486,0.023343166875523326,-0.000938374755857696,0.0673488413390829
总实际交换功率,total_pjm_assigned_reg,-0.07774855764256049,-0.11166779208418227,0.1452248745003908,-0.14321722575336282,-0.2884421002537536,替身型,2.30732914874317e-30,0.0,-2.6441097259521484,0.3082302586629527,-9.460608795608394e-06,0.002636769413146834
总实际交换功率,da_as_as_req_mw_primary_reserve,-0.08456124767742937,-0.12145264311441246,-0.01583388198401714,-0.060462858107857675,-0.044628976123840536,独立可加,9.083430410950885e-32,0.0,-2.7777888774871826,0.1145552567171137,-0.0013950158299489424,0.13653294733065902
总实际交换功率,gen_fuel_nuclear_mw,-0.08468344224896225,-0.121628147309236,-0.2666195513491818,0.002824460840924692,0.2694440121901065,协同型,0.09879733622074127,0.11080262809991837,-2.79058575630188,0.3475564070438246,0.003117592855307505,0.2595975058100664
总实际交换功率,gen_fuel_gas_mw,-0.10042138471376003,-0.14423205586110124,-0.5574511410899783,0.015660066780478266,0.5731112078704566,协同型,0.11786045134067535,0.08290916681289673,-2.4863083362579346,0.3285027303957206,0.008151551135116054,0.8797964303280496
总实际交换功率,gen_fuel_gas_pct,-0.10345000497079326,-0.14858196726034753,-0.37142600883036536,-0.08644602681123947,0.2849799820191259,协同型,0.04816702380776405,0.0,-2.817625045776367,0.2158351887235932,0.016206673740254196,0.1843557332166115
总实际交换功率,da_as_as_mw_thirty_minutes_reserve,-0.14626525083920042,-0.2100761495144658,-0.520096859712047,-0.08819155803449008,0.4319053016775569,协同型,1.3188399665483548e-20,0.0,-2.7284419536590576,0.06702220108915534,0.006003363596429079,0.008266196562178954
总实际交换功率,gen_fuel_wind_mw,-0.1713227772018709,-0.24606548139216586,-0.5562899360139459,-0.13344967074360792,0.422840265270338,协同型,7.835647423186927e-28,0.06354869157075882,-2.8587183952331543,0.022466712863499258,-0.028224426164248716,0.0
总实际交换功率,gen_fuel_wind_pct,-0.19584325366750768,-0.2812834655039498,-0.6561187382657634,-0.12171784901430516,0.5344008892514582,协同型,0.0536980964243412,0.0,-2.772566795349121,0.06579916209592729,-0.029147661980857987,0.023313796384335027
