n,test_r2
2,0.28732929966273213
4,0.5520941383088658
6,0.7977571754024997
8,0.8764428521857112
10,0.9130397515987342
12,0.9295749959718864
14,0.9373842613222088
16,0.9317031311378622
17,0.927613873596672
