partition,seed,target,sensitivity_tier,target_kind,r2,rmse,mae,test_std,nrmse_by_test_std,pearson_r,test_r2_evaluable,accuracy,balanced_accuracy,roc_auc,description,n_input_declared,n_input_variable
05_public_plus_all_bus_diagnostic,44,branch_ab1_p_from_mw,T3_high,continuous,0.9929662346839905,0.843631386756897,0.6520965099334717,10.059123039245605,0.08386728912591934,0.9967970252037048,1,,,,诊断上界：加入全部时变节点量，预测线路和机组目标,63,60
05_public_plus_all_bus_diagnostic,44,branch_ab1_q_from_mvar,T3_high,continuous,0.9896037578582764,0.3051227331161499,0.2365439534187317,2.99251389503479,0.10196200758218765,0.9955238103866577,1,,,,诊断上界：加入全部时变节点量，预测线路和机组目标,63,60
05_public_plus_all_bus_diagnostic,44,branch_ab1_p_to_mw,T3_high,continuous,0.9934199452400208,0.8237521052360535,0.6427460312843323,10.155065536499023,0.08111736178398132,0.9969392418861389,1,,,,诊断上界：加入全部时变节点量，预测线路和机组目标,63,60
05_public_plus_all_bus_diagnostic,44,branch_ab1_q_to_mvar,T3_high,continuous,0.9866631627082825,0.30565181374549866,0.24127858877182007,2.646679401397705,0.11548501998186111,0.9934014678001404,1,,,,诊断上界：加入全部时变节点量，预测线路和机组目标,63,60
05_public_plus_all_bus_diagnostic,44,branch_ab1_loading_pct,T3_high,continuous,0.9395691156387329,1.161233901977539,0.776793360710144,4.72378396987915,0.24582704901695251,0.9729666709899902,1,,,,诊断上界：加入全部时变节点量，预测线路和机组目标,63,60
05_public_plus_all_bus_diagnostic,44,branch_ab2_p_from_mw,T3_high,continuous,0.9976401329040527,0.992728590965271,0.743628978729248,20.435728073120117,0.048578087240457535,0.9989876747131348,1,,,,诊断上界：加入全部时变节点量，预测线路和机组目标,63,60
05_public_plus_all_bus_diagnostic,44,branch_ab2_q_from_mvar,T3_high,continuous,0.9976014494895935,0.16044265031814575,0.12093885242938995,3.276015281677246,0.048974938690662384,0.9989351630210876,1,,,,诊断上界：加入全部时变节点量，预测线路和机组目标,63,60
05_public_plus_all_bus_diagnostic,44,branch_ab2_p_to_mw,T3_high,continuous,0.9977667927742004,0.9725015759468079,0.7534955143928528,20.578907012939453,0.0472572036087513,0.9989891648292542,1,,,,诊断上界：加入全部时变节点量，预测线路和机组目标,63,60
05_public_plus_all_bus_diagnostic,44,branch_ab2_q_to_mvar,T3_high,continuous,0.9972636103630066,0.11531947553157806,0.09057563543319702,2.2045085430145264,0.05231074243783951,0.9987858533859253,1,,,,诊断上界：加入全部时变节点量，预测线路和机组目标,63,60
05_public_plus_all_bus_diagnostic,44,branch_ab2_loading_pct,T3_high,continuous,0.9942173957824707,0.23856565356254578,0.1610393077135086,3.137235641479492,0.0760432705283165,0.9972118139266968,1,,,,诊断上界：加入全部时变节点量，预测线路和机组目标,63,60
05_public_plus_all_bus_diagnostic,44,branch_ab3_p_from_mw,T3_high,continuous,0.9956716895103455,1.191860556602478,0.9141335487365723,18.116193771362305,0.06578978896141052,0.9978340864181519,1,,,,诊断上界：加入全部时变节点量，预测线路和机组目标,63,60
05_public_plus_all_bus_diagnostic,44,branch_ab3_q_from_mvar,T3_high,continuous,0.9959345459938049,0.16703806817531586,0.12774595618247986,2.619767665863037,0.06376064568758011,0.9981454610824585,1,,,,诊断上界：加入全部时变节点量，预测线路和机组目标,63,60
05_public_plus_all_bus_diagnostic,44,branch_ab3_p_to_mw,T3_high,continuous,0.9957806468009949,1.1787784099578857,0.9094944000244141,18.1470947265625,0.06495686620473862,0.9979119896888733,1,,,,诊断上界：加入全部时变节点量，预测线路和机组目标,63,60
05_public_plus_all_bus_diagnostic,44,branch_ab3_q_to_mvar,T3_high,continuous,0.994596540927887,0.17517946660518646,0.13221700489521027,2.3831300735473633,0.07350814342498779,0.9974942803382874,1,,,,诊断上界：加入全部时变节点量，预测线路和机组目标,63,60
