n,test_r2
2,0.33589278823627045
4,0.46314100408129477
6,0.6199402217267018
8,0.6619986131886837
10,0.6824635229067177
12,0.7050102052124728
14,0.6965468190411144
16,0.677207075823493
17,0.6867969578293955
