epoch,feature_index,feature,gate_logit
1,1,da_as_as_mw_thirty_minutes_reserve,0.9595869
1,2,da_as_total_mw_thirty_minutes_reserve,0.8838994
1,3,gross_sched_interchange_mw,1.495725
1,4,gen_fuel_nuclear_mw,1.4046158
1,5,gen_fuel_gas_mw,0.54250985
1,6,da_as_as_req_mw_thirty_minutes_reserve,0.84159935
1,7,da_as_as_req_mw_primary_reserve,0.9733881
1,8,da_as_as_req_mw_synchronized_reserve,0.832046
1,9,total_pjm_assigned_reg,-0.14279787
1,10,da_as_as_mw_primary_reserve,0.08362748
1,11,da_as_total_mw_primary_reserve,0.07386507
1,12,da_as_as_mw_synchronized_reserve,0.0092288405
1,13,total_pjm_reg_purchases,-0.05345662
1,14,gen_fuel_other_renewables_mw,-0.2075003
1,15,total_lmp_da,0.20306784
1,16,total_pjm_rmpcp_cr,0.06364776
1,17,forecast_load_mw_day_ahead,0.4610588
1,18,total_pjm_rmccp_cr,2.973983
1,19,gen_fuel_wind_mw,0.207545
1,20,da_as_total_mw_synchronized_reserve,-0.103433475
1,21,system_energy_price_da,0.20059262
1,22,gen_fuel_multiple_fuels_pct,-0.5014386
1,23,gen_fuel_multiple_fuels_mw,-0.4107632
1,24,marginal_loss_price_rt,0.76316535
1,25,gen_fuel_gas_pct,-0.65670836
1,26,marginal_loss_price_da,-0.19149475
1,27,total_lmp_rt,0.5699759
1,28,rmccp,0.40842134
1,29,system_energy_price_rt,0.22566415
1,30,rmpcp,-0.43904215
1,31,gen_fuel_wind_pct,-0.90341294
1,32,gen_fuel_coal_mw,0.6542875
1,33,wind_generation_mw,0.11038305
1,34,gross_inadv_interchange_mw,0.31483394
1,35,gen_fuel_oil_mw,-0.017064594
1,36,da_as_mcp_primary_reserve,-0.4247309
1,37,total_pjm_rt_load_mwh,0.30748558
1,38,metered_load_mw,0.28216136
1,39,forecast_load_mw_latest_available,0.28872007
1,40,prelim_load_avg_hourly,0.22218557
1,41,gross_actual_interchange_mw,0.31513202
1,42,gen_fuel_hydro_mw,-0.00575231
1,43,total_pjm_loc_credit,-0.4120738
1,44,total_losses,-0.16672574
1,45,net_inadv_interchange_mw,-0.75524396
1,46,da_as_nsr_mw_primary_reserve,-0.43553174
1,47,total_pjm_self_sched_reg,-0.6346722
1,48,da_as_ss_mw_synchronized_reserve,-0.5427592
1,49,da_as_ss_mw_thirty_minutes_reserve,-0.50094503
1,50,da_as_ss_mw_primary_reserve,-0.7170789
1,51,gen_fuel_solar_mw,-0.6175933
1,52,gen_fuel_coal_pct,-0.67233646
1,53,congestion_price_rt,-0.9727851
1,54,da_as_mcp_synchronized_reserve,-0.6600088
1,55,congestion_price_da,-0.46232438
2,1,da_as_as_mw_thirty_minutes_reserve,0.65664697
2,2,da_as_total_mw_thirty_minutes_reserve,0.6400425
2,3,gross_sched_interchange_mw,0.9553594
2,4,gen_fuel_nuclear_mw,0.9976702
2,5,gen_fuel_gas_mw,0.5378907
2,6,da_as_as_req_mw_thirty_minutes_reserve,0.05502709
2,7,da_as_as_req_mw_primary_reserve,0.2078745
2,8,da_as_as_req_mw_synchronized_reserve,0.12859496
2,9,total_pjm_assigned_reg,0.20558473
2,10,da_as_as_mw_primary_reserve,-0.34827462
2,11,da_as_total_mw_primary_reserve,-0.34583047
2,12,da_as_as_mw_synchronized_reserve,-0.32230023
2,13,total_pjm_reg_purchases,0.24428481
2,14,gen_fuel_other_renewables_mw,-0.25910905
2,15,total_lmp_da,0.41539046
2,16,total_pjm_rmpcp_cr,-0.26672295
2,17,forecast_load_mw_day_ahead,0.59386647
2,18,total_pjm_rmccp_cr,2.4672422
2,19,gen_fuel_wind_mw,0.6893391
2,20,da_as_total_mw_synchronized_reserve,-0.4051244
2,21,system_energy_price_da,0.44265988
2,22,gen_fuel_multiple_fuels_pct,-0.25358197
2,23,gen_fuel_multiple_fuels_mw,-0.09321157
2,24,marginal_loss_price_rt,0.60028493
2,25,gen_fuel_gas_pct,-0.7879659
2,26,marginal_loss_price_da,-0.031859584
2,27,total_lmp_rt,0.48581612
2,28,rmccp,0.39349014
2,29,system_energy_price_rt,0.28056118
2,30,rmpcp,-0.6325175
2,31,gen_fuel_wind_pct,-0.5864821
2,32,gen_fuel_coal_mw,0.73624766
2,33,wind_generation_mw,0.58100027
2,34,gross_inadv_interchange_mw,0.57482386
2,35,gen_fuel_oil_mw,0.08456432
2,36,da_as_mcp_primary_reserve,-0.27194372
2,37,total_pjm_rt_load_mwh,0.58315814
2,38,metered_load_mw,0.5550911
2,39,forecast_load_mw_latest_available,0.5673928
2,40,prelim_load_avg_hourly,0.5061845
2,41,gross_actual_interchange_mw,0.5958357
2,42,gen_fuel_hydro_mw,0.3358951
2,43,total_pjm_loc_credit,-0.15320611
2,44,total_losses,0.09612676
2,45,net_inadv_interchange_mw,-0.5097571
2,46,da_as_nsr_mw_primary_reserve,-0.33026442
2,47,total_pjm_self_sched_reg,-0.4762179
2,48,da_as_ss_mw_synchronized_reserve,-0.24942496
2,49,da_as_ss_mw_thirty_minutes_reserve,-0.22930482
2,50,da_as_ss_mw_primary_reserve,-0.45227632
2,51,gen_fuel_solar_mw,-0.38654396
2,52,gen_fuel_coal_pct,-0.67265236
2,53,congestion_price_rt,-0.6935469
2,54,da_as_mcp_synchronized_reserve,-0.43238267
2,55,congestion_price_da,-0.5038883
3,1,da_as_as_mw_thirty_minutes_reserve,0.8013484
3,2,da_as_total_mw_thirty_minutes_reserve,0.81162214
3,3,gross_sched_interchange_mw,0.9490361
3,4,gen_fuel_nuclear_mw,1.0078449
3,5,gen_fuel_gas_mw,0.8302148
3,6,da_as_as_req_mw_thirty_minutes_reserve,-0.26909643
3,7,da_as_as_req_mw_primary_reserve,-0.13219684
3,8,da_as_as_req_mw_synchronized_reserve,-0.16696137
3,9,total_pjm_assigned_reg,0.190916
3,10,da_as_as_mw_primary_reserve,-0.4038396
3,11,da_as_total_mw_primary_reserve,-0.40507692
3,12,da_as_as_mw_synchronized_reserve,-0.29392684
3,13,total_pjm_reg_purchases,0.18675107
3,14,gen_fuel_other_renewables_mw,-0.14042577
3,15,total_lmp_da,0.24180919
3,16,total_pjm_rmpcp_cr,-0.37109697
3,17,forecast_load_mw_day_ahead,0.8597521
3,18,total_pjm_rmccp_cr,1.7717478
3,19,gen_fuel_wind_mw,0.8802866
3,20,da_as_total_mw_synchronized_reserve,-0.3510748
3,21,system_energy_price_da,0.3103734
3,22,gen_fuel_multiple_fuels_pct,-0.41255426
3,23,gen_fuel_multiple_fuels_mw,-0.07269144
3,24,marginal_loss_price_rt,0.14937498
3,25,gen_fuel_gas_pct,-0.70720345
3,26,marginal_loss_price_da,-0.13826615
3,27,total_lmp_rt,0.15818626
3,28,rmccp,0.11876851
3,29,system_energy_price_rt,0.06906742
3,30,rmpcp,-0.6841168
3,31,gen_fuel_wind_pct,-0.57777655
3,32,gen_fuel_coal_mw,0.9083491
3,33,wind_generation_mw,0.7917259
3,34,gross_inadv_interchange_mw,0.8459297
3,35,gen_fuel_oil_mw,0.13707523
3,36,da_as_mcp_primary_reserve,-0.365157
3,37,total_pjm_rt_load_mwh,0.8736505
3,38,metered_load_mw,0.8401137
3,39,forecast_load_mw_latest_available,0.84473586
