W_1,W_2,W_3,W_4,W_5,W_6,epoch
0.45875368,0.16848625,-0.35863018,0.22286008,0.21271,0.43703887,1
0.27406955,0.24065918,-0.3209474,0.31157637,0.15672109,0.5125878,2
0.1173478,0.22756468,-0.34632188,0.29377747,0.11698432,0.5827201,3
-0.047912635,0.18665761,-0.38945064,0.24472715,0.06344322,0.6722832,4
-0.16652903,0.1344155,-0.44224393,0.18613923,0.040020704,0.77387327,5
-0.27321073,0.11576197,-0.46153536,0.16474655,0.0032940167,0.8488842,6
-0.32427362,0.09927066,-0.478009,0.14609726,-0.025887087,0.910837,7
-0.3560039,0.08506645,-0.49210292,0.12900658,-0.039919194,0.95885456,8
-0.38314784,0.07331953,-0.504526,0.11969291,-0.04291489,0.9985256,9
-0.38792115,0.069623515,-0.509336,0.113650955,-0.05148854,1.0267161,10
-0.40831116,0.06930926,-0.5108573,0.112464346,-0.059592616,1.0434257,11
-0.41858998,0.06753655,-0.5141566,0.109559335,-0.06465962,1.0687659,12
-0.4352661,0.0680852,-0.51682585,0.108881116,-0.068420514,1.07319,13
-0.4290066,0.06476835,-0.52132225,0.105978,-0.06922589,1.0925553,14
-0.44136715,0.06218637,-0.52464813,0.10230467,-0.07004409,1.1091169,15
-0.4541912,0.053051453,-0.5383187,0.09230867,-0.06092019,1.120054,16
-0.4628131,0.053023197,-0.5363075,0.091664165,-0.05852218,1.1476536,17
-0.47400272,0.056320112,-0.5371073,0.093164615,-0.06533845,1.1408238,18
-0.47930217,0.055168528,-0.54047084,0.09195104,-0.066364765,1.1476883,19
-0.4732051,0.05586681,-0.5426038,0.091928236,-0.06422633,1.1450334,20
-0.4700311,0.059914716,-0.5407351,0.0934831,-0.06584207,1.1538241,21
-0.48078573,0.05800353,-0.5448018,0.09024348,-0.072165735,1.1482043,22
-0.47889686,0.053183112,-0.55097693,0.083840586,-0.072144575,1.1477296,23
-0.48030865,0.04763039,-0.55690134,0.079490535,-0.06749973,1.1550492,24
-0.48710442,0.05287823,-0.5528376,0.08278877,-0.073262095,1.1592296,25
-0.48288423,0.05443166,-0.5522245,0.08406517,-0.07187196,1.1619301,26
-0.47572717,0.051555917,-0.5583717,0.0798472,-0.07368558,1.1722076,27
-0.48542273,0.057905268,-0.554127,0.08450156,-0.07468081,1.1678417,28
-0.4738781,0.05792482,-0.55748695,0.083872944,-0.07444067,1.1635071,29
-0.47941694,0.058825687,-0.5576759,0.083824985,-0.071686625,1.1674156,30
-0.4771692,0.05179451,-0.56971794,0.074736305,-0.068189174,1.1806519,31
-0.47962302,0.061484084,-0.5608145,0.08457289,-0.07487724,1.1728349,32
-0.4778881,0.0631629,-0.5597864,0.08497999,-0.06906067,1.1757941,33
-0.4877539,0.05812247,-0.5648834,0.07903846,-0.07342774,1.1660862,34
-0.48490936,0.06586112,-0.557991,0.0870606,-0.07534159,1.1747884,35
-0.46811065,0.066179864,-0.5611004,0.08588321,-0.07259409,1.1794943,36
-0.4727616,0.057242617,-0.5719514,0.07508608,-0.06796301,1.1766884,37
-0.4718156,0.06999316,-0.5614437,0.087669596,-0.0690373,1.171659,38
-0.4821274,0.066195406,-0.5635711,0.084079966,-0.0628654,1.1769004,39
-0.48643592,0.0669362,-0.565317,0.08199451,-0.062322386,1.1748296,40
-0.49152413,0.069340214,-0.56664854,0.08410548,-0.066161655,1.181653,41
-0.47644693,0.06432757,-0.57117057,0.08008524,-0.056470618,1.1832889,42
-0.48314336,0.07070828,-0.5652114,0.08670728,-0.06044207,1.180723,43
-0.48936844,0.06886025,-0.56863284,0.08267292,-0.06752629,1.190136,44
-0.49385643,0.0751137,-0.5651287,0.08819386,-0.06513717,1.183723,45
-0.49284822,0.07320089,-0.5707504,0.08492134,-0.06403992,1.1861166,46
-0.49155116,0.07408527,-0.571232,0.08529843,-0.059369307,1.1764274,47
-0.48914903,0.07407288,-0.5713972,0.08611134,-0.057367407,1.1766567,48
-0.4952459,0.07850229,-0.5710265,0.08968612,-0.06471287,1.1817988,49
-0.49522215,0.08212847,-0.5703692,0.09334857,-0.057813086,1.1833372,50
-0.5049031,0.07946357,-0.57806426,0.08868539,-0.053360857,1.1955962,51
-0.497851,0.07888707,-0.5847389,0.08678518,-0.05165167,1.2089415,52
-0.5002579,0.08308021,-0.58633405,0.08948444,-0.052731007,1.2124715,53
-0.509422,0.08524893,-0.5890297,0.0884836,-0.052359853,1.2049711,54
-0.51911855,0.088805914,-0.592093,0.08855877,-0.05115618,1.2116766,55
-0.51036716,0.09426711,-0.5925388,0.09217342,-0.049792733,1.2025846,56
-0.509862,0.099870875,-0.5930234,0.09450754,-0.04859653,1.2004528,57
-0.5014822,0.108878694,-0.5906502,0.10200129,-0.047792386,1.1847079,58
-0.49491498,0.11304433,-0.5911702,0.10499419,-0.049399905,1.1652632,59
-0.4795584,0.11501968,-0.5956125,0.103435226,-0.0517261,1.1612426,60
-0.4814453,0.116427846,-0.5972889,0.10326754,-0.047277965,1.1597135,61
-0.48949882,0.1294564,-0.5909704,0.113086805,-0.05264864,1.1388634,62
-0.47732437,0.13400254,-0.59132516,0.11575839,-0.05203482,1.119734,63
-0.48445868,0.13502117,-0.59389126,0.11383833,-0.050084,1.1111398,64
-0.46654972,0.14140503,-0.59125066,0.118842684,-0.044633824,1.0973978,65
-0.45151204,0.13837616,-0.5968761,0.115644425,-0.041324455,1.0799458,66
-0.44269976,0.14666094,-0.59295315,0.121988714,-0.046065383,1.0645698,67
-0.44561145,0.15447982,-0.5879297,0.12755243,-0.05174816,1.0400356,68
-0.43538317,0.15418242,-0.58972955,0.12711978,-0.047989964,1.0270659,69
-0.43163183,0.1601364,-0.588301,0.13159439,-0.047165416,1.0061284,70
-0.42670378,0.16279545,-0.5896003,0.1313421,-0.046870984,0.9889979,71
-0.4141826,0.16404267,-0.5915136,0.13216706,-0.040218268,0.96948797,72
-0.41511562,0.16650206,-0.5908175,0.1309311,-0.041713484,0.9515467,73
-0.41851097,0.1742088,-0.58659923,0.13786747,-0.046736725,0.9385111,74
-0.40979606,0.1750077,-0.58718336,0.13766204,-0.038591653,0.9165354,75
-0.39851633,0.17401677,-0.58983713,0.13619179,-0.036812,0.90655243,76
-0.38765526,0.18100373,-0.58758885,0.14152035,-0.037881054,0.8792808,77
-0.38478068,0.18683885,-0.5826388,0.14723313,-0.04000186,0.86700606,78
-0.38200113,0.19042711,-0.57979894,0.14884688,-0.0405365,0.8453403,79
-0.38044494,0.18864293,-0.5826515,0.14616977,-0.040091876,0.8452371,80
-0.3772553,0.18830746,-0.5851929,0.14385842,-0.03822798,0.82928485,81
-0.36414567,0.18900822,-0.5854415,0.14461592,-0.032012142,0.82030517,82
-0.36756042,0.19366448,-0.58159167,0.14831139,-0.03418278,0.7983818,83
-0.36737078,0.19609186,-0.57967585,0.14971048,-0.03374128,0.78347164,84
-0.36012918,0.19570832,-0.581936,0.14831994,-0.032495677,0.769202,85
