wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.43874884,0.37757698,0.43995732,0.5254026,0.42055172,0.48153114,0.52090514,0.45254132,0.47095245,0.43760592,0.42175215,0.47986972,0.50996006,0.52516675,0.3719531,0.5234491,0.4333484,0.43389443,0.4671013,0.42949358,0.4540078,0.49339125,0.45248282,0.43862748,0.40894857,0.45236146,0.41245097,0.49767277,0.42257828,0.51363176,0.39671284,0.49912608,0.4150771,0.41546693,0.42677245,0.5139071,0.4892686,0.4898979,0.4984978,0.5263606,0.4221216,0.38526502,0.49565947,0.47408497,0.44350803,0.4994061,0.5882797,0.5313756
0.42614946,0.33158684,0.4398278,0.57382536,0.40645853,0.47670797,0.53302723,0.42407122,0.45954248,0.45448214,0.40666136,0.45908773,0.52341366,0.5788561,0.2988346,0.54336095,0.44971013,0.38671058,0.48916504,0.4175683,0.4641838,0.49407226,0.42866054,0.41985965,0.39179555,0.42214373,0.3539383,0.523365,0.38585332,0.5562381,0.38243163,0.51998645,0.36447328,0.38765234,0.38853154,0.5035159,0.4846077,0.4711951,0.49118388,0.57382655,0.42565995,0.32575557,0.55570906,0.47338283,0.43628037,0.52602124,0.6715791,0.56221646
0.4113885,0.30631012,0.45230243,0.6150337,0.39358836,0.45924163,0.55095065,0.393248,0.44504032,0.47617868,0.388725,0.45286542,0.5585341,0.60310435,0.27718955,0.56845033,0.47606894,0.3699794,0.51537204,0.40454793,0.45113853,0.497862,0.40870896,0.40726995,0.36080334,0.41713655,0.3276264,0.5406439,0.3360894,0.5856618,0.3554586,0.52685374,0.30960166,0.36011752,0.3610889,0.49597704,0.47885638,0.4551013,0.4829916,0.6082523,0.43707106,0.28463432,0.5923376,0.48240867,0.42014095,0.5519899,0.7472706,0.6036753
0.41833872,0.29298255,0.46563196,0.6434804,0.4006471,0.45327312,0.5676716,0.36079997,0.45427546,0.49675953,0.37711337,0.4448825,0.6070525,0.627093,0.25270316,0.5974849,0.51393944,0.33105752,0.5235831,0.38463178,0.44232017,0.5043003,0.4036289,0.394332,0.3352828,0.40438956,0.29539943,0.5660803,0.29270947,0.6144321,0.3337727,0.5437882,0.2500813,0.3322678,0.32539758,0.49448344,0.48933965,0.43341124,0.47889477,0.64642966,0.43752488,0.2507663,0.6563002,0.48741615,0.40890536,0.5846595,0.813932,0.6372047
0.40194362,0.27898106,0.46316227,0.66920143,0.38779578,0.45377624,0.59935284,0.3490876,0.45418438,0.5012165,0.33787322,0.42584062,0.659549,0.65991527,0.2117692,0.62595236,0.52357364,0.2962603,0.5299759,0.34864727,0.42985904,0.50949985,0.40289766,0.3730054,0.32895252,0.42057085,0.26163083,0.5714481,0.24269606,0.6367614,0.30719656,0.5607383,0.18909082,0.31178063,0.30716798,0.5044131,0.4837168,0.41059422,0.46463522,0.6804529,0.43344697,0.17642315,0.7131413,0.4771703,0.37409896,0.6042399,0.87659514,0.6692448
0.4153011,0.26973122,0.4823281,0.7072957,0.37708664,0.45844176,0.6457961,0.3168566,0.46848878,0.5096048,0.31536388,0.4417574,0.70792097,0.69914085,0.18062928,0.6624841,0.5530621,0.2653774,0.5394088,0.3276041,0.42422453,0.51494175,0.3951329,0.35390544,0.29745853,0.42001972,0.21662194,0.578521,0.19935948,0.6605183,0.27650705,0.5911078,0.13188435,0.2819348,0.2688412,0.51362896,0.48631364,0.38505983,0.46417287,0.7237657,0.44384354,0.14525557,0.7655823,0.46942234,0.32949817,0.6332355,0.93275946,0.7103307
0.40969098,0.23948793,0.4830771,0.7465346,0.37036896,0.46262193,0.68220145,0.28178975,0.4892667,0.51466,0.27820075,0.4457022,0.7492071,0.72139466,0.159058,0.68001765,0.58744645,0.22249573,0.55475545,0.2912972,0.41514614,0.5217877,0.40104857,0.32528788,0.28875336,0.39696574,0.176364,0.56617296,0.15286624,0.67618626,0.23867482,0.6238315,0.057568397,0.2501389,0.2500736,0.5244605,0.49092647,0.3508078,0.46138522,0.75191456,0.4468778,0.088438265,0.8097017,0.46134466,0.29462472,0.66606534,0.9768775,0.736919
0.41665557,0.23017289,0.496634,0.77919513,0.37046012,0.4930923,0.72046846,0.25648823,0.5607928,0.5394898,0.250177,0.46300486,0.8126988,0.7453739,0.12703045,0.6973451,0.6172709,0.18552531,0.56035876,0.25322273,0.42160764,0.53086674,0.4027623,0.29764098,0.2712348,0.38599122,0.12440303,0.5703481,0.09819546,0.68950886,0.19307387,0.63983834,-0.014640485,0.22381744,0.22160824,0.53214014,0.4940414,0.30837017,0.45576817,0.7878335,0.4535245,0.033419266,0.8509311,0.46039203,0.2532433,0.6940385,1.0268797,0.77293026
0.3974663,0.20461316,0.5046879,0.7961706,0.37512055,0.4854406,0.747515,0.21938291,0.60698396,0.546521,0.20735681,0.47365755,0.8484837,0.75566965,0.10088442,0.72138834,0.65487945,0.15056203,0.56468296,0.20809484,0.40428492,0.53511244,0.4064361,0.274084,0.23345745,0.36276707,0.080890976,0.5751238,0.04450482,0.7103027,0.14982332,0.6454194,-0.098483175,0.19732429,0.19396165,0.53616965,0.50423044,0.28463867,0.45619187,0.836057,0.44572577,-0.022440286,0.896818,0.4400512,0.21115547,0.7203707,1.0741367,0.79998153
0.3835024,0.16651951,0.5120151,0.8397781,0.3808463,0.48345768,0.785229,0.17908345,0.67391986,0.5608569,0.16999136,0.46044174,0.9064892,0.7660168,0.07433248,0.7557109,0.68892723,0.10992997,0.57339084,0.15862057,0.4013111,0.53981996,0.39823297,0.24397244,0.20077437,0.33197308,0.027042285,0.5624929,-0.007701472,0.73298615,0.11255603,0.6680756,-0.14936619,0.1653945,0.15854433,0.55070627,0.5032279,0.2422318,0.4602107,0.8661419,0.44877753,-0.08666334,0.92865926,0.4181793,0.16016924,0.7368443,1.1115779,0.8209791
0.37339365,0.1221752,0.5094614,0.8738775,0.38452646,0.48073825,0.82216746,0.1534398,0.7321926,0.58016014,0.12709773,0.46682993,0.9461115,0.7788096,0.039215244,0.78253424,0.73608357,0.057744246,0.5943238,0.09739781,0.389189,0.53486496,0.39087662,0.20143609,0.1754346,0.3225324,-0.025423314,0.55733323,-0.043958288,0.7417716,0.05648667,0.68746954,-0.22418845,0.116655506,0.11877716,0.5584934,0.5138786,0.18635185,0.46662176,0.9053317,0.44399083,-0.16346681,0.953084,0.4033853,0.109624095,0.7527138,1.167885,0.84345967
0.35791618,0.08159051,0.5228248,0.8974529,0.38286826,0.47074014,0.8475026,0.11702076,0.7823695,0.58354557,0.07983929,0.46518213,1.0034559,0.7950981,-0.008338194,0.82024926,0.7743788,0.014588257,0.6176437,0.030662773,0.38025448,0.54050344,0.37525216,0.15833421,0.14736745,0.3019387,-0.081913404,0.5445159,-0.10110721,0.75618416,-0.006132988,0.7161464,-0.2948907,0.06533592,0.07979072,0.57148576,0.52549815,0.1464528,0.46269017,0.94124824,0.44837564,-0.2327242,0.99750596,0.38827837,0.053448282,0.77319294,1.2109165,0.881689
0.34513065,0.048489,0.5214906,0.91955006,0.3821135,0.45717558,0.8764259,0.06608579,0.82977957,0.59149516,0.030576378,0.47012368,1.0419303,0.81015694,-0.05725673,0.8398305,0.81993884,-0.041881967,0.6171757,-0.027279504,0.37660924,0.5357882,0.36848903,0.112763256,0.117693335,0.27327344,-0.1265432,0.52830535,-0.14210482,0.75275713,-0.07010182,0.74222225,-0.3575966,0.02581483,0.03154551,0.5772996,0.52435523,0.08850838,0.46763188,0.98190075,0.44339937,-0.3009075,1.0423328,0.37367016,-0.012746815,0.8082199,1.238718,0.9160703
0.33172452,0.009680859,0.52762336,0.9418043,0.37812445,0.44787616,0.9197577,0.017499907,0.86815995,0.60292614,-0.024739353,0.47553113,1.0736337,0.82860017,-0.103164405,0.8589454,0.8561054,-0.09559511,0.62439704,-0.09143439,0.36850607,0.5491131,0.36249572,0.07300379,0.07666547,0.25041395,-0.16938338,0.51936495,-0.18636744,0.77498037,-0.13046385,0.75648594,-0.41838178,-0.0383671,-0.0074692927,0.5800216,0.5305516,0.03320076,0.45616248,1.0095104,0.43398878,-0.3575653,1.0796689,0.3572926,-0.0799262,0.85022026,1.2652043,0.94540244
0.31946918,-0.04325556,0.5172607,0.9565003,0.3691914,0.43832496,0.93096614,-0.038985625,0.9221829,0.61675864,-0.079482235,0.47740406,1.1025826,0.8465055,-0.15189996,0.90397316,0.8910254,-0.15409733,0.6181975,-0.14789476,0.36444572,0.5590477,0.3545568,0.026057335,0.0393615,0.24024752,-0.22010204,0.5013855,-0.23962204,0.7729657,-0.1985843,0.7731646,-0.47871953,-0.08055999,-0.04774647,0.58576196,0.53771544,-0.026470376,0.4415104,1.0295775,0.43470308,-0.4274442,1.1085756,0.3344352,-0.14471671,0.86634797,1.3079934,0.9779666
0.31254375,-0.09218539,0.5066092,0.9874089,0.36156672,0.42831868,0.97389925,-0.09863366,0.97461605,0.6259041,-0.13069026,0.49765095,1.1285132,0.8671605,-0.20070317,0.9344541,0.92115015,-0.19301641,0.62082654,-0.20637156,0.35684314,0.5625132,0.34250024,-0.030793242,-0.007981225,0.21736285,-0.28292888,0.48073727,-0.29032743,0.77966225,-0.26749703,0.80183315,-0.5332033,-0.12897038,-0.09303599,0.61396277,0.53494614,-0.08618488,0.4350978,1.0658351,0.4362925,-0.49285492,1.1366023,0.30731243,-0.21112534,0.9002329,1.3264438,0.99904275
0.29712185,-0.14735317,0.50159574,1.0118291,0.34375927,0.4157674,1.0105779,-0.16341864,1.0118563,0.65357786,-0.20167732,0.49539694,1.1609104,0.88202935,-0.2467276,0.9643334,0.96132773,-0.24906026,0.62589014,-0.27027187,0.34662008,0.5753386,0.32586145,-0.08472657,-0.054737277,0.20455857,-0.33757454,0.46881664,-0.32263198,0.7910495,-0.32765073,0.8288157,-0.5839932,-0.17775221,-0.14884628,0.6385555,0.5501435,-0.13670544,0.428965,1.1011151,0.43669692,-0.5441984,1.1752452,0.27931458,-0.27668762,0.9164177,1.3526285,1.0363381
0.28101426,-0.19926077,0.49825796,1.024837,0.34641835,0.40234694,1.0450542,-0.2161349,1.0472312,0.6647656,-0.25387806,0.48619536,1.1935487,0.8903886,-0.28174987,0.9920809,0.99147695,-0.30506834,0.62316954,-0.33604372,0.33561283,0.5793013,0.31662837,-0.13550901,-0.11504481,0.19069394,-0.36907306,0.44594815,-0.37687227,0.8003059,-0.38033178,0.84863967,-0.6258353,-0.21538045,-0.19893962,0.64008677,0.5555757,-0.18378611,0.42521298,1.1375048,0.42840225,-0.5977624,1.2018018,0.2580745,-0.33661202,0.9357641,1.3820411,1.0672604
