total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,rmccp,rmpcp,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.55615216,0.44026697,0.5443695,0.5561629,0.53938735,0.57937306,0.5501204,0.5420435,0.4736282,0.39002758,0.42916393,0.59112644,0.52617353,0.44592476,0.5173444,0.5899625,0.49057758,0.48530814,0.41346836,0.3813549,0.43028158,0.4621526,0.40760794,0.43148592,0.43992677,0.40023753,0.44577077,0.4259386,0.42725524,0.51428735,0.47570688,0.40750134,0.47532922,0.40112698,0.5190394,0.478879,0.48072243,0.47578183,0.47094393,0.47014046,0.5188567,0.5105319,0.4255303,0.48652673,0.42050782,0.5282063
0.5981426,0.3929032,0.603912,0.59477293,0.5645551,0.62828386,0.58210015,0.5854866,0.49585968,0.28647792,0.36501738,0.64411616,0.5274129,0.40225598,0.5143175,0.6639162,0.49740517,0.46718204,0.34928647,0.24981035,0.35676622,0.4127985,0.3311998,0.35575068,0.3751957,0.29963702,0.40755525,0.37345845,0.37878144,0.5043416,0.46465448,0.36608568,0.4933877,0.31678697,0.5455882,0.46427408,0.48018152,0.46167865,0.43441078,0.42650563,0.5310342,0.51834416,0.36972335,0.47056338,0.32551935,0.5263975
0.63486576,0.32550278,0.6441031,0.6470754,0.59090734,0.6599703,0.62500876,0.6423336,0.53033876,0.19544967,0.28247082,0.68574524,0.52439535,0.34903064,0.52010524,0.73127735,0.50156564,0.46069533,0.30462706,0.11198283,0.27559674,0.3578231,0.24472867,0.2659372,0.31089213,0.18610361,0.36533585,0.32174632,0.3061579,0.48882064,0.43511438,0.298738,0.5112552,0.21971257,0.58341867,0.43562713,0.47332433,0.44583395,0.3861567,0.38954043,0.54091233,0.53669554,0.30269596,0.45045176,0.21446209,0.5248892
0.6666013,0.25222462,0.6816939,0.6868384,0.60927355,0.69928694,0.6619055,0.7053488,0.55767,0.09630707,0.19655433,0.7376547,0.5151328,0.2899029,0.5170594,0.7890766,0.49893948,0.45285147,0.24399818,0.0,0.18630682,0.29200017,0.14651461,0.16814694,0.2272934,0.059466958,0.31667486,0.2548609,0.23198514,0.47496092,0.4075897,0.22545215,0.5368631,0.11197586,0.61074966,0.40661296,0.4548247,0.42905748,0.328323,0.35164848,0.5454738,0.5514945,0.24258183,0.43979207,0.10394724,0.5127018
0.70487,0.1515664,0.7153974,0.73402023,0.63868666,0.75017214,0.6999898,0.7520246,0.5736939,0.0,0.11228935,0.7835867,0.49588227,0.21331349,0.5107721,0.84567,0.48693982,0.4489272,0.1751574,0.0,0.08745114,0.20323718,0.043041613,0.056607567,0.14293201,0.0,0.2594298,0.17896725,0.15566042,0.45749533,0.39418522,0.16111632,0.5372158,0.0,0.6567807,0.37674347,0.44573492,0.41471058,0.2604442,0.31856194,0.5812697,0.5671275,0.16962841,0.40475422,0.0,0.50132024
0.73141795,0.05192507,0.74610215,0.77801657,0.66057676,0.7924114,0.7198489,0.7886735,0.5935082,0.0,0.023093704,0.824868,0.4796974,0.12748009,0.5070591,0.9038947,0.46164116,0.4243563,0.10114541,0.0,0.0,0.12446415,0.0,0.0,0.037378635,0.0,0.18622403,0.093941376,0.07075509,0.42804447,0.37567142,0.07632801,0.5602649,0.0,0.69230974,0.33739656,0.4317352,0.39800107,0.1868409,0.27339402,0.58234227,0.57282513,0.083675615,0.37637568,0.0,0.4848118
0.75697136,0.0,0.7694615,0.810737,0.67831767,0.8232621,0.744894,0.82623744,0.5999794,0.0,0.0,0.8435619,0.46831828,0.033417556,0.49621558,0.9444131,0.42793334,0.4039535,0.022959115,0.0,0.0,0.027351672,0.0,0.0,0.0,0.0,0.09706652,0.009925173,0.0,0.399742,0.3259663,0.0,0.5495099,0.0,0.7120376,0.29456702,0.40638736,0.37953842,0.09974774,0.21404974,0.5810174,0.5758247,0.0,0.3212793,0.0,0.46124366
0.7809826,0.0,0.7966413,0.83770454,0.7020723,0.8594988,0.7608023,0.86529404,0.6116472,0.0,0.0,0.8696557,0.44372186,0.0,0.48495913,0.99762064,0.39635128,0.37853807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008842932,0.0,0.0,0.3722848,0.295182,0.0,0.54811645,0.0,0.74042827,0.24185981,0.38750714,0.36068687,0.006969429,0.16323006,0.59012794,0.59245104,0.0,0.2746259,0.0,0.42418706
0.8209115,0.0,0.8225306,0.86025876,0.7206177,0.89114237,0.7854601,0.9098632,0.61972046,0.0,0.0,0.8947271,0.41827303,0.0,0.46607035,1.0,0.37107068,0.34992227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33471388,0.24929333,0.0,0.5514229,0.0,0.778232,0.18725485,0.36765084,0.35637754,0.0,0.13243541,0.59759605,0.5894512,0.0,0.21091439,0.0,0.38447
0.84337825,0.0,0.8440925,0.8867069,0.72846556,0.9230021,0.81298214,0.95884556,0.6244666,0.0,0.0,0.9259875,0.37623724,0.0,0.44814807,1.0,0.32722697,0.31826293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29549274,0.1971816,0.0,0.5568842,0.0,0.80381763,0.11499242,0.34244394,0.3263286,0.0,0.06304346,0.6023057,0.5926083,0.0,0.1450552,0.0,0.32492632
0.8740564,0.0,0.8692253,0.91892827,0.74196506,0.9467741,0.8316359,1.0,0.6355535,0.0,0.0,0.9586852,0.33538726,0.0,0.4303701,1.0,0.28436795,0.28272784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2590497,0.14317353,0.0,0.55261177,0.0,0.84103227,0.040050615,0.2969269,0.30122963,0.0,0.009925828,0.612469,0.590971,0.0,0.071055844,0.0,0.2706492
0.9000693,0.0,0.9032735,0.93370014,0.7581945,0.9904162,0.8550228,1.0,0.6299899,0.0,0.0,0.9803426,0.28335178,0.0,0.4017158,1.0,0.22580452,0.23899342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22049278,0.07466202,0.0,0.55671066,0.0,0.87132096,0.0,0.25504282,0.26900822,0.0,0.0,0.6197744,0.59885126,0.0,0.0,0.0,0.20295727
0.92097193,0.0,0.9399064,0.97003794,0.78451836,1.0,0.8820343,1.0,0.6371598,0.0,0.0,1.0,0.23388942,0.0,0.37591127,1.0,0.164581,0.20467293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1781169,0.008842888,0.0,0.5616132,0.0,0.89536697,0.0,0.19781034,0.24612084,0.0,0.0,0.6152198,0.60298485,0.0,0.0,0.0,0.12814733
0.9515919,0.0,0.96908057,0.99247026,0.80501574,1.0,0.90729916,1.0,0.6385107,0.0,0.0,1.0,0.17437425,0.0,0.342058,1.0,0.098621175,0.15232773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123522125,0.0,0.0,0.5502105,0.0,0.93515265,0.0,0.14635745,0.21785316,0.0,0.0,0.6194881,0.5883378,0.0,0.0,0.0,0.04527954
0.9763193,0.0,1.0,1.0,0.8111084,1.0,0.9307555,1.0,0.64653563,0.0,0.0,1.0,0.11189759,0.0,0.29576382,1.0,0.029707883,0.08945864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06554003,0.0,0.0,0.53474134,0.0,0.9753687,0.0,0.08788071,0.18228394,0.0,0.0,0.62267107,0.5922078,0.0,0.0,0.0,0.0
0.9889212,0.0,1.0,1.0,0.83181816,1.0,0.9573146,1.0,0.6399454,0.0,0.0,1.0,0.03177089,0.0,0.25286528,1.0,0.0,0.025313433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5115237,0.0,1.0,0.0,0.017349247,0.13141488,0.0,0.0,0.6172749,0.5892937,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.8358422,1.0,0.98387367,1.0,0.6321147,0.0,0.0,1.0,0.0,0.0,0.1975669,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4945726,0.0,1.0,0.0,0.0,0.080092385,0.0,0.0,0.62073374,0.5879764,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.8497357,1.0,1.0,1.0,0.62349313,0.0,0.0,1.0,0.0,0.0,0.13923024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47662875,0.0,1.0,0.0,0.0,0.02572122,0.0,0.0,0.618353,0.5699253,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.8716494,1.0,1.0,1.0,0.6019341,0.0,0.0,1.0,0.0,0.0,0.07402488,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44681746,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6218917,0.55700046,0.0,0.0,0.0,0.0
