k,DGatingDNN,STG,LassoNet,XGBoost,Lasso,Pearson
1,0.44859415379503853,0.20653283400706512,0.5656980736647856,0.44859415379503853,0.5656980736647856,0.5656980736647856
3,0.9285954065522963,0.928218278664975,0.7888370229332635,0.6365469847520653,0.846838838694859,0.6387611461756204
6,0.9451765567477457,0.9416979693519815,0.938154493582436,0.8453858087340042,0.941978330260827,0.8282432931670614
11,0.9685993678393388,0.957629673857584,0.9504503552891105,0.9536931637657268,0.9574373760846163,0.8745730229491258
18,0.9703828346071681,0.9758188443494695,0.9595904448376743,0.9742395963000435,0.9621538824477386,0.8816418813051768
22,0.973497949987063,0.9742778638202638,0.9726486303963591,0.9748377905730021,0.9749431450208104,0.9741522944199836
