feature_index,related,rank,index,center,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score,gate,final_gate,best_epoch_gate
1,total_pjm_rmccp_cr,1,35,net_actual_interchange_mw,0.3792701808320931,0.2400430384200432,0.1109953842140009,0.1409674361458293,0.1964112597410734,0.8854805931947165,1,1,1,1,1,1,6,0.8854805931947165,0.015437278,0.015437278,0.016635587
2,gen_fuel_coal_mw,2,4,net_actual_interchange_mw,0.0569070477769171,-0.1067332699264207,-0.1477572879455859,-0.0985169838015063,0.250036970229292,0.8846357213008724,1,1,1,1,1,1,6,0.8846357213008724,0.5679132,0.5679132,0.6283772
3,da_as_as_mw_thirty_minutes_reserve,3,48,net_actual_interchange_mw,0.0761481544197175,-0.4300114088035583,-0.3941681529724617,-0.2894166004709139,0.402699718677671,0.8558365835569046,1,1,1,1,1,1,6,0.8558365835569046,0.076826505,0.076826505,0.08597188
4,da_as_total_mw_thirty_minutes_reserve,4,45,net_actual_interchange_mw,0.0668011516847398,-0.4278122569595551,-0.3968488559207854,-0.2519403416643604,0.3738966203436291,0.8453124862765271,1,1,1,1,1,1,6,0.8453124862765271,-0.00035002854,-0.00035002854,0.0002484192
5,gross_sched_interchange_mw,5,66,net_actual_interchange_mw,0.1328013635895151,-0.4649171609907955,-0.4828652672516189,-0.3181206561023074,0.458119802026588,0.8134304863325155,1,1,1,1,1,1,6,0.8134304863325155,0.111778654,0.111778654,0.13249303
6,gen_fuel_nuclear_mw,6,8,net_actual_interchange_mw,0.1162061039772246,-0.3541013284954533,-0.4241739916999137,-0.2482895260780802,0.4424313183578844,0.7945053233166174,1,1,1,1,1,1,6,0.7945053233166174,0.41984528,0.41984528,0.48421028
7,da_as_as_req_mw_primary_reserve,7,40,net_actual_interchange_mw,0.1898170984704207,-0.327459175019316,-0.4017913334356928,-0.2479228419574758,0.4504389729965458,0.0673791462555609,1,1,1,1,1,1,6,0.4504389729965458,-0.00052441895,-0.00052441895,0.0052930685
8,da_as_as_req_mw_synchronized_reserve,8,41,net_actual_interchange_mw,0.176779058440217,-0.3244004921219058,-0.4045966617736275,-0.2350394548375885,0.4130447362843996,0.0654290220271259,1,1,1,1,1,1,6,0.4130447362843996,0.08347177,0.08347177,0.09499315
9,da_as_as_mw_primary_reserve,9,46,net_actual_interchange_mw,0.0846352069431757,-0.3429191408390256,-0.3507893013289629,-0.2512415159794117,0.3956463541087916,0.1135526874666697,1,1,1,1,1,1,6,0.3956463541087916,-0.0005761627,-0.0005761627,0.00010515657
10,da_as_total_mw_primary_reserve,10,43,net_actual_interchange_mw,0.0858611766154261,-0.317105694913789,-0.3357718025270439,-0.250127567216758,0.3875396938465225,0.1154043761403394,1,1,1,1,1,1,6,0.3875396938465225,0.046164513,0.046164513,0.050929952
