tau,平均选中数,最少,最多,与目标字段数之差
0.02,21.833333333333332,2,47,0.6666666666666643
0.05,15.75,1,44,5.416666666666668
0.08,12.25,1,34,8.916666666666668
0.12,8.916666666666666,1,25,12.250000000000002
0.2,4.333333333333333,1,13,16.833333333333336
0.3,3.0,1,8,18.166666666666668
