solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,marginal_loss_price_rt,gross_inadv_interchange_mw
0.0,0.0,0.0,0.0,1.0,0.41722855,0.39272022,0.0,0.029881112,1.0,1.0,0.0,0.75206524,0.0,0.0,0.0,0.32317072,0.0,0.0,0.78458524,0.0,0.7295307,0.0,0.0,0.52072585,0.0,1.0,0.22171193,0.0,0.444918,0.8931652,0.0,1.0,1.0,1.0,0.7419931
0.0,0.0,0.0,0.0,1.0,0.41793564,0.37886328,0.0,0.013531236,1.0,1.0,0.0,0.7982658,0.0,0.0,0.0,0.32306188,0.0,0.0,0.8034089,0.0,0.740124,0.0,0.0,0.533917,0.0,1.0,0.22765464,0.0,0.45262098,0.9186452,0.0,1.0,1.0,1.0,0.7598473
0.0,0.0,0.0,0.0,1.0,0.40179512,0.3717099,0.0,0.0078062513,1.0,1.0,0.0,0.7997404,0.0,0.0,0.0,0.33596575,0.0,0.0,0.8234958,0.0,0.75415677,0.0,0.0,0.5456694,0.0,1.0,0.21540298,0.0,0.43842918,0.9429192,0.0,1.0,1.0,1.0,0.7869301
0.0,0.0,0.0,0.0,1.0,0.39989758,0.36304823,0.0,0.0068599717,1.0,1.0,0.0,0.8046442,0.0,0.0,0.0,0.35177296,0.0,0.0,0.82759166,0.0,0.7501635,0.0,0.0,0.55343235,0.0,1.0,0.2256438,0.0,0.4629143,0.95384127,0.0,1.0,1.0,1.0,0.7984242
0.0,0.0,0.0,0.0,1.0,0.40408382,0.37362796,0.0,0.0,1.0,1.0,0.0,0.81337845,0.0,0.0,0.0,0.35137355,0.0,0.0,0.82962877,0.0,0.7516171,0.0,0.0,0.55502135,0.0,1.0,0.22229762,0.0,0.47232673,0.9803367,0.0,1.0,1.0,1.0,0.8239358
0.0,0.0,0.0,0.0,1.0,0.4119802,0.3781733,0.0,0.0,1.0,1.0,0.0,0.80631495,0.0,0.0,0.0,0.36179668,0.0,0.0,0.83662206,0.0,0.7748918,0.0,0.0,0.55797976,0.0,1.0,0.23853727,0.0,0.5004988,1.0,0.0,1.0,1.0,1.0,0.8406946
0.0,0.0,0.0,0.0,1.0,0.4128937,0.38075602,0.0,0.0,1.0,1.0,0.0,0.8176128,0.0,0.0,0.0,0.3739295,0.0,0.0,0.84098536,0.0,0.78384304,0.0,0.0,0.5550913,0.0,1.0,0.24476719,0.0,0.5191064,1.0,0.0,1.0,1.0,1.0,0.84958327
0.0,0.0,0.0,0.0,1.0,0.4031407,0.38174555,0.0,0.0,1.0,1.0,0.0,0.835717,0.0,0.0,0.0,0.37911588,0.0,0.0,0.8496072,0.0,0.78944284,0.0,0.0,0.559697,0.0,1.0,0.2413409,0.0,0.53979826,1.0,0.0,1.0,1.0,1.0,0.86189765
0.0,0.0,0.0,0.0,1.0,0.38941264,0.38061768,0.0,0.0,1.0,1.0,0.0,0.84385693,0.0,0.0,0.0,0.3744282,0.0,0.0,0.84905154,0.0,0.7947342,0.0,0.0,0.55469865,0.0,1.0,0.24066484,0.0,0.5700249,1.0,0.0,1.0,1.0,1.0,0.8862679
0.0,0.0,0.0,0.0,1.0,0.36713797,0.3820867,0.0,0.0,1.0,1.0,0.0,0.86745507,0.0,0.0,0.0,0.38017863,0.0,0.0,0.85854614,0.0,0.8239142,0.0,0.0,0.5546267,0.0,1.0,0.22970346,0.0,0.5889401,1.0,0.0,1.0,1.0,1.0,0.90034837
0.0,0.0,0.0,0.0,1.0,0.36272955,0.3816383,0.0,0.0,1.0,1.0,0.0,0.8737495,0.0,0.0,0.0,0.38696575,0.0,0.0,0.87550336,0.0,0.8366798,0.0,0.0,0.55646867,0.0,1.0,0.23101996,0.0,0.6199232,1.0,0.0,1.0,1.0,1.0,0.90747267
0.0,0.0,0.0,0.0,1.0,0.35372734,0.37330523,0.0,0.0,1.0,1.0,0.0,0.87398654,0.0,0.0,0.0,0.39668489,0.0,0.0,0.90132344,0.0,0.8507622,0.0,0.0,0.57348317,0.0,1.0,0.226299,0.0,0.63585883,1.0,0.0,1.0,1.0,1.0,0.9198847
0.0,0.0,0.0,0.0,1.0,0.3394946,0.35640478,0.0,0.0,1.0,1.0,0.0,0.91106635,0.0,0.0,0.0,0.40221125,0.0,0.0,0.9227677,0.0,0.85170835,0.0,0.0,0.5788584,0.0,1.0,0.20153715,0.0,0.6504949,1.0,0.0,1.0,1.0,1.0,0.9284831
0.0,0.0,0.0,0.0,1.0,0.34448642,0.35613388,0.0,0.0,1.0,1.0,0.0,0.92597544,0.0,0.0,0.0,0.42785183,0.0,0.0,0.93629247,0.0,0.85836685,0.0,0.0,0.56425285,0.0,1.0,0.19532251,0.0,0.65782297,1.0,0.0,1.0,1.0,1.0,0.94773924
0.0,0.0,0.0,0.0,1.0,0.33972177,0.3534975,0.0,0.0,1.0,1.0,0.0,0.9450936,0.0,0.0,0.0,0.45630598,0.0,0.0,0.9438719,0.0,0.8637409,0.0,0.0,0.553198,0.0,1.0,0.19688602,0.0,0.67403036,1.0,0.0,1.0,1.0,1.0,0.95886225
0.0,0.0,0.0,0.0,1.0,0.32823172,0.3543078,0.0,0.0,1.0,1.0,0.0,0.9514856,0.0,0.0,0.0,0.46544954,0.0,0.0,0.95008516,0.0,0.86844355,0.0,0.0,0.5510581,0.0,1.0,0.17241196,0.0,0.70206445,1.0,0.0,1.0,1.0,1.0,0.9695832
0.0,0.0,0.0,0.0,1.0,0.30857965,0.34047765,0.0,0.0,1.0,1.0,0.0,0.96598846,0.0,0.0,0.0,0.4932562,0.0,0.0,0.9662273,0.0,0.88649476,0.0,0.0,0.56266594,0.0,1.0,0.17192537,0.0,0.7248116,1.0,0.0,1.0,1.0,1.0,0.9907621
0.0,0.0,0.0,0.0,1.0,0.3037156,0.33872965,0.0,0.0,1.0,1.0,0.0,0.96614844,0.0,0.0,0.0,0.5094761,0.0,0.0,0.9592008,0.0,0.89864844,0.0,0.0,0.54164493,0.0,1.0,0.1534904,0.0,0.7494046,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.29399216,0.34665912,0.0,0.0,1.0,1.0,0.0,0.98084164,0.0,0.0,0.0,0.52203846,0.0,0.0,0.9682509,0.0,0.92036784,0.0,0.0,0.52371144,0.0,1.0,0.13898873,0.0,0.77397645,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.27732292,0.3342034,0.0,0.0,1.0,1.0,0.0,0.98973984,0.0,0.0,0.0,0.5365182,0.0,0.0,0.98970324,0.0,0.94544095,0.0,0.0,0.52056074,0.0,1.0,0.12621203,0.0,0.80186594,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.2803703,0.34005266,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.545506,0.0,0.0,0.9926052,0.0,0.96519977,0.0,0.0,0.5123868,0.0,1.0,0.11081653,0.0,0.8337574,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.26846856,0.35020834,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.56402403,0.0,0.0,1.0,0.0,0.9701013,0.0,0.0,0.5194671,0.0,1.0,0.10419357,0.0,0.8739244,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.26665977,0.3336856,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.58274025,0.0,0.0,1.0,0.0,0.9746309,0.0,0.0,0.5191099,0.0,1.0,0.0731373,0.0,0.8900231,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.2590056,0.31583932,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.59845084,0.0,0.0,1.0,0.0,0.98265386,0.0,0.0,0.5065016,0.0,1.0,0.05098585,0.0,0.89038944,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.27069798,0.30603877,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6070895,0.0,0.0,1.0,0.0,0.9907629,0.0,0.0,0.51488984,0.0,1.0,0.033101056,0.0,0.9237993,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.25584286,0.30998307,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.63074905,0.0,0.0,1.0,0.0,0.9997182,0.0,0.0,0.51571846,0.0,1.0,0.014878528,0.0,0.95366406,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.24639507,0.30894348,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.63387054,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5052606,0.0,1.0,0.0,0.0,0.98928815,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.23245212,0.2975509,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.65325034,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5002235,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.2121324,0.2935636,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6831161,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.506146,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.19918354,0.30351627,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6897521,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.49736407,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.18502598,0.28612345,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.70536107,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4909588,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.16771416,0.2717888,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7433832,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4846885,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.15315796,0.27067074,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7690496,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.48811537,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.14180325,0.257173,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8098858,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.47922224,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.11612892,0.25606793,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8326196,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.46710786,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.10657324,0.24819052,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.85744435,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.45825547,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.089487344,0.24242464,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.88906246,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.45266867,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.060519744,0.22927472,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.91460854,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.44854283,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.04513549,0.21105528,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9381,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4450458,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.028067935,0.19462176,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9648649,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.43351778,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0052611697,0.17831674,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9836013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.42101792,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.14080368,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.40563276,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.13885449,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3557947,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.10603555,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.33853626,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.09884677,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3349474,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.09184252,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.32298258,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.08332757,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.31141958,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.05975402,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.30486864,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.05317132,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2964751,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.031742807,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.28330955,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.016355935,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.27317187,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.26711607,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2497513,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.24096453,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.22902022,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.20752572,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.18184175,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.16274373,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.15042937,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.12474517,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.11393791,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.081857026,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05790262,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.03361144,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.006885203,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
