field,中文名,score
gen_fuel_wind_mw,风电出力,19156.896484375
gen_fuel_solar_mw,光伏出力,10787.484375
area_1_net_export_mw,区域1净送出,2919.50244140625
system_losses_mw,系统网损,2592.4345703125
area_3_net_export_mw,区域3净送出,1322.2147216796875
gen_fuel_nuclear_mw,核电出力,402.9875793457031
gen_fuel_hydro_mw,水电出力,311.52252197265625
gen_fuel_coal_mw,燃煤出力,118.05408477783203
area_2_load_day_ahead_mw,区域2日前负荷,115.73930358886719
reserve_spin_r3_mw,区域3旋转备用,109.06372833251953
area_3_load_actual_mw,区域3实时负荷,104.82865142822266
area_3_load_day_ahead_mw,区域3日前负荷,98.78237915039062
gen_fuel_natural_gas_mw,燃气出力,98.78237915039062
area_1_load_day_ahead_mw,区域1日前负荷,96.84546661376953
area_1_load_actual_mw,区域1实时负荷,94.94654083251953
area_2_load_actual_mw,区域2实时负荷,91.25965118408203
reserve_reg_down_mw,调频下备用,91.25965118408203
reserve_reg_up_mw,调频上备用,87.71592712402344
system_generation_mw,系统发电量,87.71592712402344
area_2_net_export_mw,区域2净送出,87.71592712402344
reserve_spin_r1_mw,区域1旋转备用,82.65667724609375
system_load_actual_mw,系统实时负荷,82.65667724609375
system_load_day_ahead_mw,系统日前负荷,81.03595733642578
reserve_spin_r2_mw,区域2旋转备用,74.86470031738281
