目标,中文名,达标水平,预算n,先达标的方法,方法,测试R2,全量R2,候选数,选中字段
congestion_price_rt,实时阻塞价,95%,8,XGBoost,DGatingDNN,0.3391118107309181,0.4268330744676838,46,rmccp|gross_sched_interchange_mw|gen_fuel_nuclear_pct|wind_generation_mw|gen_fuel_multiple_fuels_pct|gen_fuel_oil_pct|system_energy_price_da|gross_inadv_interchange_mw
congestion_price_rt,实时阻塞价,95%,8,XGBoost,STG,0.3252935089373208,0.4268330744676838,46,gen_fuel_multiple_fuels_mw|total_pjm_assigned_reg|system_energy_price_da|gross_sched_interchange_mw|gen_fuel_multiple_fuels_pct|gen_fuel_storage_mw|rmccp|gross_inadv_interchange_mw
congestion_price_rt,实时阻塞价,95%,8,XGBoost,LassoNet,0.3151586899780878,0.4268330744676838,46,system_energy_price_da|rmccp|gen_fuel_multiple_fuels_mw|total_pjm_loc_credit|gen_fuel_storage_mw|da_as_as_req_mw_primary_reserve|gen_fuel_other_renewables_pct|total_pjm_assigned_reg
congestion_price_rt,实时阻塞价,95%,8,XGBoost,XGBoost,0.4092848808161461,0.4268330744676838,46,system_energy_price_da|rmccp|da_as_as_req_mw_primary_reserve|gross_sched_interchange_mw|gen_fuel_wind_pct|total_pjm_rt_load_mwh|gen_fuel_oil_pct|gen_fuel_gas_pct
congestion_price_rt,实时阻塞价,95%,8,XGBoost,Lasso,0.2917608566900566,0.4268330744676838,46,system_energy_price_da|rmccp|gen_fuel_multiple_fuels_mw|gen_fuel_oil_pct|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_self_sched_reg
congestion_price_rt,实时阻塞价,95%,8,XGBoost,Pearson,0.2975958908532327,0.4268330744676838,46,system_energy_price_da|gen_fuel_oil_pct|gen_fuel_oil_mw|rmccp|gen_fuel_multiple_fuels_mw|total_pjm_rmccp_cr|prelim_load_avg_hourly|total_pjm_rt_load_mwh
congestion_price_rt,实时阻塞价,97%,10,DGatingDNN,DGatingDNN,0.45275885664138626,0.4268330744676838,46,rmccp|gross_sched_interchange_mw|gen_fuel_nuclear_pct|wind_generation_mw|gen_fuel_multiple_fuels_pct|gen_fuel_oil_pct|system_energy_price_da|gross_inadv_interchange_mw|gen_fuel_coal_pct|da_as_as_req_mw_primary_reserve
congestion_price_rt,实时阻塞价,97%,10,DGatingDNN,STG,0.35829372174060947,0.4268330744676838,46,gen_fuel_multiple_fuels_mw|total_pjm_assigned_reg|system_energy_price_da|gross_sched_interchange_mw|gen_fuel_multiple_fuels_pct|gen_fuel_storage_mw|rmccp|gross_inadv_interchange_mw|gen_fuel_oil_pct|da_as_as_req_mw_thirty_minutes_reserve
congestion_price_rt,实时阻塞价,97%,10,DGatingDNN,LassoNet,0.35015682053777863,0.4268330744676838,46,system_energy_price_da|rmccp|gen_fuel_multiple_fuels_mw|total_pjm_loc_credit|gen_fuel_storage_mw|da_as_as_req_mw_primary_reserve|gen_fuel_other_renewables_pct|total_pjm_assigned_reg|da_as_mcp_synchronized_reserve|gross_inadv_interchange_mw
congestion_price_rt,实时阻塞价,97%,10,DGatingDNN,XGBoost,0.395097248436314,0.4268330744676838,46,system_energy_price_da|rmccp|da_as_as_req_mw_primary_reserve|gross_sched_interchange_mw|gen_fuel_wind_pct|total_pjm_rt_load_mwh|gen_fuel_oil_pct|gen_fuel_gas_pct|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_rmccp_cr
congestion_price_rt,实时阻塞价,97%,10,DGatingDNN,Lasso,0.3036216621786808,0.4268330744676838,46,system_energy_price_da|rmccp|gen_fuel_multiple_fuels_mw|gen_fuel_oil_pct|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_self_sched_reg|total_pjm_assigned_reg|total_pjm_rmccp_cr
congestion_price_rt,实时阻塞价,97%,10,DGatingDNN,Pearson,0.30472177380456855,0.4268330744676838,46,system_energy_price_da|gen_fuel_oil_pct|gen_fuel_oil_mw|rmccp|gen_fuel_multiple_fuels_mw|total_pjm_rmccp_cr|prelim_load_avg_hourly|total_pjm_rt_load_mwh|forecast_load_mw_latest_available|gen_fuel_nuclear_pct
