k,DGatingDNN,STG,LassoNet,XGBoost,Lasso,Pearson
1,0.5009711740559379,0.5037736986639985,0.5440267316630758,0.5009711740559379,0.500883180839578,0.5440267316630758
3,0.734210072437814,0.7439533489732773,0.6900369783423319,0.5010599209811111,0.7559056550830108,0.6928233646643978
4,0.7885956319288276,0.8591939813900291,0.6929999807336731,0.7393633507639832,0.7552447024051443,0.6914046880918582
9,0.9501960206792456,0.9168304280596835,0.9025558838780658,0.9235653695910009,0.9016894837491228,0.8051204026938044
14,0.9427824343078665,0.9448111849024768,0.9417964107319057,0.9439443179635414,0.9219235879850033,0.8459126784649904
21,0.9457331627441811,0.9483598523483955,0.94680824780935,0.9489987242513875,0.9501985295844235,0.9497719648948444
