head_id,anchor,group_size,candidate_group,residual_val_mse,residual_val_r2,reconstructed_y_val_mse,reconstructed_y_val_r2,anchor_sensitivity,anchor_status,threshold_ratio
0,gen_fuel_other_renewables_mw,3,gen_fuel_other_renewables_mw;total_pjm_rt_load_mwh;metered_load_mw,0.5134665369987488,0.4959971606731415,837807.75,0.8752873539924622,0.0002734065055847168,active_anchor,0.35
1,congestion_price_da,3,congestion_price_da;total_pjm_rt_load_mwh;metered_load_mw,0.5187205672264099,0.4908398389816284,846381.0,0.874011218547821,-0.0016655921936035156,inactive_or_dummy_anchor,0.35
2,total_losses,3,total_losses;total_pjm_rt_load_mwh;metered_load_mw,0.5052577257156372,0.5040545463562012,824413.9375,0.877281129360199,0.04859405755996704,active_anchor,0.35
3,system_energy_price_da,3,system_energy_price_da;total_pjm_rt_load_mwh;metered_load_mw,0.513921856880188,0.4955499470233917,838551.5625,0.875176727771759,0.004776298999786377,active_anchor,0.35
4,total_pjm_self_sched_reg,3,total_pjm_self_sched_reg;total_pjm_rt_load_mwh;metered_load_mw,0.5120932459831238,0.4973449110984802,835567.5,0.8756209015846252,-0.001207113265991211,inactive_or_dummy_anchor,0.35
5,total_lmp_da,3,total_lmp_da;total_pjm_rt_load_mwh;metered_load_mw,0.5090039372444153,0.5003772377967834,830527.5625,0.8763712048530579,0.009598493576049805,active_anchor,0.35
6,total_pjm_loc_credit,3,total_pjm_loc_credit;total_pjm_rt_load_mwh;metered_load_mw,0.5114659070968628,0.4979607164859772,834543.6875,0.8757732510566711,-0.0040895938873291016,inactive_or_dummy_anchor,0.35
7,gross_inadv_interchange_mw,3,gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw,0.515950620174408,0.4935589134693146,841861.5625,0.8746840357780457,0.010085523128509521,active_anchor,0.35
8,gen_fuel_multiple_fuels_mw,3,gen_fuel_multiple_fuels_mw;total_pjm_rt_load_mwh;metered_load_mw,0.5115075707435608,0.49791932106018066,834612.5,0.8757629990577698,0.05407583713531494,active_anchor,0.35
9,gen_fuel_multiple_fuels_pct,3,gen_fuel_multiple_fuels_pct;total_pjm_rt_load_mwh;metered_load_mw,0.5120039582252502,0.49743232131004333,835422.4375,0.8756424784660339,0.04770851135253906,active_anchor,0.35
10,rmccp,3,rmccp;total_pjm_rt_load_mwh;metered_load_mw,0.5096144080162048,0.4997779130935669,831523.0,0.8762229084968567,-0.002975642681121826,inactive_or_dummy_anchor,0.35
11,congestion_price_rt,3,congestion_price_rt;total_pjm_rt_load_mwh;metered_load_mw,0.5069419741630554,0.5024013519287109,827162.375,0.8768720626831055,0.0025671720504760742,active_anchor,0.35
12,marginal_loss_price_rt,3,marginal_loss_price_rt;total_pjm_rt_load_mwh;metered_load_mw,0.5052345991134644,0.5040768980979919,824377.1875,0.8772866725921631,0.007622778415679932,active_anchor,0.35
13,da_as_total_mw_thirty_minutes_reserve,3,da_as_total_mw_thirty_minutes_reserve;total_pjm_rt_load_mwh;metered_load_mw,0.5116389393806458,0.49779069423675537,834826.4375,0.8757311701774597,0.00047475099563598633,active_anchor,0.35
14,total_pjm_rmccp_cr,3,total_pjm_rmccp_cr;total_pjm_rt_load_mwh;metered_load_mw,0.5092277526855469,0.5001575350761414,830892.3125,0.8763168454170227,-0.0039033889770507812,inactive_or_dummy_anchor,0.35
15,marginal_loss_price_da,3,marginal_loss_price_da;total_pjm_rt_load_mwh;metered_load_mw,0.5020757913589478,0.507178008556366,819222.25,0.8780540227890015,0.013652682304382324,active_anchor,0.35
16,net_inadv_interchange_mw,3,net_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw,0.5069894790649414,0.5023549795150757,827238.8125,0.8768605589866638,0.0005276203155517578,active_anchor,0.35
17,gross_actual_interchange_mw,3,gross_actual_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw,0.5116592645645142,0.4977702796459198,834860.625,0.8757261037826538,0.005021452903747559,active_anchor,0.35
18,da_as_mcp_primary_reserve,3,da_as_mcp_primary_reserve;total_pjm_rt_load_mwh;metered_load_mw,0.5118393301963806,0.4975939989089966,835153.375,0.875682532787323,-0.005128264427185059,inactive_or_dummy_anchor,0.35
19,metered_load_mw,5,metered_load_mw;gen_fuel_multiple_fuels_pct;gross_inadv_interchange_mw;total_losses;da_as_nsr_mw_primary_reserve,0.5114196538925171,0.4980063736438751,834468.0,0.8757845759391785,18.801876068115234,active_anchor,0.35
0,gen_fuel_other_renewables_mw,3,gen_fuel_other_renewables_mw;total_pjm_rt_load_mwh;metered_load_mw,0.5134665369987488,0.4959971606731415,837807.75,0.8752873539924622,0.0002734065055847168,active_anchor,0.5
1,congestion_price_da,3,congestion_price_da;total_pjm_rt_load_mwh;metered_load_mw,0.5187205672264099,0.4908398389816284,846381.0,0.874011218547821,-0.0016655921936035156,inactive_or_dummy_anchor,0.5
2,total_losses,3,total_losses;total_pjm_rt_load_mwh;metered_load_mw,0.5052577257156372,0.5040545463562012,824413.9375,0.877281129360199,0.04859405755996704,active_anchor,0.5
3,system_energy_price_da,3,system_energy_price_da;total_pjm_rt_load_mwh;metered_load_mw,0.513921856880188,0.4955499470233917,838551.5625,0.875176727771759,0.004776298999786377,active_anchor,0.5
4,total_pjm_self_sched_reg,3,total_pjm_self_sched_reg;total_pjm_rt_load_mwh;metered_load_mw,0.5120932459831238,0.4973449110984802,835567.5,0.8756209015846252,-0.001207113265991211,inactive_or_dummy_anchor,0.5
5,total_lmp_da,3,total_lmp_da;total_pjm_rt_load_mwh;metered_load_mw,0.5090039372444153,0.5003772377967834,830527.5625,0.8763712048530579,0.009598493576049805,active_anchor,0.5
6,total_pjm_loc_credit,3,total_pjm_loc_credit;total_pjm_rt_load_mwh;metered_load_mw,0.5114659070968628,0.4979607164859772,834543.6875,0.8757732510566711,-0.0040895938873291016,inactive_or_dummy_anchor,0.5
7,gross_inadv_interchange_mw,3,gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw,0.515950620174408,0.4935589134693146,841861.5625,0.8746840357780457,0.010085523128509521,active_anchor,0.5
8,gen_fuel_multiple_fuels_mw,3,gen_fuel_multiple_fuels_mw;total_pjm_rt_load_mwh;metered_load_mw,0.5115075707435608,0.49791932106018066,834612.5,0.8757629990577698,0.05407583713531494,active_anchor,0.5
9,gen_fuel_multiple_fuels_pct,3,gen_fuel_multiple_fuels_pct;total_pjm_rt_load_mwh;metered_load_mw,0.5120039582252502,0.49743232131004333,835422.4375,0.8756424784660339,0.04770851135253906,active_anchor,0.5
10,rmccp,3,rmccp;total_pjm_rt_load_mwh;metered_load_mw,0.5096144080162048,0.4997779130935669,831523.0,0.8762229084968567,-0.002975642681121826,inactive_or_dummy_anchor,0.5
11,congestion_price_rt,3,congestion_price_rt;total_pjm_rt_load_mwh;metered_load_mw,0.5069419741630554,0.5024013519287109,827162.375,0.8768720626831055,0.0025671720504760742,active_anchor,0.5
12,marginal_loss_price_rt,3,marginal_loss_price_rt;total_pjm_rt_load_mwh;metered_load_mw,0.5052345991134644,0.5040768980979919,824377.1875,0.8772866725921631,0.007622778415679932,active_anchor,0.5
13,da_as_total_mw_thirty_minutes_reserve,3,da_as_total_mw_thirty_minutes_reserve;total_pjm_rt_load_mwh;metered_load_mw,0.5116389393806458,0.49779069423675537,834826.4375,0.8757311701774597,0.00047475099563598633,active_anchor,0.5
14,total_pjm_rmccp_cr,3,total_pjm_rmccp_cr;total_pjm_rt_load_mwh;metered_load_mw,0.5092277526855469,0.5001575350761414,830892.3125,0.8763168454170227,-0.0039033889770507812,inactive_or_dummy_anchor,0.5
15,marginal_loss_price_da,3,marginal_loss_price_da;total_pjm_rt_load_mwh;metered_load_mw,0.5020757913589478,0.507178008556366,819222.25,0.8780540227890015,0.013652682304382324,active_anchor,0.5
16,net_inadv_interchange_mw,3,net_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw,0.5069894790649414,0.5023549795150757,827238.8125,0.8768605589866638,0.0005276203155517578,active_anchor,0.5
17,gross_actual_interchange_mw,3,gross_actual_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw,0.5116592645645142,0.4977702796459198,834860.625,0.8757261037826538,0.005021452903747559,active_anchor,0.5
18,da_as_mcp_primary_reserve,3,da_as_mcp_primary_reserve;total_pjm_rt_load_mwh;metered_load_mw,0.5118393301963806,0.4975939989089966,835153.375,0.875682532787323,-0.005128264427185059,inactive_or_dummy_anchor,0.5
19,metered_load_mw,5,metered_load_mw;gen_fuel_multiple_fuels_pct;gross_inadv_interchange_mw;total_losses;da_as_nsr_mw_primary_reserve,0.5114196538925171,0.4980063736438751,834468.0,0.8757845759391785,18.801876068115234,active_anchor,0.5
0,gen_fuel_other_renewables_mw,3,gen_fuel_other_renewables_mw;total_pjm_rt_load_mwh;metered_load_mw,0.5134665369987488,0.4959971606731415,837807.75,0.8752873539924622,0.0002734065055847168,active_anchor,0.65
1,congestion_price_da,3,congestion_price_da;total_pjm_rt_load_mwh;metered_load_mw,0.5187205672264099,0.4908398389816284,846381.0,0.874011218547821,-0.0016655921936035156,inactive_or_dummy_anchor,0.65
2,total_losses,3,total_losses;total_pjm_rt_load_mwh;metered_load_mw,0.5052577257156372,0.5040545463562012,824413.9375,0.877281129360199,0.04859405755996704,active_anchor,0.65
3,system_energy_price_da,3,system_energy_price_da;total_pjm_rt_load_mwh;metered_load_mw,0.513921856880188,0.4955499470233917,838551.5625,0.875176727771759,0.004776298999786377,active_anchor,0.65
4,total_pjm_self_sched_reg,3,total_pjm_self_sched_reg;total_pjm_rt_load_mwh;metered_load_mw,0.5120932459831238,0.4973449110984802,835567.5,0.8756209015846252,-0.001207113265991211,inactive_or_dummy_anchor,0.65
5,total_lmp_da,3,total_lmp_da;total_pjm_rt_load_mwh;metered_load_mw,0.5090039372444153,0.5003772377967834,830527.5625,0.8763712048530579,0.009598493576049805,active_anchor,0.65
6,total_pjm_loc_credit,3,total_pjm_loc_credit;total_pjm_rt_load_mwh;metered_load_mw,0.5114659070968628,0.4979607164859772,834543.6875,0.8757732510566711,-0.0040895938873291016,inactive_or_dummy_anchor,0.65
7,gross_inadv_interchange_mw,3,gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw,0.515950620174408,0.4935589134693146,841861.5625,0.8746840357780457,0.010085523128509521,active_anchor,0.65
8,gen_fuel_multiple_fuels_mw,3,gen_fuel_multiple_fuels_mw;total_pjm_rt_load_mwh;metered_load_mw,0.5115075707435608,0.49791932106018066,834612.5,0.8757629990577698,0.05407583713531494,active_anchor,0.65
9,gen_fuel_multiple_fuels_pct,3,gen_fuel_multiple_fuels_pct;total_pjm_rt_load_mwh;metered_load_mw,0.5120039582252502,0.49743232131004333,835422.4375,0.8756424784660339,0.04770851135253906,active_anchor,0.65
10,rmccp,3,rmccp;total_pjm_rt_load_mwh;metered_load_mw,0.5096144080162048,0.4997779130935669,831523.0,0.8762229084968567,-0.002975642681121826,inactive_or_dummy_anchor,0.65
11,congestion_price_rt,3,congestion_price_rt;total_pjm_rt_load_mwh;metered_load_mw,0.5069419741630554,0.5024013519287109,827162.375,0.8768720626831055,0.0025671720504760742,active_anchor,0.65
12,marginal_loss_price_rt,3,marginal_loss_price_rt;total_pjm_rt_load_mwh;metered_load_mw,0.5052345991134644,0.5040768980979919,824377.1875,0.8772866725921631,0.007622778415679932,active_anchor,0.65
13,da_as_total_mw_thirty_minutes_reserve,3,da_as_total_mw_thirty_minutes_reserve;total_pjm_rt_load_mwh;metered_load_mw,0.5116389393806458,0.49779069423675537,834826.4375,0.8757311701774597,0.00047475099563598633,active_anchor,0.65
14,total_pjm_rmccp_cr,3,total_pjm_rmccp_cr;total_pjm_rt_load_mwh;metered_load_mw,0.5092277526855469,0.5001575350761414,830892.3125,0.8763168454170227,-0.0039033889770507812,inactive_or_dummy_anchor,0.65
15,marginal_loss_price_da,3,marginal_loss_price_da;total_pjm_rt_load_mwh;metered_load_mw,0.5020757913589478,0.507178008556366,819222.25,0.8780540227890015,0.013652682304382324,active_anchor,0.65
16,net_inadv_interchange_mw,3,net_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw,0.5069894790649414,0.5023549795150757,827238.8125,0.8768605589866638,0.0005276203155517578,active_anchor,0.65
17,gross_actual_interchange_mw,3,gross_actual_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw,0.5116592645645142,0.4977702796459198,834860.625,0.8757261037826538,0.005021452903747559,active_anchor,0.65
18,da_as_mcp_primary_reserve,3,da_as_mcp_primary_reserve;total_pjm_rt_load_mwh;metered_load_mw,0.5118393301963806,0.4975939989089966,835153.375,0.875682532787323,-0.005128264427185059,inactive_or_dummy_anchor,0.65
19,metered_load_mw,5,metered_load_mw;gen_fuel_multiple_fuels_pct;gross_inadv_interchange_mw;total_losses;da_as_nsr_mw_primary_reserve,0.5114196538925171,0.4980063736438751,834468.0,0.8757845759391785,18.801876068115234,active_anchor,0.65
0,gen_fuel_other_renewables_mw,3,gen_fuel_other_renewables_mw;total_pjm_rt_load_mwh;metered_load_mw,0.5134665369987488,0.4959971606731415,837807.75,0.8752873539924622,0.0002734065055847168,active_anchor,0.8
1,congestion_price_da,3,congestion_price_da;total_pjm_rt_load_mwh;metered_load_mw,0.5187205672264099,0.4908398389816284,846381.0,0.874011218547821,-0.0016655921936035156,inactive_or_dummy_anchor,0.8
2,total_losses,3,total_losses;total_pjm_rt_load_mwh;metered_load_mw,0.5052577257156372,0.5040545463562012,824413.9375,0.877281129360199,0.04859405755996704,active_anchor,0.8
3,system_energy_price_da,3,system_energy_price_da;total_pjm_rt_load_mwh;metered_load_mw,0.513921856880188,0.4955499470233917,838551.5625,0.875176727771759,0.004776298999786377,active_anchor,0.8
4,total_pjm_self_sched_reg,3,total_pjm_self_sched_reg;total_pjm_rt_load_mwh;metered_load_mw,0.5120932459831238,0.4973449110984802,835567.5,0.8756209015846252,-0.001207113265991211,inactive_or_dummy_anchor,0.8
5,total_lmp_da,3,total_lmp_da;total_pjm_rt_load_mwh;metered_load_mw,0.5090039372444153,0.5003772377967834,830527.5625,0.8763712048530579,0.009598493576049805,active_anchor,0.8
6,total_pjm_loc_credit,3,total_pjm_loc_credit;total_pjm_rt_load_mwh;metered_load_mw,0.5114659070968628,0.4979607164859772,834543.6875,0.8757732510566711,-0.0040895938873291016,inactive_or_dummy_anchor,0.8
7,gross_inadv_interchange_mw,3,gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw,0.515950620174408,0.4935589134693146,841861.5625,0.8746840357780457,0.010085523128509521,active_anchor,0.8
8,gen_fuel_multiple_fuels_mw,3,gen_fuel_multiple_fuels_mw;total_pjm_rt_load_mwh;metered_load_mw,0.5115075707435608,0.49791932106018066,834612.5,0.8757629990577698,0.05407583713531494,active_anchor,0.8
9,gen_fuel_multiple_fuels_pct,3,gen_fuel_multiple_fuels_pct;total_pjm_rt_load_mwh;metered_load_mw,0.5120039582252502,0.49743232131004333,835422.4375,0.8756424784660339,0.04770851135253906,active_anchor,0.8
10,rmccp,3,rmccp;total_pjm_rt_load_mwh;metered_load_mw,0.5096144080162048,0.4997779130935669,831523.0,0.8762229084968567,-0.002975642681121826,inactive_or_dummy_anchor,0.8
11,congestion_price_rt,3,congestion_price_rt;total_pjm_rt_load_mwh;metered_load_mw,0.5069419741630554,0.5024013519287109,827162.375,0.8768720626831055,0.0025671720504760742,active_anchor,0.8
12,marginal_loss_price_rt,3,marginal_loss_price_rt;total_pjm_rt_load_mwh;metered_load_mw,0.5052345991134644,0.5040768980979919,824377.1875,0.8772866725921631,0.007622778415679932,active_anchor,0.8
13,da_as_total_mw_thirty_minutes_reserve,3,da_as_total_mw_thirty_minutes_reserve;total_pjm_rt_load_mwh;metered_load_mw,0.5116389393806458,0.49779069423675537,834826.4375,0.8757311701774597,0.00047475099563598633,active_anchor,0.8
14,total_pjm_rmccp_cr,3,total_pjm_rmccp_cr;total_pjm_rt_load_mwh;metered_load_mw,0.5092277526855469,0.5001575350761414,830892.3125,0.8763168454170227,-0.0039033889770507812,inactive_or_dummy_anchor,0.8
15,marginal_loss_price_da,3,marginal_loss_price_da;total_pjm_rt_load_mwh;metered_load_mw,0.5020757913589478,0.507178008556366,819222.25,0.8780540227890015,0.013652682304382324,active_anchor,0.8
16,net_inadv_interchange_mw,3,net_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw,0.5069894790649414,0.5023549795150757,827238.8125,0.8768605589866638,0.0005276203155517578,active_anchor,0.8
17,gross_actual_interchange_mw,3,gross_actual_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw,0.5116592645645142,0.4977702796459198,834860.625,0.8757261037826538,0.005021452903747559,active_anchor,0.8
18,da_as_mcp_primary_reserve,3,da_as_mcp_primary_reserve;total_pjm_rt_load_mwh;metered_load_mw,0.5118393301963806,0.4975939989089966,835153.375,0.875682532787323,-0.005128264427185059,inactive_or_dummy_anchor,0.8
