total_gen,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.51993054,0.85530883,0.11122591,0.7971226,0.027310131,0.0,0.57961994,0.8469745,0.19001281,0.5311889,0.24679062,0.86294734,0.9076336,0.5381797,0.022958487,0.16752484,0.20263588,0.12896134,0.5261981,0.58969474,0.518082,0.07894985,0.47035176,0.0,0.15317349,0.0,0.015635807,0.060274925,0.09989977,0.23565897,0.025842847,0.8367354,0.0,0.3522251,0.23548305,0.41471592,0.8182514,0.30753684,0.08767955,0.0,0.8059007,0.71249706,0.7830997,0.5795493,0.09319535,0.552211
0.5142809,0.8791039,0.057419233,0.81529045,0.0,0.0,0.60489243,0.8770527,0.14547211,0.54432994,0.20167516,0.89250165,0.9443495,0.53271836,0.0,0.113968864,0.13679473,0.06959206,0.53060323,0.604662,0.52806467,0.01407462,0.4643194,0.0,0.13591759,0.0,0.0,0.0076694037,0.047170117,0.21822014,0.0,0.86898637,0.0,0.32332674,0.17968358,0.40351635,0.83745927,0.2657598,0.024696246,0.0,0.84665465,0.73124576,0.81603146,0.5928204,0.04817772,0.5557274
0.5102948,0.8928841,0.0055951485,0.8314385,0.0,0.0,0.6178544,0.9019546,0.076472774,0.5628252,0.15917653,0.91048414,0.9777489,0.53296167,0.0,0.06356568,0.07728257,0.0,0.5200441,0.60696554,0.5299955,0.0,0.45333877,0.0,0.10422595,0.0,0.0,0.0,0.010521022,0.19537511,0.0,0.8921963,0.0,0.27849177,0.119454056,0.39425445,0.8609689,0.22513957,0.0,0.0,0.87981033,0.7527992,0.8399942,0.5902931,0.005996777,0.5392739
0.50130385,0.9108953,0.0,0.85493517,0.0,0.0,0.63029736,0.92433596,0.017193777,0.57435995,0.101492554,0.9315304,1.0,0.54634887,0.0,0.0021308106,0.008547985,0.0,0.5098288,0.6129203,0.5222894,0.0,0.43093768,0.0,0.07907891,0.0,0.0,0.0,0.0,0.16660842,0.0,0.92579466,0.0,0.23449363,0.0505776,0.38264772,0.88973063,0.17948654,0.0,0.0,0.9262611,0.76519835,0.86244327,0.60492545,0.0,0.5385566
0.5000445,0.9354414,0.0,0.88144225,0.0,0.0,0.6472443,0.96663105,0.0,0.585127,0.059005577,0.94728225,1.0,0.5542465,0.0,0.0,0.0,0.0,0.50195444,0.6112077,0.5159889,0.0,0.41185296,0.0,0.052464966,0.0,0.0,0.0,0.0,0.1289308,0.0,0.97196585,0.0,0.18938662,0.0,0.36131898,0.9193874,0.13728777,0.0,0.0,0.9681389,0.77099216,0.86822677,0.607308,0.0,0.537883
0.4944275,0.95273834,0.0,0.9018486,0.0,0.0,0.66267055,1.0,0.0,0.6000541,0.008493104,0.96610034,1.0,0.54726744,0.0,0.0,0.0,0.0,0.49339828,0.6074454,0.504644,0.0,0.39372632,0.0,0.03246639,0.0,0.0,0.0,0.0,0.08793952,0.0,1.0,0.0,0.13892025,0.0,0.3316806,0.9415271,0.08218201,0.0,0.0,1.0,0.79232556,0.89617455,0.60737437,0.0,0.53136134
0.48208007,0.9677539,0.0,0.913161,0.0,0.0,0.694256,1.0,0.0,0.6160978,0.0,0.9955636,1.0,0.5528445,0.0,0.0,0.0,0.0,0.47969124,0.6051178,0.4912224,0.0,0.36981425,0.0,0.0,0.0,0.0,0.0,0.0,0.06301238,0.0,1.0,0.0,0.07973445,0.0,0.30359173,0.97088677,0.029636579,0.0,0.0,1.0,0.8343282,0.92707735,0.6152847,0.0,0.5204109
0.46971667,0.9976644,0.0,0.9391961,0.0,0.0,0.70631236,1.0,0.0,0.61975825,0.0,1.0,1.0,0.57108927,0.0,0.0,0.0,0.0,0.46061933,0.6051269,0.48372042,0.0,0.3447809,0.0,0.0,0.0,0.0,0.0,0.0,0.03611504,0.0,1.0,0.0,0.016549943,0.0,0.28801203,1.0,0.0,0.0,0.0,1.0,0.8512094,0.95534825,0.63917094,0.0,0.50370175
0.45136145,1.0,0.0,0.9618646,0.0,0.0,0.7411026,1.0,0.0,0.65015113,0.0,1.0,1.0,0.56504536,0.0,0.0,0.0,0.0,0.44835252,0.6049124,0.47212848,0.0,0.32276613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.26089856,1.0,0.0,0.0,0.0,1.0,0.8751027,0.98171926,0.65149945,0.0,0.48948044
0.43323764,1.0,0.0,0.97948116,0.0,0.0,0.7708532,1.0,0.0,0.69224244,0.0,1.0,1.0,0.5650099,0.0,0.0,0.0,0.0,0.43084013,0.60716367,0.47046134,0.0,0.29254833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23346238,1.0,0.0,0.0,0.0,1.0,0.89520544,1.0,0.6537033,0.0,0.47361964
0.4256497,1.0,0.0,0.9929839,0.0,0.0,0.8012939,1.0,0.0,0.7108283,0.0,1.0,1.0,0.5759977,0.0,0.0,0.0,0.0,0.40945765,0.6072589,0.45970887,0.0,0.2522659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19982512,1.0,0.0,0.0,0.0,1.0,0.9064272,1.0,0.67368925,0.0,0.45600864
0.41003385,1.0,0.0,1.0,0.0,0.0,0.8424261,1.0,0.0,0.73737365,0.0,1.0,1.0,0.57225263,0.0,0.0,0.0,0.0,0.39596552,0.6106157,0.4461377,0.0,0.21323377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15911022,1.0,0.0,0.0,0.0,1.0,0.92258805,1.0,0.69479483,0.0,0.44011956
0.38984117,1.0,0.0,1.0,0.0,0.0,0.8842059,1.0,0.0,0.7629447,0.0,1.0,1.0,0.5694922,0.0,0.0,0.0,0.0,0.38190857,0.6185672,0.4370118,0.0,0.16541061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11741761,1.0,0.0,0.0,0.0,1.0,0.93684024,1.0,0.7083226,0.0,0.42778337
0.37254345,1.0,0.0,1.0,0.0,0.0,0.912759,1.0,0.0,0.79753494,0.0,1.0,1.0,0.58389854,0.0,0.0,0.0,0.0,0.3607185,0.61939263,0.4227888,0.0,0.121462904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07119635,1.0,0.0,0.0,0.0,1.0,0.9530028,1.0,0.724249,0.0,0.4139544
0.34627447,1.0,0.0,1.0,0.0,0.0,0.94553745,1.0,0.0,0.82649374,0.0,1.0,1.0,0.5953237,0.0,0.0,0.0,0.0,0.32498738,0.622841,0.40047932,0.0,0.06660488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.018261386,1.0,0.0,0.0,0.0,1.0,0.9720136,1.0,0.7294542,0.0,0.38798985
0.32282364,1.0,0.0,1.0,0.0,0.0,0.97297776,1.0,0.0,0.86127716,0.0,1.0,1.0,0.58941776,0.0,0.0,0.0,0.0,0.29045644,0.6339551,0.38962135,0.0,0.009017149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9799095,1.0,0.7442405,0.0,0.3754375
0.28815666,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.8907449,0.0,1.0,1.0,0.58920234,0.0,0.0,0.0,0.0,0.2542829,0.63237464,0.36037713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.99691004,1.0,0.7572583,0.0,0.35423723
0.25313777,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.9078563,0.0,1.0,1.0,0.5841904,0.0,0.0,0.0,0.0,0.21488251,0.63715506,0.33200362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7650826,0.0,0.32666874
0.21415043,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.9363961,0.0,1.0,1.0,0.5801876,0.0,0.0,0.0,0.0,0.17939936,0.6492704,0.30044553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.77323604,0.0,0.2934264
0.16916148,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.96756995,0.0,1.0,1.0,0.57955325,0.0,0.0,0.0,0.0,0.14796792,0.6566029,0.279941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8030525,0.0,0.26780978
0.11961416,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.59280986,0.0,0.0,0.0,0.0,0.1113562,0.67700523,0.25549883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.82131827,0.0,0.23379247
0.061400823,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.6088874,0.0,0.0,0.0,0.0,0.06378152,0.6921186,0.22115958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.849029,0.0,0.19896933
0.0038646455,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.63219446,0.0,0.0,0.0,0.0,0.030665927,0.7220716,0.18634054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8749476,0.0,0.15867247
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.6258506,0.0,0.0,0.0,0.0,0.0,0.7436033,0.15058874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8993627,0.0,0.10023508
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.6275182,0.0,0.0,0.0,0.0,0.0,0.75194347,0.10827465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.91690147,0.0,0.03698062
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.62744814,0.0,0.0,0.0,0.0,0.0,0.78318065,0.061379313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.93759686,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.6366165,0.0,0.0,0.0,0.0,0.0,0.8113554,0.012425899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9554278,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.65193087,0.0,0.0,0.0,0.0,0.0,0.8411316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.98902273,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.67355573,0.0,0.0,0.0,0.0,0.0,0.89341205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.69246864,0.0,0.0,0.0,0.0,0.0,0.9460074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.7205976,0.0,0.0,0.0,0.0,0.0,0.9809517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.7386259,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.7542833,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.7828422,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8015278,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.83134985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8712027,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8890425,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.92136306,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.94833577,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.9810731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
