wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.8119212,0.75263625,0.9756207,0.9936449,0.7858377,0.82288986,0.905937,0.75338006,0.8284818,0.8776926,0.76888335,0.71868485,0.9516103,0.8914433,0.7524078,1.0093862,0.8078705,0.75918937,0.903938,0.71561056,0.8138917,0.7835113,0.7461147,0.7913632,0.8020857,1.0194681,0.70833427,0.8507031,0.7388255,0.9065271,0.7337009,0.7782831,0.76053435,0.8012666,0.95037943,0.88443506,0.8051883,0.89697057,0.7257936,0.98212373,0.89100367,0.78526044,1.006105,0.6738248,0.8745733,0.8142936,0.74114084,1.2896137,0.97695494
0.6684579,0.5955967,0.90521747,0.9822001,0.652091,0.6903395,0.80673426,0.6247641,0.75401074,0.80228686,0.6200403,0.62053686,0.8663173,0.8349835,0.6630836,0.8879375,0.8177093,0.59109545,0.8276392,0.59023845,0.71944046,0.7778246,0.65282154,0.63614666,0.6678591,1.1173602,0.5166399,0.7618047,0.6197859,0.80113214,0.5790707,0.6623217,0.6247668,0.74822223,0.81229615,0.7954817,0.67963195,0.77175516,0.5924938,0.8743429,0.73364156,0.6356032,0.9961465,0.49169594,0.7604478,0.8083832,0.57317674,1.1916412,0.9553157
0.5589066,0.46002847,0.8901438,0.98595744,0.5638408,0.5663897,0.8332886,0.5366262,0.7184698,0.7605522,0.50513244,0.5539971,0.80684006,0.74783593,0.5924958,0.79274315,0.82896996,0.46494517,0.72763395,0.5054941,0.62618583,0.80019575,0.6588441,0.5200098,0.545924,1.201028,0.40712082,0.6574433,0.49277496,0.66293013,0.4952924,0.55097145,0.5097932,0.67853147,0.7043029,0.70337546,0.5778227,0.6727669,0.48845428,0.8068996,0.63003576,0.53196186,0.91561043,0.41997844,0.6717404,0.7871698,0.4331963,1.0916164,0.9038196
0.47402996,0.3668194,0.85529417,1.0107889,0.4966025,0.48144495,0.8536875,0.47617382,0.67544246,0.7156027,0.40865394,0.4605393,0.7206288,0.6679684,0.5377746,0.71543586,0.82991314,0.3680708,0.6403166,0.42338392,0.53656393,0.80280524,0.6705239,0.4119115,0.4490845,1.2503047,0.31592026,0.58096737,0.38505498,0.5547851,0.41733196,0.4532285,0.41569117,0.56969404,0.61213106,0.62139493,0.4862166,0.5744529,0.4123297,0.7252256,0.5344995,0.44903547,0.8214518,0.37811303,0.6217378,0.7473785,0.32356006,1.0225939,0.79713064
0.42017636,0.3022986,0.8300518,1.0207539,0.45162314,0.427821,0.8620298,0.42928627,0.6006469,0.682258,0.32618493,0.41608757,0.6499685,0.60253036,0.5009794,0.64794487,0.8275536,0.29420778,0.5726119,0.36104813,0.46750325,0.78003234,0.67300886,0.3386474,0.35171264,1.2719461,0.25843745,0.4912504,0.30051562,0.46675968,0.3394699,0.35958633,0.346892,0.5127086,0.5429629,0.5340986,0.42281774,0.50218225,0.34428608,0.6311196,0.45624882,0.37618113,0.7278579,0.32082602,0.5555499,0.7085953,0.24954484,0.9639969,0.7096337
0.37722853,0.25594378,0.7993205,1.0155455,0.40195474,0.37430003,0.8610242,0.38980064,0.5346983,0.6615778,0.2605607,0.37765783,0.5864107,0.53945947,0.4488342,0.57909113,0.8058035,0.23809609,0.5141356,0.31472495,0.41495597,0.7526942,0.67751336,0.28029972,0.28368324,1.2856295,0.21204309,0.42372534,0.23135762,0.3983422,0.27006733,0.28588134,0.2807764,0.45326588,0.4680419,0.47715822,0.3600006,0.4362683,0.3031627,0.56066334,0.37489048,0.31867692,0.6757912,0.29447776,0.503558,0.66971254,0.19059598,0.91057026,0.6234342
0.33753616,0.21629737,0.77582264,1.0081149,0.37685263,0.33356783,0.83985287,0.35447147,0.48734984,0.63605595,0.20261317,0.34963402,0.53307116,0.4930061,0.41224787,0.51811355,0.795868,0.18316577,0.46223488,0.27396044,0.3711439,0.71705586,0.6755304,0.23058364,0.22469316,1.2849442,0.1729746,0.36557356,0.17671384,0.33313635,0.23592336,0.22253235,0.2255564,0.40919253,0.40718436,0.42658764,0.30643702,0.38147503,0.25985396,0.50077325,0.31628984,0.2704367,0.62177515,0.27233762,0.4595798,0.62217003,0.14641464,0.8546055,0.556793
0.3037797,0.18740733,0.75372446,0.9954835,0.35893473,0.2925004,0.82074434,0.32608858,0.43054658,0.60889834,0.16079688,0.32396087,0.48198467,0.44647092,0.38869277,0.45923388,0.77698994,0.1445581,0.41632882,0.24132389,0.33777902,0.68566287,0.66921175,0.18337913,0.18015847,1.2793077,0.13708003,0.3075635,0.1346008,0.28403938,0.20402737,0.16968612,0.18176769,0.36943227,0.35959047,0.3938655,0.25813526,0.33603388,0.22832876,0.44644386,0.2701588,0.23107557,0.5782747,0.25175568,0.41929588,0.5797742,0.11489491,0.8114493,0.5003663
0.27688065,0.16289403,0.7334297,0.9841339,0.33435357,0.26073354,0.8045567,0.30095658,0.38069755,0.59048057,0.12315317,0.30450326,0.43571374,0.41007957,0.3580159,0.40717033,0.76377714,0.113059156,0.37425396,0.21217702,0.30839816,0.654566,0.66180724,0.14059344,0.14685614,1.2700087,0.11097217,0.2642495,0.102243885,0.24300072,0.17067957,0.12909728,0.14342232,0.33257288,0.3143303,0.35154587,0.22011387,0.29897782,0.20362933,0.40760472,0.23195608,0.19643442,0.5376443,0.2266019,0.37589493,0.5465652,0.08606538,0.7649873,0.44931337
