Epoch 001 | train_loss=0.43330 train_r2=0.56670 | test_loss=0.43042 test_r2=0.54566
Epoch 002 | train_loss=0.31453 train_r2=0.68547 | test_loss=0.31328 test_r2=0.66932
Epoch 003 | train_loss=0.25498 train_r2=0.74502 | test_loss=0.25818 test_r2=0.72747
Epoch 004 | train_loss=0.21613 train_r2=0.78387 | test_loss=0.22119 test_r2=0.76652
Epoch 005 | train_loss=0.20235 train_r2=0.79765 | test_loss=0.20895 test_r2=0.77944
Epoch 006 | train_loss=0.18911 train_r2=0.81089 | test_loss=0.19552 test_r2=0.79361
Epoch 007 | train_loss=0.17983 train_r2=0.82017 | test_loss=0.18743 test_r2=0.80216
Epoch 008 | train_loss=0.17825 train_r2=0.82175 | test_loss=0.18596 test_r2=0.80371
Epoch 009 | train_loss=0.16818 train_r2=0.83182 | test_loss=0.17760 test_r2=0.81253
Epoch 010 | train_loss=0.15943 train_r2=0.84057 | test_loss=0.16945 test_r2=0.82113
Epoch 011 | train_loss=0.15566 train_r2=0.84434 | test_loss=0.16619 test_r2=0.82458
Epoch 012 | train_loss=0.15234 train_r2=0.84766 | test_loss=0.16384 test_r2=0.82706
Epoch 013 | train_loss=0.14809 train_r2=0.85191 | test_loss=0.15880 test_r2=0.83237
Epoch 014 | train_loss=0.14200 train_r2=0.85800 | test_loss=0.15288 test_r2=0.83863
Epoch 015 | train_loss=0.15398 train_r2=0.84602 | test_loss=0.16499 test_r2=0.82584
Epoch 016 | train_loss=0.13370 train_r2=0.86630 | test_loss=0.14645 test_r2=0.84541
Epoch 017 | train_loss=0.12977 train_r2=0.87023 | test_loss=0.14226 test_r2=0.84983
Epoch 018 | train_loss=0.13171 train_r2=0.86829 | test_loss=0.14586 test_r2=0.84604
Epoch 019 | train_loss=0.12737 train_r2=0.87263 | test_loss=0.14241 test_r2=0.84968
Epoch 020 | train_loss=0.12517 train_r2=0.87483 | test_loss=0.13879 test_r2=0.85350
Epoch 021 | train_loss=0.12006 train_r2=0.87994 | test_loss=0.13420 test_r2=0.85834
Epoch 022 | train_loss=0.12311 train_r2=0.87689 | test_loss=0.13689 test_r2=0.85550
Epoch 023 | train_loss=0.13826 train_r2=0.86174 | test_loss=0.15035 test_r2=0.84130
Epoch 024 | train_loss=0.11743 train_r2=0.88257 | test_loss=0.13140 test_r2=0.86130
Epoch 025 | train_loss=0.11613 train_r2=0.88387 | test_loss=0.13147 test_r2=0.86123
Epoch 026 | train_loss=0.11461 train_r2=0.88539 | test_loss=0.12902 test_r2=0.86381
Epoch 027 | train_loss=0.11088 train_r2=0.88912 | test_loss=0.12705 test_r2=0.86589
Epoch 028 | train_loss=0.11445 train_r2=0.88555 | test_loss=0.13164 test_r2=0.86105
Epoch 029 | train_loss=0.11598 train_r2=0.88402 | test_loss=0.13213 test_r2=0.86053
Epoch 030 | train_loss=0.11005 train_r2=0.88995 | test_loss=0.12439 test_r2=0.86870
Epoch 031 | train_loss=0.10589 train_r2=0.89411 | test_loss=0.12094 test_r2=0.87234
Epoch 032 | train_loss=0.10278 train_r2=0.89722 | test_loss=0.12244 test_r2=0.87075
Epoch 033 | train_loss=0.10420 train_r2=0.89580 | test_loss=0.12360 test_r2=0.86953
Epoch 034 | train_loss=0.10098 train_r2=0.89902 | test_loss=0.11996 test_r2=0.87338
Epoch 035 | train_loss=0.10594 train_r2=0.89406 | test_loss=0.12600 test_r2=0.86700
Epoch 036 | train_loss=0.09753 train_r2=0.90247 | test_loss=0.12029 test_r2=0.87303
Epoch 037 | train_loss=0.11972 train_r2=0.88028 | test_loss=0.14193 test_r2=0.85019
Epoch 038 | train_loss=0.09881 train_r2=0.90119 | test_loss=0.12364 test_r2=0.86949
Epoch 039 | train_loss=0.09619 train_r2=0.90381 | test_loss=0.11737 test_r2=0.87611
Epoch 040 | train_loss=0.09343 train_r2=0.90657 | test_loss=0.11562 test_r2=0.87795
Epoch 041 | train_loss=0.09073 train_r2=0.90927 | test_loss=0.11589 test_r2=0.87767
Epoch 042 | train_loss=0.10789 train_r2=0.89211 | test_loss=0.13205 test_r2=0.86061
Epoch 043 | train_loss=0.09425 train_r2=0.90575 | test_loss=0.11936 test_r2=0.87401
Epoch 044 | train_loss=0.09681 train_r2=0.90319 | test_loss=0.12326 test_r2=0.86989
Epoch 045 | train_loss=0.09520 train_r2=0.90480 | test_loss=0.11621 test_r2=0.87733
Epoch 046 | train_loss=0.09042 train_r2=0.90958 | test_loss=0.11629 test_r2=0.87725
Epoch 047 | train_loss=0.09173 train_r2=0.90827 | test_loss=0.11894 test_r2=0.87445
Epoch 048 | train_loss=0.08502 train_r2=0.91498 | test_loss=0.11384 test_r2=0.87983
Epoch 049 | train_loss=0.09935 train_r2=0.90065 | test_loss=0.12604 test_r2=0.86695
Epoch 050 | train_loss=0.09472 train_r2=0.90528 | test_loss=0.12013 test_r2=0.87319
Epoch 051 | train_loss=0.08589 train_r2=0.91411 | test_loss=0.11519 test_r2=0.87841
Epoch 052 | train_loss=0.08889 train_r2=0.91111 | test_loss=0.11678 test_r2=0.87673
Epoch 053 | train_loss=0.08949 train_r2=0.91051 | test_loss=0.11947 test_r2=0.87389
Epoch 054 | train_loss=0.08365 train_r2=0.91635 | test_loss=0.11251 test_r2=0.88124
Epoch 055 | train_loss=0.08297 train_r2=0.91703 | test_loss=0.11382 test_r2=0.87986
Epoch 056 | train_loss=0.08151 train_r2=0.91849 | test_loss=0.11154 test_r2=0.88227
Epoch 057 | train_loss=0.08317 train_r2=0.91683 | test_loss=0.11180 test_r2=0.88199
Epoch 058 | train_loss=0.08215 train_r2=0.91785 | test_loss=0.11041 test_r2=0.88346
Epoch 059 | train_loss=0.07909 train_r2=0.92091 | test_loss=0.10962 test_r2=0.88429
Epoch 060 | train_loss=0.09419 train_r2=0.90581 | test_loss=0.12798 test_r2=0.86491
Epoch 061 | train_loss=0.08186 train_r2=0.91814 | test_loss=0.11443 test_r2=0.87921
Epoch 062 | train_loss=0.09087 train_r2=0.90913 | test_loss=0.12097 test_r2=0.87231
Epoch 063 | train_loss=0.08311 train_r2=0.91689 | test_loss=0.11589 test_r2=0.87767
Epoch 064 | train_loss=0.07987 train_r2=0.92013 | test_loss=0.11412 test_r2=0.87954
Epoch 065 | train_loss=0.07996 train_r2=0.92004 | test_loss=0.11450 test_r2=0.87914
Epoch 066 | train_loss=0.07864 train_r2=0.92136 | test_loss=0.11208 test_r2=0.88169
Epoch 067 | train_loss=0.07456 train_r2=0.92544 | test_loss=0.10793 test_r2=0.88608
Epoch 068 | train_loss=0.07375 train_r2=0.92625 | test_loss=0.10908 test_r2=0.88486
Epoch 069 | train_loss=0.07582 train_r2=0.92418 | test_loss=0.10961 test_r2=0.88430
Epoch 070 | train_loss=0.07580 train_r2=0.92420 | test_loss=0.11142 test_r2=0.88239
Epoch 071 | train_loss=0.07738 train_r2=0.92262 | test_loss=0.11282 test_r2=0.88092
Epoch 072 | train_loss=0.07583 train_r2=0.92417 | test_loss=0.11219 test_r2=0.88158
Epoch 073 | train_loss=0.07496 train_r2=0.92504 | test_loss=0.11018 test_r2=0.88370
Epoch 074 | train_loss=0.07219 train_r2=0.92781 | test_loss=0.10895 test_r2=0.88500
Epoch 075 | train_loss=0.07315 train_r2=0.92685 | test_loss=0.11097 test_r2=0.88286
Epoch 076 | train_loss=0.07573 train_r2=0.92427 | test_loss=0.10940 test_r2=0.88452
Epoch 077 | train_loss=0.06926 train_r2=0.93074 | test_loss=0.10735 test_r2=0.88669
Epoch 078 | train_loss=0.07226 train_r2=0.92774 | test_loss=0.10864 test_r2=0.88532
