total_losses,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.010746127,0.2782533,0.006684805,0.025697013,0.101412855,0.022792134,0.0,0.01102163,0.22874166,0.06993795,0.03445354,0.031697877,0.0,0.0,0.0,0.0,0.0,0.009414207,0.0031467353,0.0,0.054806888,0.0,0.0,0.0,0.0,0.0,0.012700457,0.0,0.0,0.0
0.010551863,0.27714548,0.006636193,0.02515049,0.099432446,0.023132121,0.0,0.011078925,0.22733644,0.06895628,0.033716988,0.031045318,0.0,0.0,0.0,0.0,0.0,0.009735109,0.0030361637,0.0,0.05408526,0.0,0.0,0.0,0.0,0.0,0.013226961,0.0,0.0,0.0
0.010783878,0.27513114,0.006481413,0.024072506,0.09785328,0.022651691,0.0,0.01111444,0.22663833,0.06810872,0.032921717,0.030498829,0.0,0.0,0.0,0.0,0.0,0.00930168,0.003596176,0.0,0.054389637,0.0,0.0,0.0,0.0,0.0,0.012386229,0.0,0.0,0.0
0.010554731,0.2740825,0.007256006,0.025603581,0.09708381,0.022557026,0.0,0.011334568,0.22501491,0.066471525,0.033184245,0.030848157,0.0,0.0,0.0,0.0,0.0,0.0097833285,0.0032044803,0.0,0.0540496,0.0,0.0,0.0,0.0,0.0,0.012772943,0.0,0.0,0.0
0.010768441,0.27220517,0.0071099014,0.025009584,0.09518639,0.02217997,0.0,0.011169721,0.22443035,0.065967806,0.031766545,0.030483557,0.0,0.0,0.0,0.0,0.0,0.009362009,0.0030081754,0.0,0.05352779,0.0,0.0,0.0,0.0,0.0,0.0126910545,0.0,0.0,0.0
0.010465213,0.2711311,0.0065911147,0.025157344,0.09398993,0.021367026,0.0,0.011193628,0.22288437,0.06478795,0.03173936,0.029388845,0.0,0.0,0.0,0.0,0.0,0.009244498,0.0029474348,0.0,0.053167123,0.0,0.0,0.0,0.0,0.0,0.0123371845,0.0,0.0,0.0
0.010260941,0.269016,0.006830197,0.025117494,0.09280681,0.020880274,0.0,0.011560336,0.22239646,0.06349492,0.0315715,0.029859291,0.0,0.0,0.0,0.0,0.0,0.008818408,0.0032055182,0.0,0.053146657,0.0,0.0,0.0,0.0,0.0,0.012614641,0.0,0.0,0.0
0.0104434,0.2677622,0.0066282465,0.024922047,0.09003159,0.021106156,0.0,0.010640018,0.22074354,0.062767334,0.031161958,0.02893368,0.0,0.0,0.0,0.0,0.0,0.008724245,0.003386607,0.0,0.05214234,0.0,0.0,0.0,0.0,0.0,0.011940622,0.0,0.0,0.0
0.010187527,0.2663651,0.006821326,0.025746895,0.088756494,0.020087393,0.0,0.011066523,0.2194668,0.06261577,0.031332515,0.028349312,0.0,0.0,0.0,0.0,0.0,0.008749003,0.0032272525,0.0,0.051810004,0.0,0.0,0.0,0.0,0.0,0.011780417,0.0,0.0,0.0
0.010254587,0.2649692,0.0066320896,0.024232874,0.087270305,0.020494577,0.0,0.010963104,0.21839213,0.06188071,0.030089725,0.028430462,0.0,0.0,0.0,0.0,0.0,0.00888625,0.003368786,0.0,0.051012773,0.0,0.0,0.0,0.0,0.0,0.012139939,0.0,0.0,0.0
0.009834515,0.26354524,0.0069415695,0.0243469,0.08649584,0.020137373,0.0,0.010442671,0.21720818,0.0603843,0.029540801,0.028321946,0.0,0.0,0.0,0.0,0.0,0.009323464,0.003380049,0.0,0.05035432,0.0,0.0,0.0,0.0,0.0,0.011804063,0.0,0.0,0.0
0.010055092,0.2623209,0.006753239,0.024920208,0.08526202,0.021526234,0.0,0.01084755,0.21587902,0.05948286,0.028694091,0.028364029,0.0,0.0,0.0,0.0,0.0,0.00900686,0.003597829,0.0,0.050650753,0.0,0.0,0.0,0.0,0.0,0.012466104,0.0,0.0,0.0
0.009852641,0.26056272,0.006529399,0.025736326,0.08492452,0.019980231,0.0,0.0106389215,0.21557923,0.05807016,0.028463438,0.027626453,0.0,0.0,0.0,0.0,0.0,0.008689413,0.0035793954,0.0,0.0500419,0.0,0.0,0.0,0.0,0.0,0.011849631,0.0,0.0,0.0
0.010364857,0.26029664,0.0069789826,0.02525752,0.08283276,0.019289646,0.0,0.010937515,0.21373594,0.057662323,0.029280953,0.027179347,0.0,0.0,0.0,0.0,0.0,0.008732209,0.003369588,0.0,0.050173577,0.0,0.0,0.0,0.0,0.0,0.011565941,0.0,0.0,0.0
0.010198754,0.25870538,0.006402338,0.02596519,0.081867404,0.020117382,0.0,0.010388808,0.21336399,0.057362195,0.0289035,0.02793503,0.0,0.0,0.0,0.0,0.0,0.00902545,0.0031655233,0.0,0.04964412,0.0,0.0,0.0,0.0,0.0,0.011787968,0.0,0.0,0.0
0.009931657,0.2572757,0.0069591124,0.024345826,0.08093035,0.019609353,0.0,0.010671863,0.21253932,0.056746274,0.028371803,0.026959147,0.0,0.0,0.0,0.0,0.0,0.00899817,0.003172428,0.0,0.05015785,0.0,0.0,0.0,0.0,0.0,0.011167838,0.0,0.0,0.0
0.009756662,0.2559021,0.0066378084,0.024990473,0.07920964,0.019914871,0.0,0.010812476,0.21165177,0.056797415,0.02743357,0.026968714,0.0,0.0,0.0,0.0,0.0,0.008857498,0.0030490167,0.0,0.049745183,0.0,0.0,0.0,0.0,0.0,0.010980682,0.0,0.0,0.0
0.009413097,0.25433272,0.0069245305,0.02429525,0.07910857,0.019317066,0.0,0.011008526,0.21048257,0.05495866,0.027293125,0.026599348,0.0,0.0,0.0,0.0,0.0,0.008471946,0.003260608,0.0,0.04917812,0.0,0.0,0.0,0.0,0.0,0.011432931,0.0,0.0,0.0
0.009490859,0.2536917,0.006811864,0.0245454,0.07762701,0.018565005,0.0,0.010650782,0.20896052,0.05514517,0.027499724,0.027724281,0.0,0.0,0.0,0.0,0.0,0.008669026,0.0032337706,0.0,0.048802532,0.0,0.0,0.0,0.0,0.0,0.010539442,0.0,0.0,0.0
0.009164944,0.2519276,0.0067993193,0.023376238,0.077241376,0.018267818,0.0,0.01063396,0.20834504,0.054194264,0.02731701,0.026475782,0.0,0.0,0.0,0.0,0.0,0.008725421,0.0029977716,0.0,0.04849436,0.0,0.0,0.0,0.0,0.0,0.010645215,0.0,0.0,0.0
0.008934963,0.25086632,0.0063071814,0.024095755,0.0762852,0.018264577,0.0,0.0107151745,0.20722374,0.053675424,0.02660436,0.026432166,0.0,0.0,0.0,0.0,0.0,0.008095313,0.0029759873,0.0,0.04790943,0.0,0.0,0.0,0.0,0.0,0.011033012,0.0,0.0,0.0
0.009355854,0.24991183,0.0067427955,0.025241964,0.07568292,0.018466154,0.0,0.010762599,0.20615327,0.05338863,0.026628511,0.026099313,0.0,0.0,0.0,0.0,0.0,0.008586161,0.003072191,0.0,0.047430992,0.0,0.0,0.0,0.0,0.0,0.01090689,0.0,0.0,0.0
0.009240755,0.24853764,0.0062782043,0.024824318,0.074238695,0.017929431,0.0,0.010655772,0.2050658,0.052993923,0.025945798,0.026566077,0.0,0.0,0.0,0.0,0.0,0.008421467,0.0032230173,0.0,0.047066268,0.0,0.0,0.0,0.0,0.0,0.010900764,0.0,0.0,0.0
0.009637356,0.24727114,0.006271701,0.02519534,0.0737438,0.017786667,0.0,0.010268023,0.20384523,0.05178255,0.025740411,0.025467921,0.0,0.0,0.0,0.0,0.0,0.00842205,0.003325523,0.0,0.0471215,0.0,0.0,0.0,0.0,0.0,0.011072398,0.0,0.0,0.0
0.009283876,0.24599786,0.0063208006,0.024650812,0.07276206,0.017855829,0.0,0.0104162125,0.20269294,0.051538054,0.025154583,0.025750747,0.0,0.0,0.0,0.0,0.0,0.007797223,0.0030663298,0.0,0.046573672,0.0,0.0,0.0,0.0,0.0,0.010797662,0.0,0.0,0.0
0.008852205,0.24482964,0.006613118,0.024510376,0.07169868,0.01790268,0.0,0.010377405,0.2018386,0.051184196,0.025449205,0.026152907,0.0,0.0,0.0,0.0,0.0,0.007888571,0.0032979643,0.0,0.046255536,0.0,0.0,0.0,0.0,0.0,0.010725028,0.0,0.0,0.0
0.009509011,0.24320592,0.0060249385,0.024425175,0.07087289,0.018036341,0.0,0.010488792,0.20120017,0.050613463,0.024943931,0.025241787,0.0,0.0,0.0,0.0,0.0,0.008596337,0.0032554131,0.0,0.04633662,0.0,0.0,0.0,0.0,0.0,0.010795511,0.0,0.0,0.0
0.009263574,0.24228965,0.006032612,0.02412549,0.069753,0.01765885,0.0,0.010478031,0.19942982,0.0505712,0.02481448,0.025286479,0.0,0.0,0.0,0.0,0.0,0.00807711,0.003561174,0.0,0.046072602,0.0,0.0,0.0,0.0,0.0,0.010339321,0.0,0.0,0.0
0.008976477,0.24129657,0.0058779726,0.024418596,0.06940935,0.017250527,0.0,0.010795399,0.19860817,0.04905209,0.024480049,0.025002267,0.0,0.0,0.0,0.0,0.0,0.008196527,0.0035533183,0.0,0.04567992,0.0,0.0,0.0,0.0,0.0,0.010735136,0.0,0.0,0.0
0.009097659,0.24000488,0.0062669623,0.025594473,0.06843168,0.017104294,0.0,0.010483664,0.19796178,0.04887694,0.024829948,0.025435368,0.0,0.0,0.0,0.0,0.0,0.00819694,0.0035079392,0.0,0.04591455,0.0,0.0,0.0,0.0,0.0,0.010653013,0.0,0.0,0.0
0.00906433,0.23830897,0.0064221798,0.025686808,0.06775048,0.01770121,0.0,0.010740435,0.19766673,0.048187852,0.024334645,0.025076516,0.0,0.0,0.0,0.0,0.0,0.00845595,0.003528962,0.0,0.046649925,0.0,0.0,0.0,0.0,0.0,0.010003727,0.0,0.0,0.0
0.009323084,0.2379161,0.0060536647,0.025157567,0.06700789,0.01715918,0.0,0.011230942,0.19618069,0.047876414,0.02457635,0.025882114,0.0,0.0,0.0,0.0,0.0,0.007871574,0.0031907938,0.0,0.04576854,0.0,0.0,0.0,0.0,0.0,0.010085869,0.0,0.0,0.0
0.008985263,0.2367982,0.0061900085,0.024092391,0.06611596,0.016933309,0.0,0.010401492,0.19506548,0.0475548,0.023880469,0.02584685,0.0,0.0,0.0,0.0,0.0,0.007679239,0.00323271,0.0,0.045111623,0.0,0.0,0.0,0.0,0.0,0.00995233,0.0,0.0,0.0
0.008980798,0.23505048,0.006054341,0.025839815,0.06601085,0.017058307,0.0,0.010547436,0.19477496,0.046690904,0.02400346,0.025165075,0.0,0.0,0.0,0.0,0.0,0.0078645,0.0030815615,0.0,0.044985667,0.0,0.0,0.0,0.0,0.0,0.010259593,0.0,0.0,0.0
0.008796519,0.23466447,0.00571575,0.02606882,0.065207735,0.016601708,0.0,0.01059084,0.19326028,0.046693407,0.024039911,0.024756536,0.0,0.0,0.0,0.0,0.0,0.0079578925,0.002871722,0.0,0.045066014,0.0,0.0,0.0,0.0,0.0,0.010200848,0.0,0.0,0.0
0.008658751,0.23328434,0.0058821975,0.025063697,0.06422381,0.016594179,0.0,0.010715533,0.19229908,0.046585966,0.023015441,0.024877813,0.0,0.0,0.0,0.0,0.0,0.007929671,0.0031991645,0.0,0.0449422,0.0,0.0,0.0,0.0,0.0,0.010137279,0.0,0.0,0.0
0.00844748,0.23177804,0.005719568,0.025162565,0.0639669,0.016558222,0.0,0.010972743,0.19181986,0.04577231,0.023190556,0.024685703,0.0,0.0,0.0,0.0,0.0,0.007990261,0.0032257512,0.0,0.04471766,0.0,0.0,0.0,0.0,0.0,0.0096419845,0.0,0.0,0.0
0.009136852,0.23088823,0.0059280903,0.025047038,0.06359601,0.016765736,0.0,0.010768081,0.19080392,0.045360643,0.023133479,0.024574075,0.0,0.0,0.0,0.0,0.0,0.00840863,0.0033973902,0.0,0.044287123,0.0,0.0,0.0,0.0,0.0,0.009892184,0.0,0.0,0.0
0.008909709,0.22966047,0.0058486336,0.025080599,0.06256916,0.016550424,0.0,0.0104453815,0.18999256,0.045321397,0.023128849,0.02523473,0.0,0.0,0.0,0.0,0.0,0.007649973,0.0032734263,0.0,0.044150595,0.0,0.0,0.0,0.0,0.0,0.01040691,0.0,0.0,0.0
0.008694018,0.2284723,0.00585964,0.026825696,0.061954945,0.016490702,0.0,0.010504282,0.18915033,0.044913758,0.023022994,0.025116444,0.0,0.0,0.0,0.0,0.0,0.007862058,0.0032775495,0.0,0.044226773,0.0,0.0,0.0,0.0,0.0,0.009855084,0.0,0.0,0.0
0.008884846,0.22756112,0.0062820283,0.024584427,0.06180285,0.016100693,0.0,0.0103931185,0.18819734,0.043935087,0.022836478,0.024561742,0.0,0.0,0.0,0.0,0.0,0.007874018,0.0032197323,0.0,0.0434357,0.0,0.0,0.0,0.0,0.0,0.009480268,0.0,0.0,0.0
0.008583315,0.2264231,0.005917681,0.024425214,0.06057883,0.016627379,0.0,0.010428344,0.18755512,0.044110987,0.022946056,0.025221396,0.0,0.0,0.0,0.0,0.0,0.008129457,0.0031049184,0.0,0.04346808,0.0,0.0,0.0,0.0,0.0,0.009668545,0.0,0.0,0.0
0.008133888,0.22590934,0.006221288,0.024221554,0.06032102,0.016486976,0.0,0.01038697,0.18629448,0.04349712,0.022680346,0.024842804,0.0,0.0,0.0,0.0,0.0,0.007925459,0.0033027623,0.0,0.043359607,0.0,0.0,0.0,0.0,0.0,0.010065455,0.0,0.0,0.0
0.0085601825,0.22437437,0.0062180418,0.024178095,0.05941365,0.01606809,0.0,0.010546484,0.18600662,0.042883277,0.022737835,0.024905367,0.0,0.0,0.0,0.0,0.0,0.007628492,0.0034005514,0.0,0.042888388,0.0,0.0,0.0,0.0,0.0,0.009246526,0.0,0.0,0.0
0.0082497625,0.22363956,0.006156753,0.024869235,0.05913127,0.01630541,0.0,0.010594621,0.18546344,0.042571157,0.02236402,0.0245709,0.0,0.0,0.0,0.0,0.0,0.008059131,0.0033217198,0.0,0.042656522,0.0,0.0,0.0,0.0,0.0,0.009895342,0.0,0.0,0.0
0.008430361,0.22263224,0.0058526457,0.02469078,0.058815,0.015879802,0.0,0.010838286,0.18491498,0.042036105,0.022074819,0.023400784,0.0,0.0,0.0,0.0,0.0,0.007854615,0.00309187,0.0,0.042231794,0.0,0.0,0.0,0.0,0.0,0.010048132,0.0,0.0,0.0
0.008443941,0.2220338,0.0059222337,0.026904313,0.058052186,0.016415548,0.0,0.010333646,0.18376355,0.042310555,0.021668887,0.023113573,0.0,0.0,0.0,0.0,0.0,0.007924279,0.0034408085,0.0,0.04264345,0.0,0.0,0.0,0.0,0.0,0.009501626,0.0,0.0,0.0
0.008377014,0.22133547,0.0058386307,0.025325088,0.058107764,0.015656123,0.0,0.009946323,0.18280534,0.041544247,0.022132257,0.023353957,0.0,0.0,0.0,0.0,0.0,0.007856309,0.0035178068,0.0,0.041815072,0.0,0.0,0.0,0.0,0.0,0.00973691,0.0,0.0,0.0
0.008655148,0.21998452,0.006290364,0.024611993,0.057347793,0.01522927,0.0,0.010042403,0.18223393,0.041419096,0.021847235,0.022734396,0.0,0.0,0.0,0.0,0.0,0.007697581,0.0033883483,0.0,0.041854195,0.0,0.0,0.0,0.0,0.0,0.0099092815,0.0,0.0,0.0
0.008838834,0.21908851,0.005835247,0.02499895,0.056713056,0.015380805,0.0,0.010029274,0.18150583,0.041159507,0.021598006,0.023781536,0.0,0.0,0.0,0.0,0.0,0.0072896155,0.0034112588,0.0,0.04188631,0.0,0.0,0.0,0.0,0.0,0.009681149,0.0,0.0,0.0
0.008457677,0.21807675,0.005748504,0.024487268,0.05672274,0.015736671,0.0,0.010152794,0.18118267,0.04075976,0.021590685,0.0234009,0.0,0.0,0.0,0.0,0.0,0.0075814095,0.0034091845,0.0,0.041688107,0.0,0.0,0.0,0.0,0.0,0.009457282,0.0,0.0,0.0
0.008562414,0.21755494,0.005824004,0.024425529,0.056404825,0.015671695,0.0,0.010184143,0.18035956,0.04063374,0.022166265,0.022733994,0.0,0.0,0.0,0.0,0.0,0.007669364,0.0034134018,0.0,0.041740824,0.0,0.0,0.0,0.0,0.0,0.009410993,0.0,0.0,0.0
0.008139285,0.21636258,0.0059939986,0.024275756,0.05568149,0.015531296,0.0,0.010508798,0.17975277,0.04055743,0.021827921,0.023781182,0.0,0.0,0.0,0.0,0.0,0.007696524,0.0033537908,0.0,0.041624054,0.0,0.0,0.0,0.0,0.0,0.009709103,0.0,0.0,0.0
0.008635795,0.2156007,0.0059704655,0.023720147,0.05516114,0.015595414,0.0,0.010645724,0.17882343,0.040313456,0.021739092,0.023707403,0.0,0.0,0.0,0.0,0.0,0.008068333,0.003483203,0.0,0.040876817,0.0,0.0,0.0,0.0,0.0,0.0090362085,0.0,0.0,0.0
0.008214428,0.21443884,0.005774002,0.02561929,0.055176057,0.015476041,0.0,0.010304989,0.17840171,0.0395285,0.021713043,0.023215242,0.0,0.0,0.0,0.0,0.0,0.007759779,0.0033453144,0.0,0.040873107,0.0,0.0,0.0,0.0,0.0,0.009382847,0.0,0.0,0.0
0.008156512,0.21412866,0.0058163707,0.024471251,0.054399297,0.014886261,0.0,0.009788002,0.17752832,0.03975729,0.021794407,0.023168474,0.0,0.0,0.0,0.0,0.0,0.007837508,0.0033419188,0.0,0.040846545,0.0,0.0,0.0,0.0,0.0,0.009575546,0.0,0.0,0.0
0.00827981,0.21312791,0.0056385566,0.023529345,0.05402673,0.0153097,0.0,0.010187127,0.17667943,0.03949876,0.021436144,0.022972343,0.0,0.0,0.0,0.0,0.0,0.0076725036,0.0034723987,0.0,0.041068304,0.0,0.0,0.0,0.0,0.0,0.009139496,0.0,0.0,0.0
0.008151686,0.21177799,0.0055833287,0.024929797,0.054014966,0.01579388,0.0,0.010213762,0.17630681,0.03882254,0.021218685,0.022749009,0.0,0.0,0.0,0.0,0.0,0.007900604,0.0032292854,0.0,0.040289443,0.0,0.0,0.0,0.0,0.0,0.009238341,0.0,0.0,0.0
0.007798301,0.21075831,0.0056309425,0.024448033,0.05371584,0.015060224,0.0,0.010339949,0.1754902,0.038651735,0.021478575,0.022746118,0.0,0.0,0.0,0.0,0.0,0.0070557427,0.0030669176,0.0,0.03985028,0.0,0.0,0.0,0.0,0.0,0.009620763,0.0,0.0,0.0
0.0078100977,0.21024513,0.005503219,0.023694951,0.053147778,0.014643776,0.0,0.009781456,0.17426938,0.038915765,0.02062259,0.022572812,0.0,0.0,0.0,0.0,0.0,0.007491333,0.0030950722,0.0,0.040242944,0.0,0.0,0.0,0.0,0.0,0.008897434,0.0,0.0,0.0
0.008140385,0.20907412,0.005771487,0.02430092,0.052736815,0.014592847,0.0,0.00981083,0.1740171,0.038776275,0.020856373,0.023170823,0.0,0.0,0.0,0.0,0.0,0.0074493014,0.0033534833,0.0,0.040112525,0.0,0.0,0.0,0.0,0.0,0.009309737,0.0,0.0,0.0
0.007676958,0.2085828,0.005468546,0.023143169,0.052566506,0.014468868,0.0,0.0101945,0.17289206,0.03826037,0.020354994,0.022058245,0.0,0.0,0.0,0.0,0.0,0.0073236395,0.0033201228,0.0,0.040651254,0.0,0.0,0.0,0.0,0.0,0.009190827,0.0,0.0,0.0
0.007955742,0.20743962,0.0057791616,0.024189759,0.0522498,0.014619477,0.0,0.010261325,0.17252828,0.03834699,0.021116612,0.021950485,0.0,0.0,0.0,0.0,0.0,0.007713823,0.0030058462,0.0,0.039991785,0.0,0.0,0.0,0.0,0.0,0.009268113,0.0,0.0,0.0
0.00774,0.20699842,0.0055768127,0.02387929,0.052224264,0.0147192655,0.0,0.010046044,0.17165582,0.03768065,0.020449026,0.021485636,0.0,0.0,0.0,0.0,0.0,0.0078084115,0.003181282,0.0,0.03961712,0.0,0.0,0.0,0.0,0.0,0.009498056,0.0,0.0,0.0
0.007746658,0.20594443,0.005885951,0.022892952,0.051682662,0.014243244,0.0,0.010375535,0.17130311,0.03791136,0.020611249,0.021351712,0.0,0.0,0.0,0.0,0.0,0.0072910544,0.003121539,0.0,0.039312784,0.0,0.0,0.0,0.0,0.0,0.009137527,0.0,0.0,0.0
0.007749166,0.20463057,0.005672392,0.023223916,0.051483754,0.014107171,0.0,0.010321913,0.17089188,0.03731142,0.020927612,0.02127216,0.0,0.0,0.0,0.0,0.0,0.0074197743,0.003369602,0.0,0.03935335,0.0,0.0,0.0,0.0,0.0,0.009004822,0.0,0.0,0.0
0.007882453,0.20388766,0.005691107,0.023793723,0.050881762,0.014681009,0.0,0.010020138,0.16979977,0.037469357,0.020376123,0.021563785,0.0,0.0,0.0,0.0,0.0,0.0076441583,0.0034681924,0.0,0.039604414,0.0,0.0,0.0,0.0,0.0,0.00906594,0.0,0.0,0.0
0.008039994,0.2034337,0.0057902467,0.022921842,0.050567508,0.014324992,0.0,0.010182546,0.16876377,0.037565775,0.0205697,0.022279125,0.0,0.0,0.0,0.0,0.0,0.007851909,0.0034092658,0.0,0.039482854,0.0,0.0,0.0,0.0,0.0,0.008875603,0.0,0.0,0.0
0.008105411,0.20281242,0.005795067,0.022665458,0.050487287,0.014468319,0.0,0.010160104,0.16832915,0.037020184,0.020562183,0.022409918,0.0,0.0,0.0,0.0,0.0,0.007286856,0.0033235503,0.0,0.03973725,0.0,0.0,0.0,0.0,0.0,0.009388888,0.0,0.0,0.0
0.0076818527,0.20144889,0.005630865,0.022399195,0.05052469,0.0142597705,0.0,0.009467348,0.1682361,0.036722586,0.020366255,0.022438314,0.0,0.0,0.0,0.0,0.0,0.006853606,0.0032066526,0.0,0.038631722,0.0,0.0,0.0,0.0,0.0,0.009519857,0.0,0.0,0.0
0.007810652,0.20067729,0.005725971,0.022155311,0.050028335,0.01410659,0.0,0.009717342,0.16699235,0.036653448,0.020574393,0.022042252,0.0,0.0,0.0,0.0,0.0,0.007082583,0.003332038,0.0,0.038630016,0.0,0.0,0.0,0.0,0.0,0.009194531,0.0,0.0,0.0
0.007423389,0.19935751,0.0057788277,0.021479009,0.049545333,0.013885107,0.0,0.009578793,0.16699605,0.036666725,0.019649839,0.02159655,0.0,0.0,0.0,0.0,0.0,0.0068725324,0.0030667176,0.0,0.038513895,0.0,0.0,0.0,0.0,0.0,0.008880634,0.0,0.0,0.0
0.0076128803,0.19927227,0.005234125,0.02161275,0.04899489,0.014271509,0.0,0.009404944,0.16582665,0.036966812,0.019643543,0.022324087,0.0,0.0,0.0,0.0,0.0,0.0069972146,0.0033384038,0.0,0.03841027,0.0,0.0,0.0,0.0,0.0,0.009483285,0.0,0.0,0.0
0.0075912867,0.19828945,0.005534564,0.022906408,0.04874784,0.014338689,0.0,0.009507901,0.16537341,0.036439754,0.019809842,0.021542588,0.0,0.0,0.0,0.0,0.0,0.0067812586,0.0029472187,0.0,0.038234163,0.0,0.0,0.0,0.0,0.0,0.008816391,0.0,0.0,0.0
0.0075649284,0.19785915,0.0058215973,0.02220834,0.048613288,0.013878045,0.0,0.009821101,0.1644102,0.036181826,0.020246983,0.02107088,0.0,0.0,0.0,0.0,0.0,0.0070572346,0.0030183492,0.0,0.037870232,0.0,0.0,0.0,0.0,0.0,0.0087828925,0.0,0.0,0.0
0.0072705667,0.19675405,0.0054670987,0.021188427,0.04817911,0.014091894,0.0,0.009748085,0.16426921,0.035974093,0.019446643,0.021490956,0.0,0.0,0.0,0.0,0.0,0.0068174815,0.002895186,0.0,0.03779302,0.0,0.0,0.0,0.0,0.0,0.008936141,0.0,0.0,0.0
0.0075445166,0.19617355,0.005495074,0.022130292,0.048054717,0.01362764,0.0,0.009197419,0.16342683,0.035397477,0.01927554,0.02103644,0.0,0.0,0.0,0.0,0.0,0.007212727,0.0030460428,0.0,0.037696797,0.0,0.0,0.0,0.0,0.0,0.008306868,0.0,0.0,0.0
0.0073232683,0.19563477,0.005666346,0.02278094,0.047213677,0.014198144,0.0,0.009592626,0.16286327,0.035556145,0.018748447,0.021235494,0.0,0.0,0.0,0.0,0.0,0.0070198155,0.0031823853,0.0,0.037336122,0.0,0.0,0.0,0.0,0.0,0.009118013,0.0,0.0,0.0
0.007959949,0.19409686,0.0055598137,0.023868363,0.047155853,0.013927286,0.0,0.009585284,0.16269374,0.035218142,0.019482516,0.021348856,0.0,0.0,0.0,0.0,0.0,0.007227705,0.0033139335,0.0,0.03791502,0.0,0.0,0.0,0.0,0.0,0.008486379,0.0,0.0,0.0
0.0073763835,0.19378537,0.00610515,0.021660034,0.046831924,0.013925011,0.0,0.0099196695,0.1618209,0.034907427,0.01932978,0.021185663,0.0,0.0,0.0,0.0,0.0,0.0067038415,0.0030206018,0.0,0.03701377,0.0,0.0,0.0,0.0,0.0,0.008391375,0.0,0.0,0.0
0.007892437,0.1935127,0.0054140803,0.022485888,0.046831213,0.014185402,0.0,0.009479855,0.16083659,0.034665097,0.019119244,0.02203169,0.0,0.0,0.0,0.0,0.0,0.006766594,0.002791366,0.0,0.037000544,0.0,0.0,0.0,0.0,0.0,0.008483444,0.0,0.0,0.0
0.007522883,0.19275984,0.005717817,0.02276645,0.046459407,0.014072191,0.0,0.009971448,0.16039383,0.035151884,0.01930417,0.021066781,0.0,0.0,0.0,0.0,0.0,0.006521146,0.0030871106,0.0,0.037692074,0.0,0.0,0.0,0.0,0.0,0.008166555,0.0,0.0,0.0
0.0076781376,0.19177537,0.0056035705,0.022418646,0.046546515,0.0142241195,0.0,0.0095837,0.16027646,0.034977484,0.019652665,0.021356747,0.0,0.0,0.0,0.0,0.0,0.006862946,0.0028914125,0.0,0.037293155,0.0,0.0,0.0,0.0,0.0,0.008637972,0.0,0.0,0.0
0.0074095037,0.19127505,0.0058302092,0.021612167,0.046705917,0.013986081,0.0,0.009487057,0.15939014,0.03415466,0.018722884,0.02110979,0.0,0.0,0.0,0.0,0.0,0.0068206117,0.0030236929,0.0,0.036967892,0.0,0.0,0.0,0.0,0.0,0.008613869,0.0,0.0,0.0
0.007179204,0.19053617,0.005518304,0.022126077,0.045494165,0.013138645,0.0,0.009179455,0.1586819,0.034950726,0.019087488,0.02098979,0.0,0.0,0.0,0.0,0.0,0.00684082,0.003020119,0.0,0.036599666,0.0,0.0,0.0,0.0,0.0,0.008430959,0.0,0.0,0.0
0.0075578485,0.19000043,0.0050768736,0.022560237,0.045781378,0.013655707,0.0,0.009564546,0.1578262,0.03414353,0.018520107,0.02076827,0.0,0.0,0.0,0.0,0.0,0.006959754,0.0030721228,0.0,0.03650044,0.0,0.0,0.0,0.0,0.0,0.008215644,0.0,0.0,0.0
0.007280134,0.18864423,0.005259092,0.022241458,0.04587215,0.01377485,0.0,0.009764709,0.15767409,0.03348781,0.018897174,0.020776512,0.0,0.0,0.0,0.0,0.0,0.006580292,0.0032228683,0.0,0.03637677,0.0,0.0,0.0,0.0,0.0,0.008806114,0.0,0.0,0.0
0.0069825784,0.18759812,0.0055444418,0.022059042,0.045033973,0.013001638,0.0,0.0094566485,0.15729743,0.034246884,0.0186718,0.02159666,0.0,0.0,0.0,0.0,0.0,0.0068137376,0.0030212791,0.0,0.03648467,0.0,0.0,0.0,0.0,0.0,0.008395371,0.0,0.0,0.0
0.0073500485,0.18733685,0.005524084,0.020857226,0.045124702,0.012775804,0.0,0.009116597,0.15642375,0.034045957,0.018660083,0.02111304,0.0,0.0,0.0,0.0,0.0,0.0066446825,0.0031237977,0.0,0.036338355,0.0,0.0,0.0,0.0,0.0,0.008683311,0.0,0.0,0.0
