area_1_load_actual_mw,area_2_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,hour_of_day
0.0003584262,0.099128686,8.868919e-09,0.29763275,0.00032459805,1.4862821e-06,0.0007332378,0.038326528,5.691466e-07,0.10081304,4.598356e-05,0.0060266308,0.03111473,6.925849e-07,2.5343006e-06,0.04016138,0.23666272,0.2216104,4.2865096e-08,0.15225911,0.19865201,0.0019739135,0.06557489,2.878607e-05,0.008357423,4.4964122e-07,2.6241692e-05,0.10548484,2.3557541e-07
0.00016988069,0.09509909,1.1529206e-09,0.28965706,0.00015071285,3.4741126e-07,0.00036647884,0.0346205,1.0317562e-07,0.09180102,1.6589258e-05,0.003903254,0.02941593,1.4916398e-07,5.9079406e-07,0.03500562,0.2310974,0.21242726,6.6678347e-09,0.13743679,0.19108202,0.0011009825,0.06377945,8.632637e-06,0.006306814,9.3859775e-08,7.902885e-06,0.1004549,4.1492893e-08
7.5915785e-05,0.09156067,1.2675241e-10,0.281318,6.58253e-05,7.2201566e-08,0.00017258248,0.03160908,1.6275376e-08,0.08300316,5.516882e-06,0.0024350993,0.027809616,2.83731e-08,1.2235985e-07,0.030792356,0.22633982,0.208217,8.909122e-10,0.12427931,0.18520641,0.0005872997,0.059566986,2.3465454e-06,0.004666405,1.725642e-08,2.1568424e-06,0.09726566,6.3438006e-09
3.1854484e-05,0.08791848,1.1632467e-11,0.27408725,2.6925294e-05,1.3225075e-08,7.633028e-05,0.029002577,2.2106623e-09,0.07504302,1.6811586e-06,0.0014648401,0.02625036,4.721751e-09,2.2325889e-08,0.026653584,0.22291072,0.2025661,1.0105718e-10,0.11266341,0.17829673,0.0002985726,0.057441473,5.744946e-07,0.00330079,2.7676466e-09,5.3037877e-07,0.0936927,8.3292395e-10
1.24908875e-05,0.08495533,8.7846093e-13,0.26766083,1.0268445e-05,2.114641e-09,3.1624077e-05,0.026103357,2.5557936e-10,0.067847,4.6642703e-07,0.0008443853,0.025434634,6.8045347e-10,3.5546452e-09,0.022739664,0.21831135,0.19821413,9.60753e-12,0.10141941,0.1713545,0.00014406667,0.05544484,1.257522e-07,0.0021843507,3.831858e-10,1.1664111e-07,0.08905732,9.281499e-11
4.553868e-06,0.08148824,5.3736516e-14,0.26042554,3.6323495e-06,2.9208433e-10,1.2222253e-05,0.024703413,2.4833524e-11,0.060716316,1.1699502e-07,0.0004658636,0.024677722,8.397185e-11,4.886976e-10,0.019502772,0.21349874,0.19242202,7.5485137e-13,0.094403565,0.1666316,6.570265e-05,0.053482007,2.4404871e-08,0.001351968,4.5276692e-11,2.2748948e-08,0.08731463,8.665058e-12
1.5353386e-06,0.07928303,2.61689e-15,0.2563734,1.1852811e-06,3.4454117e-11,4.38627e-06,0.022726627,1.9999922e-12,0.054645192,2.6329968e-08,0.0002458178,0.024701435,8.766003e-12,5.7354347e-11,0.01628007,0.21118264,0.18524808,4.826283e-14,0.08336675,0.16051628,2.8222545e-05,0.051157046,4.1609316e-09,0.00076990784,4.5089314e-12,3.8991383e-09,0.084136054,6.6820404e-13
4.758567e-07,0.07659793,9.953338e-17,0.25007057,3.5461457e-07,3.4276705e-12,1.4538269e-06,0.021059142,1.3148507e-13,0.048577666,5.272632e-09,0.00012322087,0.024462186,7.638262e-13,5.6745377e-12,0.01344759,0.20668966,0.18107687,2.4688452e-15,0.0768075,0.15668759,1.1359263e-05,0.049493864,6.170193e-10,0.00040825343,3.7329493e-13,5.8151095e-10,0.08139702,4.1905762e-14
1.3472251e-07,0.0750501,2.894989e-18,0.24435973,9.663941e-08,2.836826e-13,4.4246877e-07,0.019904053,6.939238e-15,0.043021716,9.310731e-10,5.860744e-05,0.024633022,5.474571e-14,4.668358e-13,0.010914306,0.20426035,0.17790294,9.917064e-17,0.070487134,0.15154864,4.264223e-06,0.04747616,7.871226e-11,0.00020006216,2.5309636e-14,7.464181e-11,0.079302244,2.1010462e-15
3.4601847e-08,0.07196253,6.2900933e-20,0.23877563,2.3818743e-08,1.9240623e-14,1.228623e-07,0.019196654,2.8862126e-16,0.037810043,1.4356666e-10,2.633773e-05,0.025478408,3.176029e-15,3.1457865e-14,0.008623593,0.20139824,0.1760937,3.064187e-18,0.06416313,0.1465936,1.485033e-06,0.046744995,8.535432e-12,9.095072e-05,1.382323e-15,8.148337e-12,0.07740968,8.264434e-17
8.002086e-09,0.06917934,9.947225e-22,0.2324259,5.2686295e-09,1.051963e-15,3.090981e-08,0.018067941,9.27029e-18,0.032903086,1.912462e-11,1.1136873e-05,0.027364112,1.4652751e-16,1.7078267e-15,0.0066825906,0.19851166,0.17026758,7.1181477e-20,0.05906818,0.14242277,4.7709096e-07,0.046059027,7.765485e-13,3.835541e-05,5.972292e-17,7.4671974e-13,0.076069124,2.4978849e-18
1.6528386e-09,0.06741849,1.1121906e-23,0.22867578,1.0371618e-09,4.553059e-17,6.9923067e-09,0.016433174,2.2482012e-19,0.028605726,2.1753849e-12,4.411087e-06,0.029735437,5.2722246e-18,7.335204e-17,0.005015374,0.1940003,0.1656211,1.212046e-21,0.053544063,0.13695146,1.4051963e-07,0.044122327,5.843251e-14,1.5021722e-05,2.0007359e-18,5.6631268e-14,0.073493704,5.6691095e-20
3.0224112e-10,0.06601561,8.510783e-26,0.22418098,1.800556e-10,1.5291483e-18,1.4106254e-09,0.015197564,4.0152797e-21,0.024637556,2.0861844e-13,1.6285743e-06,0.033931907,1.4479975e-19,2.4430273e-18,0.0036665176,0.19185732,0.16193925,1.470601e-23,0.049339127,0.1339284,3.7693678e-08,0.043385286,3.5798954e-15,5.450038e-06,5.083351e-20,3.4992532e-15,0.07179081,9.417571e-22
4.8463168e-11,0.06541469,4.2970463e-28,0.22077163,2.7294406e-11,3.8980554e-20,2.5152444e-10,0.014030513,5.136511e-23,0.02107161,1.6633986e-14,5.5746915e-07,0.0366155,2.9640818e-21,6.171226e-20,0.0025938987,0.18692873,0.15528893,1.2318422e-25,0.045222934,0.12984061,9.1423376e-09,0.042053595,1.7552337e-16,1.8257829e-06,9.558117e-22,1.731658e-16,0.07033361,1.1129445e-23
6.7433845e-12,0.06313003,1.3732855e-30,0.21646474,3.5740464e-12,7.359856e-22,3.9255217e-11,0.013152796,4.562468e-25,0.017753158,1.0860327e-15,1.7591174e-07,0.041833133,4.4041536e-23,1.1536544e-21,0.0017812557,0.1842613,0.15205786,6.874683e-28,0.041958813,0.12629019,1.9893582e-09,0.04020714,6.7579403e-18,5.6220813e-07,1.2942245e-23,6.7346597e-18,0.069707945,9.0630085e-26
8.0504483e-13,0.06167969,2.6495237e-33,0.21233687,3.9953877e-13,1.00158955e-23,5.305925e-12,0.012423256,2.7173957e-27,0.0147857955,5.7098895e-17,5.0853682e-08,0.04705531,4.611623e-25,1.5530199e-23,0.001170037,0.18074758,0.14797027,2.4553301e-30,0.038351707,0.12162906,3.8508136e-10,0.040382475,2.0009005e-19,1.5818318e-07,1.2241328e-25,2.015994e-19,0.066904664,4.9063807e-28
8.144413e-14,0.05993099,2.9220812e-36,0.20776322,3.764378e-14,9.530274e-26,6.139842e-13,0.012363252,1.0432774e-29,0.01216178,2.3733561e-18,1.337721e-08,0.054011527,3.292197e-27,1.4602381e-25,0.000744361,0.17830902,0.14412978,5.3606293e-33,0.03552084,0.118172884,6.570126e-11,0.038461685,4.4516756e-21,4.040137e-08,7.8158845e-28,4.5391936e-21,0.06594953,1.6955731e-30
6.888421e-15,0.05871993,1.728745e-39,0.20426749,2.947598e-15,6.1277506e-28,6.006405e-14,0.012252746,2.468634e-32,0.0098975785,7.6427094e-20,3.1786882e-09,0.059166163,1.5436827e-29,9.267143e-28,0.00045497363,0.1746546,0.14146544,6.787233e-36,0.031779148,0.11493101,9.782032e-12,0.036859266,7.253666e-23,9.298473e-09,3.2411366e-30,7.493454e-23,0.06469739,3.571504e-33
4.799214e-16,0.05779059,5.09e-43,0.20078254,1.8889203e-16,2.5618912e-30,4.899527e-15,0.012078547,3.4195398e-35,0.007926726,1.8644681e-21,6.768983e-10,0.065267764,4.5572273e-32,3.8190867e-30,0.0002668978,0.17241593,0.13925853,4.687816e-39,0.029645568,0.11114241,1.2571423e-12,0.03682242,8.412171e-25,1.9129496e-09,8.354928e-33,8.81524e-25,0.06256575,4.347808e-36
2.709978e-17,0.05581649,0.0,0.19624057,9.741109e-18,6.666453e-33,3.2827286e-16,0.011097833,2.6122975e-38,0.0062250416,3.3613022e-23,1.2807148e-10,0.06930717,8.0709115e-35,9.7812635e-33,0.00015014931,0.16955742,0.13578218,1.644e-42,0.027353812,0.10838367,1.3780994e-13,0.03597293,6.7248166e-27,3.486976e-10,1.2732194e-35,7.158208e-27,0.06106086,2.875648e-39
1.2183435e-18,0.05496422,0.0,0.1933304,3.9683367e-19,1.0269725e-35,1.7769949e-17,0.011204915,1.0262e-41,0.004832939,4.3562556e-25,2.1329265e-11,0.074458405,8.1099185e-38,1.4805142e-35,8.069263e-05,0.16710307,0.13308148,0.0,0.026354194,0.1060456,1.2719986e-14,0.03536441,3.5747785e-29,5.5781123e-11,1.082301e-38,3.8711685e-29,0.060651783,9.61e-43
4.276267e-20,0.053822204,0.0,0.18859401,1.2512611e-20,8.839167e-39,7.63184e-19,0.010857973,1e-45,0.0036627136,3.935331e-27,3.0951279e-12,0.07581259,4.3325e-41,1.2495275e-38,4.1386775e-05,0.16500708,0.12954839,0.0,0.023656541,0.10316711,9.746502e-16,0.034700915,1.2132074e-31,7.7498355e-12,4.794e-42,1.3389324e-31,0.05949598,0.0
1.1467035e-21,0.05329675,0.0,0.18637154,2.9856204e-22,3.973e-42,2.5490966e-20,0.011141856,0.0,0.002736519,2.3937492e-29,3.8703958e-13,0.07747467,1.1e-44,5.493e-42,2.0171783e-05,0.16179389,0.12648484,0.0,0.02184444,0.101450466,6.104229e-17,0.03392575,2.5095264e-34,9.245603e-13,1e-45,2.828243e-34,0.05825883,0.0
2.2936375e-23,0.052950557,0.0,0.18390508,5.2578948e-24,1e-45,6.477091e-22,0.010901652,0.0,0.0020008644,9.4283175e-32,4.1206754e-14,0.079847634,0.0,1e-45,9.31178e-06,0.15851529,0.123214796,0.0,0.019915093,0.0990633,3.0721546e-18,0.03304562,2.9995424e-37,9.354909e-14,0.0,3.4600918e-37,0.056971204,0.0
3.3321953e-25,0.05143614,0.0,0.1799885,6.646657e-26,0.0,1.221797e-23,0.0101664765,0.0,0.0014240529,2.3001662e-34,3.6863996e-15,0.08266841,0.0,0.0,4.056881e-06,0.15594845,0.12049453,0.0,0.018410034,0.09727247,1.2194457e-19,0.03380094,1.94719e-40,7.920169e-15,0.0,2.30528e-40,0.056668628,0.0
3.413348e-27,0.05114505,0.0,0.17728916,5.8467776e-28,0.0,1.6651444e-25,0.01048141,0.0,0.0009911566,3.3032755e-37,2.7315534e-16,0.08333691,0.0,0.0,1.6606522e-06,0.15409185,0.11674591,0.0,0.017276835,0.09422621,3.739693e-21,0.032999404,6.4e-44,5.528419e-16,0.0,7.8e-44,0.055494875,0.0
2.3847405e-29,0.050474863,0.0,0.1747909,3.4562543e-30,0.0,1.5906613e-27,0.010851045,0.0,0.0006710273,2.63268e-40,1.6502483e-17,0.08674337,0.0,0.0,6.357718e-07,0.15169975,0.117672406,0.0,0.016057525,0.092689894,8.661082e-23,0.032085076,0.0,3.1304425e-17,0.0,0.0,0.054026157,0.0
1.0945835e-31,0.049788244,0.0,0.17183031,1.3199735e-32,0.0,1.0294819e-29,0.010465318,0.0,0.00044120132,1.1e-43,7.9893875e-19,0.087163135,0.0,0.0,2.2648456e-07,0.14931947,0.11747809,0.0,0.014611686,0.09048884,1.477079e-24,0.03168523,0.0,1.4126248e-18,0.0,0.0,0.052917473,0.0
3.1635143e-34,0.049048163,0.0,0.16831283,3.1141876e-35,0.0,4.3444338e-32,0.010235163,0.0,0.0002813334,0.0,3.0412374e-20,0.08899543,0.0,0.0,7.466383e-08,0.14744215,0.11349446,0.0,0.013365087,0.089251444,1.803545e-26,0.030972209,0.0,4.9815715e-20,0.0,0.0,0.052652042,0.0
5.4845365e-37,0.04837988,0.0,0.16609888,4.311647e-38,0.0,1.1445371e-34,0.010129126,0.0,0.00017363185,0.0,8.913762e-22,0.091852516,0.0,0.0,2.2642128e-08,0.14452162,0.11039368,0.0,0.011820924,0.086181775,1.5279271e-28,0.030796163,0.0,1.3435383e-21,0.0,0.0,0.05127383,0.0
5.39349e-40,0.04880002,0.0,0.16422936,3.3009e-41,0.0,1.7909714e-37,0.010586657,0.0,0.00010338902,0.0,1.9655613e-23,0.09067637,0.0,0.0,6.2756658e-09,0.14312445,0.1086007,0.0,0.011283044,0.08546716,8.6698595e-31,0.029454688,0.0,2.705851e-23,0.0,0.0,0.05094998,0.0
2.82e-43,0.04810488,0.0,0.16170365,1.3e-44,0.0,1.57154e-40,0.010551275,0.0,5.9226903e-05,0.0,3.1781083e-25,0.09157377,0.0,0.0,1.5786947e-09,0.14145878,0.10650418,0.0,0.010408667,0.08433007,3.166251e-33,0.029545963,0.0,3.962846e-25,0.0,0.0,0.050159693,0.0
0.0,0.04745412,0.0,0.15828742,0.0,0.0,7.3e-44,0.009477899,0.0,3.255401e-05,0.0,3.6617155e-27,0.095552586,0.0,0.0,3.5771772e-10,0.13898407,0.10553951,0.0,0.009196773,0.08302973,7.1122646e-36,0.02943375,0.0,4.097477e-27,0.0,0.0,0.049469285,0.0
0.0,0.046936326,0.0,0.15635465,0.0,0.0,0.0,0.009241529,0.0,1.7118145e-05,0.0,2.9116573e-29,0.09572057,0.0,0.0,7.2413305e-11,0.13768366,0.104766496,0.0,0.008501518,0.08183995,9.328213e-39,0.028602926,0.0,2.8936535e-29,0.0,0.0,0.048627228,0.0
0.0,0.046592988,0.0,0.15353703,0.0,0.0,0.0,0.009663246,0.0,8.582e-06,0.0,1.5413992e-31,0.09548389,0.0,0.0,1.297956e-11,0.13529569,0.10307574,0.0,0.007915087,0.08040253,6.725e-42,0.028485334,0.0,1.3446205e-31,0.0,0.0,0.048244808,0.0
0.0,0.046586994,0.0,0.1514526,0.0,0.0,0.0,0.009592138,0.0,4.0872446e-06,0.0,5.2160923e-34,0.09681533,0.0,0.0,2.0401315e-12,0.13383181,0.100548625,0.0,0.007398142,0.07910564,3e-45,0.028074663,0.0,3.9410886e-34,0.0,0.0,0.047346704,0.0
0.0,0.04621595,0.0,0.1488729,0.0,0.0,0.0,0.009429358,0.0,1.8420226e-06,0.0,1.0772145e-36,0.099950664,0.0,0.0,2.7825135e-13,0.1317158,0.09846309,0.0,0.006694694,0.076942176,0.0,0.028176062,0.0,6.942689e-37,0.0,0.0,0.046013795,0.0
0.0,0.046041135,0.0,0.14671469,0.0,0.0,0.0,0.009187303,0.0,7.822684e-07,0.0,1.287224e-39,0.1020643,0.0,0.0,3.255486e-14,0.13010857,0.097754404,0.0,0.006256982,0.075322285,0.0,0.028797138,0.0,6.95284e-40,0.0,0.0,0.045675598,0.0
0.0,0.046354443,0.0,0.14473297,0.0,0.0,0.0,0.009765448,0.0,3.116359e-07,0.0,8.37e-43,0.10288771,0.0,0.0,3.2267373e-15,0.12839247,0.096050836,0.0,0.0058566886,0.07409336,0.0,0.028228795,0.0,3.71e-43,0.0,0.0,0.04509289,0.0
0.0,0.045417946,0.0,0.14211513,0.0,0.0,0.0,0.0094372025,0.0,1.1589103e-07,0.0,0.0,0.10443061,0.0,0.0,2.672707e-16,0.12764259,0.09392369,0.0,0.005514783,0.07319018,0.0,0.027574776,0.0,0.0,0.0,0.0,0.044470474,0.0
0.0,0.04535968,0.0,0.14030716,0.0,0.0,0.0,0.008885657,0.0,4.0019263e-08,0.0,0.0,0.10358113,0.0,0.0,1.8226104e-17,0.12606597,0.09524754,0.0,0.0052082343,0.07119672,0.0,0.02793147,0.0,0.0,0.0,0.0,0.04309967,0.0
0.0,0.045192253,0.0,0.13849942,0.0,0.0,0.0,0.009265235,0.0,1.2759367e-08,0.0,0.0,0.10395911,0.0,0.0,1.0066652e-18,0.124065466,0.09336115,0.0,0.0053245113,0.071159974,0.0,0.02712099,0.0,0.0,0.0,0.0,0.043262456,0.0
0.0,0.04448342,0.0,0.13626553,0.0,0.0,0.0,0.009666157,0.0,3.732922e-09,0.0,0.0,0.10346341,0.0,0.0,4.4230656e-20,0.12352854,0.09129148,0.0,0.0053094793,0.06988687,0.0,0.02754665,0.0,0.0,0.0,0.0,0.042014595,0.0
0.0,0.045097344,0.0,0.13497056,0.0,0.0,0.0,0.009223787,0.0,9.954751e-10,0.0,0.0,0.10366928,0.0,0.0,1.5157322e-21,0.12217803,0.09070914,0.0,0.00499202,0.06911358,0.0,0.027401324,0.0,0.0,0.0,0.0,0.04118977,0.0
0.0,0.04438732,0.0,0.1324047,0.0,0.0,0.0,0.00863644,0.0,2.4023383e-10,0.0,0.0,0.10351396,0.0,0.0,3.96375e-23,0.12152845,0.091009565,0.0,0.004786889,0.06805938,0.0,0.027293175,0.0,0.0,0.0,0.0,0.040759113,0.0
0.0,0.044237267,0.0,0.13133658,0.0,0.0,0.0,0.008609199,0.0,5.205487e-11,0.0,0.0,0.104819536,0.0,0.0,7.7212113e-25,0.11987803,0.08895782,0.0,0.004743883,0.06733589,0.0,0.026811333,0.0,0.0,0.0,0.0,0.04056553,0.0
0.0,0.04409139,0.0,0.12876157,0.0,0.0,0.0,0.00855649,0.0,1.0042044e-11,0.0,0.0,0.10333619,0.0,0.0,1.0907144e-26,0.11847402,0.088331394,0.0,0.0044922717,0.06663803,0.0,0.026822612,0.0,0.0,0.0,0.0,0.039840534,0.0
0.0,0.043796428,0.0,0.1266222,0.0,0.0,0.0,0.008105442,0.0,1.70889e-12,0.0,0.0,0.101741396,0.0,0.0,1.084395e-28,0.116985075,0.08686461,0.0,0.0043143383,0.06580922,0.0,0.026413351,0.0,0.0,0.0,0.0,0.03929292,0.0
0.0,0.04369793,0.0,0.12510079,0.0,0.0,0.0,0.008020703,0.0,2.53971e-13,0.0,0.0,0.100430265,0.0,0.0,7.3376375e-31,0.11571062,0.086619094,0.0,0.00419087,0.06426194,0.0,0.026971897,0.0,0.0,0.0,0.0,0.03846494,0.0
0.0,0.044298045,0.0,0.12430392,0.0,0.0,0.0,0.008313744,0.0,3.260613e-14,0.0,0.0,0.1022071,0.0,0.0,3.253929e-33,0.114373386,0.08552927,0.0,0.004252726,0.06327174,0.0,0.025558764,0.0,0.0,0.0,0.0,0.037779886,0.0
0.0,0.044227313,0.0,0.12203205,0.0,0.0,0.0,0.007832969,0.0,3.5735685e-15,0.0,0.0,0.09875862,0.0,0.0,9.060214e-36,0.11340099,0.08589401,0.0,0.00419853,0.06305971,0.0,0.025943415,0.0,0.0,0.0,0.0,0.03769167,0.0
0.0,0.043163303,0.0,0.11995243,0.0,0.0,0.0,0.0076014115,0.0,3.3004165e-16,0.0,0.0,0.09900432,0.0,0.0,1.5082649e-38,0.11267134,0.084626995,0.0,0.004045969,0.06240372,0.0,0.026313841,0.0,0.0,0.0,0.0,0.037155308,0.0
0.0,0.043256696,0.0,0.1188501,0.0,0.0,0.0,0.007317181,0.0,2.532519e-17,0.0,0.0,0.10059964,0.0,0.0,1.4187e-41,0.11041226,0.0830738,0.0,0.0039213314,0.061961517,0.0,0.02552856,0.0,0.0,0.0,0.0,0.03691499,0.0
0.0,0.043221068,0.0,0.11730207,0.0,0.0,0.0,0.007236661,0.0,1.5897464e-18,0.0,0.0,0.09864804,0.0,0.0,7e-45,0.10996369,0.08215995,0.0,0.003907121,0.061125223,0.0,0.025024489,0.0,0.0,0.0,0.0,0.03604093,0.0
