area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_nuclear_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_nuclear_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day,month_of_year
0.003881668,0.053816307,0.0017116088,0.0033468574,0.002818662,0.52534443,0.0018791069,0.0012860494,0.034742575,0.004575,0.0033174988,0.041443046,0.0029446594,0.021761218,0.0072884355,0.010266705,0.0031477003,0.0043288814,0.076282986,0.01036133,0.24705896,0.29329413,0.22747122,0.010266889,0.0034379002,0.005644523,0.0023847572,0.0021186601,0.0013684428,0.0022777717
0.0016331952,0.033314086,0.0006324888,0.0013649095,0.0011195847,0.4876325,0.0006990616,0.00044829422,0.024212142,0.0023045598,0.0013529928,0.024427477,0.001184402,0.012144386,0.0034539653,0.0050113383,0.0012680518,0.0018784769,0.049823366,0.005091569,0.21542151,0.2536051,0.19800317,0.0051951073,0.0014384347,0.0025172501,0.000926798,0.0008052016,0.00048547506,0.0008871672
0.0006359463,0.019733354,0.00021327504,0.0005135838,0.00040905166,0.45579937,0.00023739735,0.00014177857,0.018352352,0.0010424672,0.00050878694,0.013721695,0.000438323,0.0065907724,0.0015427499,0.0022933201,0.00047145487,0.00075530645,0.031441752,0.002353031,0.19141482,0.22215939,0.17575854,0.002503119,0.0005556431,0.0010452947,0.0003306658,0.0002800444,0.00015644344,0.0003171146
0.00022775897,0.01114741,6.517662e-05,0.0001771571,0.00013656773,0.42556927,7.310245e-05,4.0383144e-05,0.01546296,0.00039594888,0.00017529097,0.0073247743,0.00014834238,0.0034091135,0.00064076035,0.000979852,0.00016029077,0.00027869307,0.019174017,0.0010173306,0.17085767,0.19639497,0.15750068,0.0011248495,0.00019604854,0.00040190338,0.00010756202,8.8545356e-05,4.5457182e-05,0.00010333246
7.454306e-05,0.005996295,1.792269e-05,5.5648215e-05,4.1382416e-05,0.39823234,2.0268339e-05,1.0280665e-05,0.013871375,0.00012561821,5.4967233e-05,0.003707677,4.5612484e-05,0.0016410453,0.00024300133,0.00038846207,4.945516e-05,9.3293485e-05,0.011245725,0.00040923766,0.15400465,0.175655,0.14281303,0.00046569813,6.280729e-05,0.00014220287,3.1677933e-05,2.5274736e-05,1.1824336e-05,3.0486768e-05
2.2147404e-05,0.0030629279,4.401463e-06,1.5808106e-05,1.130104e-05,0.3745351,5.0221356e-06,2.3206107e-06,0.012766599,3.398628e-05,1.5581625e-05,0.0017736546,1.2654531e-05,0.0007253449,8.366889e-05,0.00014220185,1.3758425e-05,2.8204611e-05,0.006334392,0.0001523247,0.14033315,0.15865436,0.13093749,0.00017544533,1.8166367e-05,4.6010224e-05,8.385716e-06,6.465362e-06,2.732345e-06,8.085868e-06
5.9315603e-06,0.0014807415,9.575941e-07,4.0315567e-06,2.7606482e-06,0.35364038,1.1032689e-06,4.6050482e-07,0.0121049145,8.021036e-06,3.964188e-06,0.00079868815,3.1446773e-06,0.0002942465,2.6095657e-05,4.779449e-05,3.4280365e-06,7.669022e-06,0.0034048068,5.2161216e-05,0.12918848,0.14563595,0.12174926,6.017998e-05,4.718102e-06,1.3523677e-05,1.9800966e-06,1.470587e-06,5.56241e-07,1.9132501e-06
1.4213102e-06,0.0006750295,1.8297216e-07,9.15908e-07,5.984297e-07,0.33667126,2.1304119e-07,7.9598614e-08,0.011492743,1.6608756e-06,8.9818036e-07,0.00033708307,6.9448697e-07,0.00010947329,7.3525052e-06,1.4660742e-05,7.591469e-07,1.8653066e-06,0.0017390576,1.6332635e-05,0.12110479,0.1354342,0.11339036,1.8784323e-05,1.0928563e-06,3.5859323e-06,4.1364635e-07,2.9493717e-07,9.886042e-08,4.0058103e-07
3.0225655e-07,0.00028886143,3.0416636e-08,1.838105e-07,1.14120915e-07,0.31998742,3.582379e-08,1.1864413e-08,0.01111829,3.007359e-07,1.7972278e-07,0.00013267407,1.3514747e-07,3.7362952e-05,1.8618109e-06,4.077716e-06,1.4816769e-07,4.0295393e-07,0.00084117806,4.6459304e-06,0.11319316,0.12589817,0.10715591,5.3146737e-06,2.2396704e-07,8.5138464e-07,7.577212e-08,5.1682836e-08,1.5188709e-08,7.355796e-08
5.6549766e-08,0.000115503004,4.3540007e-09,3.2290476e-08,1.8965949e-08,0.30453974,5.19237e-09,1.5082552e-09,0.010163121,4.7220855e-08,3.1471284e-08,4.8447157e-05,2.2960048e-08,1.1659105e-05,4.208676e-07,1.0211153e-06,2.525299e-08,7.667471e-08,0.00038335324,1.1921903e-06,0.10667368,0.11751738,0.10121902,1.3549748e-06,4.0250352e-08,1.7953636e-07,1.2053833e-08,7.834588e-09,1.995556e-09,1.1732643e-08
9.219725e-09,4.2934324e-05,5.306671e-10,4.9164743e-09,2.7187912e-09,0.29044348,6.4148964e-10,1.6156432e-10,0.0098850075,6.36358e-09,4.7750826e-09,1.6320333e-05,3.3709744e-09,3.309303e-06,8.424928e-08,2.2844613e-07,3.7205754e-09,1.2731983e-08,0.00016397427,2.7389e-07,0.10095303,0.11071639,0.09553143,3.0904684e-07,6.2817445e-09,3.3332775e-08,1.6477317e-09,1.0162797e-09,2.2156715e-10,1.6084495e-09
1.2963528e-09,1.4754964e-05,5.4393552e-11,6.4179695e-10,3.3241834e-10,0.27758604,6.6729657e-11,1.4391365e-11,0.0094608795,7.2752837e-10,6.2098615e-10,5.0412427e-06,4.2300147e-10,8.4879156e-07,1.4800916e-08,4.5279407e-08,4.6864357e-10,1.8261378e-09,6.556343e-05,5.5871126e-08,0.0954484,0.10438737,0.09085159,6.254816e-08,8.4232255e-10,5.3967373e-09,1.9132405e-10,1.11469486e-10,2.052105e-11,1.8734808e-10
1.5542126e-10,4.6604587e-06,4.6257403e-12,7.098281e-11,3.424151e-11,0.26544034,5.7665305e-12,1.0505604e-12,0.009124222,6.966779e-11,6.839951e-11,1.4186239e-06,4.4818795e-11,1.9527614e-07,2.2595816e-09,7.878802e-09,4.985966e-11,2.2371362e-10,2.4388106e-05,1.0029781e-08,0.090724,0.09915711,0.08619252,1.1132882e-08,9.59157e-11,7.540559e-10,1.8632464e-11,1.0203978e-11,1.5629514e-12,1.8307416e-11
1.5691951e-11,1.3443647e-06,3.2155666e-13,6.565595e-12,2.9316755e-12,0.25420022,4.0790824e-13,6.185047e-14,0.008751341,5.5100863e-12,6.298473e-12,3.611361e-07,3.9567074e-12,3.997029e-08,2.9654781e-10,1.1916322e-09,4.4214654e-12,2.312248e-11,8.395584e-06,1.5691203e-09,0.086526535,0.09426571,0.08263412,1.7256299e-09,9.157104e-12,8.9895535e-11,1.5009009e-12,7.684631e-13,9.636597e-14,1.4801818e-12
1.3161484e-12,3.51744e-07,1.7974903e-14,5.006884e-13,2.0555991e-13,0.24478905,2.323863e-14,2.885376e-15,0.008716556,3.5443645e-13,4.779946e-13,8.253849e-08,2.868301e-13,7.214392e-09,3.3064412e-11,1.5496378e-10,3.2208407e-13,1.9893549e-12,2.6591374e-06,2.1167115e-10,0.08333732,0.08982102,0.07916712,2.3045725e-10,7.2275226e-13,9.030694e-12,9.848823e-14,4.6867044e-14,4.7274044e-15,9.7519845e-14
9.034373e-14,8.285908e-08,7.935506e-16,3.0990964e-14,1.1613037e-14,0.23506948,1.0473435e-15,1.04601144e-16,0.008589896,1.8231142e-14,2.9430624e-14,1.6797763e-08,1.6802213e-14,1.1371736e-09,3.0918282e-12,1.7122734e-11,1.8967395e-14,1.4038284e-13,7.701158e-07,2.4336887e-11,0.07946433,0.085657395,0.07604183,2.6209777e-11,4.6440235e-14,7.54091e-13,5.1769277e-15,2.2749151e-15,1.810334e-16,5.1485208e-15
4.9925244e-15,1.7432875e-08,2.7122786e-17,1.5303648e-15,5.1921886e-16,0.22641174,3.6612218e-17,2.883946e-18,0.007795719,7.35994e-16,1.4450004e-15,3.0170149e-09,7.814408e-16,1.5489124e-10,2.3906308e-13,1.5868552e-12,8.872281e-16,7.99452e-15,2.0255692e-07,2.3547889e-12,0.07657111,0.082464956,0.072924405,2.506219e-12,2.3884555e-15,5.1563378e-14,2.1398419e-16,8.621927e-17,5.2987416e-18,2.1382639e-16
2.1813048e-16,3.2473495e-09,7.020717e-19,5.915687e-17,1.8011858e-17,0.21879575,9.712664e-19,5.9043487e-20,0.007767375,2.2843464e-17,5.5509265e-17,4.7360116e-10,2.8298286e-17,1.8021508e-11,1.5049006e-14,1.2160571e-13,3.2331046e-17,3.6090578e-16,4.803106e-08,1.8909813e-13,0.0740922,0.079199366,0.07071258,1.9869462e-13,9.650661e-17,2.8400915e-15,6.8146104e-18,2.4980397e-18,1.158013e-19,6.8450283e-18
7.386189e-18,5.305201e-10,1.3430774e-20,1.7529136e-18,4.7432077e-19,0.21163693,1.9085698e-20,8.740578e-22,0.007594019,5.32797e-19,1.6336694e-18,6.429254e-11,7.80934e-19,1.7686837e-12,7.58215e-16,7.586728e-15,8.983416e-19,1.2663936e-17,1.0186268e-08,1.2412315e-14,0.07146541,0.07678741,0.068003155,1.2861939e-14,3.0010191e-18,1.2374766e-16,1.6346716e-19,5.4047093e-20,1.8411758e-21,1.6512935e-19
1.8960544e-19,7.5232744e-11,1.8478961e-22,3.890257e-20,9.254521e-21,0.20513047,2.7041405e-22,9.082221e-24,0.0073365183,9.104572e-21,3.5987817e-20,7.461205e-12,1.6036316e-20,1.4441733e-13,3.0005755e-17,3.7879602e-16,1.8585346e-20,3.379626e-19,1.9154411e-09,6.5491174e-16,0.069374055,0.073820956,0.06585586,6.6844717e-16,7.020253e-20,4.1810746e-18,2.8803691e-21,8.50763e-22,2.0688314e-23,2.9277294e-21
3.6006675e-21,9.15714e-12,1.7738027e-24,6.3017147e-22,1.3022098e-22,0.19815421,2.6805653e-24,6.407032e-26,0.006933197,1.1081052e-22,5.782405e-22,7.309463e-13,2.3862563e-22,9.66365e-15,9.135701e-19,1.4853247e-17,2.7882063e-22,6.696025e-21,3.163704e-10,2.7269753e-17,0.06728562,0.07150002,0.064046524,2.7379225e-17,1.2045314e-21,1.0715273e-19,3.6253453e-23,9.464245e-24,1.5903468e-25,3.7100015e-23
4.9225927e-23,9.449999e-13,1.14804345e-26,7.239584e-24,1.2822088e-24,0.19205071,1.7973076e-26,2.9553674e-28,0.0068962243,9.306635e-25,6.5841865e-24,5.962176e-14,2.4980513e-24,5.212213e-16,2.0914173e-20,4.479936e-19,2.945016e-24,9.588823e-23,4.5430652e-11,8.780821e-19,0.06482425,0.06921393,0.06235763,8.659521e-19,1.4737365e-23,2.0326332e-21,3.1589896e-25,7.2021257e-26,8.063059e-28,3.2568546e-25
4.6997434e-25,8.15834e-14,4.8205268e-29,5.7116204e-26,8.540718e-27,0.18656191,7.846148e-29,8.541412e-31,0.006891126,5.2052617e-27,5.1441102e-26,3.9885435e-15,1.7797061e-26,2.2251076e-17,3.5094715e-22,1.0156963e-20,2.1188057e-26,9.631797e-25,5.6090015e-12,2.137938e-20,0.06327716,0.06724382,0.06037138,2.0676232e-20,1.2458253e-25,2.7773975e-23,1.8398022e-27,3.6141368e-28,2.5866289e-30,1.9123527e-27
3.0282806e-27,5.8062567e-15,1.2568655e-31,2.984381e-28,3.7043042e-29,0.18139121,2.1355855e-31,1.473056e-33,0.006682062,1.8623157e-29,2.659178e-28,2.1524122e-16,8.312142e-29,7.369032e-19,4.1959066e-24,1.68736e-22,1.00032416e-28,6.5622434e-27,5.881958e-13,3.839298e-22,0.06201109,0.06544711,0.058849595,3.6347118e-22,7.023034e-28,2.6517818e-25,6.8825935e-30,1.1472658e-30,5.0075604e-33,7.2186555e-30
1.2671438e-29,3.3522065e-16,1.9352733e-34,9.912307e-31,1.001765e-31,0.17603534,3.448807e-34,1.432894e-36,0.006493962,4.071075e-32,8.72835e-31,9.201022e-18,2.439329e-31,1.8516911e-20,3.462635e-26,1.996406e-24,2.97078e-31,2.9197688e-29,5.1699744e-14,4.9462557e-24,0.05990816,0.06369108,0.05722817,4.5747677e-24,2.5362876e-30,1.7097861e-27,1.5806332e-32,2.1969754e-33,5.5396222e-36,1.674385e-32
3.2956818e-32,1.5425337e-17,1.6604799e-37,1.9970639e-33,1.6073578e-34,0.17130691,3.12047e-37,7.36092e-40,0.0062596295,5.1584876e-35,1.7356642e-33,3.05381e-19,4.285065e-34,3.4446948e-22,1.9032061e-28,1.6295318e-26,5.287932e-34,8.126745e-32,3.75382e-15,4.4322538e-26,0.058610775,0.06173044,0.05585132,3.9959678e-26,5.6057177e-33,7.1635754e-30,2.115603e-35,2.402924e-36,3.286182e-39,2.2659602e-35
5.0672646e-35,5.5483584e-19,7.417e-41,2.31264e-36,1.4448773e-37,0.16671044,1.47928e-40,1.85e-43,0.006139155,3.5637862e-38,1.9809069e-36,7.6970796e-21,4.260601e-37,4.6161935e-24,6.691583e-31,8.8532953e-29,5.3354957e-37,1.3470658e-34,2.2159519e-16,2.6680781e-28,0.057070184,0.060126733,0.054196976,2.3388842e-28,7.194874e-36,1.8668302e-32,1.5537247e-38,1.408459e-39,9.7e-43,1.6847709e-38
4.3462634e-38,1.5268728e-20,1.5e-44,1.44578e-39,6.8041e-41,0.16252102,3.4e-44,0.0,0.0059445854,1.2491e-41,1.218428e-39,1.4375814e-22,2.24617e-40,4.3222425e-26,1.43733645e-33,3.0746066e-31,2.85943e-40,1.2562771e-37,1.0451013e-17,1.0373942e-30,0.055875197,0.058510497,0.052947156,8.817216e-31,5.045468e-39,2.8781368e-35,5.832e-42,4.1e-43,0.0,6.412e-42
1.943e-41,3.1393044e-22,0.0,4.53e-43,1.5e-44,0.15817888,0.0,0.0,0.0058505554,1e-45,3.76e-43,1.9360347e-24,5.7e-44,2.7324213e-28,1.7890346e-36,6.517487e-34,7.6e-44,6.1682e-41,3.8628924e-19,2.4915372e-33,0.05419594,0.0573635,0.051753663,2.0465504e-33,1.799e-42,2.4773463e-38,1e-45,0.0,0.0,1e-45
4e-45,4.696814e-24,0.0,0.0,0.0,0.15371147,0.0,0.0,0.00573497,0.0,0.0,1.8236492e-26,0.0,1.1220484e-30,1.213522e-39,7.997379e-37,0.0,1.5e-44,1.0954885e-20,3.511811e-36,0.05333857,0.055630866,0.05031094,2.777335e-36,0.0,1.1125e-41,0.0,0.0,0.0,0.0
0.0,4.9652458e-26,0.0,0.0,0.0,0.15087228,0.0,0.0,0.0057125012,0.0,0.0,1.1611168e-28,0.0,2.864353e-33,4.18e-43,5.34115e-40,0.0,0.0,2.328365e-22,2.737603e-39,0.052284446,0.0549588,0.04958044,2.075469e-39,0.0,3e-45,0.0,0.0,0.0,0.0
0.0,3.5887656e-28,0.0,0.0,0.0,0.1476561,0.0,0.0,0.005337131,0.0,0.0,4.808111e-31,0.0,4.3226276e-36,0.0,1.81e-43,0.0,0.0,3.613478e-24,1.101e-42,0.051092956,0.053216025,0.048271623,7.96e-43,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.7088748e-30,0.0,0.0,0.0,0.14431804,0.0,0.0,0.0055048093,0.0,0.0,1.23942875e-33,0.0,3.638354e-39,0.0,0.0,0.0,0.0,3.977615e-26,0.0,0.050117634,0.052430194,0.04754615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.140294e-33,0.0,0.0,0.0,0.14171727,0.0,0.0,0.0054973587,0.0,0.0,1.8916586e-36,0.0,1.596e-42,0.0,0.0,0.0,0.0,3.0062893e-28,0.0,0.049241282,0.051620733,0.046578936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9.309775e-36,0.0,0.0,0.0,0.13876708,0.0,0.0,0.0053831493,0.0,0.0,1.613099e-39,0.0,0.0,0.0,0.0,0.0,0.0,1.5040765e-30,0.0,0.048311345,0.050752543,0.045760933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9.606138e-39,0.0,0.0,0.0,0.13539238,0.0,0.0,0.005275296,0.0,0.0,7.17e-43,0.0,0.0,0.0,0.0,0.0,0.0,4.779279e-33,0.0,0.047597725,0.049646363,0.044986412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.294e-42,0.0,0.0,0.0,0.13256261,0.0,0.0,0.0050664367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2002414e-36,0.0,0.0465777,0.048813194,0.044220105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1e-45,0.0,0.0,0.0,0.12986028,0.0,0.0,0.0050453423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0161943e-38,0.0,0.04592286,0.04776512,0.043329418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.12724648,0.0,0.0,0.005060614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.045e-42,0.0,0.045053326,0.04690721,0.042497065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.12499285,0.0,0.0,0.0047384617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-45,0.0,0.04453181,0.046225023,0.04194776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.12249363,0.0,0.0,0.004751082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043686774,0.045380715,0.04133162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.12033592,0.0,0.0,0.004738302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043062743,0.044634275,0.04041017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.118273735,0.0,0.0,0.004766036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04214907,0.04379187,0.039691567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.11762359,0.0,0.0,0.0045254957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04242107,0.044016212,0.039585266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.11535225,0.0,0.0,0.004561804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041423317,0.042994477,0.039017264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.11353796,0.0,0.0,0.0045124236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040982597,0.042701624,0.03855826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.11185485,0.0,0.0,0.004423783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0404211,0.04183337,0.038055815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.11084921,0.0,0.0,0.0042188037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04027338,0.04166628,0.03759265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.109021515,0.0,0.0,0.0044428497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039772652,0.04084397,0.037344214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.10746755,0.0,0.0,0.0041610515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038940348,0.04046742,0.036899325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.1058945,0.0,0.0,0.004278735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038599662,0.039807174,0.036206566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.104469255,0.0,0.0,0.0042148693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038207706,0.03949894,0.036038954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.10307421,0.0,0.0,0.0041705654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0377049,0.038899504,0.03558146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.10183605,0.0,0.0,0.004248973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03721611,0.03854865,0.035167027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.101075485,0.0,0.0,0.004155156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036964595,0.038262572,0.034686472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0991296,0.0,0.0,0.0039986484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036622334,0.03780381,0.034387205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.09818294,0.0,0.0,0.004027113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03605445,0.037573196,0.03430938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.096844494,0.0,0.0,0.004030984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035634205,0.037176482,0.03376813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.09584022,0.0,0.0,0.004138263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035355717,0.03677155,0.033516068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.09464801,0.0,0.0,0.0040564593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035117116,0.03647869,0.033027258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.09346305,0.0,0.0,0.003884461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034779124,0.035968374,0.03284976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.09232851,0.0,0.0,0.0039476627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034448873,0.035565794,0.03248159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.09156647,0.0,0.0,0.0037633092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034292433,0.035293173,0.032297164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
