area_3_load_actual_mw,area_1_load_day_ahead_mw,area_3_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r3_mw,area_1_fuel_natural_gas_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_generation_mw,hour_of_day,month_of_year
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.66247886,1.1591822,0.70867133,0.73863536,1.0446202,0.7391814,0.71464616,0.70776105,0.68886465,0.9050562,0.6962735,0.7515741,0.7355498,1.1894413,0.8237717,0.8050396,0.7532239,0.72448885,0.8544557,0.9125597,0.8760346,0.8658781,0.82223403,0.6685659,0.7731124,0.6870365
0.44991475,1.1385388,0.52765054,0.5440912,0.957562,0.5497721,0.5301972,0.53624874,0.5070058,0.8354436,0.50666916,0.5673707,0.6608395,1.157496,0.8041824,0.5913051,0.508992,0.53842866,0.66890925,0.7467629,0.6373564,0.66248864,0.67090875,0.45225117,0.5784871,0.5285817
0.29649004,1.0682471,0.3832556,0.38914576,0.8575517,0.41120252,0.3936763,0.39209595,0.3697745,0.73755044,0.35416618,0.4054379,0.57865465,1.0978181,0.76012397,0.42963153,0.3321266,0.39134502,0.5079824,0.6114991,0.4356116,0.48189875,0.5504387,0.29221237,0.42153594,0.3930604
0.18672118,1.0029404,0.2696813,0.2668935,0.75266534,0.29650787,0.2840087,0.27651915,0.25764817,0.6477798,0.2367351,0.27356908,0.49749127,1.0384938,0.70217997,0.30184233,0.209223,0.27551416,0.3750515,0.4833022,0.2873303,0.341086,0.4383697,0.18137659,0.29866454,0.27592936
0.11168866,0.93585324,0.18190354,0.1768031,0.64964753,0.20461214,0.19865067,0.18849729,0.17248577,0.5619084,0.15062074,0.17752081,0.43079755,0.9809398,0.64362484,0.20238231,0.12489562,0.1856833,0.26759502,0.36643258,0.18076074,0.23177299,0.34308428,0.10726711,0.20262705,0.18531589
0.06313651,0.87662166,0.11827031,0.11185666,0.55307597,0.13441876,0.13390055,0.122510634,0.110684246,0.4877844,0.09092828,0.10992846,0.37431324,0.9295209,0.586929,0.13060665,0.07104118,0.11993191,0.18550567,0.26809707,0.108785465,0.15123029,0.25857052,0.06027356,0.13332652,0.119277716
0.033749543,0.81939656,0.073690884,0.06797181,0.46255183,0.08507768,0.08687501,0.07679378,0.068132564,0.41961083,0.052465033,0.065260775,0.32207,0.8810945,0.533401,0.08077421,0.03827107,0.0744543,0.12411932,0.18994252,0.06245485,0.09439786,0.19017173,0.032106075,0.0839534,0.07347777
0.017041896,0.7628954,0.04404233,0.039396256,0.37989092,0.05127152,0.054183356,0.04603656,0.040157918,0.35624605,0.028853744,0.036949005,0.2776681,0.83583814,0.48333922,0.04785408,0.019488549,0.04436024,0.0801543,0.13030535,0.0340256,0.05670693,0.13571243,0.016179565,0.050844207,0.043328825
0.008073481,0.7131659,0.025179582,0.021844637,0.3063031,0.029615495,0.032387313,0.026447678,0.02258887,0.30076823,0.015056737,0.019876342,0.23942757,0.78859955,0.43566433,0.027101275,0.009332635,0.025287313,0.049805127,0.08640777,0.017539507,0.032563474,0.09414164,0.007659484,0.029416993,0.024454713
