system_losses_mw,gen_fuel_nuclear_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_nuclear_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_2_fuel_solar_mw,area_3_fuel_coal_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,hour_of_day
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.99720454,0.7884737,0.9640658,0.8905282,0.77859485,0.6782442,1.2139721,0.7520921,0.73028004,0.7649198,0.9241554,0.9795895,0.7538579
0.88555455,0.6642474,0.7826518,0.70874155,0.6279876,0.4926888,1.1761111,0.53404266,0.52629226,0.6194602,0.7946022,0.8542897,0.56972647
0.80442166,0.5725768,0.63042694,0.57383573,0.5275159,0.36241835,1.0963159,0.38800126,0.38083807,0.51279694,0.6924892,0.7616645,0.43381402
0.7296054,0.49570107,0.5023528,0.46145743,0.46504372,0.26516417,1.0229758,0.27729395,0.2781984,0.431313,0.61387587,0.68230605,0.33101973
0.67069006,0.43243808,0.3965714,0.3715451,0.42002314,0.19575115,0.95324886,0.19317022,0.20492299,0.3703413,0.56557876,0.62644345,0.25118774
0.61807543,0.38180685,0.31307465,0.29581228,0.38113153,0.1417915,0.89126825,0.13093425,0.15212874,0.3173796,0.5235484,0.57145196,0.19307709
0.5728289,0.34480256,0.24717703,0.23277676,0.35891834,0.102072924,0.84388465,0.087208085,0.11602651,0.2736718,0.48940536,0.52506846,0.14470246
0.52967656,0.3166285,0.19314308,0.18339701,0.34184924,0.07190951,0.78391486,0.055396337,0.087329626,0.23667735,0.48190323,0.49520618,0.10923535
0.49580547,0.28168365,0.147303,0.141918,0.32293957,0.047751673,0.74209327,0.03503594,0.06851596,0.20887111,0.46608195,0.45632213,0.08537918
0.4664815,0.2584362,0.10991375,0.109303206,0.31507158,0.03119851,0.6950984,0.020899344,0.05345141,0.18379125,0.44668332,0.43916512,0.06626535
0.4372641,0.2350107,0.0819665,0.08171755,0.3051322,0.019498678,0.6600525,0.011763036,0.042013355,0.163741,0.4427301,0.4174004,0.049801737
0.41512272,0.22105765,0.059329547,0.059665456,0.29741806,0.01181174,0.6198638,0.006260217,0.03215473,0.14635688,0.42214963,0.39470533,0.039913118
0.39476487,0.20595816,0.042112105,0.042416763,0.282867,0.0067503727,0.5835843,0.0031151508,0.024291148,0.13254683,0.4150439,0.38217804,0.031254668
0.37221467,0.1932255,0.029321589,0.02903075,0.2761803,0.0036716764,0.5542835,0.0014550746,0.017780265,0.12048573,0.4062995,0.36561358,0.022901943
0.3592327,0.17781019,0.019598076,0.019360682,0.26702657,0.0018807009,0.52505696,0.0006384647,0.012973106,0.11112925,0.39342394,0.35318184,0.017706536
0.34491047,0.16514613,0.012684738,0.0122916065,0.25782892,0.0009119258,0.5013226,0.00025960372,0.008879903,0.100398794,0.37913936,0.34134248,0.01287123
0.33176944,0.15814692,0.007963822,0.0074189785,0.25078362,0.0004169417,0.47479385,9.788291e-05,0.005789605,0.09210751,0.37527436,0.32592028,0.008975436
0.32393515,0.14846271,0.0047909697,0.00429989,0.24168144,0.00017850856,0.454966,3.4053173e-05,0.0035987957,0.08370836,0.3625956,0.308607,0.0062156566
0.3096201,0.13960035,0.002766134,0.002404366,0.23676021,7.132073e-05,0.43573523,1.0872436e-05,0.0021026526,0.07619696,0.35465539,0.3043004,0.0036285978
0.30004415,0.13414745,0.0015346187,0.0012728021,0.2321839,2.6482021e-05,0.41631454,3.1647426e-06,0.001145112,0.07051588,0.34461698,0.29540324,0.0018621626
0.29073304,0.124544784,0.0008111036,0.00063854794,0.22509271,9.084451e-06,0.39436704,8.34247e-07,0.0005870168,0.065052055,0.3395,0.2850117,0.00080617523
0.28334856,0.12093782,0.00040767202,0.00030371873,0.21887751,2.8636e-06,0.38475287,1.9771754e-07,0.0002825363,0.059738416,0.3302662,0.2743231,0.00031028286
0.2709468,0.1144045,0.00019432954,0.00013612851,0.21460319,8.240788e-07,0.3652281,4.1791775e-08,0.00012758072,0.056814622,0.32237566,0.2698906,0.0001021666
0.26276702,0.10980106,8.743856e-05,5.7304136e-05,0.20856759,2.150527e-07,0.35579407,7.810351e-09,5.3895266e-05,0.051831197,0.31732792,0.2597764,2.975616e-05
0.2562215,0.10515138,3.70071e-05,2.256856e-05,0.20421898,5.0514775e-08,0.33945382,1.2783913e-09,2.1252446e-05,0.047428247,0.31089845,0.2532836,7.631287e-06
0.24894862,0.1006431,1.4652398e-05,8.268491e-06,0.20053935,1.0595017e-08,0.32471618,1.8137888e-10,7.7840505e-06,0.043330874,0.30240712,0.2515958,1.7377306e-06
0.24465655,0.095825896,5.4040815e-06,2.8039117e-06,0.19889416,1.9669926e-09,0.31523705,2.2057245e-11,2.6370058e-06,0.0393724,0.29416522,0.23924619,3.50619e-07
0.23833598,0.0919379,1.8463303e-06,8.750235e-07,0.19297376,3.2018155e-10,0.30269787,2.2710056e-12,8.2176336e-07,0.036515977,0.29039535,0.23546578,6.2295776e-08
0.2368798,0.09122031,5.810154e-07,2.496938e-07,0.18755601,4.522637e-11,0.2943903,1.9532162e-13,2.3413735e-07,0.03317697,0.28453833,0.22730276,9.659565e-09
0.22535622,0.08747732,1.6734829e-07,6.471582e-08,0.1857748,5.481435e-12,0.28564614,1.3827894e-14,6.057868e-08,0.030003771,0.27896157,0.22502162,1.2945597e-09
0.22309543,0.08554886,4.3820243e-08,1.5121381e-08,0.18177085,5.6307183e-13,0.27877116,7.9290945e-16,1.4128005e-08,0.026943048,0.2727157,0.21588168,1.4825143e-10
0.21622096,0.07933581,1.0355121e-08,3.1598346e-09,0.18052211,4.8368546e-14,0.2678267,3.6178534e-17,2.9462313e-09,0.025661247,0.26702672,0.21507652,1.4325568e-11
0.2110062,0.0802827,2.1908055e-09,5.853791e-10,0.17384918,3.4237667e-15,0.26348546,1.2881137e-18,5.4460403e-10,0.022945592,0.26370838,0.2094658,1.152013e-12
0.2055378,0.07749981,4.1139483e-10,9.523232e-11,0.17128986,1.9650984e-16,0.25157252,3.502414e-20,8.838792e-11,0.020325335,0.2617917,0.20509666,7.593619e-14
0.2035604,0.073849365,6.7926144e-11,1.3465523e-11,0.17049675,8.984911e-18,0.24663144,7.100998e-22,1.246555e-11,0.018058475,0.25357506,0.19861162,4.035119e-15
0.1990717,0.074676014,9.761065e-12,1.6363305e-12,0.16945796,3.2094075e-19,0.23830013,1.0454164e-23,1.5105974e-12,0.01579522,0.25041083,0.19759014,1.6971941e-16
0.19575205,0.071739376,1.2072686e-12,1.6881157e-13,0.16634889,8.765484e-21,0.23169541,1.0849877e-25,1.5537115e-13,0.013684889,0.24703945,0.18974301,5.537542e-18
0.19105591,0.06973376,1.2696547e-13,1.4588233e-14,0.16268232,1.7874042e-22,0.22699034,7.6793784e-28,1.3382966e-14,0.011150404,0.24316174,0.1886785,1.3706882e-19
0.18550694,0.06695681,1.1204333e-14,1.0406708e-15,0.16540769,2.6501946e-24,0.22130494,3.5708637e-30,9.513202e-16,0.0095149055,0.24114262,0.18309607,2.511182e-21
0.18475014,0.06640443,8.1773514e-16,6.0307025e-17,0.15989673,2.7741727e-26,0.2151029,1.0456112e-32,5.491787e-17,0.007816695,0.23557138,0.18248807,3.3129457e-23
0.18366058,0.06520164,4.858164e-17,2.7894362e-18,0.16000357,1.9835468e-28,0.21160698,1.8369851e-35,2.5295998e-18,0.006079639,0.2301124,0.1766026,3.052356e-25
0.18237968,0.06517253,2.3088786e-18,1.0100543e-19,0.15696649,9.33352e-31,0.20819095,1.8312327e-38,9.1182684e-20,0.0047595403,0.2287761,0.17382702,1.8976034e-27
0.17538416,0.062992305,8.611485e-20,2.8026574e-21,0.15465535,2.7709567e-33,0.20269689,9.705e-42,2.5176456e-21,0.0034884608,0.2315436,0.17388399,7.657175e-30
0.17488857,0.06107814,2.467916e-21,5.819972e-23,0.155054,4.9462756e-36,0.19855857,3e-45,5.200071e-23,0.002381225,0.22659358,0.17115198,1.9189956e-32
0.17555085,0.06129561,5.308954e-23,8.8104e-25,0.1519873,5.022058e-39,0.1964329,0.0,7.8258857e-25,0.0015626998,0.2239156,0.16904019,2.8397774e-35
0.17421424,0.059674647,8.353233e-25,9.4425094e-27,0.14865547,2.719e-42,0.19293119,0.0,8.333642e-27,0.00097437174,0.22441639,0.16386321,2.3405525e-38
0.17026065,0.060389146,9.3395646e-27,6.9337733e-29,0.14863726,1e-45,0.19236423,0.0,6.07655e-29,0.00056888186,0.22047733,0.16457157,1.0033e-41
0.16687164,0.059139315,7.184376e-29,3.3622625e-31,0.14807296,0.0,0.18714438,0.0,2.9238532e-31,0.00031415734,0.21912487,0.16119844,1e-45
0.1631553,0.056504376,3.6665787e-31,1.0326082e-33,0.1511669,0.0,0.18131222,0.0,8.903277e-34,0.00016387367,0.21851625,0.15822668,0.0
0.16362062,0.057056233,1.1914587e-33,1.9150673e-36,0.1478442,0.0,0.18111409,0.0,1.6356612e-36,8.045385e-05,0.21555303,0.1544297,0.0
0.15835273,0.055856407,2.3522154e-36,2.030196e-39,0.14792696,0.0,0.17699735,0.0,1.715869e-39,3.7116843e-05,0.21448717,0.15308653,0.0
