area_1_load_actual_mw,area_2_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,hour_of_day,month_of_year
0.008781969,0.0068896934,0.00015240397,0.2589462,0.00077350583,0.01748182,3.000966e-05,0.03467529,0.087690696,0.005771049,0.00013306452,0.000110603956,0.15648842,0.00011943767,0.0016550774,0.025421567,0.00017323993,0.084460475,0.09170772,0.3303862,0.013862052,0.008340753,0.030568684,0.16190769,0.0008560782,0.106580034,0.0046362034,0.03562353,0.08942582,0.04357187,0.011856891,0.064968005,2.3317565e-05,4.396395e-05
0.005530647,0.0042502214,5.010124e-05,0.24742968,0.0003351842,0.012364242,7.830279e-06,0.027242146,0.0796792,0.0032195793,3.954001e-05,3.065984e-05,0.14484096,3.7171678e-05,0.00076580804,0.0224687,5.5496515e-05,0.08087021,0.08456507,0.31963772,0.008932828,0.0056717624,0.020995371,0.15261696,0.00036589924,0.10098071,0.0025620414,0.031104082,0.084889665,0.04211506,0.007652771,0.056132633,5.6769886e-06,1.1645018e-05
0.0033690906,0.0025137875,1.4971929e-05,0.23936026,0.00013522767,0.008543692,1.8195428e-06,0.021029452,0.07221428,0.0016669427,1.05682375e-05,7.5875114e-06,0.13545077,1.046293e-05,0.00033147028,0.019018907,1.6057098e-05,0.0767335,0.07958021,0.30893686,0.005625757,0.003767362,0.014063956,0.14567527,0.0001455784,0.09224605,0.0013167078,0.027305366,0.082151584,0.041967344,0.00446745,0.049304124,1.2225719e-06,2.7497592e-06
0.0019651446,0.001412301,4.039392e-06,0.23006348,5.0483548e-05,0.0057041156,3.7349824e-07,0.01571197,0.06620331,0.00081105164,2.5254965e-06,1.6644175e-06,0.12617332,2.6459381e-06,0.00013395023,0.016119221,4.172268e-06,0.07683446,0.0743681,0.30124393,0.003266053,0.0022783047,0.009169596,0.13702609,5.3668107e-05,0.08604779,0.00062986376,0.024610698,0.07990087,0.039840776,0.0024326483,0.042517077,2.3092593e-07,5.743063e-07
0.0010990994,0.00075305376,9.769753e-07,0.22326347,1.736638e-05,0.0036500052,6.712034e-08,0.011311474,0.060099054,0.000368013,5.3540896e-07,3.2128483e-07,0.11823132,5.9658447e-07,5.023499e-05,0.013328286,9.679044e-07,0.074724,0.07138718,0.28919742,0.0018094169,0.0012931902,0.0059487657,0.13277414,1.8225763e-05,0.07943001,0.00028036485,0.022724906,0.07769191,0.039374705,0.0011696591,0.037110962,3.790601e-08,1.051667e-07
0.0005861886,0.0003800441,2.1017551e-07,0.21520472,5.4752622e-06,0.0022165687,1.0457281e-08,0.007483765,0.057373215,0.00015572282,9.982479e-08,5.409684e-08,0.10964184,1.18933464e-07,1.7402474e-05,0.010644043,1.9891142e-07,0.07299233,0.06923096,0.28251496,0.0009324402,0.00063261174,0.0035901521,0.12676784,5.6671997e-06,0.07586303,0.000116165225,0.020251172,0.07369062,0.038829327,0.00050745544,0.032786716,5.351812e-09,1.6723305e-08
0.00029767773,0.00018157065,3.987453e-08,0.21009235,1.5723556e-06,0.0012927286,1.3974671e-09,0.0047296616,0.054643195,6.140163e-05,1.621398e-08,7.865409e-09,0.10316667,2.077449e-08,5.534779e-06,0.008339932,3.5905313e-08,0.07085952,0.067059636,0.27410114,0.00045134933,0.00027683075,0.0020718672,0.12105636,1.6034334e-06,0.073365316,4.453759e-05,0.018539065,0.071918264,0.038531225,0.00019973231,0.02832753,6.425772e-10,2.2850641e-09
0.0001431601,8.1671846e-05,6.6090156e-09,0.20234995,4.0846143e-07,0.00071684667,1.583189e-10,0.0027455136,0.05036064,2.2466682e-05,2.2705011e-09,9.765778e-10,0.095621295,3.1480256e-09,1.6061218e-06,0.0064896857,5.6382246e-09,0.06977646,0.066592276,0.26665258,0.00020117016,0.000110630164,0.0011228905,0.11673728,4.0992217e-07,0.069583364,1.5783076e-05,0.017590875,0.068712406,0.038281336,7.187137e-05,0.024631968,6.4799874e-11,2.652044e-10
6.505149e-05,3.4509554e-05,9.472333e-10,0.19744468,9.5282445e-08,0.00037891424,1.5011138e-11,0.0014590744,0.048301388,7.579554e-06,2.7100905e-10,1.02288386e-10,0.089687824,4.0936096e-10,4.223663e-07,0.004710806,7.620861e-10,0.06823059,0.065127656,0.25938845,8.3742154e-05,4.020352e-05,0.0005630928,0.1127859,9.397702e-08,0.066473454,5.1368465e-06,0.015763514,0.066968985,0.036401324,2.3591456e-05,0.020867098,5.4139228e-12,2.5814474e-11
2.7794413e-05,1.3625074e-05,1.1608525e-10,0.19245198,1.9797262e-08,0.0001903101,1.1745336e-12,0.00072385574,0.045848545,2.3476123e-06,2.7230844e-11,8.918012e-12,0.08379203,4.5141547e-11,9.991484e-08,0.0032805165,8.7639354e-11,0.06785125,0.06420894,0.25331697,3.230507e-05,1.3363958e-05,0.0002630567,0.10800055,1.916265e-08,0.06267748,1.5294851e-06,0.014412449,0.06480379,0.036790933,7.0569176e-06,0.017480755,3.6916322e-13,2.0783006e-12
1.1116164e-05,5.003487e-06,1.201622e-11,0.1871191,3.631677e-09,9.039902e-05,7.467283e-14,0.00033209156,0.043346364,6.6320854e-07,2.2720582e-12,6.377575e-13,0.07811482,4.1667577e-12,2.1092555e-08,0.0021572753,8.4665755e-12,0.06661107,0.06287485,0.2472727,1.1522785e-05,4.060598e-06,0.000114451126,0.1029677,3.4445151e-09,0.060141537,4.1381796e-07,0.012998732,0.0624815,0.036100924,1.9158515e-06,0.014264423,2.0207782e-14,1.3629583e-13
4.1417543e-06,1.7000139e-06,1.0365559e-12,0.18300723,5.8257893e-10,4.0530074e-05,3.7923355e-15,0.00014116011,0.042303976,1.6971359e-07,1.5507669e-13,3.681105e-14,0.07303475,3.1738083e-13,3.9391677e-09,0.001281538,6.776083e-13,0.06680102,0.062785506,0.23954748,3.7827808e-06,1.12253e-06,4.6053035e-05,0.09888835,5.4052174e-10,0.058359448,1.01044975e-07,0.0118559655,0.060579617,0.03630818,4.6930182e-07,0.01152256,8.7198336e-16,7.159641e-15
1.4298893e-06,5.312988e-07,7.342624e-14,0.17784993,8.087364e-11,1.7074812e-05,1.5098818e-16,5.575288e-05,0.04185241,3.9048906e-08,8.516998e-15,1.6846928e-15,0.06766096,1.963928e-14,6.4467853e-10,0.00070922426,4.424593e-14,0.063939266,0.061084695,0.23384221,1.1375516e-06,2.8064468e-07,1.7133334e-05,0.0944539,7.3267316e-11,0.05560265,2.209754e-08,0.010302686,0.059130065,0.03642934,1.0295923e-07,0.008960561,2.9070866e-17,2.9573057e-16
4.5482415e-07,1.517736e-07,4.2025646e-15,0.17364773,9.605315e-12,6.731756e-06,4.6159987e-18,2.040258e-05,0.039614975,8.0127345e-09,3.6962773e-16,5.994799e-17,0.0627152,9.70418e-16,9.150911e-11,0.00036109335,2.3179143e-15,0.063276276,0.061749186,0.22800635,3.1151356e-07,6.298865e-08,5.8757955e-06,0.092186086,8.4800075e-12,0.05421456,4.29183e-09,0.009161288,0.05741897,0.03602606,2.0065261e-08,0.0069210674,7.323356e-19,9.410744e-18
1.3246641e-07,3.9359993e-08,1.9092125e-16,0.17086704,9.63964e-13,2.4713443e-06,1.05900787e-19,6.899093e-06,0.037798442,1.4534067e-09,1.2424814e-17,1.6230504e-18,0.058580417,3.7570557e-17,1.1139963e-11,0.00017153069,9.563538e-17,0.062579654,0.060999397,0.22163409,7.7126785e-08,1.2587541e-08,1.8495746e-06,0.08807996,8.275324e-13,0.051981103,7.3354706e-10,0.007993281,0.05529652,0.03548996,3.4420513e-09,0.005128279,1.3600216e-20,2.2555406e-19
3.508861e-08,9.198047e-09,6.750732e-18,0.16615134,8.063757e-14,8.403384e-07,1.7773266e-21,2.1441087e-06,0.037178215,2.3080177e-10,3.1641297e-19,3.2641054e-20,0.05386513,1.1160948e-18,1.148861e-12,7.5710166e-05,3.0449215e-18,0.061386306,0.060946807,0.21689734,1.7140366e-08,2.2196525e-09,5.317584e-07,0.08529987,6.7154385e-14,0.049390987,1.0923091e-10,0.0067375493,0.053245496,0.035533886,5.1458166e-10,0.003716923,1.8114386e-22,3.9707485e-21
8.391934e-09,1.9214168e-09,1.8179817e-19,0.16345473,5.539395e-15,2.6314495e-07,2.1208926e-23,6.090851e-07,0.036105756,3.1752555e-11,5.95665e-21,4.7475835e-22,0.049969945,2.4857438e-20,9.903435e-14,3.1181473e-05,7.3142095e-20,0.06076088,0.059504647,0.21219057,3.3908074e-09,3.4200498e-10,1.3880022e-07,0.08172212,4.463637e-15,0.048481803,1.4017062e-11,0.005572578,0.052200947,0.035328414,6.631721e-11,0.002579981,1.6780207e-24,4.992756e-23
1.7978807e-09,3.5566178e-10,3.640309e-21,0.16004226,3.0741642e-16,7.540836e-08,1.7431299e-25,1.5708112e-07,0.0342974,3.7414295e-12,8.0662845e-23,4.847388e-24,0.046027754,4.045162e-22,7.0316495e-15,1.1938027e-05,1.2927512e-21,0.059818033,0.059360262,0.20797688,5.917865e-10,4.555546e-11,3.266096e-08,0.0792107,2.3900835e-16,0.047484897,1.5317601e-12,0.0045237956,0.050530482,0.035214245,7.280694e-12,0.001751618,1.0444079e-26,4.345739e-25
3.420849e-10,5.7785124e-11,5.2771772e-23,0.15771094,1.3536833e-17,1.9641455e-08,9.520191e-28,3.651111e-08,0.03329252,3.7289873e-13,7.621082e-25,3.3600316e-26,0.042530496,4.6739007e-24,4.0465477e-16,4.2420693e-06,1.6349628e-23,0.059954066,0.057738565,0.20337099,9.022099e-11,5.184983e-12,6.8754376e-09,0.07657502,1.0123036e-17,0.046339918,1.4070118e-13,0.0035407837,0.04945138,0.035080723,6.721404e-13,0.0011422066,4.2005263e-29,2.5279342e-27
5.727093e-11,8.155836e-12,5.375705e-25,0.15409487,4.636881e-19,4.6158366e-09,3.3178928e-30,7.587537e-09,0.03256137,3.10108e-14,4.8546265e-27,1.5226538e-28,0.038787004,3.7131316e-26,1.8543029e-17,1.3923952e-06,1.4341794e-25,0.059159093,0.058233846,0.19839728,1.1886913e-11,4.9788374e-13,1.2837739e-09,0.074685276,3.3238138e-19,0.044810653,1.0710234e-14,0.0026580566,0.048500348,0.0352862,5.14429e-14,0.00072497607,1.0443149e-31,9.444353e-30
8.351351e-12,9.8879e-13,3.7215534e-27,0.15240252,1.2087713e-20,9.708985e-10,7.045551e-33,1.3975172e-09,0.032252446,2.1199051e-15,2.0058475e-29,4.322041e-31,0.035736322,1.9562532e-28,6.6355974e-19,4.1984583e-07,8.425262e-28,0.05840895,0.057253573,0.19381137,1.3377085e-12,3.9778006e-14,2.1062242e-10,0.07252611,8.274199e-21,0.04325132,6.651618e-16,0.0018416226,0.047146995,0.03481409,3.213792e-15,0.00044239528,1.5253109e-34,2.1657808e-32
1.0490746e-12,1.0171594e-13,1.6861858e-29,0.14963193,2.3406662e-22,1.8120562e-10,8.6442636e-36,2.2597436e-10,0.031421833,1.1718935e-16,5.144662e-32,7.3171943e-34,0.03246731,6.560944e-31,1.8148417e-20,1.1556532e-07,3.186044e-30,0.057364162,0.056532424,0.19040518,1.2694887e-13,2.6042426e-15,3.0053977e-11,0.07022098,1.5235877e-22,0.04212387,3.3132488e-17,0.001197788,0.04626298,0.034670904,1.6111284e-16,0.0002600941,1.2339366e-37,2.894088e-35
1.12164476e-13,8.759855e-15,4.7908668e-32,0.14625153,3.277196e-24,2.9726423e-11,5.760857e-39,3.1747285e-11,0.030222055,5.145338e-18,7.7886993e-35,6.982553e-37,0.029220732,1.3369105e-33,3.7043613e-22,2.8836334e-08,7.413726e-33,0.055724025,0.056392286,0.18633759,1.001843e-14,1.3740128e-16,3.6883205e-12,0.06867291,2.0190467e-24,0.041455265,1.2990035e-18,0.00071546197,0.044796363,0.034476694,6.360819e-18,0.00014697823,5.1597e-41,2.1215933e-38
1.0073835e-14,6.2238223e-16,8.1286473e-35,0.14450832,3.2193404e-26,4.242569e-12,1.94e-42,3.8317726e-12,0.029399037,1.7590895e-19,6.566282e-38,3.51572e-40,0.026476974,1.5686462e-36,5.495576e-24,6.473271e-09,1.008038e-35,0.05561531,0.055589538,0.1831145,6.4747956e-16,5.7358792e-18,3.8458334e-13,0.0669555,1.8674794e-26,0.04053235,3.926346e-20,0.00039423982,0.043833807,0.034437947,1.937253e-19,7.954698e-05,1e-44,7.948e-42
7.491795e-16,3.5899268e-17,7.784143e-38,0.14229548,2.1452573e-28,5.2092526e-13,0.0,3.9246002e-13,0.028718071,4.5815087e-21,2.8792e-41,8.7e-44,0.023777168,9.95693e-40,5.7534165e-26,1.2965289e-09,7.542758e-39,0.054365423,0.054313686,0.18023168,3.3698978e-17,1.8566384e-19,3.3620655e-14,0.06480624,1.1648219e-28,0.039572194,8.941889e-22,0.00020152034,0.043171994,0.034507293,4.4485446e-21,4.112094e-05,0.0,1e-45
4.5414426e-17,1.6516446e-18,3.9388e-41,0.14055829,9.335019e-31,5.4361253e-14,0.0,3.3655604e-14,0.028569045,8.8726474e-23,6e-45,0.0,0.021246864,3.18e-43,4.112388e-28,2.296215e-10,2.895e-42,0.05363499,0.053758495,0.17662162,1.3866235e-18,4.5569283e-21,2.4285792e-15,0.063333765,4.7130336e-31,0.038189292,1.4958464e-23,9.655749e-05,0.042308263,0.034382414,7.509223e-23,2.0236817e-05,0.0,0.0
2.2055596e-18,5.944465e-20,1e-44,0.13853714,2.5405118e-33,4.757656e-15,0.0,2.3812436e-15,0.02787316,1.2437348e-24,0.0,0.0,0.018858463,0.0,1.9335353e-30,3.5609852e-11,0.0,0.053957433,0.052878577,0.17296644,4.4200037e-20,8.2733996e-23,1.4265983e-16,0.061343644,1.1836451e-33,0.038629007,1.7867526e-25,4.325109e-05,0.041256562,0.03403328,9.058508e-25,9.445642e-06,0.0,0.0
8.420043e-20,1.6382007e-21,0.0,0.13594353,4.1156913e-36,3.4416577e-16,0.0,1.3678579e-16,0.027719302,1.2245771e-26,0.0,0.0,0.01651588,0.0,5.7328606e-33,4.784539e-12,0.0,0.053451132,0.052628696,0.17066845,1.0672236e-21,1.0809599e-24,6.696554e-18,0.060281616,1.7541934e-36,0.03756663,1.4764192e-27,1.8147119e-05,0.04062645,0.033476293,7.5665335e-27,4.1650324e-06,0.0,0.0
2.4744922e-21,3.375822e-23,0.0,0.13493575,3.748856e-39,2.0253196e-17,0.0,6.2674764e-18,0.027482117,8.188449e-29,0.0,0.0,0.014494726,0.0,1.02145466e-35,5.5054854e-13,0.0,0.052878994,0.05223182,0.16641624,1.9039117e-23,9.855915e-27,2.4639842e-19,0.060086805,1.447017e-39,0.036211234,8.1445764e-30,7.1192962e-06,0.040568028,0.033564985,4.223906e-29,1.7274477e-06,0.0,0.0
5.469896e-23,5.0665716e-25,0.0,0.13349357,1.796e-42,9.5274e-19,0.0,2.2465316e-19,0.027182983,3.5800122e-31,0.0,0.0,0.012576724,0.0,1.0345733e-38,5.3573868e-14,0.0,0.05287277,0.051164147,0.16478522,2.441041e-25,6.058475e-29,6.957229e-21,0.058069468,6.21e-43,0.03666203,2.88119e-32,2.6007303e-06,0.0397001,0.03354004,1.5139067e-31,6.707779e-07,0.0,0.0
8.864186e-25,5.3780573e-27,0.0,0.13096122,0.0,3.5144487e-20,0.0,6.1656868e-21,0.02656302,9.8022885e-34,0.0,0.0,0.010727551,0.0,5.583e-42,4.3483597e-15,0.0,0.051937394,0.05079406,0.16345714,2.1807667e-27,2.4148963e-31,1.4724522e-22,0.05731262,0.0,0.036075518,6.243458e-35,8.805998e-07,0.03921884,0.032956462,3.3283859e-34,2.4263383e-07,0.0,0.0
1.0234036e-26,3.9069475e-29,0.0,0.12966447,0.0,9.952393e-22,0.0,1.2652849e-22,0.026948111,1.6000497e-36,0.0,0.0,0.00913073,0.0,1e-45,2.8997466e-16,0.0,0.051964696,0.05075866,0.16043606,1.3112213e-29,5.9715636e-34,2.2757653e-24,0.056433793,0.0,0.035311222,7.862862e-38,2.7480777e-07,0.03845695,0.03240284,4.2595083e-37,8.1313e-08,0.0,0.0
8.1528773e-29,1.871903e-31,0.0,0.12777881,0.0,2.1134557e-23,0.0,1.8909732e-24,0.025820222,1.470942e-39,0.0,0.0,0.007648631,0.0,0.0,1.5627007e-17,0.0,0.051951386,0.049336914,0.15782876,5.1022203e-32,8.707927e-37,2.4950352e-26,0.054415762,0.0,0.03433071,5.4139e-41,7.854999e-08,0.038101174,0.032475457,2.98587e-40,2.5098593e-08,0.0,0.0
4.323287e-31,5.6722874e-34,0.0,0.12641846,0.0,3.2790239e-25,0.0,1.9985346e-26,0.025324896,7.13e-43,0.0,0.0,0.006339318,0.0,0.0,6.683199e-19,0.0,0.050395582,0.04936932,0.15438843,1.2288869e-34,7.06155e-40,1.8783024e-28,0.05411089,0.0,0.033976927,2e-44,2.0425988e-08,0.03722349,0.032055847,1.06e-43,7.0901796e-09,0.0,0.0
1.4651818e-33,1.0362883e-36,0.0,0.12544797,0.0,3.610624e-27,0.0,1.4453688e-28,0.02611783,0.0,0.0,0.0,0.0051966202,0.0,0.0,2.2233175e-20,0.0,0.050993737,0.049128063,0.15301052,1.740847e-37,2.97e-43,9.360595e-31,0.052930087,0.0,0.03361874,0.0,4.7966338e-09,0.036768205,0.032030206,0.0,1.8205142e-09,0.0,0.0
3.02983e-36,1.080208e-39,0.0,0.12378127,0.0,2.731526e-29,0.0,6.8928798e-31,0.024827026,0.0,0.0,0.0,0.0041749426,0.0,0.0,5.6278145e-22,0.0,0.05028477,0.04886281,0.14959791,1.3672e-40,0.0,2.9627804e-33,0.05273982,0.0,0.032785762,0.0,1.009088e-09,0.036237787,0.031886883,0.0,4.2171572e-10,0.0,0.0
3.624617e-39,6.03e-43,0.0,0.12224382,0.0,1.3688305e-31,0.0,2.0785177e-33,0.0241391,0.0,0.0,0.0,0.0033031201,0.0,0.0,1.0577453e-23,0.0,0.050900325,0.048267193,0.14841424,5.6e-44,0.0,5.6810995e-36,0.05203907,0.0,0.032409,0.0,1.8853552e-10,0.035825368,0.031756803,0.0,8.7423055e-11,0.0,0.0
2.358e-42,0.0,0.0,0.120689824,0.0,4.3597056e-34,0.0,3.7777532e-36,0.023994658,0.0,0.0,0.0,0.0025693288,0.0,0.0,1.4365648e-25,0.0,0.05064632,0.04771026,0.14608908,0.0,0.0,6.250057e-39,0.051244438,0.0,0.032545216,0.0,3.0991074e-11,0.035581287,0.03099769,0.0,1.6076975e-11,0.0,0.0
1e-45,0.0,0.0,0.11950835,0.0,8.418704e-37,0.0,3.916234e-39,0.024819091,0.0,0.0,0.0,0.001963523,0.0,0.0,1.3677405e-27,0.0,0.050286133,0.046340745,0.14373495,0.0,0.0,3.704e-42,0.04936633,0.0,0.031733636,0.0,4.436187e-12,0.03532801,0.031178266,0.0,2.597873e-12,0.0,0.0
0.0,0.0,0.0,0.11706959,0.0,9.33563e-40,0.0,2.172e-42,0.023711616,0.0,0.0,0.0,0.0014646736,0.0,0.0,8.823747e-30,0.0,0.050196733,0.046737105,0.14193785,0.0,0.0,1e-45,0.049262926,0.0,0.03179858,0.0,5.4685293e-13,0.03423675,0.030891448,0.0,3.6506518e-13,0.0,0.0
0.0,0.0,0.0,0.115909174,0.0,5.58e-43,0.0,0.0,0.024130471,0.0,0.0,0.0,0.0010727851,0.0,0.0,3.712137e-32,0.0,0.04870258,0.045993842,0.13977022,0.0,0.0,0.0,0.048341725,0.0,0.031204635,0.0,5.735139e-14,0.03396875,0.030160978,0.0,4.411288e-14,0.0,0.0
0.0,0.0,0.0,0.115071945,0.0,0.0,0.0,0.0,0.023215069,0.0,0.0,0.0,0.0007680215,0.0,0.0,9.750219e-35,0.0,0.04904453,0.044482876,0.13799031,0.0,0.0,0.0,0.046640094,0.0,0.030149695,0.0,5.049745e-15,0.033864073,0.029624186,0.0,4.5276092e-15,0.0,0.0
0.0,0.0,0.0,0.11361311,0.0,0.0,0.0,0.0,0.022952128,0.0,0.0,0.0,0.0005354353,0.0,0.0,1.5212423e-37,0.0,0.050081193,0.04478482,0.13546312,0.0,0.0,0.0,0.04651697,0.0,0.029762503,0.0,3.6792027e-16,0.033782776,0.029856328,0.0,3.8945484e-16,0.0,0.0
0.0,0.0,0.0,0.11197232,0.0,0.0,0.0,0.0,0.023313094,0.0,0.0,0.0,0.00036332008,0.0,0.0,1.33102e-40,0.0,0.04868375,0.044180393,0.13381933,0.0,0.0,0.0,0.045864154,0.0,0.029568344,0.0,2.1832516e-17,0.033207737,0.02965439,0.0,2.7667066e-17,0.0,0.0
